osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,junction,bridge
770276130,2,جاده شهید بهشتی - جواهرده,secondary,False,True,11.376,,"LINESTRING (50.640845 36.9239369, 50.6408467 36.9238346)",,
231501791,2,,secondary,True,False,54.245000000000005,30,"LINESTRING (50.640845 36.9239369, 50.6409454 36.9241199, 50.640976 36.9241697, 50.6410148 36.9242003, 50.6410643 36.9242207, 50.6411481 36.9242315, 50.6412434 36.9242392)",,
770276130,2,جاده شهید بهشتی - جواهرده,secondary,False,False,141.653,,"LINESTRING (50.6391695 36.9202681, 50.640178 36.9212544)",,
318175125,,,residential,False,True,41.619,30,"LINESTRING (50.6391695 36.9202681, 50.6388735 36.9204512, 50.6388776 36.9205262)",,
770276130,2,جاده شهید بهشتی - جواهرده,secondary,False,True,170.039,,"LINESTRING (50.6391695 36.9202681, 50.6388757 36.9199575, 50.638012 36.9190507)",,
770276130,2,جاده شهید بهشتی - جواهرده,secondary,False,False,170.039,,"LINESTRING (50.638012 36.9190507, 50.6388757 36.9199575, 50.6391695 36.9202681)",,
681932920,2,بلوار مطهری,trunk,False,False,29.268,,"LINESTRING (50.6427427 36.919953, 50.6428982 36.919721)",,
681932920,2,بلوار مطهری,trunk,False,True,6.647,,"LINESTRING (50.6427427 36.919953, 50.6427134 36.920008)",,
"[642492356, 529631877]",,,residential,False,"[False, True]",330.1400000000001,30,"LINESTRING (50.6427427 36.919953, 50.6428698 36.9199971, 50.6430404 36.9200564, 50.6432312 36.9200737, 50.6433769 36.9200448, 50.6435279 36.9200325, 50.6436327 36.9200522, 50.6437259 36.9201884, 50.6438855 36.9202735, 50.6439752 36.9204436, 50.6440167 36.9204683, 50.6442423 36.9205073, 50.6444854 36.9204922, 50.6445729 36.9204537, 50.6447508 36.9202587, 50.644803 36.9202229, 50.6448847 36.9202093, 50.6449978 36.9202252, 50.6450985 36.9202698, 50.6451788 36.9202809, 50.6452899 36.9202609, 50.6454304 36.9202861, 50.6456318 36.9203561, 50.6458567 36.9205164)",,
529631874,,شهید قلیزاده,residential,False,False,69.807,30,"LINESTRING (50.6423497 36.9211236, 50.642223 36.9210924, 50.6421605 36.921005, 50.6421003 36.9208491, 50.6419993 36.9206041)",,
681932920,2,بلوار مطهری,trunk,False,False,128.909,,"LINESTRING (50.6423497 36.9211236, 50.6423844 36.9208875, 50.6424559 36.9205812, 50.6425681 36.9202811, 50.6427134 36.920008)",,
681932920,2,بلوار مطهری,trunk,False,True,155.678,,"LINESTRING (50.6423497 36.9211236, 50.6423491 36.9211756, 50.6423487 36.9212048, 50.6423652 36.9212837, 50.6424479 36.9214604, 50.6424881 36.9215222, 50.6428035 36.9220041, 50.642842 36.922063, 50.643044 36.9223961)",,
231501661,2,بلوار امام خمینی,primary,True,False,184.323,,"LINESTRING (50.6432808 36.9223708, 50.6434883 36.9222901, 50.6448273 36.921278)",,
601085348,2,میدان امام خمینی,trunk,True,False,21.301000000000002,30,"LINESTRING (50.6432808 36.9223708, 50.6433495 36.9224033, 50.6434017 36.9224517, 50.6434319 36.9225108)",roundabout,
601085348,2,میدان امام خمینی,trunk,True,False,42.659,30,"LINESTRING (50.6434319 36.9225108, 50.6434368 36.9225747, 50.643416 36.9226364, 50.6433716 36.9226896, 50.6433083 36.9227286, 50.6432326 36.9227494, 50.6431527 36.9227499)",roundabout,
"[231501802, 231501674, 231501690]",2,سجادی,trunk,True,False,148.393,30,"LINESTRING (50.6430399 36.9230822, 50.642917 36.9231952, 50.6427325 36.9233353, 50.6420449 36.923879, 50.6418597 36.9240254)",,yes
642198145,2,شهدا,secondary,False,True,76.156,,"LINESTRING (50.6430399 36.9230822, 50.6432634 36.9231918, 50.6435477 36.9233354, 50.643722 36.9234877)",,
"[382737839, 231501829, 231501757]",2,سجادی,trunk,True,False,236.252,30,"LINESTRING (50.6412652 36.9239451, 50.6412899 36.9237344, 50.6413144 36.9236166, 50.6413471 36.923502, 50.6413911 36.9233995, 50.6414336 36.9233322, 50.6415038 36.9232703, 50.6425318 36.9228193, 50.6427351 36.9225953, 50.6429516 36.9225064)",,yes
231501829,2,سجادی,trunk,True,False,31.156,30,"LINESTRING (50.6412782 36.9242251, 50.6412652 36.9239451)",,
231501763,2,میدان فلسطین,trunk,True,False,20.787,30,"LINESTRING (50.6412782 36.9242251, 50.6413163 36.9242187, 50.6413552 36.9242204, 50.6413923 36.9242301, 50.6414249 36.9242471, 50.6414509 36.9242703, 50.6414686 36.9242981)",roundabout,
231501763,2,میدان فلسطین,trunk,True,False,13.869,30,"LINESTRING (50.6414686 36.9242981, 50.6414766 36.9243286, 50.6414745 36.9243597, 50.6414623 36.9243894, 50.641441 36.9244155)",roundabout,
128836198,2,شهید عباس مفرد,trunk,True,False,273.73699999999997,,"LINESTRING (50.641441 36.9244155, 50.6414369 36.9245761, 50.6414746 36.9246799, 50.6415605 36.9248737, 50.6416941 36.925189, 50.6418518 36.9256071, 50.6419075 36.9257892, 50.6419812 36.9260303, 50.6422217 36.9267885)",,
231501763,2,میدان فلسطین,trunk,True,False,20.811,30,"LINESTRING (50.641441 36.9244155, 50.6414119 36.9244363, 50.6413771 36.9244504, 50.6413389 36.9244568, 50.6412999 36.924455, 50.6412629 36.9244452, 50.6412303 36.9244281)",roundabout,
231501763,2,میدان فلسطین,trunk,True,False,2.948,30,"LINESTRING (50.6412303 36.9244281, 50.6412077 36.9244087)",roundabout,
231501841,2,شهدا,secondary,True,False,36.364,,"LINESTRING (50.6452353 36.9257198, 50.6454038 36.9260178)",,
642208652,1,,secondary_link,False,True,11.649,30,"LINESTRING (50.6452353 36.9257198, 50.6451864 36.925817)",,
231501839,2,,secondary,False,True,18.142,,"LINESTRING (50.6451864 36.925817, 50.6451119 36.9259689)",,
642208652,1,,secondary_link,False,False,11.649,30,"LINESTRING (50.6451864 36.925817, 50.6452353 36.9257198)",,
642208653,2,شهدا,secondary,True,False,126.18400000000001,,"LINESTRING (50.6451864 36.925817, 50.6446319 36.9247836, 50.6446265 36.9247742)",,
516357078,2,مصطفی خمینی,tertiary,False,False,16.063,,"LINESTRING (50.6417837 36.9258355, 50.6416227 36.9259011)",,
25275333,2,شهید عباس مفرد,trunk,True,False,164.16700000000003,,"LINESTRING (50.6417837 36.9258355, 50.6417205 36.9256357, 50.6415764 36.9252222, 50.6414498 36.9249094, 50.6413664 36.9247248, 50.6412303 36.9244281)",,
770276130,2,جاده شهید بهشتی - جواهرده,secondary,False,True,31.926,,"LINESTRING (50.6404053 36.9214767, 50.640178 36.9212544)",,
318126669,2,شهید منتظری,residential,False,False,94.022,,"LINESTRING (50.6404053 36.9214767, 50.6397864 36.9220085, 50.6396849 36.9220958)",,
770276130,2,جاده شهید بهشتی - جواهرده,secondary,False,False,172.548,,"LINESTRING (50.6404053 36.9214767, 50.640636 36.9217568, 50.6407568 36.9219487, 50.6408065 36.9221923, 50.6408075 36.9222196, 50.6408158 36.9224409, 50.6408348 36.9229467)",,
516357078,2,مصطفی خمینی,tertiary,False,True,16.063,,"LINESTRING (50.6416227 36.9259011, 50.6417837 36.9258355)",,
516357078,2,مصطفی خمینی,tertiary,False,False,91.14,,"LINESTRING (50.6416227 36.9259011, 50.6414844 36.9260871, 50.6414203 36.9261733, 50.6413158 36.9262508, 50.6411421 36.9263258, 50.64086 36.9263768)",,
643430826,,بهار ۱,residential,False,False,108.53800000000001,,"LINESTRING (50.6416227 36.9259011, 50.6414276 36.9256954, 50.6413364 36.9256439, 50.6405559 36.9257211)",,
516357078,2,مصطفی خمینی,tertiary,False,False,16.531,,"LINESTRING (50.6396913 36.9267571, 50.6395639 36.9268654)",,
516357078,2,مصطفی خمینی,tertiary,False,True,19.825,,"LINESTRING (50.6396913 36.9267571, 50.6398387 36.9266233)",,
231501796,2,,secondary,True,False,15.661,30,"LINESTRING (50.6408371 36.9240776, 50.640845 36.9239369)",,
318175119,,سادات,residential,False,False,65.821,30,"LINESTRING (50.6408371 36.9240776, 50.6403333 36.9245114)",,
516357078,2,مصطفی خمینی,tertiary,False,False,19.825,,"LINESTRING (50.6398387 36.9266233, 50.6396913 36.9267571)",,
318175119,,سادات,residential,False,True,294.871,30,"LINESTRING (50.6398387 36.9266233, 50.6395738 36.9260067, 50.6394773 36.9259681, 50.6393068 36.9259606, 50.6393106 36.9255383, 50.639388 36.9254618, 50.6396822 36.925353, 50.6397969 36.9252029, 50.639873 36.9250523, 50.6401156 36.9248369, 50.6403333 36.9245114)",,
516357078,2,مصطفی خمینی,tertiary,False,True,96.31199999999998,,"LINESTRING (50.6398387 36.9266233, 50.639885 36.9265813, 50.6400593 36.9265106, 50.64086 36.9263768)",,
318175119,,سادات,residential,False,True,65.821,30,"LINESTRING (50.6403333 36.9245114, 50.6408371 36.9240776)",,
318175119,,سادات,residential,False,False,294.871,30,"LINESTRING (50.6403333 36.9245114, 50.6401156 36.9248369, 50.639873 36.9250523, 50.6397969 36.9252029, 50.6396822 36.925353, 50.639388 36.9254618, 50.6393106 36.9255383, 50.6393068 36.9259606, 50.6394773 36.9259681, 50.6395738 36.9260067, 50.6398387 36.9266233)",,
318175120,,,residential,False,False,114.368,30,"LINESTRING (50.6403333 36.9245114, 50.6399038 36.9242966, 50.639717 36.9242635, 50.6391577 36.9244102)",,
318175120,,,residential,False,False,120.981,30,"LINESTRING (50.6391577 36.9244102, 50.6377968 36.9243985)",,
643430830,,سادات ۵,residential,False,False,62.121,,"LINESTRING (50.6391577 36.9244102, 50.6390602 36.9249634)",,
318175120,,,residential,False,True,114.368,30,"LINESTRING (50.6391577 36.9244102, 50.639717 36.9242635, 50.6399038 36.9242966, 50.6403333 36.9245114)",,
318175120,,,residential,False,True,120.981,30,"LINESTRING (50.6377968 36.9243985, 50.6391577 36.9244102)",,
643430828,,منتظری ۸,residential,False,False,19.876,30,"LINESTRING (50.6377968 36.9243985, 50.6377342 36.9242269)",,
643430833,,,residential,False,True,44.031,30,"LINESTRING (50.6377968 36.9243985, 50.6380244 36.9247502)",,
318175122,,,residential,False,False,67.374,30,"LINESTRING (50.6375756 36.9239301, 50.63825 36.9236536)",,
