osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry
141004089,میدان شهدا,tertiary,20,roundabout,True,False,26.075,"LINESTRING (49.8572534 34.2900171, 49.8569818 34.289949)"
141004089,میدان شهدا,tertiary,20,roundabout,True,False,3.895,"LINESTRING (49.8573554 34.2897805, 49.8573864 34.2898044)"
141004089,میدان شهدا,tertiary,20,roundabout,True,False,32.959,"LINESTRING (49.8573864 34.2898044, 49.8574104 34.289838, 49.8574164 34.2898812, 49.8574101 34.2899209, 49.857386 34.2899634, 49.857339 34.289998, 49.8572962 34.2900157, 49.8572534 34.2900171)"
141004093,بلوار شهید رجائی,tertiary,40,,True,False,84.876,"LINESTRING (49.8573864 34.2898044, 49.8577967 34.2901094, 49.8581072 34.2902786)"
553722192,,residential,,,False,False,28.515,"LINESTRING (49.8538483 34.2892987, 49.8536416 34.2891074)"
141004090,بلوار شهید رجائی,tertiary,40,,True,False,68.232,"LINESTRING (49.8538483 34.2892987, 49.8539458 34.2892683, 49.8541843 34.2893129, 49.8545653 34.2893957)"
141004092,شهید باهنر,tertiary,,,False,True,58.916,"LINESTRING (49.8538483 34.2892987, 49.8536477 34.2893504, 49.8534745 34.2894349, 49.8532871 34.2895451)"
141004089,میدان شهدا,tertiary,20,roundabout,True,False,30.512,"LINESTRING (49.8570367 34.2897128, 49.8570799 34.2897092, 49.8573554 34.2897805)"
460894835,,tertiary,,,True,False,97.03,"LINESTRING (49.8570367 34.2897128, 49.8571527 34.2895049, 49.857479 34.2889204)"
141004089,میدان شهدا,tertiary,20,roundabout,True,False,33.412,"LINESTRING (49.8569818 34.289949, 49.8569487 34.2899298, 49.8569301 34.2899075, 49.8569181 34.2898703, 49.8569179 34.2898328, 49.8569276 34.2897946, 49.8569487 34.2897637, 49.8569727 34.2897435, 49.8570029 34.2897278, 49.8570367 34.2897128)"
141004091,بلوار شهید رجائی,tertiary,40,,True,False,107.17,"LINESTRING (49.8569818 34.289949, 49.8558993 34.2897633, 49.8558403 34.2897506)"
141004092,شهید باهنر,tertiary,,,False,True,67.562,"LINESTRING (49.8524054 34.2902805, 49.8516989 34.2901118)"
553719754,,residential,,,False,False,166.457,"LINESTRING (49.8524054 34.2902805, 49.851536 34.2915939)"
141004092,شهید باهنر,tertiary,,,False,False,115.189,"LINESTRING (49.8524054 34.2902805, 49.8526989 34.2900206, 49.8528832 34.2898539, 49.8531193 34.28967, 49.8532871 34.2895451)"
141004092,شهید باهنر,tertiary,,,False,False,58.916000000000004,"LINESTRING (49.8532871 34.2895451, 49.8534745 34.2894349, 49.8536477 34.2893504, 49.8538483 34.2892987)"
141004092,شهید باهنر,tertiary,,,False,True,115.189,"LINESTRING (49.8532871 34.2895451, 49.8531193 34.28967, 49.8528832 34.2898539, 49.8526989 34.2900206, 49.8524054 34.2902805)"
