osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction
216618572,True,فایز جنوبی,secondary,False,12.758,"LINESTRING (51.3785282 28.6509135, 51.3786435 28.6508594)",,
272554211,False,فایز شمالی,secondary,False,15.414,"LINESTRING (51.3785282 28.6509135, 51.3783727 28.6509379)",,
216620635,True,شهید رجایی,secondary,False,86.25500000000001,"LINESTRING (51.3785282 28.6509135, 51.3785856 28.651073, 51.3788532 28.6516343)",,
272554210,False,خیابان شهید رجایی,secondary,True,24.139,"LINESTRING (51.3785282 28.6509135, 51.3784998 28.6507576, 51.3784763 28.6507021)",40,
272545181,False,خیابان شهید مطهری,secondary,True,90.148,"LINESTRING (51.3789522 28.6524286, 51.3784236 28.6530935)",,
272545168,True,میدان شهید نادر مهدوی,secondary,False,25.994,"LINESTRING (51.3789522 28.6524286, 51.3789048 28.6523724, 51.3788817 28.6523053, 51.378891 28.6522119)",20,roundabout
272545181,False,خیابان شهید مطهری,secondary,False,8.12,"LINESTRING (51.378376 28.6531534, 51.3784236 28.6530935)",,
216619691,False,شفیق,secondary,True,89.99900000000001,"LINESTRING (51.378376 28.6531534, 51.3782248 28.6530512, 51.3782074 28.6530394, 51.3776646 28.6527179, 51.377645 28.6527063, 51.3776198 28.6526905)",,
272545181,False,خیابان شهید مطهری,secondary,True,297.127,"LINESTRING (51.378376 28.6531534, 51.3777593 28.6539599, 51.3777108 28.6540233, 51.3775499 28.6542338, 51.3774023 28.6544135, 51.3766364 28.6553461)",,
174896924,True,بسیج,primary,False,62.74,"LINESTRING (51.3746329 28.6514036, 51.3749703 28.6509233)",,
706858702,False,,tertiary,False,153.3,"LINESTRING (51.3746329 28.6514036, 51.3734227 28.6505245)",,
174896885,False,,primary_link,False,15.797,"LINESTRING (51.3722629 28.6548091, 51.3724039 28.6548789)",,
174896924,True,بسیج,primary,False,60.813,"LINESTRING (51.3722629 28.6548091, 51.3725833 28.65434)",,
174896885,False,,primary_link,True,15.797,"LINESTRING (51.3724039 28.6548789, 51.3722629 28.6548091)",,
174896923,True,بسیج,primary,False,95.662,"LINESTRING (51.3724039 28.6548789, 51.3718927 28.655613)",,
174896924,True,بسیج,primary,False,93.79,"LINESTRING (51.3717528 28.655524, 51.3722629 28.6548091)",,
216619689,False,پاسداران شمالی,secondary,False,120.226,"LINESTRING (51.37667 28.6512491, 51.3773884 28.6503707)",,
216619689,False,پاسداران شمالی,secondary,True,36.908,"LINESTRING (51.37667 28.6512491, 51.3764369 28.6515105)",,
272554211,False,فایز شمالی,secondary,True,169.714,"LINESTRING (51.37667 28.6512491, 51.3783727 28.6509379)",,
272554211,False,فایز شمالی,secondary,False,57.126000000000005,"LINESTRING (51.37667 28.6512491, 51.3764683 28.6512643, 51.376094 28.6513355)",,
272545171,False,خیابان حامد,secondary,False,33.582,"LINESTRING (51.3803526 28.6514999, 51.3805191 28.6514981, 51.3806864 28.6515505)",,
272545171,False,خیابان حامد,secondary,True,126.985,"LINESTRING (51.3803526 28.6514999, 51.380239 28.6515394, 51.379422 28.6521085, 51.3793164 28.6521838)",,
272560711,False,,residential,False,50.372,"LINESTRING (51.3803526 28.6514999, 51.3803402 28.6513964, 51.3803266 28.6513785, 51.3802436 28.6512693, 51.3800969 28.6511213)",,
216619689,False,پاسداران شمالی,secondary,False,36.908,"LINESTRING (51.3764369 28.6515105, 51.37667 28.6512491)",,
216619689,False,پاسداران شمالی,secondary,True,32.341,"LINESTRING (51.3764369 28.6515105, 51.3762567 28.6517546)",,
216619690,False,,secondary,False,181.022,"LINESTRING (51.3764369 28.6515105, 51.3781412 28.6521535)",,
272554208,True,,secondary,False,42.641,"LINESTRING (51.375404 28.6514669, 51.3749818 28.6515658)",,
272554211,False,فایز شمالی,secondary,True,68.897,"LINESTRING (51.375404 28.6514669, 51.376094 28.6513355)",,
216619689,False,پاسداران شمالی,secondary,False,32.341,"LINESTRING (51.3762567 28.6517546, 51.3764369 28.6515105)",,
216619689,False,پاسداران شمالی,secondary,True,167.351,"LINESTRING (51.3762567 28.6517546, 51.3757341 28.6524235, 51.3752869 28.6529959)",,
216619691,False,شفیق,secondary,False,168.978,"LINESTRING (51.3762567 28.6517546, 51.3770908 28.6523586, 51.3776198 28.6526905)",,
