osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry
569821485,میدان شهدای گمنام,primary,30,roundabout,True,False,8.043,"LINESTRING (51.0330673 35.7047902, 51.033005 35.7048419)"
569821485,میدان شهدای گمنام,primary,30,roundabout,True,False,16.1,"LINESTRING (51.0318655 35.7048527, 51.0318017 35.7048021, 51.0317448 35.7047464)"
282117144,بلوار گلهای غربی,secondary,50,,True,False,548.159,"LINESTRING (51.0317448 35.7047464, 51.0315369 35.7045638, 51.0313223 35.7044353, 51.0311909 35.7043634, 51.0310434 35.7042959, 51.0308985 35.7042393, 51.0307644 35.704187, 51.0306223 35.7041413, 51.0304721 35.7041064, 51.030354 35.7040759, 51.0302468 35.7040585, 51.0301529 35.7040411, 51.0300617 35.704028, 51.0299705 35.7040149, 51.0298712 35.7040084, 51.0288627 35.7040236, 51.0285194 35.7040433, 51.028042 35.7040825, 51.0276236 35.7041282, 51.0268725 35.7042458, 51.0259794 35.7044157)"
569821485,میدان شهدای گمنام,primary,30,roundabout,True,False,120.82900000000001,"LINESTRING (51.0317448 35.7047464, 51.0316953 35.7046862, 51.0316539 35.704622, 51.0316209 35.7045547, 51.0315968 35.7044849, 51.0315818 35.7044135, 51.0315761 35.7043412, 51.0315798 35.7042688, 51.0315927 35.7041972, 51.0316148 35.704127, 51.0316458 35.7040591, 51.0316854 35.7039941, 51.0317332 35.7039329, 51.0317886 35.7038761, 51.0318509 35.7038243, 51.0319196 35.7037781)"
569821485,میدان شهدای گمنام,primary,30,roundabout,True,False,104.607,"LINESTRING (51.0331116 35.7039207, 51.033161 35.703981, 51.0332023 35.7040451, 51.0332351 35.7041124, 51.0332591 35.7041821, 51.033274 35.7042535, 51.0332796 35.7043257, 51.0332759 35.704398, 51.0332629 35.7044696, 51.0332408 35.7045397, 51.0332098 35.7046075, 51.0331703 35.7046723, 51.0331226 35.7047334, 51.0330673 35.7047902)"
569821485,میدان شهدای گمنام,primary,30,roundabout,True,False,104.68199999999999,"LINESTRING (51.0319939 35.703738, 51.032073 35.7037044, 51.0321559 35.7036777, 51.0322418 35.7036582, 51.0323298 35.7036461, 51.0324188 35.7036416, 51.0325079 35.7036446, 51.0325962 35.7036552, 51.0326826 35.7036732, 51.0327661 35.7036984, 51.032846 35.7037306, 51.0329212 35.7037694, 51.0329911 35.7038143, 51.0330548 35.7038649)"
261244088,بلوار آزادی,primary,60,,True,False,6.303,"LINESTRING (51.0326967 35.7058465, 51.0326867 35.7059026)"
770552987,,residential,,,False,True,28.933999999999997,"LINESTRING (51.0326967 35.7058465, 51.0329892 35.7058398, 51.033017 35.7058408)"
282117144,بلوار گلهای غربی,secondary,50,,True,False,48.941,"LINESTRING (51.0259794 35.7044157, 51.0254613 35.704545)"
282150767,,tertiary,50,,True,False,38.768,"LINESTRING (51.0259794 35.7044157, 51.0259246 35.7044463, 51.0258758 35.7044873, 51.0258412 35.704535, 51.0258212 35.7045799, 51.0258135 35.7046182, 51.0258056 35.7047137)"
569821485,میدان شهدای گمنام,primary,30,roundabout,True,False,8.056,"LINESTRING (51.0319196 35.7037781, 51.0319939 35.703738)"
282123934,,tertiary,40,,False,False,20.33,"LINESTRING (51.0321908 35.7021114, 51.0323037 35.7021192, 51.0324106 35.7021459)"
301709198,بلوار آزادی,primary,60,,True,False,210.58999999999997,"LINESTRING (51.0321908 35.7021114, 51.0324 35.7026432, 51.0325379 35.7029678, 51.0326364 35.7031903, 51.0327516 35.7034034, 51.0330548 35.7038649)"
282123934,,tertiary,40,,False,True,20.33,"LINESTRING (51.0324106 35.7021459, 51.0323037 35.7021192, 51.0321908 35.7021114)"
"[282123936, 748923801]",,tertiary,40,,True,False,66.69000000000001,"LINESTRING (51.0324106 35.7021459, 51.0324906 35.702177, 51.0325416 35.7022292, 51.0325879 35.7024272, 51.0326023 35.7024867, 51.0326234 35.7025363, 51.0326501 35.7025799, 51.0326959 35.7026703)"
282123942,,tertiary,40,,True,False,67.36099999999999,"LINESTRING (51.0326959 35.7026703, 51.0325745 35.7026154, 51.0325266 35.7025578, 51.0324495 35.7023464, 51.0324106 35.7021459)"
282150763,بلوار یادگار امام,tertiary,40,,False,False,51.795,"LINESTRING (51.0268131 35.7079136, 51.0268113 35.7074478)"
282150763,بلوار یادگار امام,tertiary,40,,False,True,97.417,"LINESTRING (51.0268131 35.7079136, 51.0267946 35.7081184, 51.026762 35.7083292, 51.0267521 35.7083934, 51.02669 35.7086149, 51.0266291 35.7087738)"
282150763,بلوار یادگار امام,tertiary,40,,False,False,103.258,"LINESTRING (51.026568 35.7065515, 51.0261963 35.7056733)"
282150763,بلوار یادگار امام,tertiary,40,,False,True,102.101,"LINESTRING (51.026568 35.7065515, 51.0266768 35.706911, 51.026776 35.7072706, 51.0268113 35.7074478)"
282234367,استاد شهریار,tertiary,30,,False,True,83.992,"LINESTRING (51.026568 35.7065515, 51.0263169 35.7066388, 51.0257311 35.7068805)"
282150763,بلوار یادگار امام,tertiary,40,,False,True,112.383,"LINESTRING (51.0258056 35.7047137, 51.0261963 35.7056733)"
282150771,,tertiary,50,,True,False,37.981,"LINESTRING (51.0258056 35.7047137, 51.025762 35.7046749, 51.0257132 35.7046313, 51.0256888 35.7046088, 51.0256546 35.704585, 51.0256041 35.7045678, 51.0255731 35.7045599, 51.0255308 35.7045599, 51.0254613 35.704545)"
282234367,استاد شهریار,tertiary,30,,False,False,83.992,"LINESTRING (51.0257311 35.7068805, 51.0263169 35.7066388, 51.026568 35.7065515)"
282234367,استاد شهریار,tertiary,30,,False,True,122.16999999999999,"LINESTRING (51.0257311 35.7068805, 51.0247805 35.7072957, 51.0245401 35.7074019)"
508515326,,living_street,30,,False,False,100.053,"LINESTRING (51.0257311 35.7068805, 51.0257872 35.7070363, 51.0255742 35.7077532)"
282234367,استاد شهریار,tertiary,30,,False,False,122.16999999999999,"LINESTRING (51.0245401 35.7074019, 51.0247805 35.7072957, 51.0257311 35.7068805)"
770552991,,residential,,,False,False,61.829,"LINESTRING (51.0347333 35.7062938, 51.0349404 35.7057638)"
525859815,معلم,residential,30,,False,False,168.048,"LINESTRING (51.0347333 35.7062938, 51.0345895 35.7062743, 51.0344396 35.706284, 51.0343078 35.7063327, 51.0341939 35.7064057, 51.03411 35.7065323, 51.0340855 35.7065794, 51.0340441 35.7066588, 51.0337646 35.7073781)"
282245388,اسفند غربی,tertiary,30,,False,True,79.492,"LINESTRING (51.034342 35.7093856, 51.0350471 35.7089575)"
525859815,معلم,residential,30,,False,True,104.253,"LINESTRING (51.034342 35.7093856, 51.0336616 35.7086281)"
301228344,تعلم,residential,30,,False,False,128.08200000000002,"LINESTRING (51.0337646 35.7073781, 51.034006 35.7074376, 51.0344996 35.7075592, 51.0346434 35.7075738, 51.0347693 35.7075494, 51.0348952 35.7075056, 51.035033 35.7074278, 51.0350895 35.7073925)"
525859815,معلم,residential,30,,False,False,111.69399999999999,"LINESTRING (51.0337646 35.7073781, 51.0334447 35.7082016, 51.0334447 35.7083233, 51.0334522 35.7083416)"
525859815,معلم,residential,30,,False,True,168.04799999999997,"LINESTRING (51.0337646 35.7073781, 51.0340441 35.7066588, 51.0340855 35.7065794, 51.03411 35.7065323, 51.0341939 35.7064057, 51.0343078 35.7063327, 51.0344396 35.706284, 51.0345895 35.7062743, 51.0347333 35.7062938)"
770553098,,residential,,,False,True,96.245,"LINESTRING (51.0337646 35.7073781, 51.0335232 35.7073047, 51.0332262 35.7072303, 51.0327562 35.7070982)"
301227371,سوم,residential,,,False,False,68.863,"LINESTRING (51.0345924 35.7084603, 51.0350471 35.7089575)"
282245388,اسفند غربی,tertiary,30,,False,False,79.492,"LINESTRING (51.0350471 35.7089575, 51.034342 35.7093856)"
301227371,سوم,residential,,,False,True,68.863,"LINESTRING (51.0350471 35.7089575, 51.0345924 35.7084603)"
301227551,دی,residential,30,,False,True,41.765,"LINESTRING (51.0336616 35.7086281, 51.0332903 35.7088521)"
525859815,معلم,residential,30,,False,False,104.253,"LINESTRING (51.0336616 35.7086281, 51.034342 35.7093856)"
525859815,معلم,residential,30,,False,True,20.975,"LINESTRING (51.0336616 35.7086281, 51.0335247 35.7084757)"
282150763,بلوار یادگار امام,tertiary,40,,False,False,112.383,"LINESTRING (51.0261963 35.7056733, 51.0258056 35.7047137)"
282150763,بلوار یادگار امام,tertiary,40,,False,True,103.258,"LINESTRING (51.0261963 35.7056733, 51.026568 35.7065515)"
309931140,,residential,30,,False,False,22.772,"LINESTRING (51.0261963 35.7056733, 51.0259681 35.7057605)"
309931140,,residential,30,,False,False,12.779,"LINESTRING (51.0259681 35.7057605, 51.0259204 35.7056523)"
309931140,,residential,30,,False,True,22.772,"LINESTRING (51.0259681 35.7057605, 51.0261963 35.7056733)"
309931140,,residential,30,,False,True,9.129,"LINESTRING (51.0259681 35.7057605, 51.0260035 35.7058374)"
309931141,,residential,30,,False,False,37.001,"LINESTRING (51.0253994 35.7054556, 51.0257761 35.7053246)"
309931140,,residential,30,,False,False,36.169,"LINESTRING (51.0257761 35.7053246, 51.0256413 35.7050183)"
309931140,,residential,30,,False,True,38.698,"LINESTRING (51.0257761 35.7053246, 51.0259204 35.7056523)"
309931141,,residential,30,,False,True,37.001,"LINESTRING (51.0257761 35.7053246, 51.0253994 35.7054556)"
309931142,,residential,30,,False,False,33.213,"LINESTRING (51.0252975 35.7051245, 51.0256413 35.7050183)"
309931140,,residential,30,,False,True,36.169,"LINESTRING (51.0256413 35.7050183, 51.0257761 35.7053246)"
309931142,,residential,30,,False,True,33.213,"LINESTRING (51.0256413 35.7050183, 51.0252975 35.7051245)"
309931140,,residential,30,,False,False,170.097,"LINESTRING (51.0256413 35.7050183, 51.0255711 35.7048588, 51.0255228 35.7048065, 51.0254477 35.7047804, 51.0245036 35.7050461, 51.0244446 35.7050766, 51.0244446 35.7051376, 51.0245687 35.7054196)"
