osmid,oneway,name,highway,junction,reversed,length,geometry,lanes,maxspeed
159206798,True,میدان شهدا,secondary,roundabout,False,33.29,"LINESTRING (48.6790129 31.3230745, 48.6790039 31.323, 48.6790177 31.3229261, 48.6790535 31.3228578, 48.6791087 31.3227997)",,
764504440,True,سلمان فارسی(نادری),primary,,False,25.911,"LINESTRING (48.6777346 31.3191121, 48.678 31.3190583)",,
370955282,True,,primary_link,,False,92.02799999999999,"LINESTRING (48.6777346 31.3191121, 48.6777777 31.3190429, 48.6777952 31.3189309, 48.6777605 31.3188167, 48.6776673 31.318721, 48.6776096 31.3187004, 48.6775634 31.3186998, 48.677503 31.3187147, 48.6774507 31.318764, 48.6774346 31.3188396, 48.6774177 31.3189424)",,
56155724,True,بلوار آزادگان,secondary,,False,55.263000000000005,"LINESTRING (48.679661 31.3230898, 48.6797808 31.323289, 48.6800198 31.3234703)",,
159206798,True,میدان شهدا,secondary,roundabout,False,24.961,"LINESTRING (48.679661 31.3230898, 48.6796253 31.3231581, 48.67957 31.3232162, 48.6794991 31.3232601)",,
882442621,True,بلوار ساحلی شرقی,secondary,,False,329.156,"LINESTRING (48.6774177 31.3189424, 48.6775796 31.3194245, 48.677704 31.3198971, 48.6777304 31.3201479, 48.6778093 31.3210567, 48.6778928 31.3215403, 48.6779365 31.3218604)",2,60
159206798,True,میدان شهدا,secondary,roundabout,False,58.256,"LINESTRING (48.6794991 31.3232601, 48.6794173 31.3232868, 48.6793301 31.3232946, 48.6792436 31.3232827, 48.6791636 31.3232522, 48.6790956 31.323205, 48.6790442 31.3231444, 48.6790129 31.3230745)",,
453682998,True,بلوار آزادگان,secondary,,False,10.826,"LINESTRING (48.6804764 31.3239463, 48.6803898 31.323883)",,
171350463,False,خیابان عابدی,residential,,False,69.412,"LINESTRING (48.6804764 31.3239463, 48.6801726 31.3241646, 48.6799073 31.3243376)",,30
171350776,True,,residential,,False,25.064,"LINESTRING (48.6783283 31.3251509, 48.6783746 31.3251911, 48.6784335 31.3252164, 48.6784989 31.3252241, 48.6785636 31.3252134)",,30
882442621,True,بلوار ساحلی شرقی,secondary,,False,32.747,"LINESTRING (48.6783283 31.3251509, 48.6783966 31.3252806, 48.6784877 31.3254115)",2,60
171350463,False,خیابان عابدی,residential,,True,83.241,"LINESTRING (48.6785636 31.3252134, 48.6792603 31.3247593)",,30
171350734,True,,residential,,False,23.91,"LINESTRING (48.6785636 31.3252134, 48.6785148 31.3252717, 48.6784887 31.3253398, 48.6784877 31.3254115)",,30
882442621,True,بلوار ساحلی شرقی,secondary,,False,305.626,"LINESTRING (48.6784877 31.3254115, 48.678559 31.3254893, 48.6787305 31.3256086, 48.6792708 31.3259301, 48.6795349 31.3261116, 48.6797807 31.3263073, 48.6800023 31.326507, 48.6802087 31.3267377, 48.6803969 31.3269776, 48.6804895 31.3271236, 48.6806386 31.3273968)",2,60
453682998,True,بلوار آزادگان,secondary,,False,122.623,"LINESTRING (48.6843508 31.3268313, 48.6833765 31.3261078)",,
692914244,False,,secondary_link,,False,8.438,"LINESTRING (48.6806386 31.3273968, 48.6805611 31.3274339)",,
370953508,False,شهید علم الهدی,residential,,False,248.231,"LINESTRING (48.6827625 31.3187322, 48.6830412 31.3195784, 48.683075 31.3196742, 48.6830982 31.3197427, 48.6832534 31.3202001, 48.683501 31.3208734)",,30
692914907,False,خوانساری,residential,,True,419.95799999999997,"LINESTRING (48.6799795 31.3189719, 48.6804635 31.3202994, 48.6804977 31.3203817, 48.6807572 31.3209884, 48.6810297 31.3215278, 48.681633 31.3224605)",,30
1268588619,True,شهید علم الهدی,residential,,False,42.254,"LINESTRING (48.683501 31.3208734, 48.6836645 31.3212268)",,30
370953508,False,شهید علم الهدی,residential,,True,248.231,"LINESTRING (48.683501 31.3208734, 48.6832534 31.3202001, 48.6830982 31.3197427, 48.683075 31.3196742, 48.6830412 31.3195784, 48.6827625 31.3187322)",,30
261949653,True,آیت الله غفاری,residential,,False,76.08,"LINESTRING (48.6836645 31.3212268, 48.6844252 31.3210127)",,30
1268588619,True,شهید علم الهدی,residential,,False,54.875,"LINESTRING (48.6836645 31.3212268, 48.6838767 31.3216858)",,30
261949504,True,آزادگان,secondary,,False,46.419,"LINESTRING (48.6787286 31.3216283, 48.6785546 31.3212382)",,
261949375,True,طالقانی,secondary,,False,113.567,"LINESTRING (48.6838767 31.3216858, 48.6828222 31.3221671)",,
261949387,True,شهید علم الهدی,residential,,False,80.845,"LINESTRING (48.6838767 31.3216858, 48.684126 31.3221294, 48.6842679 31.3223307)",,30
692915113,True,نظامی,residential,,False,124.462,"LINESTRING (48.6798851 31.3217384, 48.6800406 31.3228498)",,30
261949384,True,شهید موسوی,residential,,False,69.0,"LINESTRING (48.682605 31.3217766, 48.6822933 31.3212161)",,30
261949653,True,آیت الله غفاری,residential,,False,117.755,"LINESTRING (48.682605 31.3217766, 48.683246 31.321444, 48.6836645 31.3212268)",,30
261949375,True,طالقانی,secondary,,False,117.578,"LINESTRING (48.6828222 31.3221671, 48.681633 31.3224605)",,
261949384,True,شهید موسوی,residential,,False,48.074,"LINESTRING (48.6828222 31.3221671, 48.682605 31.3217766)",,30
261949387,True,شهید علم الهدی,residential,,False,42.023,"LINESTRING (48.6842679 31.3223307, 48.6845216 31.3226403)",,30
725741264,False,عطارد ۱,residential,,True,54.517,"LINESTRING (48.6842679 31.3223307, 48.6838166 31.3226336)",,
261949384,True,شهید موسوی,residential,,False,20.74,"LINESTRING (48.6829128 31.3223368, 48.6828222 31.3221671)",,30
261949557,True,شهید علیرضا جویلی,residential,,False,108.087,"LINESTRING (48.6829128 31.3223368, 48.6820638 31.322984)",,30
261949375,True,طالقانی,secondary,,False,19.624,"LINESTRING (48.681633 31.3224605, 48.6814344 31.3225091)",,
976244519,True,خوانساری,residential,,False,71.155,"LINESTRING (48.681633 31.3224605, 48.6820638 31.322984)",,30
261949653,True,آیت الله غفاری,residential,,False,120.47099999999999,"LINESTRING (48.681633 31.3224605, 48.6817828 31.3222914, 48.6822823 31.3219604, 48.682605 31.3217766)",,30
692914907,False,خوانساری,residential,,False,419.958,"LINESTRING (48.681633 31.3224605, 48.6810297 31.3215278, 48.6807572 31.3209884, 48.6804977 31.3203817, 48.6804635 31.3202994, 48.6799795 31.3189719)",,30
159206798,True,میدان شهدا,secondary,roundabout,False,41.608999999999995,"LINESTRING (48.6793486 31.3227214, 48.6794351 31.3227332, 48.6795151 31.3227637, 48.6795831 31.3228109, 48.6796345 31.3228715, 48.6796658 31.3229414)",,
261949375,True,طالقانی,secondary,,False,21.292,"LINESTRING (48.6802561 31.3227971, 48.6800406 31.3228498)",,
159206798,True,میدان شهدا,secondary,roundabout,False,24.961,"LINESTRING (48.6791087 31.3227997, 48.6791797 31.3227558, 48.6792615 31.3227291, 48.6793486 31.3227214)",,
261949504,True,آزادگان,secondary,,False,137.023,"LINESTRING (48.6791087 31.3227997, 48.6791246 31.3226671, 48.6791207 31.3225354, 48.6788872 31.3220277, 48.6787286 31.3216283)",,
