osmid,name,highway,oneway,reversed,length,bridge,geometry,junction
196096609,امام,primary,False,False,9.476,,"LINESTRING (45.0932194 37.0437625, 45.0931711 37.0436865)",
196096625,امام,secondary,False,False,46.348,,"LINESTRING (45.0932194 37.0437625, 45.093191 37.0441787)",
196096609,امام,primary,False,True,28.086,,"LINESTRING (45.093083 37.04312, 45.0931245 37.0433704)",
"[196096609, 196098614]","['پل بازار', 'امام']",primary,False,False,33.173,yes,"LINESTRING (45.093083 37.04312, 45.0930781 37.0430377, 45.0930702 37.0429726, 45.0930401 37.042824)",
196096626,شهید رجایی,tertiary,False,True,90.658,,"LINESTRING (45.093083 37.04312, 45.0938057 37.0429091, 45.0940382 37.0428316)",
69470956,شهید رجایی,tertiary,False,False,49.564,,"LINESTRING (45.1037346 37.0393294, 45.103187 37.0394167)",
196096605,میدان انقلاب,primary,True,False,9.607,,"LINESTRING (45.1016759 37.0433672, 45.1015732 37.0433399)",roundabout
196096605,میدان انقلاب,primary,True,False,15.225999999999999,,"LINESTRING (45.1021455 37.0430575, 45.1021358 37.0431255, 45.102108 37.0431903)",roundabout
196096605,میدان انقلاب,primary,True,False,46.165,,"LINESTRING (45.102108 37.0431903, 45.1020342 37.0432758, 45.1019298 37.0433376, 45.1018059 37.0433692, 45.1016759 37.0433672)",roundabout
196096607,بلوار بسیج,primary,True,False,173.434,,"LINESTRING (45.102108 37.0431903, 45.1021546 37.0434096, 45.1021997 37.043478, 45.1022431 37.0435402, 45.1029233 37.0440205, 45.1033584 37.0443281)",
196096605,میدان انقلاب,primary,True,False,40.439,,"LINESTRING (45.1015049 37.0433057, 45.101426 37.0432401, 45.1013737 37.0431594, 45.1013522 37.0430701, 45.1013635 37.0429796)",roundabout
196096606,بلوار انقلاب,primary,True,False,192.153,,"LINESTRING (45.1015049 37.0433057, 45.1012131 37.0432193, 45.0994338 37.0436345)",
196096605,میدان انقلاب,primary,True,False,19.516,,"LINESTRING (45.1013635 37.0429796, 45.1014044 37.0428982, 45.1014718 37.0428288)",roundabout
196096605,میدان انقلاب,primary,True,False,24.581,,"LINESTRING (45.1014718 37.0428288, 45.1015079 37.0428039, 45.1015729 37.0427718, 45.1016443 37.0427501, 45.1017196 37.0427398)",roundabout
196096608,بلوار شهدا,secondary,True,False,39.277,,"LINESTRING (45.1014718 37.0428288, 45.1013763 37.0426714, 45.101294 37.0425056)",
196096605,میدان انقلاب,primary,True,False,20.746000000000002,,"LINESTRING (45.1017196 37.0427398, 45.1017938 37.042741, 45.1018718 37.0427546, 45.1019447 37.0427803)",roundabout
196096634,خیابان دخانیات,residential,False,True,55.934,,"LINESTRING (45.1017196 37.0427398, 45.1016705 37.0425523, 45.1017868 37.042347, 45.1018474 37.0422757)",
196096605,میدان انقلاب,primary,True,False,23.361,,"LINESTRING (45.1020626 37.0428619, 45.1020984 37.042906, 45.1021246 37.0429542, 45.1021405 37.0430052, 45.1021455 37.0430575)",roundabout
196096606,بلوار انقلاب,primary,True,False,12.099,,"LINESTRING (45.0994338 37.0436345, 45.0993007 37.043658)",
196096680,,residential,False,False,9.74,,"LINESTRING (45.0994338 37.0436345, 45.0994111 37.0435488)",
196221289,کوی ملا مراد,residential,False,True,6.802,,"LINESTRING (45.0994338 37.0436345, 45.0994487 37.0436945)",
196096679,,residential,False,False,13.21,,"LINESTRING (45.0979633 37.0437862, 45.0980277 37.0436791)",
196221288,کوچه کارین,residential,False,True,87.887,,"LINESTRING (45.0979633 37.0437862, 45.0976412 37.0445336)",
196096606,بلوار انقلاب,primary,True,False,117.61500000000001,,"LINESTRING (45.0979633 37.0437862, 45.09724 37.0437969, 45.0966383 37.0438043)",
196096606,بلوار انقلاب,primary,True,False,52.098,,"LINESTRING (45.0958577 37.0438452, 45.0952707 37.0438442)",
196221309,دیمن,residential,False,False,70.785,,"LINESTRING (45.0958577 37.0438452, 45.0957149 37.0444715)",
196096626,شهید رجایی,tertiary,False,False,107.602,,"LINESTRING (45.0998105 37.0403658, 45.0986905 37.0407362)",
"[196096608, 196098593, 196098601]","['بلوار شیخ عبدالعزیز', 'بلوار شهدا']",secondary,True,False,78.333,yes,"LINESTRING (45.0998105 37.0403658, 45.0995581 37.0399597, 45.0994403 37.0398024, 45.099393 37.039746)",
196096609,امام,primary,False,False,35.391,,"LINESTRING (45.0931711 37.0436865, 45.0931245 37.0433704)",
196096609,امام,primary,False,True,9.476,,"LINESTRING (45.0931711 37.0436865, 45.0932194 37.0437625)",
196096610,بلوار انقلاب,primary,True,False,175.285,,"LINESTRING (45.0931711 37.0436865, 45.0939935 37.0437145, 45.0951436 37.0437648)",
196096679,,residential,False,True,13.21,,"LINESTRING (45.0980277 37.0436791, 45.0979633 37.0437862)",
196096610,بلوار انقلاب,primary,True,False,124.211,,"LINESTRING (45.0980277 37.0436791, 45.0985912 37.0436514, 45.0989726 37.0436405, 45.0994111 37.0435488)",
196098588,بعثت,tertiary,False,False,63.75,,"LINESTRING (45.0980277 37.0436791, 45.097994 37.0435079, 45.0978091 37.0431361)",
196096625,امام,secondary,False,True,86.505,,"LINESTRING (45.0933512 37.0455668, 45.0932656 37.0448316, 45.0932704 37.0447922)",
411958516,میدان امام,secondary,True,False,6.98,,"LINESTRING (45.0933512 37.0455668, 45.0933139 37.0455765, 45.0932805 37.0455932)",roundabout
69470956,شهید رجایی,tertiary,False,True,68.98,,"LINESTRING (45.0997564 37.0400488, 45.1005145 37.0399122)",
196098596,بلوار شهدا,secondary,True,False,74.592,,"LINESTRING (45.0997564 37.0400488, 45.1001577 37.0406382)",
196096626,شهید رجایی,tertiary,False,True,51.604,,"LINESTRING (45.0969811 37.041208, 45.0975281 37.0410507)",
196096626,شهید رجایی,tertiary,False,False,130.52100000000002,,"LINESTRING (45.0969811 37.041208, 45.0960668 37.0414844, 45.0957147 37.0417597)",
