osmid,highway,oneway,reversed,length,geometry,maxspeed
543034385,residential,False,False,148.317,"LINESTRING (59.3420281 33.0561305, 59.3420281 33.0562446, 59.3420792 33.0563111, 59.3421699 33.0564822, 59.3421415 33.0565963, 59.3421018 33.0567151, 59.3421075 33.0570145, 59.3421359 33.0571523, 59.3418805 33.0573237)",
"[543034378, 543034379]",residential,False,False,165.779,"LINESTRING (59.3414951 33.0545004, 59.3415121 33.0547665, 59.3415348 33.0550042, 59.3416029 33.05518, 59.3416828 33.0553281, 59.3415405 33.0553416, 59.3414384 33.0552798, 59.3413225 33.0553635, 59.3410689 33.055553)",
205277400,tertiary,False,False,212.441,"LINESTRING (59.3410689 33.055553, 59.3410827 33.0556275, 59.3411037 33.0557161, 59.3411621 33.0559617, 59.3413349 33.0563125, 59.3415382 33.0566421, 59.3417056 33.0568979, 59.3418238 33.0571252, 59.3418805 33.0573237)",70
"[543034378, 543034379]",residential,False,True,165.779,"LINESTRING (59.3410689 33.055553, 59.3413225 33.0553635, 59.3414384 33.0552798, 59.3415405 33.0553416, 59.3416828 33.0553281, 59.3416029 33.05518, 59.3415348 33.0550042, 59.3415121 33.0547665, 59.3414951 33.0545004)",
205277400,tertiary,False,True,212.44100000000003,"LINESTRING (59.3418805 33.0573237, 59.3418238 33.0571252, 59.3417056 33.0568979, 59.3415382 33.0566421, 59.3413349 33.0563125, 59.3411621 33.0559617, 59.3411037 33.0557161, 59.3410827 33.0556275, 59.3410689 33.055553)",70
543034385,residential,False,True,148.317,"LINESTRING (59.3418805 33.0573237, 59.3421359 33.0571523, 59.3421075 33.0570145, 59.3421018 33.0567151, 59.3421415 33.0565963, 59.3421699 33.0564822, 59.3420792 33.0563111, 59.3420281 33.0562446, 59.3420281 33.0561305)",
