osmid,oneway,name,highway,reversed,length,geometry,ref,junction,maxspeed
47303107,True,بلوار ساحلی,secondary,False,464.966,"LINESTRING (57.0752392 27.1537122, 57.0745497 27.1538944, 57.0743743 27.1539078, 57.0741344 27.1538754, 57.0739872 27.1538378, 57.0725273 27.1534768, 57.0722065 27.1533407, 57.0719206 27.1531999, 57.0716108 27.1530057, 57.0709698 27.1525337)",,,
363654741,False,خیابان ملت,secondary,True,9.546,"LINESTRING (57.0709698 27.1525337, 57.0710327 27.1524686)",,,
119949976,False,خیابان کانال,tertiary,False,123.00800000000001,"LINESTRING (57.0750964 27.1511018, 57.0749624 27.1513779, 57.0747655 27.1516954, 57.0747052 27.152135)",,,
"[119949976, 659684922]",False,"['کوچه ۳  شهید جهانگیری', 'خیابان کانال']",tertiary,True,143.486,"LINESTRING (57.0750964 27.1511018, 57.0751302 27.1506925, 57.075048 27.1504859, 57.0746275 27.1502302, 57.0746624 27.1500249)",,,
"[657134040, 657134039]",False,,residential,"[False, True]",69.592,"LINESTRING (57.0750964 27.1511018, 57.0744695 27.1510686, 57.0744619 27.1511353)",,,
"[119949976, 659684922]",False,"['کوچه ۳  شهید جهانگیری', 'خیابان کانال']",tertiary,False,143.486,"LINESTRING (57.0746624 27.1500249, 57.0746275 27.1502302, 57.075048 27.1504859, 57.0751302 27.1506925, 57.0750964 27.1511018)",,,
183918739,True,میدان استقلال (ظهیری),primary,False,19.708,"LINESTRING (57.0758127 27.1531044, 57.0757294 27.1532654)",91,roundabout,
183918739,True,میدان استقلال (ظهیری),primary,False,47.826,"LINESTRING (57.0757294 27.1532654, 57.0756618 27.1533208, 57.0755903 27.1533642, 57.0754875 27.1533751, 57.0754038 27.1533487, 57.0753183 27.1532835)",91,roundabout,
183918745,True,,primary,False,28.786,"LINESTRING (57.0757294 27.1532654, 57.0757006 27.1533225, 57.0756103 27.1535016)",91,,
183918739,True,میدان استقلال (ظهیری),primary,False,6.178,"LINESTRING (57.0753183 27.1532835, 57.0752895 27.1532342)",91,roundabout,
183918749,True,بلوار امام خمینی,primary,False,6.843,"LINESTRING (57.0756165 27.1528895, 57.0756849 27.1528804)",91,,
183918739,True,میدان استقلال (ظهیری),primary,False,36.499,"LINESTRING (57.0756165 27.1528895, 57.0757072 27.1529003, 57.0757542 27.1529205, 57.0757978 27.1529655, 57.0758135 27.153012, 57.0758127 27.1531044)",91,roundabout,
183918744,True,,primary,False,29.656,"LINESTRING (57.0756176 27.1538749, 57.0755458 27.1537047, 57.0755056 27.1536277)",91,,
47303107,True,بلوار ساحلی,secondary,False,17.433,"LINESTRING (57.0756103 27.1535016, 57.0755056 27.1536277)",,,
183918745,True,,primary,False,41.808,"LINESTRING (57.0756103 27.1535016, 57.0755903 27.1535986, 57.0756176 27.1538749)",91,,
659684843,False,کوچه ۳,residential,True,74.183,"LINESTRING (57.0759977 27.1528385, 57.0760376 27.1521723)",,,
183918749,True,بلوار امام خمینی,primary,False,103.315,"LINESTRING (57.0759977 27.1528385, 57.0762236 27.1528215, 57.0763697 27.1527807, 57.0764164 27.1527355, 57.0764672 27.1526559, 57.0765242 27.1525256, 57.0766128 27.1522378)",91,,
183918759,True,میدان شهدا,primary,False,28.391,"LINESTRING (57.0767886 27.1502322, 57.0767847 27.1501972, 57.0767894 27.1501622, 57.0768081 27.1501191, 57.0768397 27.1500824, 57.0768816 27.1500551, 57.0769305 27.1500394)",91,roundabout,
183918754,True,بلوار امام خمینی,primary,False,15.502,"LINESTRING (57.0771464 27.1502325, 57.077133 27.1503714)",91,,
