osmid,oneway,highway,reversed,length,name,geometry,bridge,junction
121559135,False,tertiary,True,187.475,شهید میناسرشت,"LINESTRING (58.9890703 37.5188122, 58.9881714 37.5190931, 58.9876761 37.5191212, 58.9870198 37.5191957)",,
672362373,False,residential,False,178.152,,"LINESTRING (58.9890703 37.5188122, 58.9887392 37.5183317, 58.9883316 37.5178403, 58.988286 37.5176978, 58.9880714 37.5174276)",,
121559135,False,tertiary,False,187.475,شهید میناسرشت,"LINESTRING (58.9870198 37.5191957, 58.9876761 37.5191212, 58.9881714 37.5190931, 58.9890703 37.5188122)",,
672362375,False,residential,False,158.643,,"LINESTRING (58.9870198 37.5191957, 58.9868376 37.5182041, 58.986682 37.5177978)",,
121559157,False,tertiary,False,253.08799999999997,,"LINESTRING (58.9935061 37.5194688, 58.9917255 37.5195229, 58.9914681 37.5195081, 58.9912354 37.5195598, 58.9909965 37.519641, 58.9906932 37.5197403)",,
121559140,False,secondary,True,117.175,شهرستانی,"LINESTRING (58.9905741 37.5196966, 58.9899498 37.5187664)",,
121559080,True,tertiary,False,12.116,,"LINESTRING (58.9905741 37.5196966, 58.9906045 37.5196953, 58.9906542 37.5197117, 58.9906932 37.5197403)",,roundabout
121559080,True,tertiary,False,13.403,,"LINESTRING (58.9906932 37.5197403, 58.9907109 37.5197857, 58.9907104 37.5198323, 58.9906938 37.5198552)",,roundabout
121559157,False,tertiary,True,253.08799999999997,,"LINESTRING (58.9906932 37.5197403, 58.9909965 37.519641, 58.9912354 37.5195598, 58.9914681 37.5195081, 58.9917255 37.5195229, 58.9935061 37.5194688)",,
121559124,False,tertiary,False,155.833,,"LINESTRING (58.9878867 37.5197766, 58.9891411 37.5207636)",,
121559090,False,tertiary,False,214.66,,"LINESTRING (58.9878867 37.5197766, 58.9882655 37.5195405, 58.9885902 37.5194117, 58.9892978 37.5191323, 58.9899498 37.5187664)",,
121559090,False,tertiary,True,67.372,,"LINESTRING (58.9878867 37.5197766, 58.9876232 37.5199532, 58.9873698 37.5202178)",,
121559080,True,tertiary,False,13.564,,"LINESTRING (58.9905624 37.5198116, 58.9905459 37.5197666, 58.9905587 37.5197124, 58.9905741 37.5196966)",,roundabout
121559150,False,tertiary,False,170.56799999999998,,"LINESTRING (58.9905624 37.5198116, 58.9905248 37.5198792, 58.9901031 37.5205981, 58.9895005 37.5210636)",,
121559080,True,tertiary,False,13.401,,"LINESTRING (58.9906938 37.5198552, 58.9906624 37.5198597, 58.990607 37.5198456, 58.9905624 37.5198116)",,roundabout
121559154,False,tertiary,False,193.41899999999998,,"LINESTRING (58.9906938 37.5198552, 58.9912328 37.5205355, 58.9913823 37.5208612, 58.9916033 37.5214239)",,
121559090,False,tertiary,False,67.372,,"LINESTRING (58.9873698 37.5202178, 58.9876232 37.5199532, 58.9878867 37.5197766)",,
121559124,False,tertiary,True,155.833,,"LINESTRING (58.9891411 37.5207636, 58.9878867 37.5197766)",,
121559087,True,tertiary,False,46.70399999999999,,"LINESTRING (58.9891411 37.5207636, 58.9893562 37.520891, 58.9895005 37.5210636)",,roundabout
121559087,True,tertiary,False,19.349,,"LINESTRING (58.9895005 37.5210636, 58.9894982 37.5212376)",,roundabout
121559150,False,tertiary,True,170.568,,"LINESTRING (58.9895005 37.5210636, 58.9901031 37.5205981, 58.9905248 37.5198792, 58.9905624 37.5198116)",,
121559087,True,tertiary,False,182.639,,"LINESTRING (58.9890409 37.5216314, 58.9888567 37.5216536, 58.9886509 37.5215851, 58.988473 37.5214662, 58.9883815 37.5213795, 58.9883421 37.5212817, 58.9883497 37.521181, 58.9884133 37.521055, 58.988553 37.5209179, 58.9887576 37.5208172, 58.9889215 37.5207668, 58.9891411 37.5207636)",,roundabout
121559147,False,tertiary,True,114.319,,"LINESTRING (58.9890409 37.5216314, 58.9890831 37.5221987, 58.989201 37.5226489)",,
121559147,False,tertiary,False,114.319,,"LINESTRING (58.989201 37.5226489, 58.9890831 37.5221987, 58.9890409 37.5216314)",,
121559147,False,tertiary,True,203.526,,"LINESTRING (58.989201 37.5226489, 58.9895077 37.5235109, 58.9898276 37.5244105)",,
672362370,False,residential,True,132.048,,"LINESTRING (58.989201 37.5226489, 58.9896271 37.5225524, 58.9904344 37.5222567, 58.9904559 37.522127)",,
121559154,False,tertiary,True,296.233,,"LINESTRING (58.9922499 37.5240363, 58.9919086 37.5224089, 58.9916033 37.5214239)",,
121559147,False,tertiary,False,203.526,,"LINESTRING (58.9898276 37.5244105, 58.9895077 37.5235109, 58.989201 37.5226489)",,
121559139,False,secondary,False,48.952,شهرستانی,"LINESTRING (58.9878021 37.5160854, 58.9880965 37.5164586)",,
121559139,False,secondary,True,43.214,شهرستانی,"LINESTRING (58.9878021 37.5160854, 58.9875421 37.515756)",,
121559087,True,tertiary,False,61.413,,"LINESTRING (58.9894982 37.5212376, 58.9894132 37.5213775, 58.9892392 37.5215468, 58.9890409 37.5216314)",,roundabout
672362369,False,residential,False,134.534,,"LINESTRING (58.9894982 37.5212376, 58.9898953 37.5213952, 58.9903271 37.5219164, 58.9904559 37.522127)",,
672362369,False,residential,True,134.534,,"LINESTRING (58.9904559 37.522127, 58.9903271 37.5219164, 58.9898953 37.5213952, 58.9894982 37.5212376)",,
672362370,False,residential,False,132.048,,"LINESTRING (58.9904559 37.522127, 58.9904344 37.5222567, 58.9896271 37.5225524, 58.989201 37.5226489)",,
672362370,False,residential,True,129.112,,"LINESTRING (58.9904559 37.522127, 58.9912927 37.5215292, 58.9916033 37.5214239)",,
121559154,False,tertiary,False,296.233,,"LINESTRING (58.9916033 37.5214239, 58.9919086 37.5224089, 58.9922499 37.5240363)",,
121559154,False,tertiary,True,193.41899999999998,,"LINESTRING (58.9916033 37.5214239, 58.9913823 37.5208612, 58.9912328 37.5205355, 58.9906938 37.5198552)",,
672362370,False,residential,False,129.112,,"LINESTRING (58.9916033 37.5214239, 58.9912927 37.5215292, 58.9904559 37.522127)",,
121559135,False,tertiary,True,145.536,شهید میناسرشت,"LINESTRING (58.9910695 37.5177448, 58.9908183 37.5178781, 58.9897122 37.5184891)",,
672362371,False,residential,True,260.92999999999995,,"LINESTRING (58.9910695 37.5177448, 58.9902359 37.5171212, 58.9897987 37.5168085, 58.9894178 37.5164894, 58.9892113 37.5163, 58.9890318 37.5160578)",,
672362393,False,residential,True,93.761,,"LINESTRING (58.9890318 37.5160578, 58.9880965 37.5164586)",,
672362371,False,residential,False,260.93,,"LINESTRING (58.9890318 37.5160578, 58.9892113 37.5163, 58.9894178 37.5164894, 58.9897987 37.5168085, 58.9902359 37.5171212, 58.9910695 37.5177448)",,
672362372,False,residential,True,173.414,,"LINESTRING (58.9858881 37.5168893, 58.9863816 37.5167277, 58.9875591 37.5160809)",,
672362373,False,residential,False,24.487,,"LINESTRING (58.9875591 37.5160809, 58.987469 37.5158726)",,
672362372,False,residential,False,173.414,,"LINESTRING (58.9875591 37.5160809, 58.9863816 37.5167277, 58.9858881 37.5168893)",,
672362373,False,residential,True,162.632,,"LINESTRING (58.9875591 37.5160809, 58.9877495 37.5166213, 58.9876664 37.5168766, 58.9880714 37.5174276)",,
672362374,False,residential,True,129.269,,"LINESTRING (58.9880714 37.5174276, 58.986682 37.5177978)",,
672362373,False,residential,False,162.632,,"LINESTRING (58.9880714 37.5174276, 58.9876664 37.5168766, 58.9877495 37.5166213, 58.9875591 37.5160809)",,
672362373,False,residential,True,178.15200000000002,,"LINESTRING (58.9880714 37.5174276, 58.988286 37.5176978, 58.9883316 37.5178403, 58.9887392 37.5183317, 58.9890703 37.5188122)",,
672362374,False,residential,False,61.8,,"LINESTRING (58.9860302 37.5179977, 58.9863896 37.5178658, 58.986682 37.5177978)",,
672362374,False,residential,False,129.269,,"LINESTRING (58.986682 37.5177978, 58.9880714 37.5174276)",,
672362374,False,residential,True,61.8,,"LINESTRING (58.986682 37.5177978, 58.9863896 37.5178658, 58.9860302 37.5179977)",,
672362375,False,residential,True,158.643,,"LINESTRING (58.986682 37.5177978, 58.9868376 37.5182041, 58.9870198 37.5191957)",,
121559139,False,secondary,False,266.989,شهرستانی,"LINESTRING (58.9880965 37.5164586, 58.9897122 37.5184891)",,
121559139,False,secondary,True,48.952,شهرستانی,"LINESTRING (58.9880965 37.5164586, 58.9878021 37.5160854)",,
672362393,False,residential,False,93.761,,"LINESTRING (58.9880965 37.5164586, 58.9890318 37.5160578)",,
672362373,False,residential,True,24.487,,"LINESTRING (58.987469 37.5158726, 58.9875591 37.5160809)",,
