osmid,name,highway,junction,oneway,reversed,length,geometry,ref
180168872,میدان شهرداری,tertiary,roundabout,True,False,5.039,"LINESTRING (51.1548142 31.8651676, 51.154761 31.8651641)",
681922508,شریعتی,tertiary,,True,False,88.282,"LINESTRING (51.154761 31.8651641, 51.1541099 31.8657338)",
180168872,میدان شهرداری,tertiary,roundabout,True,False,26.381,"LINESTRING (51.154761 31.8651641, 51.1547092 31.8651502, 51.1546615 31.8651236, 51.1546206 31.8650888, 51.1545865 31.8650518, 51.1545688 31.8650078)",
180168872,میدان شهرداری,tertiary,roundabout,True,False,14.349999999999998,"LINESTRING (51.1545688 31.8650078, 51.1545633 31.8649603, 51.1545688 31.8649197, 51.1545933 31.864885)",
180168872,میدان شهرداری,tertiary,roundabout,True,False,13.731,"LINESTRING (51.1545933 31.864885, 51.1546233 31.864856, 51.1546656 31.8648352, 51.154716 31.8648282)",
180168891,بلوار آزادی,tertiary,,True,False,57.197,"LINESTRING (51.1545933 31.864885, 51.1544994 31.864749, 51.154396 31.8645986, 51.1543277 31.8644255)",
180168872,میدان شهرداری,tertiary,roundabout,True,False,20.731,"LINESTRING (51.154716 31.8648282, 51.1547679 31.8648329, 51.154821 31.8648479, 51.1548688 31.8648734, 51.1549083 31.8649058)",
180168872,میدان شهرداری,tertiary,roundabout,True,False,15.812,"LINESTRING (51.1549083 31.8649058, 51.1549383 31.8649441, 51.1549588 31.8649892, 51.1549656 31.8650367)",
180168875,بهشتی,residential,,False,False,206.40300000000002,"LINESTRING (51.1549083 31.8649058, 51.1550962 31.8648029, 51.1560885 31.8641487, 51.1566011 31.8637366)",
180168872,میدان شهرداری,tertiary,roundabout,True,False,22.508000000000003,"LINESTRING (51.1549656 31.8650367, 51.1549588 31.8650773, 51.1549342 31.865112, 51.1549042 31.865141, 51.1548606 31.8651618, 51.1548142 31.8651676)",
180168889,بلوار آزادی,tertiary,,True,False,75.854,"LINESTRING (51.1549656 31.8650367, 51.1550261 31.8651085, 51.1550925 31.8652094, 51.155177 31.8652932, 51.1554342 31.8655893)",
180168875,بهشتی,residential,,False,False,20.729,"LINESTRING (51.1566011 31.8637366, 51.1567716 31.8636192)",
941583255,,residential,,False,False,25.47,"LINESTRING (51.1566011 31.8637366, 51.1566457 31.8635107)",
180168875,بهشتی,residential,,False,True,206.403,"LINESTRING (51.1566011 31.8637366, 51.1560885 31.8641487, 51.1550962 31.8648029, 51.1549083 31.8649058)",
180168875,بهشتی,residential,,False,True,180.48000000000002,"LINESTRING (51.1582592 31.8626003, 51.1571082 31.8633874, 51.1567716 31.8636192)",
180168876,بلوار ولیعصر,trunk,,True,False,56.634,"LINESTRING (51.1582592 31.8626003, 51.15822 31.8623243, 51.1581868 31.8620947)",55
544983894,بلوار ولیعصر,trunk,,True,False,47.457,"LINESTRING (51.1586751 31.8637957, 51.1587364 31.8642193)",55
721837425,,trunk_link,,False,False,23.072,"LINESTRING (51.1586751 31.8637957, 51.158432 31.8638163)",
180168876,بلوار ولیعصر,trunk,,True,False,62.565,"LINESTRING (51.158432 31.8638163, 51.1583526 31.8632577)",55
721837425,,trunk_link,,False,True,23.072,"LINESTRING (51.158432 31.8638163, 51.1586751 31.8637957)",
180168876,بلوار ولیعصر,trunk,,True,False,63.164,"LINESTRING (51.1580783 31.8613448, 51.1579967 31.860781)",55
180168913,رجائی,residential,,False,True,105.738,"LINESTRING (51.1580783 31.8613448, 51.1569957 31.8615873)",
