osmid,highway,maxspeed,oneway,reversed,length,geometry,name,junction
408704986,tertiary,60,False,True,8.567,"LINESTRING (50.1729827 36.1318582, 50.1730315 36.1319244)",,
976944038,tertiary,60,True,False,52.955,"LINESTRING (50.1729827 36.1318582, 50.1728372 36.1317074, 50.1727322 36.1315536, 50.1726674 36.1314575)",,
416305956,tertiary,,False,False,95.627,"LINESTRING (50.1759749 36.1243435, 50.1769216 36.124737)",,
416305956,tertiary,,False,True,13.214,"LINESTRING (50.1759749 36.1243435, 50.1758552 36.1242744)",,
422034819,residential,,False,True,342.005,"LINESTRING (50.1759749 36.1243435, 50.1767393 36.1257811, 50.1773999 36.1271949)",شهید محمود اصغریان,
416305956,tertiary,,False,False,9.26,"LINESTRING (50.1769216 36.124737, 50.1770161 36.1247703)",,
416305956,tertiary,,False,True,95.627,"LINESTRING (50.1769216 36.124737, 50.1759749 36.1243435)",,
422034818,residential,,False,False,60.974,"LINESTRING (50.1769216 36.124737, 50.1766473 36.1242354)",,
422034818,residential,,False,True,239.471,"LINESTRING (50.1769216 36.124737, 50.1776711 36.1262242, 50.1779537 36.1267223)",,
1035614495,tertiary,,True,False,12.975000000000001,"LINESTRING (50.1793804 36.1271357, 50.179423 36.127157, 50.1794577 36.1271863, 50.1794814 36.1272164)",,roundabout
1243329449,residential,,False,False,17.566,"LINESTRING (50.1792483 36.127126, 50.1793851 36.1270131)",,
1035614495,tertiary,,True,False,12.128,"LINESTRING (50.1792483 36.127126, 50.1792816 36.1271216, 50.1793154 36.1271218, 50.1793486 36.1271265, 50.1793804 36.1271357)",,roundabout
422034821,residential,,False,False,61.74,"LINESTRING (50.1740304 36.131138, 50.1739042 36.1305922)",,
539956642,tertiary,,True,False,84.006,"LINESTRING (50.1740304 36.131138, 50.1743033 36.1310814, 50.1745503 36.1309539, 50.1747794 36.1307291)",,
1035614495,tertiary,,True,False,41.123000000000005,"LINESTRING (50.1794814 36.1272164, 50.1794953 36.1272607, 50.1794958 36.1273012, 50.1794838 36.1273405, 50.17946 36.1273762, 50.179426 36.127406, 50.1793839 36.127428, 50.1793363 36.1274408, 50.1792863 36.1274437, 50.1792369 36.1274364)",,roundabout
408704986,tertiary,60,False,False,8.567,"LINESTRING (50.1730315 36.1319244, 50.1729827 36.1318582)",,
408704986,tertiary,60,False,True,77.428,"LINESTRING (50.1730315 36.1319244, 50.1734999 36.132509)",,
422034812,residential,,False,False,212.588,"LINESTRING (50.1730315 36.1319244, 50.1742418 36.1317613, 50.1750967 36.1316739, 50.1753749 36.1316658)",,
422034816,tertiary_link,,False,False,8.117,"LINESTRING (50.1767167 36.1316609, 50.1767914 36.131702)",,
422034812,residential,,False,True,79.297,"LINESTRING (50.1767167 36.1316609, 50.1766347 36.1316286, 50.1759494 36.1316489, 50.1758435 36.131652)",,
422034813,tertiary,,True,False,147.64000000000001,"LINESTRING (50.1767167 36.1316609, 50.1768131 36.1315615, 50.1776592 36.1306676, 50.1777166 36.130607)",,
422034830,tertiary,,True,False,9.237,"LINESTRING (50.1753436 36.1328293, 50.1753834 36.1329059)",,
422034832,tertiary,,False,False,8.587,"LINESTRING (50.1753436 36.1328293, 50.1752556 36.1328595)",,
422034813,tertiary,,True,False,54.501999999999995,"LINESTRING (50.1753436 36.1328293, 50.1758146 36.132591, 50.1758461 36.1325585)",,
422034814,tertiary,,False,False,43.505,"LINESTRING (50.179126 36.1286283, 50.1789229 36.1282731)",,
539956644,residential,,False,False,165.343,"LINESTRING (50.179126 36.1286283, 50.1803956 36.1275515)",,
422034815,tertiary,,True,False,63.812999999999995,"LINESTRING (50.179126 36.1286283, 50.1792033 36.1287032, 50.1792386 36.1287835, 50.1792541 36.1288745, 50.1792364 36.1290208, 50.1791768 36.1291653)",,
422034814,tertiary,,False,True,48.669,"LINESTRING (50.1786958 36.1278757, 50.1789229 36.1282731)",,
422034807,tertiary,,True,False,123.759,"LINESTRING (50.1786958 36.1278757, 50.1783717 36.1281351, 50.1777066 36.1286505)",,
1035614482,residential,,False,False,52.072,"LINESTRING (50.1791768 36.1291653, 50.1797453 36.1292573)",,
422034815,tertiary,,True,False,118.57900000000001,"LINESTRING (50.1791768 36.1291653, 50.1790288 36.1293438, 50.1786532 36.1297541, 50.1783903 36.1300213)",,
422034831,tertiary_link,,False,False,8.527,"LINESTRING (50.1753834 36.1329059, 50.175297 36.1329377)",,
422034815,tertiary,,True,False,12.686,"LINESTRING (50.1767914 36.131702, 50.1767062 36.131793)",,
422034816,tertiary_link,,False,True,8.117,"LINESTRING (50.1767914 36.131702, 50.1767167 36.1316609)",,
408704986,tertiary,60,False,False,14.22,"LINESTRING (50.1735841 36.1326173, 50.1734999 36.132509)",,
422034818,residential,,False,False,133.23,"LINESTRING (50.1786336 36.1277872, 50.1779537 36.1267223)",,
539956642,tertiary,,True,False,64.732,"LINESTRING (50.1786336 36.1277872, 50.1791208 36.1273582)",,
422034819,residential,,False,False,135.013,"LINESTRING (50.1779837 36.1283138, 50.1773999 36.1271949)",شهید محمود اصغریان,
539956642,tertiary,,True,False,82.678,"LINESTRING (50.1779837 36.1283138, 50.1786336 36.1277872)",,
422034819,residential,,False,True,135.013,"LINESTRING (50.1773999 36.1271949, 50.1779837 36.1283138)",شهید محمود اصغریان,
422034825,residential,,False,False,72.357,"LINESTRING (50.1773999 36.1271949, 50.1779537 36.1267223)",,
422034825,residential,,False,True,73.696,"LINESTRING (50.1773999 36.1271949, 50.1767832 36.1276321)",,
