osmid,highway,oneway,reversed,length,name,junction,geometry
182589992,secondary,False,True,36.35,,,"LINESTRING (47.5801701 34.2706877, 47.5797748 34.2706753)"
182590002,secondary,True,False,23.445,میدان آزادی,roundabout,"LINESTRING (47.5801701 34.2706877, 47.5801693 34.270635, 47.5801901 34.2705851, 47.5802301 34.2705441, 47.5802845 34.2705166)"
182590002,secondary,True,False,29.504,میدان آزادی,roundabout,"LINESTRING (47.5804161 34.2708039, 47.5803637 34.2708128, 47.5803103 34.270809, 47.5802605 34.2707928, 47.5802184 34.2707656, 47.5801874 34.2707295, 47.5801701 34.2706877)"
182590076,tertiary,False,True,198.475,پارک شهر,,"LINESTRING (47.5804161 34.2708039, 47.5809706 34.2720113, 47.5811831 34.2724725)"
182590074,tertiary,False,True,31.203,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5802845 34.2705166, 47.5801674 34.2702532)"
182590002,secondary,True,False,31.923,میدان آزادی,roundabout,"LINESTRING (47.5802845 34.2705166, 47.5803481 34.2705059, 47.5804123 34.270514, 47.5804692 34.2705397, 47.5805119 34.2705801, 47.5805352 34.2706302, 47.5805417 34.2706483)"
182590006,secondary,False,False,69.3,خیابان امام خمینی,,"LINESTRING (47.5805417 34.2706483, 47.5812956 34.2706648)"
182590002,secondary,True,False,22.07,میدان آزادی,roundabout,"LINESTRING (47.5805417 34.2706483, 47.5805221 34.2707228, 47.580496 34.2707574, 47.5804598 34.270785, 47.5804161 34.2708039)"
182590006,secondary,False,False,116.493,خیابان امام خمینی,,"LINESTRING (47.5824609 34.2706902, 47.5837282 34.2707179)"
182590006,secondary,False,True,107.117,خیابان امام خمینی,,"LINESTRING (47.5824609 34.2706902, 47.5812956 34.2706648)"
510574319,residential,False,True,72.666,جهان پهلوان تختی,,"LINESTRING (47.5824609 34.2706902, 47.5826432 34.2700543)"
560681963,residential,False,False,25.321,قاضی,,"LINESTRING (47.5824609 34.2706902, 47.5823178 34.2708848)"
182590006,secondary,False,False,71.377,خیابان امام خمینی,,"LINESTRING (47.5837282 34.2707179, 47.5845047 34.2707348)"
182590006,secondary,False,True,116.493,خیابان امام خمینی,,"LINESTRING (47.5837282 34.2707179, 47.5824609 34.2706902)"
182590084,secondary,False,True,107.309,خیابان واحدی,,"LINESTRING (47.5837282 34.2707179, 47.5838297 34.2716793)"
510574314,secondary,False,False,125.225,خیابان حجتی,,"LINESTRING (47.5837282 34.2707179, 47.5838238 34.2695945)"
182590072,secondary,True,False,49.242,کمربندی,,"LINESTRING (47.5783848 34.2662722, 47.5788578 34.2660641)"
182590074,tertiary,False,False,10.828,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5783848 34.2662722, 47.5784261 34.2663634)"
1262460870,secondary,False,True,10.835,خیابان حجتی,,"LINESTRING (47.58456 34.2667131, 47.584512 34.2668021)"
1262460870,secondary,False,False,10.835,خیابان حجتی,,"LINESTRING (47.584512 34.2668021, 47.58456 34.2667131)"
1262460870,secondary,False,True,43.145,خیابان حجتی,,"LINESTRING (47.584512 34.2668021, 47.5843318 34.2671604)"
182590073,secondary,True,False,60.296,کمربندی جنوبی,,"LINESTRING (47.584512 34.2668021, 47.5840663 34.2666367, 47.5839062 34.2665958)"
182590073,secondary,True,False,167.999,کمربندی جنوبی,,"LINESTRING (47.5839062 34.2665958, 47.5834017 34.2665144, 47.5821007 34.2663612)"
182590073,secondary,True,False,245.975,کمربندی جنوبی,,"LINESTRING (47.5821007 34.2663612, 47.5806836 34.2662085, 47.5794422 34.2661059)"
560558921,residential,False,True,26.813000000000002,شهید جمالی سرابی,,"LINESTRING (47.5821007 34.2663612, 47.5821438 34.2664914, 47.5822592 34.266538)"
182590073,secondary,True,False,52.474999999999994,کمربندی جنوبی,,"LINESTRING (47.5794422 34.2661059, 47.5792608 34.2661083, 47.578876 34.2661587)"
560681948,residential,False,False,220.241,بعثت,,"LINESTRING (47.5794422 34.2661059, 47.5794598 34.2662141, 47.579731 34.2664915, 47.5800305 34.2668336, 47.5802013 34.2671418, 47.58043 34.2677503, 47.5804576 34.2678645)"
182590074,tertiary,False,False,40.147,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5784261 34.2663634, 47.5785784 34.2667018)"
182590074,tertiary,False,True,10.828,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5784261 34.2663634, 47.5783848 34.2662722)"
182590076,tertiary,False,False,75.304,پارک شهر,,"LINESTRING (47.5816214 34.273424, 47.5813298 34.2727911)"
510574314,secondary,False,True,41.032,خیابان حجتی,,"LINESTRING (47.5839521 34.2680858, 47.5839208 34.2684539)"
560558918,residential,False,False,60.131,شهید حسنی,,"LINESTRING (47.5839521 34.2680858, 47.584545 34.2683146)"
1229214442,residential,False,True,48.012,شهید جمالی سرابی,,"LINESTRING (47.5839521 34.2680858, 47.5835047 34.2678628)"
1262460870,secondary,False,False,108.951,خیابان حجتی,,"LINESTRING (47.5839521 34.2680858, 47.5841155 34.2675753, 47.5843318 34.2671604)"
1262460870,secondary,False,False,43.145,خیابان حجتی,,"LINESTRING (47.5843318 34.2671604, 47.584512 34.2668021)"
560680232,secondary_link,True,False,62.506,,,"LINESTRING (47.5843318 34.2671604, 47.5842259 34.2669134, 47.5840211 34.2666656)"
"[560680240, 1262460869]",residential,False,False,165.934,شهید محمد حسنی,,"LINESTRING (47.5843318 34.2671604, 47.584913 34.267417, 47.584545 34.2683146)"
1262460870,secondary,False,True,108.951,خیابان حجتی,,"LINESTRING (47.5843318 34.2671604, 47.5841155 34.2675753, 47.5839521 34.2680858)"
551313926,residential,False,False,52.128,شهید نادری,,"LINESTRING (47.5884547 34.2724223, 47.5882426 34.2719875)"
551313926,residential,False,True,81.786,شهید نادری,,"LINESTRING (47.5884547 34.2724223, 47.5887877 34.2731044)"
1122169015,residential,False,True,103.76,خیابان آموزش وپرورش,,"LINESTRING (47.5884547 34.2724223, 47.5873489 34.2726113)"
1122169015,residential,False,False,103.76,خیابان آموزش وپرورش,,"LINESTRING (47.5873489 34.2726113, 47.5884547 34.2724223)"
746582922,residential,False,False,90.691,شهید سهراب هجرانی,,"LINESTRING (47.5873489 34.2726113, 47.5878113 34.2728153, 47.5879911 34.2731677)"
1122169015,residential,False,True,60.95,خیابان آموزش وپرورش,,"LINESTRING (47.5873489 34.2726113, 47.5871392 34.2726361, 47.5868219 34.2723707)"
560558919,residential,False,True,30.413,شهید ولی الله مظهری,,"LINESTRING (47.5854452 34.2703739, 47.585314 34.2701228)"
1175379215,residential,False,False,43.813,شهید احمد ملکی,,"LINESTRING (47.5854452 34.2703739, 47.5855531 34.2707577)"
510574288,residential,False,True,97.038,شهید حاجی علی نورعلی پور,,"LINESTRING (47.5854452 34.2703739, 47.5856047 34.2701202, 47.5858929 34.2699108, 47.5861885 34.2697966)"
182590074,tertiary,False,False,196.035,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5786238 34.2668105, 47.5793781 34.2684596)"
182590074,tertiary,False,True,12.787,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5786238 34.2668105, 47.5785784 34.2667018)"
510574340,residential,False,False,32.138,شهید ایوب حمزه ای,,"LINESTRING (47.5786238 34.2668105, 47.5783874 34.2670235)"
182590006,secondary,False,False,63.454,خیابان امام خمینی,,"LINESTRING (47.5855531 34.2707577, 47.5862434 34.2707727)"
182590006,secondary,False,True,96.371,خیابان امام خمینی,,"LINESTRING (47.5855531 34.2707577, 47.5845047 34.2707348)"
1122169015,residential,False,False,20.298,خیابان آموزش وپرورش,,"LINESTRING (47.5855531 34.2707577, 47.5856922 34.2708995)"
1175379215,residential,False,True,43.813,شهید احمد ملکی,,"LINESTRING (47.5855531 34.2707577, 47.5854452 34.2703739)"
715686430,residential,False,False,69.896,شهیدان سعیدی,,"LINESTRING (47.5865292 34.2721112, 47.5862371 34.2726916)"
551219483,residential,False,False,118.28,شهید حسین فهمیده سه,,"LINESTRING (47.5865292 34.2721112, 47.5859257 34.2719616, 47.585649 34.2720037, 47.5852956 34.2721093)"
1122169015,residential,False,False,40.263999999999996,خیابان آموزش وپرورش,,"LINESTRING (47.5865292 34.2721112, 47.5867011 34.2722104, 47.5868219 34.2723707)"
1122169015,residential,False,True,106.922,خیابان آموزش وپرورش,,"LINESTRING (47.5865292 34.2721112, 47.5860728 34.2714312, 47.5859422 34.2712822)"
1122190235,residential,False,True,177.84300000000002,شهید عبدالرضا شهبازیان,,"LINESTRING (47.5865292 34.2721112, 47.5865142 34.2717636, 47.587335 34.2711933, 47.5876688 34.2709537)"
715686432,residential,False,False,38.306,شهیدان نجفی,,"LINESTRING (47.5796924 34.2682333, 47.5793781 34.2684596)"
715686432,residential,False,True,17.741,شهیدان نجفی,,"LINESTRING (47.5796924 34.2682333, 47.5798276 34.2681194)"
1227715249,residential,False,False,77.682,شهیدان نجفی,,"LINESTRING (47.5796924 34.2682333, 47.5801155 34.2681022, 47.5804923 34.2680085)"
522094665,residential,False,False,70.585,شهید حشمت الله اکبری,,"LINESTRING (47.5862371 34.2726916, 47.585469 34.2726997)"
715686430,residential,False,True,69.896,شهیدان سعیدی,,"LINESTRING (47.5862371 34.2726916, 47.5865292 34.2721112)"
715686430,residential,False,False,73.55,شهیدان سعیدی,,"LINESTRING (47.5862371 34.2726916, 47.5858241 34.2731472, 47.5857717 34.2732286)"
182590074,tertiary,False,False,64.553,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5793781 34.2684596, 47.5796134 34.2690066)"
182590074,tertiary,False,True,196.035,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5793781 34.2684596, 47.5786238 34.2668105)"
715686432,residential,False,True,38.306,شهیدان نجفی,,"LINESTRING (47.5793781 34.2684596, 47.5796924 34.2682333)"
1122171527,residential,False,False,14.179,شهید محمد صادق صفدری,,"LINESTRING (47.5793781 34.2684596, 47.5793309 34.268581)"
1122171527,residential,False,True,14.179,شهید محمد صادق صفدری,,"LINESTRING (47.5793309 34.268581, 47.5793781 34.2684596)"
1122171527,residential,False,False,166.35200000000003,شهید محمد صادق صفدری,,"LINESTRING (47.5793309 34.268581, 47.5786659 34.2690123, 47.578424 34.2692159, 47.5781186 34.2696615)"
182590074,tertiary,False,False,11.786,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5801232 34.2701537, 47.5801674 34.2702532)"
182590074,tertiary,False,True,99.075,فرمانداری سابق - شهید مصطفی خمینی,,"LINESTRING (47.5801232 34.2701537, 47.5797483 34.2693183)"
715686428,residential,False,True,202.224,شهید احد الله ماهیدشتی,,"LINESTRING (47.5801232 34.2701537, 47.5798062 34.2702547, 47.5794132 34.2702017, 47.5792052 34.2701756, 47.5789441 34.2700631, 47.5781186 34.2696615)"
522094689,residential,False,False,57.958,شهید حسن خسروی,,"LINESTRING (47.5806599 34.2727582, 47.5808556 34.2726184, 47.5811831 34.2724725)"
522094689,residential,False,True,231.419,شهید حسن خسروی,,"LINESTRING (47.5806599 34.2727582, 47.5805351 34.2728419, 47.579869 34.27253, 47.5784904 34.2718718)"
182590076,tertiary,False,True,37.905,پارک شهر,,"LINESTRING (47.5811831 34.2724725, 47.5813298 34.2727911)"
560681947,residential,False,True,98.774,شهید کامران مولایی,,"LINESTRING (47.5811831 34.2724725, 47.5820292 34.2719246)"
182590076,tertiary,False,False,198.475,پارک شهر,,"LINESTRING (47.5811831 34.2724725, 47.5809706 34.2720113, 47.5804161 34.2708039)"
522094689,residential,False,True,57.958,شهید حسن خسروی,,"LINESTRING (47.5811831 34.2724725, 47.5808556 34.2726184, 47.5806599 34.2727582)"
522094665,residential,False,True,23.231,شهید حشمت الله اکبری,,"LINESTRING (47.58364 34.2715412, 47.5838297 34.2716793)"
522094665,residential,False,False,79.167,شهید حشمت الله اکبری,,"LINESTRING (47.58364 34.2715412, 47.5833043 34.271548, 47.5831225 34.2717382, 47.583166 34.2719269)"
792194620,residential,False,True,143.41899999999998,,,"LINESTRING (47.58364 34.2715412, 47.58356 34.2714673, 47.583279 34.2712773, 47.5830491 34.2711471, 47.5828979 34.2710838, 47.5827617 34.2710486, 47.5825595 34.2709853, 47.5823178 34.2708848)"
792194621,residential,False,False,51.773,,,"LINESTRING (47.583166 34.2719269, 47.5826087 34.2719954)"
522094665,residential,False,False,130.446,شهید حشمت الله اکبری,,"LINESTRING (47.583166 34.2719269, 47.5832205 34.2725567, 47.5833145 34.2729065, 47.5830934 34.2729224)"
522094665,residential,False,True,79.167,شهید حشمت الله اکبری,,"LINESTRING (47.583166 34.2719269, 47.5831225 34.2717382, 47.5833043 34.271548, 47.58364 34.2715412)"
182590084,secondary,False,False,107.309,خیابان واحدی,,"LINESTRING (47.5838297 34.2716793, 47.5837282 34.2707179)"
182590084,secondary,False,True,86.021,خیابان واحدی,,"LINESTRING (47.5838297 34.2716793, 47.5839174 34.2724495)"
522094665,residential,False,False,23.231,شهید حشمت الله اکبری,,"LINESTRING (47.5838297 34.2716793, 47.58364 34.2715412)"
