osmid,name,highway,maxspeed,junction,oneway,reversed,length,geometry
135432653,میدان تاسوعا,secondary,30,roundabout,True,False,40.351,"LINESTRING (51.8662743 32.0073282, 51.8661946 32.0073802, 51.866115 32.0073962, 51.866034 32.0073861, 51.8659632 32.0073513, 51.8659125 32.0072968)"
551684076,بوستان (صاحب الزمان),tertiary,40,,True,False,11.765,"LINESTRING (51.8659125 32.0072968, 51.8658201 32.0073679)"
537762683,شهید بهشتی (خیام),secondary,50,,True,False,30.188,"LINESTRING (51.8679315 32.0089518, 51.867722 32.0087465)"
135461858,طباطبایی,secondary,40,,True,False,33.44,"LINESTRING (51.8679315 32.0089518, 51.8678166 32.0089963, 51.8677293 32.009043, 51.8676393 32.0091167)"
537762683,شهید بهشتی (خیام),secondary,50,,True,False,10.274000000000001,"LINESTRING (51.867722 32.0087465, 51.8676794 32.0087047, 51.8676506 32.0086767)"
231344878,حکیم اسد الله,secondary,40,,True,False,8.802,"LINESTRING (51.8640844 32.0087597, 51.8641045 32.008837)"
551684076,بوستان (صاحب الزمان),tertiary,40,,True,False,9.184,"LINESTRING (51.8640844 32.0087597, 51.8640095 32.0088125)"
135461857,حکیم الهی,secondary,40,,False,False,36.049,"LINESTRING (51.8650838 32.0097382, 51.8648247 32.0094998)"
135461855,میدان حکیم الهی,secondary,30,roundabout,True,False,43.333,"LINESTRING (51.8650838 32.0097382, 51.8652977 32.0095706, 51.8653767 32.0095459, 51.8654608 32.0095436)"
135461855,میدان حکیم الهی,secondary,30,roundabout,True,False,34.153,"LINESTRING (51.8660881 32.0100229, 51.8661754 32.0101575, 51.8661507 32.0103096)"
135461860,طباطبایی,secondary,40,,True,False,17.84,"LINESTRING (51.8660881 32.0100229, 51.8661608 32.0100311, 51.8662202 32.0100169, 51.8662678 32.009995)"
135461855,میدان حکیم الهی,secondary,30,roundabout,True,False,13.037,"LINESTRING (51.8661507 32.0103096, 51.8660618 32.0103994)"
135461855,میدان حکیم الهی,secondary,30,roundabout,True,False,34.081,"LINESTRING (51.8660618 32.0103994, 51.8659243 32.0104988, 51.8657439 32.0105086)"
135461861,,secondary_link,40,,True,False,33.837,"LINESTRING (51.8660618 32.0103994, 51.8660762 32.0105345, 51.8661183 32.0105987, 51.8661786 32.010679)"
135461855,میدان حکیم الهی,secondary,30,roundabout,True,False,23.921,"LINESTRING (51.8657439 32.0105086, 51.8655525 32.0103674)"
135461859,حکیم الهی,secondary,40,,False,False,14.83,"LINESTRING (51.8661786 32.010679, 51.8662951 32.0107686)"
135461861,,secondary_link,40,,True,False,31.835,"LINESTRING (51.8661786 32.010679, 51.8660705 32.0106208, 51.8659659 32.0105745, 51.8658789 32.0105502)"
135461859,حکیم الهی,secondary,40,,False,False,13.535,"LINESTRING (51.867298 32.0115819, 51.867392 32.0116739)"
135461859,حکیم الهی,secondary,40,,False,True,27.934,"LINESTRING (51.867298 32.0115819, 51.8670923 32.0114011)"
552739730,,residential,30,,False,False,18.746,"LINESTRING (51.867298 32.0115819, 51.8671434 32.0116879)"
1141302796,,secondary,,,True,False,35.995,"LINESTRING (51.8689095 32.0130666, 51.8691981 32.0128547)"
135461854,میدان شهید یوسفیان,secondary,30,roundabout,True,False,6.409000000000001,"LINESTRING (51.8689095 32.0130666, 51.8689445 32.0130913, 51.8689593 32.0131056)"
135461859,حکیم الهی,secondary,40,,False,True,80.617,"LINESTRING (51.8687138 32.0130802, 51.8681978 32.0125021)"
135461854,میدان شهید یوسفیان,secondary,30,roundabout,True,False,19.737000000000002,"LINESTRING (51.8687138 32.0130802, 51.8687581 32.0130567, 51.868809 32.0130461, 51.8688612 32.0130496, 51.8689095 32.0130666)"
135430692,ولیعصر غربی,secondary,40,,True,False,133.68,"LINESTRING (51.8686928 32.0132729, 51.8676353 32.0140737)"
