osmid,oneway,name,highway,reversed,length,geometry,maxspeed,bridge,junction
229292427,True,خیابان امام خمینی,primary,False,39.042,"LINESTRING (52.6800477 36.5460631, 52.6801565 36.5462176, 52.6802629 36.5463687)",,,
618217523,False,فرهنوش,residential,False,20.902,"LINESTRING (52.6827763 36.5414198, 52.6825478 36.5414602)",,,
482540591,False,سرداران ۹,residential,False,23.75,"LINESTRING (52.6827763 36.5414198, 52.6827479 36.5412549, 52.6827401 36.5412082)",30,,
482540591,False,سرداران ۹,residential,True,21.72,"LINESTRING (52.6827763 36.5414198, 52.6828089 36.5415188, 52.6828502 36.5416056)",30,,
259898144,False,شیخ کبیر ۲۶,residential,False,47.403,"LINESTRING (52.6886675 36.5472858, 52.6884835 36.5473634, 52.6881607 36.547367)",30,,
259898144,False,شیخ کبیر ۲۶,residential,True,57.152,"LINESTRING (52.6886675 36.5472858, 52.688886 36.5471167, 52.6890426 36.5469901, 52.6891487 36.5469561)",30,,
571709449,False,کوی شریعت,residential,True,29.864,"LINESTRING (52.6886675 36.5472858, 52.6888009 36.5474665, 52.6888477 36.5475113)",,,
1080680759,False,ملا نصیرا,tertiary,False,18.093,"LINESTRING (52.6864892 36.548865, 52.6863411 36.548754)",,,
1080680759,False,ملا نصیرا,tertiary,True,5.141,"LINESTRING (52.6864892 36.548865, 52.6865189 36.5489046)",,,
259898144,False,شیخ کبیر ۲۶,residential,True,58.235,"LINESTRING (52.6864892 36.548865, 52.6865541 36.5485468, 52.6866142 36.5483514)",30,,
297784075,False,اشرفی ۲۱,residential,False,34.048,"LINESTRING (52.686081 36.5422473, 52.6861004 36.5425531)",30,,
297784078,False,اشرفی ۲۱,residential,False,17.744,"LINESTRING (52.686081 36.5422473, 52.6860657 36.5420882)",30,,
570299223,False,شهیدان صالح طبری,residential,True,81.709,"LINESTRING (52.686081 36.5422473, 52.6856071 36.542245, 52.68517 36.5422903)",30,,
297784075,False,اشرفی ۲۱,residential,True,22.464,"LINESTRING (52.6862579 36.5436646, 52.6862033 36.5434674)",30,,
1112459393,False,,residential,False,8.623,"LINESTRING (52.6862579 36.5436646, 52.6862777 36.5437405)",30,,
751777128,True,خیابان نواب صفوی,secondary,False,105.65100000000001,"LINESTRING (52.6862579 36.5436646, 52.6868582 36.5435728, 52.6874197 36.543487)",,,
297784078,False,اشرفی ۲۱,residential,True,17.744,"LINESTRING (52.6860657 36.5420882, 52.686081 36.5422473)",30,,
297784076,False,بارفروش ۴,residential,False,79.26400000000001,"LINESTRING (52.6860657 36.5420882, 52.6862173 36.5420531, 52.6865082 36.5420339, 52.6869458 36.5420349)",30,,
297784078,False,اشرفی ۲۱,residential,False,41.68,"LINESTRING (52.6860657 36.5420882, 52.6860357 36.5418837, 52.6859717 36.5417228)",30,,
297784076,False,بارفروش ۴,residential,True,39.989,"LINESTRING (52.6873923 36.5420603, 52.6869458 36.5420349)",30,,
616265808,False,شهیدان مرادی و اصغری,residential,False,74.613,"LINESTRING (52.6873923 36.5420603, 52.6882243 36.5421189)",,,
616265810,False,رفعت ۱,residential,False,52.543,"LINESTRING (52.6873923 36.5420603, 52.6873992 36.5415878)",,,
616265809,False,شهید مهدی اصغری,residential,False,70.37,"LINESTRING (52.6873923 36.5420603, 52.6877048 36.5418738, 52.6878551 36.5417771, 52.688023 36.5416814)",,,
568235487,False,بارفروش ۶,residential,True,48.849,"LINESTRING (52.6859717 36.5417228, 52.6865153 36.5416754)",,,
568489347,False,بعثت ۹,residential,True,78.412,"LINESTRING (52.6859717 36.5417228, 52.6851182 36.5415583)",,,
297784078,False,اشرفی ۲۱,residential,False,57.305,"LINESTRING (52.6859717 36.5417228, 52.685875 36.5414292, 52.6857948 36.5412276)",30,,
297784078,False,اشرفی ۲۱,residential,True,41.68,"LINESTRING (52.6859717 36.5417228, 52.6860357 36.5418837, 52.6860657 36.5420882)",30,,
568235484,False,بعثت ۸,residential,True,107.702,"LINESTRING (52.6857948 36.5412276, 52.6869994 36.5411889)",,,
297784078,False,اشرفی ۲۱,residential,False,25.222,"LINESTRING (52.6857948 36.5412276, 52.685728 36.5410917, 52.6857333 36.5410111)",30,,
297784078,False,اشرفی ۲۱,residential,True,57.305,"LINESTRING (52.6857948 36.5412276, 52.685875 36.5414292, 52.6859717 36.5417228)",30,,
