osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed,junction
425352288,قاسمعلی زاده,residential,False,True,455.31,"LINESTRING (51.959511 35.7576092, 51.959429 35.7578922, 51.9595026 35.7582004, 51.9595647 35.7582664, 51.959677 35.7584205, 51.9598979 35.7586847, 51.9600336 35.7590715, 51.9602119 35.75932, 51.9603281 35.7595873, 51.9603359 35.7600056, 51.9602932 35.7602792, 51.9602816 35.760449, 51.9603398 35.7605371, 51.9605607 35.7607666, 51.9607002 35.7608484, 51.9609908 35.7609427, 51.9611614 35.7609679, 51.9613396 35.760949)",,,,,
564121260,مدرس,residential,False,True,220.117,"LINESTRING (51.959511 35.7576092, 51.9595608 35.757702, 51.9596344 35.7578136, 51.9598166 35.7581155, 51.9601111 35.7583734, 51.9603553 35.7586659, 51.9604754 35.7589646, 51.9605142 35.7590495, 51.9605878 35.759081, 51.9608812 35.7590935)",,,,,
1018916097,احمد قانعی نجفی,tertiary,False,False,14.775,"LINESTRING (51.9650221 35.7586258, 51.9648746 35.7585681)",,,,,
"[1018916097, 1018916098, 683066179]",احمد قانعی نجفی,tertiary,False,True,65.31700000000001,"LINESTRING (51.9650221 35.7586258, 51.9650275 35.7586281, 51.9651032 35.758661, 51.9653353 35.7587618, 51.9656182 35.7589536)",yes,,,,
"[1018916097, 1018916098, 683066179]",احمد قانعی نجفی,tertiary,False,False,65.317,"LINESTRING (51.9656182 35.7589536, 51.9653353 35.7587618, 51.9651032 35.758661, 51.9650275 35.7586281, 51.9650221 35.7586258)",yes,,,,
683066179,احمد قانعی نجفی,tertiary,False,True,58.653999999999996,"LINESTRING (51.9656182 35.7589536, 51.9657965 35.7591643, 51.9659631 35.7594002)",,,,,
683066180,احمد علی کاشانی,residential,False,True,93.075,"LINESTRING (51.9656182 35.7589536, 51.9654983 35.7586128, 51.965391 35.7582232, 51.9654013 35.7581402)",,,,,
425352289,میرزایی,residential,False,True,226.209,"LINESTRING (51.9608812 35.7590935, 51.9608823 35.7591926, 51.9607777 35.7596565, 51.9607525 35.7600543, 51.9607583 35.7602839, 51.9608881 35.7605449, 51.9609928 35.7607069, 51.9611807 35.7608421, 51.9613396 35.760949)",,,,,
564121260,مدرس,residential,False,False,220.117,"LINESTRING (51.9608812 35.7590935, 51.9605878 35.759081, 51.9605142 35.7590495, 51.9604754 35.7589646, 51.9603553 35.7586659, 51.9601111 35.7583734, 51.9598166 35.7581155, 51.9596344 35.7578136, 51.9595608 35.757702, 51.959511 35.7576092)",,,,,
683066179,احمد قانعی نجفی,tertiary,False,False,58.653999999999996,"LINESTRING (51.9659631 35.7594002, 51.9657965 35.7591643, 51.9656182 35.7589536)",,,,,
683066179,احمد قانعی نجفی,tertiary,False,True,84.351,"LINESTRING (51.9659631 35.7594002, 51.9660368 35.7597367, 51.966009 35.7601529)",,,,,
