osmid,highway,oneway,reversed,length,geometry,junction
447700378,secondary,False,True,91.211,"LINESTRING (57.180878 27.3574091, 57.1808377 27.3565896)",
572191904,residential,False,False,99.05799999999999,"LINESTRING (57.180878 27.3574091, 57.1804647 27.357258, 57.1799311 27.357119)",
447700378,secondary,False,False,91.211,"LINESTRING (57.1808377 27.3565896, 57.180878 27.3574091)",
447700378,secondary,False,True,67.821,"LINESTRING (57.1808377 27.3565896, 57.1807907 27.3559811)",
447700367,tertiary,False,False,107.853,"LINESTRING (57.1808377 27.3565896, 57.1806151 27.3566652, 57.1799311 27.357119)",
447700378,secondary,False,False,19.137,"LINESTRING (57.1807774 27.3558094, 57.1807907 27.3559811)",
447700378,secondary,False,True,59.504,"LINESTRING (57.1807774 27.3558094, 57.1806145 27.3552942)",
572191902,residential,False,False,703.248,"LINESTRING (57.1807774 27.3558094, 57.1804709 27.3560495, 57.1799143 27.3560072, 57.179667 27.355893, 57.17951 27.3557323, 57.1792388 27.3555843, 57.1787059 27.3556477, 57.178135 27.3557915, 57.1773407 27.3559012, 57.1768555 27.3559266, 57.1765693 27.3563036, 57.1767596 27.35657, 57.1770593 27.3567814, 57.1774732 27.356684, 57.1779679 27.3565614, 57.1786197 27.3563245)",
447700378,secondary,False,False,59.504,"LINESTRING (57.1806145 27.3552942, 57.1807774 27.3558094)",
290084311,secondary,True,False,50.548,"LINESTRING (57.1806145 27.3552942, 57.1804898 27.3551441, 57.1803612 27.3549016)",
290084310,secondary,True,False,2.085,"LINESTRING (57.1806165 27.3547084, 57.1806261 27.3547251)",roundabout
290084310,secondary,True,False,22.078,"LINESTRING (57.1804155 27.35466, 57.1804698 27.3546484, 57.1805254 27.3546532, 57.1805762 27.354674, 57.1806165 27.3547084)",roundabout
290084310,secondary,True,False,21.387,"LINESTRING (57.1803148 27.3548162, 57.1803167 27.3547681, 57.1803357 27.3547231, 57.1803698 27.3546858, 57.1804155 27.35466)",roundabout
290084310,secondary,True,False,10.685,"LINESTRING (57.1803612 27.3549016, 57.1803301 27.3548623, 57.1803148 27.3548162)",roundabout
290084310,secondary,True,False,27.62,"LINESTRING (57.1806104 27.3548932, 57.1805679 27.3549255, 57.1805158 27.3549435, 57.1804599 27.3549454, 57.1804064 27.3549309, 57.1803612 27.3549016)",roundabout
290084311,secondary,True,False,44.866,"LINESTRING (57.1806104 27.3548932, 57.1805875 27.3551057, 57.1806145 27.3552942)",
447700367,tertiary,False,True,107.853,"LINESTRING (57.1799311 27.357119, 57.1806151 27.3566652, 57.1808377 27.3565896)",
572191904,residential,False,True,99.05799999999999,"LINESTRING (57.1799311 27.357119, 57.1804647 27.357258, 57.180878 27.3574091)",
447700378,secondary,False,False,67.821,"LINESTRING (57.1807907 27.3559811, 57.1808377 27.3565896)",
447700378,secondary,False,True,19.137,"LINESTRING (57.1807907 27.3559811, 57.1807774 27.3558094)",
659924921,residential,False,True,581.514,"LINESTRING (57.1807907 27.3559811, 57.1812871 27.3560816, 57.181997 27.356237, 57.1825037 27.3562847, 57.1828711 27.3562149, 57.1830602 27.3560944, 57.1827641 27.3559009, 57.1827641 27.3551907, 57.1826356 27.3549212, 57.1822895 27.3548294, 57.1807639 27.3547042, 57.1806261 27.3547251)",
572191902,residential,False,True,703.2480000000002,"LINESTRING (57.1786197 27.3563245, 57.1779679 27.3565614, 57.1774732 27.356684, 57.1770593 27.3567814, 57.1767596 27.35657, 57.1765693 27.3563036, 57.1768555 27.3559266, 57.1773407 27.3559012, 57.178135 27.3557915, 57.1787059 27.3556477, 57.1792388 27.3555843, 57.17951 27.3557323, 57.179667 27.355893, 57.1799143 27.3560072, 57.1804709 27.3560495, 57.1807774 27.3558094)",
290084310,secondary,True,False,19.982,"LINESTRING (57.1806261 27.3547251, 57.1806419 27.3547526, 57.1806495 27.3548017, 57.1806387 27.3548504, 57.1806104 27.3548932)",roundabout
659924921,residential,False,False,581.5140000000001,"LINESTRING (57.1806261 27.3547251, 57.1807639 27.3547042, 57.1822895 27.3548294, 57.1826356 27.3549212, 57.1827641 27.3551907, 57.1827641 27.3559009, 57.1830602 27.3560944, 57.1828711 27.3562149, 57.1825037 27.3562847, 57.181997 27.356237, 57.1812871 27.3560816, 57.1807907 27.3559811)",
