osmid,name,highway,oneway,reversed,length,geometry,junction,maxspeed,width
578212312,خیابان حجاب شمالی,residential,False,True,83.443,"LINESTRING (48.0731097 38.1463011, 48.0740577 38.1462157)",,,
810645593,خیابان دانش,secondary,False,False,42.372,"LINESTRING (48.0731097 38.1463011, 48.0729615 38.1459383)",,,
810645593,خیابان دانش,secondary,False,True,107.202,"LINESTRING (48.0731097 38.1463011, 48.0733236 38.1472504)",,,
810645593,خیابان دانش,secondary,False,False,59.451,"LINESTRING (48.0734502 38.1477757, 48.0733236 38.1472504)",,,
810645593,خیابان دانش,secondary,False,True,70.204,"LINESTRING (48.0734502 38.1477757, 48.0736163 38.1483934)",,,
377425229,معلم شرقی,residential,False,False,136.656,"LINESTRING (48.0734502 38.1477757, 48.0736305 38.1477432, 48.0749778 38.1475166)",,,
377425242,معلم غربی,residential,False,True,78.136,"LINESTRING (48.0734502 38.1477757, 48.0732363 38.1478424, 48.0726282 38.148051)",,,
100637483,خیابان ولیعصر غربی,secondary,False,True,62.942,"LINESTRING (48.0701233 38.1502832, 48.0694917 38.1500117)",,,
100637506,خیابان امام خمینی,secondary,False,True,124.133,"LINESTRING (48.0701233 38.1502832, 48.070668 38.1492523)",,,
394925337,خیابان ولیعصر شرقی,secondary,False,False,22.265,"LINESTRING (48.0701233 38.1502832, 48.0703328 38.150397)",,,
578167240,خیابان آیت‌الله طالقانی,secondary,False,False,87.28,"LINESTRING (48.0701233 38.1502832, 48.0697581 38.1510137)",,,
394925336,میدان گاومیش گلی,secondary,True,False,7.82,"LINESTRING (48.074664 38.1519033, 48.0746998 38.1518823, 48.0747411 38.1518687)",roundabout,,
810645594,خیابان دانش,secondary,True,False,70.63300000000001,"LINESTRING (48.074664 38.1519033, 48.0746029 38.1518521, 48.0745497 38.1517961, 48.0745179 38.1517317, 48.074743 38.1513442)",,,
473871841,خیابان ولیعصر (عج),secondary,True,False,6.97,"LINESTRING (48.0783936 38.1521707, 48.0783184 38.1521915)",,,
