osmid,highway,oneway,reversed,length,geometry,name,tunnel,bridge
179288861,unclassified,False,False,265.43699999999995,"LINESTRING (48.8798583 33.2179327, 48.8798541 33.2180829, 48.8799292 33.2182529, 48.8800573 33.2184506, 48.8803201 33.2188645, 48.8803775 33.218955, 48.8804106 33.2190733, 48.8804173 33.2191657, 48.8804129 33.2193006, 48.8804106 33.2194354, 48.8804614 33.2197108, 48.8805719 33.22006, 48.8806205 33.2201302, 48.8806757 33.2201597)",,,
962711654,secondary,False,False,181.73000000000002,"LINESTRING (48.8798583 33.2179327, 48.8799507 33.2181131, 48.8801272 33.218324, 48.8804745 33.2187201, 48.8806062 33.2189052, 48.8807322 33.2190973, 48.8808583 33.2193293)",خرم آباد - سپید دشت,,
179288861,unclassified,False,True,111.054,"LINESTRING (48.8808583 33.2193293, 48.8808458 33.219489, 48.8809407 33.2197163, 48.8810512 33.219938, 48.8811395 33.2200674, 48.8809132 33.2201553)",,,
"[179288777, 962711654, 179288799]",secondary,False,False,218.75799999999998,"LINESTRING (48.8808583 33.2193293, 48.8810459 33.2196972, 48.8811104 33.2197957, 48.8811636 33.2198402, 48.8812224 33.2198636, 48.8813131 33.2198958, 48.8814097 33.2199263, 48.8814889 33.2199581, 48.8815649 33.2200124, 48.8816836 33.2201422, 48.8819022 33.220378, 48.8822933 33.22082)",خرم آباد - سپید دشت,yes,
962711654,secondary,False,True,181.73000000000002,"LINESTRING (48.8808583 33.2193293, 48.8807322 33.2190973, 48.8806062 33.2189052, 48.8804745 33.2187201, 48.8801272 33.218324, 48.8799507 33.2181131, 48.8798583 33.2179327)",خرم آباد - سپید دشت,,
179288799,secondary,False,False,54.70400000000001,"LINESTRING (48.8822933 33.22082, 48.8823989 33.2209808, 48.8826079 33.2209207, 48.8826818 33.2208978, 48.8827346 33.2208607)",,,
"[179288777, 962711654, 179288799]",secondary,False,True,218.75799999999995,"LINESTRING (48.8822933 33.22082, 48.8819022 33.220378, 48.8816836 33.2201422, 48.8815649 33.2200124, 48.8814889 33.2199581, 48.8814097 33.2199263, 48.8813131 33.2198958, 48.8812224 33.2198636, 48.8811636 33.2198402, 48.8811104 33.2197957, 48.8810459 33.2196972, 48.8808583 33.2193293)",خرم آباد - سپید دشت,yes,
961272111,residential,False,True,99.321,"LINESTRING (48.8822933 33.22082, 48.8821623 33.2205254, 48.8820201 33.2203145, 48.8818223 33.2200212)",,,
179288799,secondary,False,False,88.51599999999999,"LINESTRING (48.8827346 33.2208607, 48.882762 33.2208165, 48.8827493 33.2206734, 48.882743 33.2205198, 48.882762 33.2203538, 48.8827874 33.2202266, 48.882838 33.2201047, 48.8828545 33.2200847)",,,
179288799,secondary,False,True,54.70399999999999,"LINESTRING (48.8827346 33.2208607, 48.8826818 33.2208978, 48.8826079 33.2209207, 48.8823989 33.2209808, 48.8822933 33.22082)",,,
179288887,residential,False,False,65.271,"LINESTRING (48.8827346 33.2208607, 48.8828309 33.2209605, 48.8830316 33.2211499, 48.8832015 33.2212985)",,,
179288799,secondary,False,False,56.955,"LINESTRING (48.8828545 33.2200847, 48.8829394 33.2199811, 48.8832265 33.2197091, 48.883247 33.2196927)",,,
179288799,secondary,False,True,88.516,"LINESTRING (48.8828545 33.2200847, 48.882838 33.2201047, 48.8827874 33.2202266, 48.882762 33.2203538, 48.882743 33.2205198, 48.8827493 33.2206734, 48.882762 33.2208165, 48.8827346 33.2208607)",,,
179288876,residential,False,False,14.134,"LINESTRING (48.8828545 33.2200847, 48.8828017 33.2200309, 48.8827805 33.2199762)",,,
179288799,secondary,False,False,62.846000000000004,"LINESTRING (48.883247 33.2196927, 48.8834503 33.2195307, 48.8835777 33.2193728, 48.8836438 33.2192444)",,,
179288799,secondary,False,True,56.955,"LINESTRING (48.883247 33.2196927, 48.8832265 33.2197091, 48.8829394 33.2199811, 48.8828545 33.2200847)",,,
179288906,residential,False,False,54.129999999999995,"LINESTRING (48.883247 33.2196927, 48.8832001 33.2196185, 48.8831868 33.2195267, 48.8831801 33.2193474, 48.8831825 33.2192164)",,,
179288799,secondary,False,False,1.879,"LINESTRING (48.8836438 33.2192444, 48.883646 33.2192276)",,,
179289083,residential,False,False,43.025,"LINESTRING (48.8836438 33.2192444, 48.8831825 33.2192164)",,,
179288799,secondary,False,True,62.846000000000004,"LINESTRING (48.8836438 33.2192444, 48.8835777 33.2193728, 48.8834503 33.2195307, 48.883247 33.2196927)",,,
179288799,secondary,False,True,1.879,"LINESTRING (48.883646 33.2192276, 48.8836438 33.2192444)",,,
179289056,residential,False,False,46.999,"LINESTRING (48.883646 33.2192276, 48.8841442 33.2192979)",,,
179288799,secondary,False,False,85.05599999999998,"LINESTRING (48.883646 33.2192276, 48.8836609 33.2191088, 48.8836545 33.2190303, 48.8836353 33.2188287, 48.8835777 33.218652, 48.8834956 33.2184841)",,,
179288799,secondary,False,False,27.387999999999998,"LINESTRING (48.8834956 33.2184841, 48.8834476 33.2183862, 48.8833901 33.2182542)",,,
179288799,secondary,False,True,85.056,"LINESTRING (48.8834956 33.2184841, 48.8835777 33.218652, 48.8836353 33.2188287, 48.8836545 33.2190303, 48.8836609 33.2191088, 48.883646 33.2192276)",,,
179288850,residential,False,False,64.999,"LINESTRING (48.8834956 33.2184841, 48.8830897 33.2187352, 48.8829295 33.2188266)",شورا,,
179288799,secondary,False,False,56.440999999999995,"LINESTRING (48.8833901 33.2182542, 48.8836502 33.2181739, 48.8838827 33.2181079, 48.8839651 33.2180944)",,,
179288799,secondary,False,True,27.387999999999998,"LINESTRING (48.8833901 33.2182542, 48.8834476 33.2183862, 48.8834956 33.2184841)",,,
179289093,residential,False,False,63.421,"LINESTRING (48.8833901 33.2182542, 48.8832228 33.218084, 48.8830798 33.2179456, 48.8830162 33.2178127, 48.8830125 33.217789)",,,
179288799,secondary,False,False,35.353,"LINESTRING (48.8839651 33.2180944, 48.8841002 33.2180722, 48.8843413 33.2180516)",,,
179288799,secondary,False,True,56.441,"LINESTRING (48.8839651 33.2180944, 48.8838827 33.2181079, 48.8836502 33.2181739, 48.8833901 33.2182542)",,,
179289101,residential,False,False,78.43799999999999,"LINESTRING (48.8839651 33.2180944, 48.8838076 33.2175969, 48.883725 33.2174191)",,,
179289067,residential,False,False,48.431,"LINESTRING (48.8843413 33.2180516, 48.8844219 33.2184819)",,,
