osmid,oneway,highway,reversed,length,name,maxspeed,junction,geometry,lanes
421750380,False,residential,False,64.29,,30,,"LINESTRING (46.2959779 38.070574, 46.2959837 38.0705388, 46.2960073 38.0703949, 46.2961057 38.0703737, 46.2961254 38.0703695, 46.2960523 38.0701198, 46.2960395 38.070076)",
173699584,False,residential,False,50.918,عزب دفتریلر دوم,30,,"LINESTRING (46.293604 38.0703275, 46.2930264 38.0702735)",
"[513670664, 513670665]",False,residential,True,72.991,عزب دفتریلر دوم,30,,"LINESTRING (46.293604 38.0703275, 46.2936346 38.07048, 46.2942682 38.0704232)",
175162377,True,primary,False,48.226,امام خمینی,50,,"LINESTRING (46.2980791 38.073639, 46.2985972 38.0734915)",3
420101196,False,primary,True,50.34,امام خمینی,50,,"LINESTRING (46.2980791 38.073639, 46.2976421 38.0737582, 46.2975357 38.0737872)",
175162377,True,primary,False,128.498,امام خمینی,50,,"LINESTRING (46.2995303 38.0732279, 46.3009108 38.072835)",3
175898554,True,residential,False,63.029,دل حامد,30,,"LINESTRING (46.2995303 38.0732279, 46.2995268 38.0731393, 46.2995209 38.0729904, 46.2995209 38.0728363, 46.2995289 38.0726613)",
175898547,False,residential,True,15.52,صدر,30,,"LINESTRING (46.3013907 38.0700659, 46.3012139 38.0700763)",
175898547,False,residential,False,51.753,صدر,30,,"LINESTRING (46.3013907 38.0700659, 46.3016324 38.0700406, 46.3019738 38.0699901)",
422278902,False,residential,True,101.91300000000001,ساسانی,30,,"LINESTRING (46.3013907 38.0700659, 46.3012858 38.0696636, 46.3012688 38.0696301, 46.3012385 38.0696086, 46.3012092 38.0694775, 46.3011951 38.0694599, 46.301173 38.0694557, 46.3008381 38.0694896)",
175898554,True,residential,False,37.413,دل حامد,30,,"LINESTRING (46.2997346 38.0702637, 46.2997669 38.0699282)",
175898547,False,residential,False,60.870999999999995,صدر,30,,"LINESTRING (46.2997346 38.0702637, 46.2998625 38.070216, 46.2999985 38.0701803, 46.3001571 38.0701476, 46.3003992 38.070111)",
173699566,True,secondary,False,127.472,دانشسرا,,,"LINESTRING (46.3003177 38.0777491, 46.3017428 38.077513)",
206969276,False,secondary,False,153.618,شهید مدرس,,,"LINESTRING (46.2992119 38.0763765, 46.3008345 38.0758501)",
238300015,True,primary,False,148.416,خاقانی,50,,"LINESTRING (46.2992119 38.0763765, 46.2990147 38.0758577, 46.2988944 38.0755412, 46.2987155 38.0751003)",4
80866544,True,primary,False,24.008000000000003,میدان دانشسرا,30,roundabout,"LINESTRING (46.299596 38.0779002, 46.2995814 38.0778586, 46.299581 38.0778154, 46.2995949 38.0777736, 46.299622 38.0777361, 46.2996606 38.0777054)",
173699572,True,primary,False,37.86,,,,"LINESTRING (46.299596 38.0779002, 46.2993562 38.0778633, 46.299168 38.0778639)",
237669325,True,primary,False,34.455,بلوار شهدا,,,"LINESTRING (46.2950806 38.0782052, 46.2946871 38.0781969)",
173699570,True,primary,False,38.22,میدان شهدا,20,roundabout,"LINESTRING (46.2950806 38.0782052, 46.294998 38.0781565, 46.2949535 38.0781064, 46.2949383 38.0780464, 46.2949552 38.0779867, 46.2950174 38.0779247)",
238300015,True,primary,False,133.773,خاقانی,50,,"LINESTRING (46.2996477 38.0775296, 46.2996271 38.0774752, 46.2992119 38.0763765)",4
238300015,True,primary,False,109.18700000000001,خاقانی,50,,"LINESTRING (46.2984978 38.0745639, 46.2981197 38.073719, 46.2980791 38.073639)",4
299758433,True,tertiary,False,115.56700000000001,خیابان استاد میر علی تبریزی,,,"LINESTRING (46.2984978 38.0745639, 46.2987009 38.0745365, 46.2990174 38.0745829, 46.2997563 38.0748079)",
299758433,True,tertiary,False,16.036,خیابان استاد میر علی تبریزی,,,"LINESTRING (46.2997563 38.0748079, 46.299865 38.0748279, 46.2999365 38.0748304)",
1143701232,False,residential,True,66.447,,,,"LINESTRING (46.2997563 38.0748079, 46.2997026 38.0748697, 46.2996865 38.0748855, 46.2996691 38.0748992, 46.299195 38.0752059)",
206969276,False,secondary,True,58.362,شهید مدرس,,,"LINESTRING (46.3032584 38.0750532, 46.3026437 38.0752565)",
299840367,False,residential,False,40.466,کوچه پیر,30,,"LINESTRING (46.2923085 38.0708518, 46.2927699 38.0708741)",
299840367,False,residential,True,111.168,کوچه پیر,30,,"LINESTRING (46.2940394 38.0709004, 46.2927699 38.0708741)",
578748291,True,residential,False,74.63,کوی نوبر,30,,"LINESTRING (46.2940394 38.0709004, 46.2940109 38.0710157, 46.2939835 38.0712935, 46.2939475 38.0715671)",
173699581,True,residential,False,5.449,مقصودیه,30,,"LINESTRING (46.2945522 38.0731138, 46.2945256 38.0730695)",
299840368,False,residential,False,89.05799999999999,حیدرزاده,30,,"LINESTRING (46.2945522 38.0731138, 46.2946618 38.0731159, 46.2955692 38.0731361)",
299840368,False,residential,False,50.476,حیدرزاده,30,,"LINESTRING (46.2955692 38.0731361, 46.2961456 38.073149)",
791666419,False,residential,False,34.305,کوچه حیدرزاده,30,,"LINESTRING (46.2955692 38.0731361, 46.2956757 38.0728392)",
299840368,False,residential,True,89.05799999999999,حیدرزاده,30,,"LINESTRING (46.2955692 38.0731361, 46.2946618 38.0731159, 46.2945522 38.0731138)",
173699557,True,primary,False,29.626,ارک جدید,30,,"LINESTRING (46.2961342 38.0717221, 46.2964699 38.0717559)",4
395220633,False,residential,True,67.34,کوچه حیدرزاده,30,,"LINESTRING (46.2961342 38.0717221, 46.2960831 38.0719535, 46.2959072 38.0722974)",
173699581,True,residential,False,35.163,مقصودیه,30,,"LINESTRING (46.2939442 38.0718822, 46.2939334 38.0718016, 46.2939294 38.071733, 46.2939364 38.0716647, 46.2939475 38.0715671)",
421680836,False,residential,False,129.191,قره باغی,30,,"LINESTRING (46.2939442 38.0718822, 46.2941217 38.0718822, 46.2942577 38.0718899, 46.2954091 38.0720131)",1
421680836,False,residential,True,129.191,قره باغی,30,,"LINESTRING (46.2954091 38.0720131, 46.2942577 38.0718899, 46.2941217 38.0718822, 46.2939442 38.0718822)",1
299842102,False,residential,False,65.014,,30,,"LINESTRING (46.2937917 38.0731492, 46.2941699 38.073128, 46.2943764 38.0730985, 46.2945256 38.0730695)",
173699581,True,residential,False,24.784,مقصودیه,30,,"LINESTRING (46.2945256 38.0730695, 46.2944035 38.0728684)",
299842102,False,residential,True,65.014,,30,,"LINESTRING (46.2945256 38.0730695, 46.2943764 38.0730985, 46.2941699 38.073128, 46.2937917 38.0731492)",
299842103,False,residential,False,91.061,,30,,"LINESTRING (46.2933707 38.0729063, 46.2934886 38.0728852, 46.2936254 38.0728704, 46.293789 38.0728641, 46.2940063 38.0728704, 46.2941887 38.0728831, 46.2942959 38.0728852, 46.2944035 38.0728684)",
173699581,True,residential,False,72.424,مقصودیه,30,,"LINESTRING (46.2944035 38.0728684, 46.294358 38.0727739, 46.294289 38.0726575, 46.2942382 38.0725585, 46.2941813 38.0724684, 46.2941678 38.0724444, 46.294128 38.0723591, 46.2940823 38.0722687)",
299842103,False,residential,True,91.061,,30,,"LINESTRING (46.2944035 38.0728684, 46.2942959 38.0728852, 46.2941887 38.0728831, 46.2940063 38.0728704, 46.293789 38.0728641, 46.2936254 38.0728704, 46.2934886 38.0728852, 46.2933707 38.0729063)",
420107719,False,residential,False,17.472,,30,,"LINESTRING (46.2928503 38.0724228, 46.292854 38.0722657)",
299842104,False,residential,False,109.952,ادیب,30,,"LINESTRING (46.2928503 38.0724228, 46.2936308 38.0723742, 46.2937837 38.0723531, 46.2939071 38.0723256, 46.2940197 38.0722919, 46.2940823 38.0722687)",
299842104,False,residential,True,23.747,ادیب,30,,"LINESTRING (46.2928503 38.0724228, 46.292862 38.0725698, 46.2927806 38.0725867)",
746854555,False,primary,False,72.477,ارتش جنوبی,50,,"LINESTRING (46.2965518 38.0711073, 46.2964699 38.0717559)",6
746854555,False,primary,True,53.627,ارتش جنوبی,50,,"LINESTRING (46.2965518 38.0711073, 46.2966058 38.0706269)",6
299842105,True,residential,False,43.745999999999995,تخمه چیان,30,,"LINESTRING (46.2965518 38.0711073, 46.2966999 38.0710801, 46.2968334 38.0710313, 46.2970127 38.0709607)",
299842105,True,residential,False,52.824,تخمه چیان,30,,"LINESTRING (46.29763 38.0707737, 46.2977828 38.070748, 46.2979465 38.0707293, 46.2981181 38.0707205, 46.2982278 38.0707166)",
175162377,True,primary,False,86.779,امام خمینی,50,,"LINESTRING (46.2985972 38.0734915, 46.2995303 38.0732279)",3
299842105,True,residential,False,13.831,تخمه چیان,30,,"LINESTRING (46.2985663 38.0706879, 46.2986528 38.070661, 46.2987077 38.0706336)",
300030258,True,residential,False,49.142,جارالمسجد,30,,"LINESTRING (46.2985663 38.0706879, 46.2985485 38.0709326, 46.298539 38.0711293)",
776215476,False,residential,False,29.279,محمد قلی,30,,"LINESTRING (46.3004537 38.075365, 46.3001536 38.0754813)",
776215476,False,residential,True,65.914,محمد قلی,30,,"LINESTRING (46.3004537 38.075365, 46.3011616 38.0751629)",
300072164,True,residential,False,63.632,خیابان افروزنده,30,,"LINESTRING (46.3004537 38.075365, 46.3005985 38.0755191, 46.3006361 38.0755888, 46.3006951 38.0756817, 46.3008345 38.0758501)",
206969276,False,secondary,False,52.809,شهید مدرس,,,"LINESTRING (46.3008345 38.0758501, 46.3013929 38.0756703)",
206969276,False,secondary,True,153.618,شهید مدرس,,,"LINESTRING (46.3008345 38.0758501, 46.2992119 38.0763765)",
422278908,False,residential,True,115.031,قائم,30,,"LINESTRING (46.3008345 38.0758501, 46.3010392 38.0762537, 46.3012735 38.0767156, 46.3013982 38.0766859)",
299758433,True,tertiary,False,216.20600000000002,خیابان استاد میر علی تبریزی,,,"LINESTRING (46.2999365 38.0748304, 46.299983 38.0748321, 46.3001547 38.0748025, 46.3023073 38.0742934)",
300072164,True,residential,False,74.804,خیابان افروزنده,30,,"LINESTRING (46.2999365 38.0748304, 46.3000513 38.0749427, 46.3003786 38.0752678, 46.3004537 38.075365)",
173699572,True,primary,False,195.25199999999998,,,,"LINESTRING (46.299168 38.0778639, 46.2980476 38.0779619, 46.2972636 38.0780304, 46.2969866 38.0780528, 46.2969505 38.0780538)",
299840368,False,residential,True,50.476,حیدرزاده,30,,"LINESTRING (46.2961456 38.073149, 46.2955692 38.0731361)",
238300015,True,primary,False,62.615,خاقانی,50,,"LINESTRING (46.2987155 38.0751003, 46.2984978 38.0745639)",4
299758433,True,tertiary,False,54.45299999999999,خیابان استاد میر علی تبریزی,,,"LINESTRING (46.3023073 38.0742934, 46.3023863 38.0742747, 46.3025043 38.0742578, 46.3026169 38.0742789, 46.3027189 38.0743253, 46.3027993 38.0744098, 46.3028247 38.0744455)",
383298114,False,residential,False,133.399,,30,,"LINESTRING (46.3023073 38.0742934, 46.3020057 38.0737009, 46.3025902 38.0733793)",
383298114,False,residential,True,133.399,,30,,"LINESTRING (46.3025902 38.0733793, 46.3020057 38.0737009, 46.3023073 38.0742934)",
431206237,False,residential,False,81.127,صاحب جم,30,,"LINESTRING (46.3033484 38.0762629, 46.3026961 38.0757446)",
422278908,False,residential,False,177.352,قائم,30,,"LINESTRING (46.3033484 38.0762629, 46.3028677 38.0763974, 46.302608 38.0764658, 46.3022965 38.0765322, 46.3021386 38.0765639, 46.3017684 38.0766234, 46.3013982 38.0766859)",
422278869,False,residential,False,17.257,پور نقی,30,,"LINESTRING (46.3026961 38.0757446, 46.3028805 38.0756897)",
431206237,False,residential,True,81.127,صاحب جم,30,,"LINESTRING (46.3026961 38.0757446, 46.3033484 38.0762629)",
431206237,False,residential,False,31.183,صاحب جم,30,,"LINESTRING (46.3026961 38.0757446, 46.3026136 38.075758, 46.3023416 38.0757572)",
206969276,False,secondary,False,118.762,شهید مدرس,,,"LINESTRING (46.3013929 38.0756703, 46.3026437 38.0752565)",
206969276,False,secondary,True,52.809,شهید مدرس,,,"LINESTRING (46.3013929 38.0756703, 46.3008345 38.0758501)",
431206237,False,residential,True,9.718,صاحب جم,30,,"LINESTRING (46.3013929 38.0756703, 46.301502 38.0756865)",
299840370,True,residential,False,55.381,شهید محمدرضا یوشاری,30,,"LINESTRING (46.294202 38.0740338, 46.2942051 38.0738725, 46.2941159 38.0738724, 46.2939017 38.0738185, 46.2938049 38.0737716)",
421588340,False,residential,True,54.819,,30,,"LINESTRING (46.2980393 38.0752553, 46.2974343 38.0753827)",
422278866,True,residential,False,61.648,,30,,"LINESTRING (46.2980393 38.0752553, 46.2987155 38.0751003)",
420107719,False,residential,True,17.472,,30,,"LINESTRING (46.292854 38.0722657, 46.2928503 38.0724228)",
421588342,False,residential,False,93.121,,30,,"LINESTRING (46.2969597 38.0746332, 46.2974343 38.0753827)",
173699564,True,primary,False,28.404,ارتش شمالی,50,,"LINESTRING (46.2963273 38.0755438, 46.2963382 38.0757991)",4
421588343,False,residential,False,71.361,شماره ۲,30,,"LINESTRING (46.2963273 38.0755438, 46.2966525 38.0759258, 46.2967169 38.0759342, 46.2968176 38.0760379)",
421588342,False,residential,True,61.626,,30,,"LINESTRING (46.297775 38.0758677, 46.2974343 38.0753827)",
421588339,False,residential,False,20.941,,30,,"LINESTRING (46.2970173 38.0759342, 46.2968176 38.0760379)",
421588339,False,residential,True,20.941,,30,,"LINESTRING (46.2968176 38.0760379, 46.2970173 38.0759342)",
421588343,False,residential,False,10.609,شماره ۲,30,,"LINESTRING (46.2968176 38.0760379, 46.2968912 38.0761137)",
421588343,False,residential,True,71.361,شماره ۲,30,,"LINESTRING (46.2968176 38.0760379, 46.2967169 38.0759342, 46.2966525 38.0759258, 46.2963273 38.0755438)",
421588343,False,residential,True,10.609,شماره ۲,30,,"LINESTRING (46.2968912 38.0761137, 46.2968176 38.0760379)",
421588337,False,residential,False,168.387,,30,,"LINESTRING (46.2983356 38.0762256, 46.298585 38.0761771, 46.2986655 38.0763819, 46.2987164 38.0765128, 46.2987835 38.0766775, 46.2988398 38.0767936, 46.2989015 38.0769013, 46.2989525 38.0769878, 46.2990061 38.0770945, 46.2990785 38.0772211, 46.2991188 38.0773183, 46.299151 38.0774091)",
421588337,False,residential,True,42.723,,30,,"LINESTRING (46.2983356 38.0762256, 46.298041 38.0762817, 46.2979377 38.0761609)",
421588344,False,residential,False,89.501,,30,,"LINESTRING (46.2983356 38.0762256, 46.2985394 38.0767229, 46.2985743 38.0768432, 46.2986118 38.0769994)",
421588338,False,residential,False,49.464,,30,,"LINESTRING (46.2971111 38.0767682, 46.297481 38.0771045)",
421588336,False,residential,True,4.024,,30,,"LINESTRING (46.2979487 38.0768346, 46.297912 38.0768564)",
421588341,False,residential,False,28.028,,30,,"LINESTRING (46.2986118 38.0769994, 46.2983061 38.0770744)",
421588344,False,residential,False,91.834,,30,,"LINESTRING (46.2986118 38.0769994, 46.2986226 38.0770733, 46.298636 38.0771979, 46.2986521 38.0773077, 46.2986803 38.0774492, 46.299151 38.0774091)",
421588344,False,residential,True,89.501,,30,,"LINESTRING (46.2986118 38.0769994, 46.2985743 38.0768432, 46.2985394 38.0767229, 46.2983356 38.0762256)",
421588341,False,residential,True,28.028,,30,,"LINESTRING (46.2983061 38.0770744, 46.2986118 38.0769994)",
421588338,False,residential,True,49.464,,30,,"LINESTRING (46.297481 38.0771045, 46.2971111 38.0767682)",
421588336,False,residential,False,24.432000000000002,,30,,"LINESTRING (46.297481 38.0771045, 46.2976073 38.0770302, 46.2977061 38.0769746)",
421588336,False,residential,True,116.685,,30,,"LINESTRING (46.297481 38.0771045, 46.2974035 38.0771472, 46.2972211 38.0772444, 46.2970629 38.0773225, 46.2968697 38.0774175, 46.2968724 38.0775357, 46.2964209 38.0775693)",
421588337,False,residential,False,37.54900000000001,,30,,"LINESTRING (46.299151 38.0774091, 46.2991644 38.0774766, 46.2991751 38.0775801, 46.2991782 38.0777456)",
421588337,False,residential,True,168.387,,30,,"LINESTRING (46.299151 38.0774091, 46.2991188 38.0773183, 46.2990785 38.0772211, 46.2990061 38.0770945, 46.2989525 38.0769878, 46.2989015 38.0769013, 46.2988398 38.0767936, 46.2987835 38.0766775, 46.2987164 38.0765128, 46.2986655 38.0763819, 46.298585 38.0761771, 46.2983356 38.0762256)",
421588344,False,residential,True,91.834,,30,,"LINESTRING (46.299151 38.0774091, 46.2986803 38.0774492, 46.2986521 38.0773077, 46.298636 38.0771979, 46.2986226 38.0770733, 46.2986118 38.0769994)",
173699564,True,primary,False,6.911,ارتش شمالی,50,,"LINESTRING (46.2964209 38.0775693, 46.2964265 38.0776313)",4
421588336,False,residential,False,116.685,,30,,"LINESTRING (46.2964209 38.0775693, 46.2968724 38.0775357, 46.2968697 38.0774175, 46.2970629 38.0773225, 46.2972211 38.0772444, 46.2974035 38.0771472, 46.297481 38.0771045)",
173699563,True,primary,False,14.386,,,,"LINESTRING (46.2991782 38.0777456, 46.2993417 38.0777324)",
421588337,False,residential,True,37.549,,30,,"LINESTRING (46.2991782 38.0777456, 46.2991751 38.0775801, 46.2991644 38.0774766, 46.299151 38.0774091)",
421603709,False,residential,False,81.80900000000001,بهرمان,30,,"LINESTRING (46.2952602 38.0748013, 46.2952993 38.0748236, 46.2953556 38.0748606, 46.295412 38.074906, 46.2954951 38.0749904, 46.2955756 38.0751002, 46.2956292 38.0752121, 46.2956936 38.0753388, 46.2957419 38.0754169)",
421603709,False,residential,True,49.074,بهرمان,30,,"LINESTRING (46.2952602 38.0748013, 46.2951518 38.0747392, 46.2950257 38.0746779, 46.2947761 38.0745809)",
421603731,False,residential,False,61.650000000000006,,30,,"LINESTRING (46.2952602 38.0748013, 46.2950847 38.0749039, 46.2949587 38.074963, 46.2948514 38.0750052, 46.2947548 38.0750305, 46.2946395 38.0750474)",
421603731,False,residential,True,61.650000000000006,,30,,"LINESTRING (46.2946395 38.0750474, 46.2947548 38.0750305, 46.2948514 38.0750052, 46.2949587 38.074963, 46.2950847 38.0749039, 46.2952602 38.0748013)",
421603728,False,residential,True,97.109,,30,,"LINESTRING (46.2949573 38.075172, 46.2949922 38.0754317, 46.2952631 38.0754887, 46.2953972 38.0755035, 46.2957419 38.0754169)",
421603709,False,residential,False,76.9,بهرمان,30,,"LINESTRING (46.2957419 38.0754169, 46.2957982 38.075493, 46.2958787 38.0755964, 46.2959967 38.0757463, 46.2960476 38.0758118, 46.2963382 38.0757991)",
421603709,False,residential,True,81.80900000000001,بهرمان,30,,"LINESTRING (46.2957419 38.0754169, 46.2956936 38.0753388, 46.2956292 38.0752121, 46.2955756 38.0751002, 46.2954951 38.0749904, 46.295412 38.074906, 46.2953556 38.0748606, 46.2952993 38.0748236, 46.2952602 38.0748013)",
421603728,False,residential,False,97.109,,30,,"LINESTRING (46.2957419 38.0754169, 46.2953972 38.0755035, 46.2952631 38.0754887, 46.2949922 38.0754317, 46.2949573 38.075172)",
173699564,True,primary,False,196.97899999999998,ارتش شمالی,50,,"LINESTRING (46.2963382 38.0757991, 46.2963732 38.0766137, 46.2963757 38.0767149, 46.2964092 38.0774306, 46.2964209 38.0775693)",4
421603709,False,residential,True,76.9,بهرمان,30,,"LINESTRING (46.2963382 38.0757991, 46.2960476 38.0758118, 46.2959967 38.0757463, 46.2958787 38.0755964, 46.2957982 38.075493, 46.2957419 38.0754169)",
421680828,False,residential,False,55.747,مرمر,30,,"LINESTRING (46.2922997 38.0696938, 46.292291 38.0701951)",
421680825,False,residential,False,19.577,,30,,"LINESTRING (46.2930588 38.0700993, 46.2930264 38.0702735)",
173699584,False,residential,True,4.941,عزب دفتریلر دوم,30,,"LINESTRING (46.2922353 38.0701879, 46.292291 38.0701951)",
421680814,False,residential,False,31.42,صفا,30,,"LINESTRING (46.2922353 38.0701879, 46.2922509 38.0704702)",
173699584,False,residential,False,4.941,عزب دفتریلر دوم,30,,"LINESTRING (46.292291 38.0701951, 46.2922353 38.0701879)",
173699584,False,residential,True,25.635,عزب دفتریلر دوم,30,,"LINESTRING (46.292291 38.0701951, 46.29258 38.0702323)",
421680828,False,residential,True,55.747,مرمر,30,,"LINESTRING (46.292291 38.0701951, 46.2922997 38.0696938)",
173699584,False,residential,False,25.635,عزب دفتریلر دوم,30,,"LINESTRING (46.29258 38.0702323, 46.292291 38.0701951)",
173699584,False,residential,True,20.629,عزب دفتریلر دوم,30,,"LINESTRING (46.29258 38.0702323, 46.2928144 38.0702514)",
"[513670655, 421680831]",False,residential,False,54.647,,30,,"LINESTRING (46.29258 38.0702323, 46.2925827 38.0706113, 46.2924405 38.0706008)",
173699584,False,residential,False,20.629,عزب دفتریلر دوم,30,,"LINESTRING (46.2928144 38.0702514, 46.29258 38.0702323)",
173699584,False,residential,True,18.72,عزب دفتریلر دوم,30,,"LINESTRING (46.2928144 38.0702514, 46.2930264 38.0702735)",
173699584,False,residential,False,18.72,عزب دفتریلر دوم,30,,"LINESTRING (46.2930264 38.0702735, 46.2928144 38.0702514)",
173699584,False,residential,True,50.918,عزب دفتریلر دوم,30,,"LINESTRING (46.2930264 38.0702735, 46.293604 38.0703275)",
421680825,False,residential,True,19.577,,30,,"LINESTRING (46.2930264 38.0702735, 46.2930588 38.0700993)",
421680814,False,residential,True,31.42,صفا,30,,"LINESTRING (46.2922509 38.0704702, 46.2922353 38.0701879)",
"[421680831, 513670655]",False,residential,True,54.647,,30,,"LINESTRING (46.2924405 38.0706008, 46.2925827 38.0706113, 46.29258 38.0702323)",
