osmid,oneway,name,highway,reversed,length,maxspeed,geometry,junction,bridge
47058815,True,شهید بهشتی,secondary,False,38.474,,"LINESTRING (55.1690903 37.0851213, 55.169475 37.0852811)",,
377845075,True,کوچه چاپخانه اتحاد,residential,False,162.457,30,"LINESTRING (55.1690903 37.0851213, 55.1698287 37.0837843)",,
47058815,True,شهید بهشتی,secondary,False,95.272,,"LINESTRING (55.1697506 37.0854002, 55.1707174 37.0857734)",,
686439709,False,,residential,False,60.393,,"LINESTRING (55.1697506 37.0854002, 55.1700558 37.0849147)",,
47058815,True,شهید بهشتی,secondary,False,71.611,,"LINESTRING (55.1728603 37.0866166, 55.1731963 37.0867149, 55.1736322 37.0868022)",,
47058815,True,شهید بهشتی,secondary,False,22.937,,"LINESTRING (55.1707174 37.0857734, 55.1709475 37.0858675)",,
1270615655,False,گلزار شهدا,tertiary,False,35.084,,"LINESTRING (55.1707174 37.0857734, 55.1708403 37.0854735)",,
1270615655,False,گلزار شهدا,tertiary,True,7.928,,"LINESTRING (55.1707174 37.0857734, 55.1706872 37.0858405)",,
47058814,True,رجایی,secondary,False,8.836,60,"LINESTRING (55.1741682 37.0867966, 55.1742678 37.086798)",,
47058813,True,میدان ولیعصر,secondary,False,47.168,,"LINESTRING (55.1741682 37.0867966, 55.1742401 37.0868162, 55.1743031 37.08685, 55.1743531 37.0868956, 55.1743866 37.08695, 55.1744012 37.0870095, 55.1743962 37.0870699, 55.1743716 37.0871273)",roundabout,
47058813,True,میدان ولیعصر,secondary,False,13.418,,"LINESTRING (55.1740185 37.0868039, 55.1740928 37.0867924, 55.1741682 37.0867966)",roundabout,
196897246,True,رجایی,secondary,False,113.51700000000001,,"LINESTRING (55.1755288 37.0867685, 55.1750514 37.0868051, 55.1747919 37.0868826, 55.174571 37.0869849, 55.1743716 37.0871273)",,
686442818,False,,residential,False,93.552,,"LINESTRING (55.1755288 37.0867685, 55.1755814 37.0870142, 55.175476 37.0870772, 55.1755077 37.0872495, 55.1754076 37.087552)",,
47058813,True,میدان ولیعصر,secondary,False,41.018,,"LINESTRING (55.1742757 37.0872156, 55.1741921 37.0872473, 55.1741004 37.0872564, 55.1740097 37.0872421, 55.1739291 37.0872059, 55.1738669 37.0871513)",roundabout,
686433750,True,امام خمینی,secondary,False,58.730000000000004,,"LINESTRING (55.1742757 37.0872156, 55.1741073 37.0874565, 55.1740069 37.0876958)",,
47058808,True,شهید بهشتی,secondary,False,120.74000000000002,,"LINESTRING (55.173834 37.0870966, 55.1736085 37.0869405, 55.1734358 37.0868674, 55.1731932 37.086782, 55.1728346 37.0866738, 55.1726338 37.086605)",,
47058813,True,میدان ولیعصر,secondary,False,40.32,,"LINESTRING (55.173834 37.0870966, 55.1738199 37.0870372, 55.1738256 37.086977, 55.1738505 37.0869199, 55.1738931 37.0868699, 55.1739504 37.0868303, 55.1740185 37.0868039)",roundabout,
47058813,True,میدان ولیعصر,secondary,False,13.097,,"LINESTRING (55.1743716 37.0871273, 55.1743307 37.0871764, 55.1742757 37.0872156)",roundabout,
48819095,False,امام خمینی,secondary,False,29.928,,"LINESTRING (55.1740069 37.0876958, 55.1739346 37.0879587)",,
1242203901,True,امام خمینی,secondary,False,62.085,,"LINESTRING (55.1740069 37.0876958, 55.173975 37.0874406, 55.1738669 37.0871513)",,
48819095,False,امام خمینی,secondary,False,38.367,,"LINESTRING (55.1737637 37.088567, 55.1736831 37.088906)",,
48819095,False,امام خمینی,secondary,True,69.318,,"LINESTRING (55.1737637 37.088567, 55.1739346 37.0879587)",,
305780890,True,کوچه منصوری,residential,False,88.409,30,"LINESTRING (55.1737637 37.088567, 55.1747429 37.0887154)",,
48819095,False,امام خمینی,secondary,False,65.88,,"LINESTRING (55.1735707 37.0894433, 55.1734655 37.0900298)",,
48819095,False,امام خمینی,secondary,True,15.871,,"LINESTRING (55.1735707 37.0894433, 55.173596 37.089302)",,
48819098,False,,secondary_link,True,16.835,,"LINESTRING (55.1732652 37.0905437, 55.173453 37.0905656)",,
375942680,False,خیابان جهاد ( ۱۶ متری جهاد ),secondary,False,212.622,,"LINESTRING (55.1732652 37.0905437, 55.1709002 37.0902317)",,
1242203902,True,امام خمینی,secondary,False,59.841,,"LINESTRING (55.1732652 37.0905437, 55.1734655 37.0900298)",,
48819098,False,,secondary_link,False,16.835,,"LINESTRING (55.173453 37.0905656, 55.1732652 37.0905437)",,
48819099,True,امام خمینی,secondary,False,63.19,,"LINESTRING (55.173453 37.0905656, 55.1733425 37.091127)",,
375942815,False,۱۶ متری شهید باهنر,secondary,False,158.509,,"LINESTRING (55.173453 37.0905656, 55.1752194 37.0907817)",,
305780899,False,۱۶ متری نواب,residential,True,66.862,30,"LINESTRING (55.1752194 37.0907817, 55.1753508 37.0901896)",,
305780906,False,,residential,True,60.971,30,"LINESTRING (55.1752194 37.0907817, 55.1751178 37.091324)",,
375942815,False,۱۶ متری شهید باهنر,secondary,False,261.393,,"LINESTRING (55.1752194 37.0907817, 55.1781315 37.0911424)",,
375942815,False,۱۶ متری شهید باهنر,secondary,True,158.509,,"LINESTRING (55.1752194 37.0907817, 55.173453 37.0905656)",,
375942815,False,۱۶ متری شهید باهنر,secondary,True,261.393,,"LINESTRING (55.1781315 37.0911424, 55.1752194 37.0907817)",,
702175770,False,شهید مفتح,residential,True,61.428,30,"LINESTRING (55.1781315 37.0911424, 55.1780237 37.0916881)",,
47058813,True,میدان ولیعصر,secondary,False,6.746,,"LINESTRING (55.1738669 37.0871513, 55.173834 37.0870966)",roundabout,
305780899,False,۱۶ متری نواب,residential,False,101.663,30,"LINESTRING (55.175845 37.0879526, 55.1756226 37.0888495)",,
734374709,False,,residential,True,133.691,,"LINESTRING (55.175845 37.0879526, 55.1760075 37.0867573)",,
686442820,False,,residential,False,55.506,,"LINESTRING (55.175845 37.0879526, 55.1757026 37.0879386, 55.1756025 37.0880058, 55.1753338 37.0878251)",,
305780899,False,۱۶ متری نواب,residential,False,93.348,30,"LINESTRING (55.1756226 37.0888495, 55.1754498 37.0896776)",,
305780899,False,۱۶ متری نواب,residential,True,101.663,30,"LINESTRING (55.1756226 37.0888495, 55.175845 37.0879526)",,
