osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,width,junction
122637065,اسدآبادی,secondary,False,True,100.468,,,"LINESTRING (57.6844055 36.2125745, 57.6855253 36.2125661)",,
409209429,ابوریحان بیرونی,tertiary,True,False,65.275,,,"LINESTRING (57.6844055 36.2125745, 57.6844806 36.2119906)",,
122637066,اسدآبادی,secondary,True,False,76.41499999999999,1,20,"LINESTRING (57.6844055 36.2125745, 57.6842764 36.2125995, 57.6841307 36.2125957, 57.6835577 36.2126084)",,
122637488,بهمن ۵ + صائب ۳,residential,False,False,36.962,,30,"LINESTRING (57.6855472 36.2094649, 57.6855901 36.2097955)",,
669058993,اسرار شمالی,secondary,True,False,75.98,2,20,"LINESTRING (57.6761512 36.2101966, 57.6761077 36.2095142)",4,
122637697,نواب صفوی,tertiary,True,False,90.519,,,"LINESTRING (57.6761512 36.2101966, 57.676256 36.2101948, 57.677008 36.2101948, 57.6771601 36.2101953)",,
122637488,بهمن ۵ + صائب ۳,residential,False,True,65.389,,30,"LINESTRING (57.6856776 36.2103793, 57.6855901 36.2097955)",,
122637683,صائب غربی,tertiary,False,False,66.458,,,"LINESTRING (57.6856776 36.2103793, 57.6849413 36.2104447)",,
409209367,صائب۸,residential,False,False,13.13,,30,"LINESTRING (57.6856776 36.2103793, 57.6856545 36.2104959)",,
409209431,ابوریحان بیرونی,tertiary,False,True,64.441,,,"LINESTRING (57.6847596 36.2104601, 57.6848663 36.209887)",,
122637683,صائب غربی,tertiary,False,True,16.392,,,"LINESTRING (57.6847596 36.2104601, 57.6847776 36.2104586, 57.6849413 36.2104447)",,
122637697,نواب صفوی,tertiary,True,False,55.699,,,"LINESTRING (57.6788811 36.2104683, 57.6794653 36.2106378)",,
"[463634664, 463634665]",نواب صفوی ۴,residential,False,True,171.054,,30,"LINESTRING (57.6788811 36.2104683, 57.6786129 36.2115582, 57.6780953 36.2114685)",,
122637682,قائم,tertiary,True,False,58.838,,40,"LINESTRING (57.6807606 36.2108224, 57.680809 36.2102947)",,
122637174,میدان فرمانداری,tertiary,True,False,25.645999999999997,,,"LINESTRING (57.6807606 36.2108224, 57.6808587 36.2108065, 57.6809058 36.2108222, 57.680942 36.2108513, 57.6809616 36.2108893, 57.6809553 36.2109152)",,roundabout
122637174,میدان فرمانداری,tertiary,True,False,66.306,,,"LINESTRING (57.6809553 36.2109152, 57.6809422 36.2109685, 57.6809062 36.2109977, 57.6805538 36.2111907, 57.6805067 36.2112065, 57.6804557 36.2112066, 57.6804074 36.2111939, 57.6803797 36.2111685)",,roundabout
122637174,میدان فرمانداری,tertiary,True,False,7.307,,,"LINESTRING (57.6803804 36.2110491, 57.6804082 36.2110154, 57.68043 36.2109973)",,roundabout
122637583,اسرار شمالی,secondary,True,False,143.135,1,20,"LINESTRING (57.6762751 36.2124447, 57.6762438 36.2118183, 57.6762108 36.2111585)",2,
"[969909913, 969909914, 969909915]",میدان حکیم سبزواری,secondary,True,False,25.2,,,"LINESTRING (57.6762751 36.2124447, 57.6763042 36.2124438, 57.676333 36.2124471, 57.6763822 36.2124639, 57.6764218 36.2124929, 57.6764474 36.2125308, 57.6764557 36.2125806)",,roundabout
122637064,اسدآبادی,secondary,True,False,129.539,1,20,"LINESTRING (57.6819388 36.2125889, 57.6813932 36.2125946, 57.6811749 36.212593, 57.6804952 36.2126071)",,
345815358,کاشفی شمالی,secondary,False,False,75.448,2,20,"LINESTRING (57.6819388 36.2125889, 57.6819388 36.2126364, 57.6819336 36.2132674)",4,
520828065,کاشفی شمالی,secondary,False,True,9.043,,40,"LINESTRING (57.6819388 36.2125889, 57.6819568 36.2125495, 57.6819737 36.2125126)",,
122637090,میدان حکیم سبزواری,secondary,True,False,20.404,,,"LINESTRING (57.6761362 36.2125714, 57.6761468 36.2125263, 57.6761763 36.2124871, 57.676221 36.2124587, 57.6762751 36.2124447)",,roundabout
122637064,اسدآبادی,secondary,True,False,53.524,1,20,"LINESTRING (57.6799941 36.2125928, 57.6793975 36.212593)",,
520828060,,tertiary_link,False,True,8.741,,,"LINESTRING (57.6799941 36.2125928, 57.679983 36.2125147)",,
969909911,میدان حکیم سبزواری,secondary,True,False,21.525,,,"LINESTRING (57.6764557 36.2125806, 57.6764409 36.2126275, 57.6764057 36.2126666, 57.676355 36.2126926, 57.6762961 36.2127017)",,roundabout
122637066,اسدآبادی,secondary,True,False,21.372,1,20,"LINESTRING (57.6835577 36.2126084, 57.6833195 36.2126107)",,
409209424,طالقانی,secondary,False,True,54.05,2,20,"LINESTRING (57.6762961 36.2127017, 57.6763462 36.2131861)",4,
969909912,میدان حکیم سبزواری,secondary,True,False,22.526,,,"LINESTRING (57.6762961 36.2127017, 57.6762345 36.2126917, 57.6761825 36.2126634, 57.6761479 36.2126212, 57.6761362 36.2125714)",,roundabout
55233049,بهار,secondary,True,False,79.991,,,"LINESTRING (57.6843359 36.2129595, 57.6835577 36.2126084)",,
1076311142,خرمشهر,residential,False,False,28.272,,30,"LINESTRING (57.6843359 36.2129595, 57.6842888 36.2132109)",,
55233049,بهار,secondary,True,False,57.214,,,"LINESTRING (57.6864094 36.2139223, 57.6858492 36.2136764)",,
345815358,کاشفی شمالی,secondary,False,False,56.699,2,20,"LINESTRING (57.6819447 36.2143398, 57.6819627 36.2148495)",4,
345815358,کاشفی شمالی,secondary,False,True,48.622,2,20,"LINESTRING (57.6819447 36.2143398, 57.6819298 36.2139027)",4,
