osmid,oneway,highway,reversed,length,name,geometry,maxspeed,lanes
431603520,True,primary_link,False,33.18,,"LINESTRING (56.2804761 27.1780748, 56.2802428 27.1778604)",,
31557362,True,tertiary,False,350.33099999999996,کنارگذر طالقانی,"LINESTRING (56.2804761 27.1780748, 56.2803663 27.1780437, 56.2801253 27.1779754, 56.2799583 27.1779279, 56.2796354 27.1778361, 56.279219 27.1777178, 56.2784563 27.1774796, 56.2782396 27.177406, 56.277765 27.1772675, 56.277595 27.1772201, 56.2773272 27.1771444, 56.2771127 27.1770899)",,
31557362,True,tertiary,False,49.814,کنارگذر طالقانی,"LINESTRING (56.2820052 27.1784422, 56.2818199 27.178404, 56.2815146 27.1783411)",,
538156142,False,residential,True,90.87299999999999,کارگذار ۸,"LINESTRING (56.2820052 27.1784422, 56.2819655 27.1786381, 56.2818867 27.1789619, 56.2818545 27.1791313, 56.2818234 27.179243)",30,
431600203,True,secondary,False,58.19,امام موسی صدر جنوبی,"LINESTRING (56.2763296 27.1784587, 56.2763894 27.1782634, 56.2764859 27.1779542)",,
529876142,False,residential,True,96.06200000000001,صدر ۶,"LINESTRING (56.2763296 27.1784587, 56.2756246 27.1782348, 56.2755763 27.1782181, 56.2754483 27.1781176)",30,
432518956,True,secondary,False,140.14499999999998,امام موسی صدر شمالی,"LINESTRING (56.2754867 27.1810441, 56.2754154 27.1812816, 56.2752849 27.1817468, 56.2752112 27.181992, 56.275127 27.1822631)",,
431600196,True,secondary,False,197.37400000000002,خیابان خبرنگار,"LINESTRING (56.2779928 27.1814172, 56.2772682 27.1813075, 56.2764963 27.1811906, 56.2760257 27.1811194)",,4
55527279,True,secondary,False,223.29299999999998,,"LINESTRING (56.2781185 27.1813338, 56.2787415 27.1814264, 56.2796862 27.1815669, 56.2801812 27.1816836, 56.2803309 27.1817223)",,
429011160,True,secondary,False,99.06,شهید بهشتی,"LINESTRING (56.2781185 27.1813338, 56.2782112 27.1807875, 56.2782579 27.1805123, 56.2782865 27.1804579)",60,
187120670,False,residential,True,7.3,,"LINESTRING (56.2743307 27.177199, 56.2743993 27.1772232)",30,
187120684,False,residential,True,7.039,موج ۱,"LINESTRING (56.2743307 27.177199, 56.2743534 27.177139)",30,
187120694,False,residential,False,86.289,,"LINESTRING (56.2743307 27.177199, 56.2742601 27.1772571, 56.2740866 27.1772324, 56.2737191 27.1772515, 56.2735069 27.1773356)",30,
529875073,False,residential,False,73.892,,"LINESTRING (56.273649 27.1769178, 56.2743534 27.177139)",30,
529875074,False,residential,False,60.949,موج ۲,"LINESTRING (56.273649 27.1769178, 56.2738511 27.1764)",30,
529875074,False,residential,True,48.549,موج ۲,"LINESTRING (56.273649 27.1769178, 56.2735668 27.1771428, 56.2735069 27.1773356)",30,
187120684,False,residential,False,7.039,موج ۱,"LINESTRING (56.2743534 27.177139, 56.2743307 27.177199)",30,
529875073,False,residential,True,73.892,,"LINESTRING (56.2743534 27.177139, 56.273649 27.1769178)",30,
187120684,False,residential,True,78.404,موج ۱,"LINESTRING (56.2743534 27.177139, 56.2745449 27.1766339, 56.2745739 27.1764638)",30,
187120670,False,residential,False,21.12,,"LINESTRING (56.274583 27.17732, 56.2743993 27.1772232)",30,
693135015,True,secondary,False,100.834,سید قطب-دلگشا,"LINESTRING (56.274583 27.17732, 56.2747309 27.1770287, 56.274952 27.1767218, 56.2749834 27.176635, 56.2749698 27.1765823, 56.274928 27.1765144)",,
31744129,True,secondary,False,15.652,بهادر جنوبی,"LINESTRING (56.2812753 27.1790783, 56.2812385 27.1792152)",30,2
257313645,False,tertiary,False,57.226,فضیلت ۱,"LINESTRING (56.2812753 27.1790783, 56.2818234 27.179243)",,
431600198,True,secondary,False,104.654,امام موسی صدر شمالی,"LINESTRING (56.2754942 27.1807473, 56.2754328 27.1809388, 56.2752041 27.1816524)",,
881203571,False,residential,True,17.339,محراب رشیدی,"LINESTRING (56.2754942 27.1807473, 56.2754217 27.1807284, 56.275326 27.1807034)",30,
432714545,True,primary,False,26.557,بلوار امام خمینی,"LINESTRING (56.2737021 27.1790984, 56.2739597 27.1791657)",60,4
751463406,True,secondary_link,False,39.236,,"LINESTRING (56.2737021 27.1790984, 56.2738381 27.1790604, 56.2738936 27.1790361, 56.2739441 27.1790139, 56.2740459 27.1789338)",,
374250522,True,residential,False,66.054,کنارگذر,"LINESTRING (56.2766711 27.1770975, 56.2760256 27.1769454)",30,
