osmid,name,highway,oneway,reversed,length,geometry,junction,maxspeed
447246452,گلمکان,residential,False,False,82.666,"LINESTRING (59.159298 36.481539, 59.159138 36.481601, 59.159016 36.481675, 59.1588559 36.4817811, 59.1587014 36.4819553, 59.1586749 36.4820499)",,
447246452,گلمکان,residential,False,True,61.122,"LINESTRING (59.159298 36.481539, 59.159427 36.481531, 59.159578 36.481561, 59.159891 36.481647, 59.159958 36.4816561)",,
572670422,,residential,False,False,42.058,"LINESTRING (59.159298 36.481539, 59.1592523 36.481313, 59.1592654 36.4811641)",,
628597936,گلمکان,residential,False,True,42.83,"LINESTRING (59.164773 36.47974, 59.1651155 36.4794707)",,
628597936,گلمکان,residential,False,False,150.57200000000003,"LINESTRING (59.164773 36.47974, 59.164428 36.48, 59.164146 36.480159, 59.163585 36.480434, 59.163393 36.480502)",,
712344890,,residential,False,True,149.73200000000003,"LINESTRING (59.164773 36.47974, 59.1648019 36.4797679, 59.164821 36.4798073, 59.1648359 36.4798672, 59.1648189 36.4799699, 59.1647721 36.4800503, 59.1646827 36.4801633, 59.1644953 36.480367, 59.1643314 36.480569, 59.1642037 36.4807248, 59.1640844 36.4808052, 59.1640036 36.4808412)",,
628597935,,residential,True,False,17.941000000000003,"LINESTRING (59.1625623 36.4807588, 59.1625858 36.4807944, 59.1625875 36.4808347, 59.1625669 36.4808715, 59.1625282 36.4808972)",roundabout,
628597936,گلمکان,residential,False,True,80.366,"LINESTRING (59.1625623 36.4807588, 59.162716 36.480667, 59.163393 36.480502)",,
628597936,گلمکان,residential,False,False,80.366,"LINESTRING (59.163393 36.480502, 59.162716 36.480667, 59.1625623 36.4807588)",,
628597936,گلمکان,residential,False,True,150.572,"LINESTRING (59.163393 36.480502, 59.163585 36.480434, 59.164146 36.480159, 59.164428 36.48, 59.164773 36.47974)",,
712344886,,residential,False,False,71.578,"LINESTRING (59.163393 36.480502, 59.1633095 36.4803585, 59.1629987 36.4800195, 59.1629468 36.4799708)",,
712344886,,residential,False,True,50.259,"LINESTRING (59.163393 36.480502, 59.1635714 36.4807042, 59.1636298 36.4809028)",,
447246072,,residential,False,False,99.04599999999999,"LINESTRING (59.1585389 36.4822917, 59.1582545 36.4825238, 59.1579739 36.4826905, 59.1576843 36.4828538)",,
572670403,میدان امام علی,residential,True,False,18.369999999999997,"LINESTRING (59.1585389 36.4822917, 59.1585131 36.4822677, 59.1584947 36.4822397, 59.1584842 36.4822068, 59.158484 36.4821729, 59.1584939 36.4821399)",roundabout,
572670399,,residential,False,False,318.978,"LINESTRING (59.1584939 36.4821399, 59.1583873 36.4820726, 59.1583382 36.4820415, 59.1581075 36.4817956, 59.1578018 36.4814764, 59.1576194 36.4812521, 59.1574612 36.4810839, 59.157335 36.4809108, 59.1572331 36.4807345, 59.1570479 36.4803906, 59.1568818 36.480163, 59.1566913 36.4799642, 59.1565078 36.4798892, 59.1564223 36.4798792)",,
572670403,میدان امام علی,residential,True,False,20.378999999999998,"LINESTRING (59.1584939 36.4821399, 59.1585197 36.4821029, 59.1585581 36.4820738, 59.1586056 36.4820553, 59.1586749 36.4820499)",roundabout,
447246072,,residential,False,True,5.275,"LINESTRING (59.1563305 36.4835402, 59.1563819 36.4835169)",,
762322450,,residential,False,False,70.00399999999999,"LINESTRING (59.1563305 36.4835402, 59.156527 36.4838171, 59.1565267 36.4838298, 59.156511 36.4838435, 59.1562296 36.4840075)",,
762322450,,residential,False,True,70.00399999999999,"LINESTRING (59.1562296 36.4840075, 59.156511 36.4838435, 59.1565267 36.4838298, 59.156527 36.4838171, 59.1563305 36.4835402)",,
628597936,گلمکان,residential,False,False,42.83,"LINESTRING (59.1651155 36.4794707, 59.164773 36.47974)",,
554539679,منطقه استورک,residential,False,False,131.209,"LINESTRING (59.1651155 36.4794707, 59.1644172 36.4789519, 59.1639275 36.4788192)",,20
554539679,منطقه استورک,residential,False,False,77.169,"LINESTRING (59.1621538 36.4780904, 59.161973 36.4785373, 59.1617946 36.4787094)",,20
554539679,منطقه استورک,residential,False,True,169.851,"LINESTRING (59.1621538 36.4780904, 59.1625154 36.4782789, 59.1631851 36.4786181, 59.1638269 36.478792)",,20
554539679,منطقه استورک,residential,False,True,338.237,"LINESTRING (59.1612334 36.4780369, 59.161002 36.478225, 59.1608405 36.4783894, 59.1607357 36.4785633, 59.1605701 36.4787128, 59.1603627 36.4788819, 59.1602914 36.4790299, 59.160293 36.479134, 59.1603268 36.4792182, 59.1604796 36.4793342, 59.1607526 36.4794682, 59.1608346 36.4794635, 59.160908 36.4794492, 59.1611895 36.4792804, 59.1616716 36.4788281, 59.1617946 36.4787094)",,20
572670403,میدان امام علی,residential,True,False,32.893,"LINESTRING (59.1588273 36.4822152, 59.1588054 36.4822611, 59.1587652 36.482298, 59.1587115 36.4823215, 59.1586662 36.4823284, 59.1586201 36.4823255, 59.1585767 36.482313, 59.1585389 36.4822917)",roundabout,
572670406,,residential,False,False,43.12499999999999,"LINESTRING (59.1588273 36.4822152, 59.1589243 36.4822569, 59.1590215 36.4822986, 59.1591878 36.482384, 59.1592282 36.4824248)",,
447246452,گلمکان,residential,False,True,82.666,"LINESTRING (59.1586749 36.4820499, 59.1587014 36.4819553, 59.1588559 36.4817811, 59.159016 36.481675, 59.159138 36.481601, 59.159298 36.481539)",,
572670403,میدان امام علی,residential,True,False,25.621000000000002,"LINESTRING (59.1586749 36.4820499, 59.158726 36.4820608, 59.1587706 36.4820835, 59.1588048 36.4821159, 59.1588252 36.4821551, 59.1588303 36.4821851, 59.1588273 36.4822152)",roundabout,
572670406,,residential,False,False,298.533,"LINESTRING (59.1604106 36.4834255, 59.1605575 36.4834995, 59.1607044 36.4836546, 59.1608371 36.4838296, 59.1608707 36.4839306, 59.1608866 36.4840672, 59.1609097 36.4841782, 59.1609557 36.4842891, 59.1609663 36.4844428, 59.1609663 36.484605, 59.1609946 36.4847629, 59.1610902 36.4849322, 59.1614034 36.4855355, 59.1615449 36.4858329, 59.1615812 36.485861)",,
572670406,,residential,False,True,147.30900000000003,"LINESTRING (59.1604106 36.4834255, 59.1602425 36.4833586, 59.1600673 36.4832377, 59.1599328 36.4831139, 59.1595453 36.4827454, 59.159281 36.4824782)",,
572670411,,residential,False,False,29.298000000000002,"LINESTRING (59.1604106 36.4834255, 59.1602665 36.4835224, 59.1601727 36.4836058)",,
572670413,,residential,False,False,118.21600000000001,"LINESTRING (59.1604106 36.4834255, 59.1605133 36.483326, 59.1607107 36.4832347, 59.1608613 36.4831672, 59.1609526 36.4830918, 59.1611279 36.4829549, 59.1614117 36.4827445)",,
572670406,,residential,False,True,7.586,"LINESTRING (59.159281 36.4824782, 59.1592282 36.4824248)",,
572670406,,residential,False,False,147.309,"LINESTRING (59.159281 36.4824782, 59.1595453 36.4827454, 59.1599328 36.4831139, 59.1600673 36.4832377, 59.1602425 36.4833586, 59.1604106 36.4834255)",,
572670409,,residential,False,False,50.053,"LINESTRING (59.159281 36.4824782, 59.1592002 36.4825977, 59.1591459 36.482687, 59.1590349 36.4827584, 59.1589263 36.482808)",,
572670409,,residential,False,True,50.053,"LINESTRING (59.1589263 36.482808, 59.1590349 36.4827584, 59.1591459 36.482687, 59.1592002 36.4825977, 59.159281 36.4824782)",,
572670411,,residential,False,True,29.298000000000002,"LINESTRING (59.1601727 36.4836058, 59.1602665 36.4835224, 59.1604106 36.4834255)",,
572670415,,residential,False,False,77.33,"LINESTRING (59.1614117 36.4827445, 59.162009 36.4832475)",,
572670413,,residential,False,True,118.21599999999998,"LINESTRING (59.1614117 36.4827445, 59.1611279 36.4829549, 59.1609526 36.4830918, 59.1608613 36.4831672, 59.1607107 36.4832347, 59.1605133 36.483326, 59.1604106 36.4834255)",,
572670415,,residential,False,True,179.10199999999998,"LINESTRING (59.1614117 36.4827445, 59.1607725 36.4822241, 59.1606525 36.4821894, 59.1604508 36.4820697, 59.1600955 36.4818072, 59.159958 36.4816561)",,
447246452,گلمکان,residential,False,False,61.122,"LINESTRING (59.159958 36.4816561, 59.159891 36.481647, 59.159578 36.481561, 59.159427 36.481531, 59.159298 36.481539)",,
447246452,گلمکان,residential,False,True,222.147,"LINESTRING (59.159958 36.4816561, 59.160039 36.481667, 59.160158 36.48164, 59.160299 36.48158, 59.160476 36.481483, 59.160705 36.48139, 59.161839 36.48113, 59.1619617 36.4810774, 59.1621478 36.4809814, 59.1622433 36.4809387)",,
572670415,,residential,False,False,179.10199999999998,"LINESTRING (59.159958 36.4816561, 59.1600955 36.4818072, 59.1604508 36.4820697, 59.1606525 36.4821894, 59.1607725 36.4822241, 59.1614117 36.4827445)",,
572670415,,residential,False,True,77.33,"LINESTRING (59.162009 36.4832475, 59.1614117 36.4827445)",,
572670420,,residential,False,False,68.498,"LINESTRING (59.162009 36.4832475, 59.161811 36.4832871, 59.16158 36.4833277, 59.1612654 36.4833954)",,
