osmid,highway,oneway,reversed,length,name,junction,geometry,bridge
115025486,residential,False,True,112.317,,,"LINESTRING (48.0731896 31.464241, 48.0721555 31.4647332)",
115025420,residential,False,False,109.272,,,"LINESTRING (48.0714611 31.461606, 48.070453 31.4620817)",
115025459,secondary,True,False,24.602999999999998,میدان امام رضا,roundabout,"LINESTRING (48.0733998 31.460143, 48.0733147 31.4601558, 48.0732285 31.4601491, 48.0731475 31.4601234)",
115025220,residential,True,False,158.684,بلوار ایثار,,"LINESTRING (48.0772047 31.4590712, 48.0757563 31.4597854)",
115025441,tertiary,True,False,9.764,بلوار نیسی,,"LINESTRING (48.0772047 31.4590712, 48.0771548 31.4589944)",
115025292,tertiary,False,False,62.721,رضوان,,"LINESTRING (48.080545 31.4634901, 48.0802239 31.462997)",
115025292,tertiary,False,True,53.077,رضوان,,"LINESTRING (48.080545 31.4634901, 48.0808167 31.4639074)",
115025466,residential,False,True,188.73,,,"LINESTRING (48.080545 31.4634901, 48.0803024 31.4635995, 48.0793791 31.4645061, 48.0791775 31.4647042)",
115025420,residential,False,True,109.272,,,"LINESTRING (48.070453 31.4620817, 48.0714611 31.461606)",
115025430,residential,False,True,59.406,,,"LINESTRING (48.070453 31.4620817, 48.0707568 31.4625489)",
115025125,residential,False,False,139.118,,,"LINESTRING (48.0707568 31.4625489, 48.0720424 31.4619466)",
115025125,residential,False,True,2.372,,,"LINESTRING (48.0707568 31.4625489, 48.0707349 31.4625592)",
115025430,residential,False,False,59.406,,,"LINESTRING (48.0707568 31.4625489, 48.070453 31.4620817)",
115025355,residential,False,True,119.736,,,"LINESTRING (48.0745751 31.4619546, 48.0734716 31.4624776)",
115025378,tertiary,True,False,39.933,بلوار امام خمینی,,"LINESTRING (48.0745751 31.4619546, 48.0743712 31.4616404)",
115025199,tertiary,True,False,75.602,بلوار امام خمینی,,"LINESTRING (48.0729452 31.4594514, 48.0725612 31.4588556)",
115025454,residential,False,True,170.745,,,"LINESTRING (48.0729452 31.4594514, 48.0724135 31.4598049, 48.0717507 31.4602455, 48.0715253 31.4603953)",
115025473,residential,False,False,110.605,,,"LINESTRING (48.071964 31.4623971, 48.0709447 31.4628803)",
115025131,residential,False,False,142.696,,,"LINESTRING (48.0709328 31.4594865, 48.0721134 31.4586911)",
115025301,residential,False,False,54.891,,,"LINESTRING (48.0709328 31.4594865, 48.0706515 31.4590551)",
115025301,residential,False,True,38.641,,,"LINESTRING (48.0709328 31.4594865, 48.0711308 31.4597902)",
115025142,residential,False,False,69.736,,,"LINESTRING (48.0734829 31.4587477, 48.0728388 31.4590501)",
115025162,residential,False,False,96.884,,,"LINESTRING (48.0734829 31.4587477, 48.0737106 31.4590982, 48.073978 31.4595098)",
115025375,tertiary,True,False,78.74,,,"LINESTRING (48.0768863 31.4629024, 48.0771804 31.4622402)",
115025487,residential,False,True,32.532,,,"LINESTRING (48.0768863 31.4629024, 48.0765859 31.4630436)",
115025498,tertiary,False,True,14.421,,,"LINESTRING (48.0773034 31.4652787, 48.0772026 31.4651816)",
882405544,tertiary,True,False,28.116,,,"LINESTRING (48.0773034 31.4652787, 48.0774333 31.4653879, 48.077489 31.4654728)",
115025361,tertiary,True,False,85.979,بلوار امام خمینی,,"LINESTRING (48.0739078 31.4606966, 48.074338 31.4613772)",
115025125,residential,False,True,139.118,,,"LINESTRING (48.0720424 31.4619466, 48.0707568 31.4625489)",
115025172,residential,False,False,136.961,علم الهدی,,"LINESTRING (48.0720424 31.4619466, 48.0717354 31.461472, 48.0713447 31.4608682)",
115025172,residential,False,True,51.818999999999996,علم الهدی,,"LINESTRING (48.0720424 31.4619466, 48.0722464 31.4622618, 48.0723064 31.4623546)",
115025361,tertiary,True,False,55.185,بلوار امام خمینی,,"LINESTRING (48.074338 31.4613772, 48.0746142 31.461814)",
882405540,residential,False,False,159.77,,,"LINESTRING (48.074338 31.4613772, 48.0758057 31.4606721)",
115025415,tertiary,True,False,91.859,بلوار نیسی,,"LINESTRING (48.0777336 31.4596543, 48.0781674 31.4603929)",
115025181,residential,False,False,187.78500000000003,,,"LINESTRING (48.0777336 31.4596543, 48.0790005 31.4587446, 48.0792844 31.4586118)",
882405544,tertiary,True,False,60.782,,,"LINESTRING (48.077489 31.4654728, 48.0778022 31.4659497)",
115025350,residential,False,False,191.64600000000002,,,"LINESTRING (48.077489 31.4654728, 48.0776817 31.4653495, 48.0786496 31.4644076, 48.0788548 31.4642079)",
115025438,residential,False,False,112.099,,,"LINESTRING (48.0725697 31.4632964, 48.0715366 31.4637861)",
115025328,residential,False,True,110.189,,,"LINESTRING (48.0734657 31.4647028, 48.0724512 31.4651857)",
115025172,residential,False,False,32.766,علم الهدی,,"LINESTRING (48.0740514 31.4650517, 48.0738845 31.4647937)",
115025172,residential,False,True,59.563,علم الهدی,,"LINESTRING (48.0740514 31.4650517, 48.0743548 31.4655207)",
115025449,residential,False,True,139.824,,,"LINESTRING (48.0740514 31.4650517, 48.0727636 31.4656638)",
115025317,residential,False,True,79.892,,,"LINESTRING (48.0743712 31.4616404, 48.0736303 31.4619822)",
115025378,tertiary,True,False,27.056,بلوار امام خمینی,,"LINESTRING (48.0743712 31.4616404, 48.0742331 31.4614275)",
115025370,residential,False,False,91.133,,,"LINESTRING (48.0728962 31.4632662, 48.0737326 31.4628628)",
115025172,residential,False,False,50.153999999999996,علم الهدی,,"LINESTRING (48.0728962 31.4632662, 48.0728388 31.4631775, 48.0726407 31.4628713)",
115025172,residential,False,True,51.651,علم الهدی,,"LINESTRING (48.0728962 31.4632662, 48.0731355 31.4636361, 48.0731593 31.4636729)",
115025309,secondary,True,False,64.886,بلوار امام رضا,,"LINESTRING (48.0731475 31.4601234, 48.0729769 31.4601152, 48.0728673 31.4601421, 48.0725189 31.4603083)",
115025459,secondary,True,False,36.384,میدان امام رضا,roundabout,"LINESTRING (48.0731475 31.4601234, 48.0730704 31.4600748, 48.0730131 31.4600092, 48.0729807 31.4599322, 48.0729758 31.4598505)",
115025301,residential,False,False,27.544,,,"LINESTRING (48.0716664 31.4606118, 48.0715253 31.4603953)",
115025365,secondary,True,False,153.60199999999998,بلوار امام رضا,,"LINESTRING (48.0716664 31.4606118, 48.0719441 31.4604794, 48.0727046 31.4601168, 48.0728239 31.4600599, 48.0729045 31.4599901, 48.0729758 31.4598505)",
115025292,tertiary,False,False,34.721,رضوان,,"LINESTRING (48.0802239 31.462997, 48.0800462 31.462724)",
115025292,tertiary,False,True,62.721,رضوان,,"LINESTRING (48.0802239 31.462997, 48.080545 31.4634901)",
115025350,residential,False,True,188.408,,,"LINESTRING (48.0802239 31.462997, 48.0799826 31.4631105, 48.0790551 31.464013, 48.0788548 31.4642079)",
115025172,residential,False,False,82.826,علم الهدی,,"LINESTRING (48.0747869 31.466168, 48.0743548 31.4655207)",
115025490,tertiary,False,False,79.505,,,"LINESTRING (48.0747869 31.466168, 48.0743026 31.4667516)",
115025490,tertiary,False,True,202.449,,,"LINESTRING (48.0747869 31.466168, 48.0759967 31.464668)",
721827746,primary,True,False,10.836,,,"LINESTRING (48.0742497 31.4669163, 48.0741927 31.4669196, 48.0741404 31.4669)",
115025481,tertiary,True,False,63.656,جهادگران,,"LINESTRING (48.0778222 31.4660998, 48.0774943 31.4656003)",
115025164,residential,False,True,202.212,,,"LINESTRING (48.0779574 31.4602324, 48.076093 31.4611144)",
115025441,tertiary,True,False,57.825,بلوار نیسی,,"LINESTRING (48.0779574 31.4602324, 48.0776624 31.4597773)",
115025388,tertiary,False,False,15.971,,,"LINESTRING (48.0797922 31.4593902, 48.0797103 31.4592647)",
781741929,tertiary,True,False,184.695,,,"LINESTRING (48.0797922 31.4593902, 48.0784089 31.460406, 48.0783667 31.4605036)",
115025203,residential,False,True,64.227,کوثر,,"LINESTRING (48.0805487 31.4668127, 48.0802202 31.4663076)",
115025426,residential,False,False,57.504,,,"LINESTRING (48.0715366 31.4637861, 48.0712414 31.4633344)",
115025426,residential,False,True,59.005,,,"LINESTRING (48.0715366 31.4637861, 48.0718395 31.4642496)",
115025438,residential,False,True,112.099,,,"LINESTRING (48.0715366 31.4637861, 48.0725697 31.4632964)",
115025203,residential,False,False,64.227,کوثر,,"LINESTRING (48.0802202 31.4663076, 48.0805487 31.4668127)",
115025203,residential,False,True,63.632,کوثر,,"LINESTRING (48.0802202 31.4663076, 48.0798947 31.4658072)",
115025415,tertiary,True,False,72.885,بلوار نیسی,,"LINESTRING (48.0770342 31.4585777, 48.0774067 31.459151)",
115025292,tertiary,False,False,5.508,رضوان,,"LINESTRING (48.0797433 31.4622615, 48.0797151 31.4622182)",
115025292,tertiary,False,True,58.908,رضوان,,"LINESTRING (48.0797433 31.4622615, 48.0800462 31.462724)",
115025511,residential,False,True,113.188,,,"LINESTRING (48.0797433 31.4622615, 48.0789353 31.4630106)",
115025164,residential,False,False,160.39,,,"LINESTRING (48.0746142 31.461814, 48.076093 31.4611144)",
115025361,tertiary,True,False,50.136,بلوار امام خمینی,,"LINESTRING (48.0746142 31.461814, 48.074865 31.4622109)",
115025371,residential,False,True,91.552,,,"LINESTRING (48.0771804 31.4622402, 48.0763347 31.4626371)",
115025375,tertiary,True,False,84.05000000000001,,,"LINESTRING (48.0771804 31.4622402, 48.0773112 31.4619456, 48.077544 31.461552)",
115025388,tertiary,False,False,56.243,,,"LINESTRING (48.0795727 31.4590538, 48.0792844 31.4586118)",
115025388,tertiary,False,True,26.838,,,"LINESTRING (48.0795727 31.4590538, 48.0797103 31.4592647)",
115025421,residential,False,True,138.112,,,"LINESTRING (48.0705684 31.4648556, 48.0718395 31.4642496)",
115025481,tertiary,True,False,69.777,جهادگران,,"LINESTRING (48.0785151 31.467155, 48.0781556 31.4666075)",
115025292,tertiary,False,True,62.754,رضوان,,"LINESTRING (48.0793937 31.4617249, 48.0797151 31.4622182)",
"[115025292, 115025485, 115025391]",tertiary,False,"[False, True]",156.259,رضوان,,"LINESTRING (48.0793937 31.4617249, 48.0790002 31.4613343, 48.0789215 31.4612562, 48.0786733 31.4610274, 48.0782858 31.4606855)",yes
882405662,residential,False,False,145.75400000000002,,,"LINESTRING (48.0793937 31.4617249, 48.078892 31.4626519, 48.0787496 31.462915)",
115025172,residential,False,True,47.904,علم الهدی,,"LINESTRING (48.0731593 31.4636729, 48.0734033 31.4640501)",
115025249,residential,False,False,92.156,,,"LINESTRING (48.0731593 31.4636729, 48.0740061 31.4632665)",
115025172,residential,False,False,51.651,علم الهدی,,"LINESTRING (48.0731593 31.4636729, 48.0731355 31.4636361, 48.0728962 31.4632662)",
115025199,tertiary,True,False,27.519,بلوار امام خمینی,,"LINESTRING (48.0730849 31.4596683, 48.0729862 31.459515, 48.0729452 31.4594514)",
115025459,secondary,True,False,12.687000000000001,میدان امام رضا,roundabout,"LINESTRING (48.0730849 31.4596683, 48.0731393 31.4596351, 48.0732005 31.4596121)",
115025441,tertiary,True,False,87.938,بلوار نیسی,,"LINESTRING (48.0771548 31.4589944, 48.0767062 31.4583023)",
115025203,residential,False,False,31.195,کوثر,,"LINESTRING (48.0795051 31.4652081, 48.0796647 31.4654534)",
115025203,residential,False,True,64.07,کوثر,,"LINESTRING (48.0795051 31.4652081, 48.0791775 31.4647042)",
115025376,residential,False,True,190.607,,,"LINESTRING (48.0795051 31.4652081, 48.079323 31.4653869, 48.0783515 31.4663223, 48.078131 31.4664506)",
115025266,residential,False,True,116.967,,,"LINESTRING (48.0753304 31.4631189, 48.0742574 31.4636374)",
115025378,tertiary,True,False,47.288,بلوار امام خمینی,,"LINESTRING (48.0753304 31.4631189, 48.075089 31.4627468)",
115025194,residential,False,False,25.635,,,"LINESTRING (48.0736303 31.4619822, 48.0734971 31.4617816)",
115025317,residential,False,False,79.892,,,"LINESTRING (48.0736303 31.4619822, 48.0743712 31.4616404)",
115025317,residential,False,True,73.91,,,"LINESTRING (48.0736303 31.4619822, 48.0729495 31.4623056)",
115025426,residential,False,False,60.862,,,"LINESTRING (48.0727636 31.4656638, 48.0724512 31.4651857)",
115025449,residential,False,False,139.824,,,"LINESTRING (48.0727636 31.4656638, 48.0740514 31.4650517)",
115025449,residential,False,True,58.177,,,"LINESTRING (48.0727636 31.4656638, 48.0722278 31.4659185)",
115025131,residential,False,True,142.696,,,"LINESTRING (48.0721134 31.4586911, 48.0709328 31.4594865)",
781741928,tertiary,True,False,5.689,,roundabout,"LINESTRING (48.0781674 31.4603929, 48.0782272 31.4603969)",
115025132,residential,False,False,36.561,,,"LINESTRING (48.0757828 31.4586456, 48.0755964 31.4583578)",
115025203,residential,False,False,63.632,کوثر,,"LINESTRING (48.0798947 31.4658072, 48.0802202 31.4663076)",
115025203,residential,False,True,44.984,کوثر,,"LINESTRING (48.0798947 31.4658072, 48.0796647 31.4654534)",
115025195,residential,False,True,189.842,,,"LINESTRING (48.0798947 31.4658072, 48.079669 31.4659179, 48.0787154 31.4668722, 48.0785004 31.4670132)",
115025421,residential,False,False,110.816,,,"LINESTRING (48.0728594 31.4637634, 48.0718395 31.4642496)",
882405662,residential,False,False,71.491,,,"LINESTRING (48.0787496 31.462915, 48.0784164 31.4634917)",
115025183,residential,False,False,22.89,,,"LINESTRING (48.0787496 31.462915, 48.0787923 31.4629825, 48.0788452 31.4630089, 48.0789353 31.4630106)",
882405662,residential,False,True,145.75400000000002,,,"LINESTRING (48.0787496 31.462915, 48.078892 31.4626519, 48.0793937 31.4617249)",
115025375,tertiary,True,False,109.518,,,"LINESTRING (48.077544 31.461552, 48.0780635 31.4606724)",
115025503,residential,False,True,157.758,,,"LINESTRING (48.077544 31.461552, 48.076089 31.4622394)",
115025459,secondary,True,False,34.916000000000004,میدان امام رضا,roundabout,"LINESTRING (48.0736136 31.459796, 48.0736278 31.4598736, 48.073616 31.4599514, 48.0735793 31.4600234, 48.0735205 31.4600838)",
882405544,tertiary,True,False,63.833,,,"LINESTRING (48.0778022 31.4659497, 48.078131 31.4664506)",
