osmid,oneway,name,highway,reversed,length,geometry,maxspeed,junction,bridge
176786543,True,بلوار ساحلی,secondary,False,132.74699999999999,"LINESTRING (51.4338446 33.7560249, 51.4335517 33.7556505, 51.4334542 33.7554837, 51.433389 33.755279, 51.433373 33.7550815, 51.4333765 33.7549295)",,,
908489040,False,,residential,False,99.487,"LINESTRING (51.4338446 33.7560249, 51.4337802 33.7560847, 51.433644 33.7562404, 51.4334779 33.7564068, 51.4333076 33.7565166, 51.4332012 33.756552, 51.4330436 33.7565449)",,,
372549897,False,,secondary_link,True,39.482,"LINESTRING (51.4333839 33.7546743, 51.4338105 33.7546909)",,,
176786543,True,بلوار ساحلی,secondary,False,26.369,"LINESTRING (51.4333839 33.7546743, 51.4333912 33.7545379, 51.4333925 33.7544373)",,,
372850401,True,,residential,False,10.151,"LINESTRING (51.4333839 33.7546743, 51.4333484 33.7547076, 51.4332966 33.7547259)",,,
844718872,False,,secondary_link,True,7.815,"LINESTRING (51.4345427 33.7572918, 51.434513 33.757226)",,,
639108930,True,بلوار یثربی,secondary,False,364.05100000000004,"LINESTRING (51.4345427 33.7572918, 51.4342479 33.7573698, 51.4335372 33.7575416, 51.4324884 33.7577891, 51.4320888 33.7578493, 51.43161 33.7579418, 51.4311097 33.7580221, 51.4307222 33.7580656)",,,
326491747,True,بلوار ساحلی,secondary,False,51.861,"LINESTRING (51.4348174 33.756655, 51.4349943 33.7570136, 51.4350418 33.7570818)",,,
326491747,True,بلوار ساحلی,secondary,False,60.303,"LINESTRING (51.4338105 33.7546909, 51.433806 33.7552332)",,,
372549897,False,,secondary_link,False,39.482,"LINESTRING (51.4338105 33.7546909, 51.4333839 33.7546743)",,,
372837343,False,شهید باهنر,residential,False,57.034,"LINESTRING (51.4288494 33.7559792, 51.4287078 33.755985, 51.4285149 33.7559887, 51.4282332 33.7559748)",,,
372837343,False,شهید باهنر,residential,True,183.56099999999998,"LINESTRING (51.4288494 33.7559792, 51.4293839 33.7558493, 51.4296248 33.7558438, 51.4298667 33.7558667, 51.4301565 33.7559289, 51.4303452 33.7560574, 51.4304749 33.7562038, 51.4305102 33.7563525)",,,
783931500,False,,residential,False,218.716,"LINESTRING (51.4288494 33.7559792, 51.4291491 33.7565964, 51.4294263 33.7570909, 51.4295885 33.757518, 51.4296155 33.7578251)",,,
372937422,True,,residential,False,11.22,"LINESTRING (51.4276753 33.7560029, 51.427637 33.7560137, 51.4275966 33.7560138, 51.4275581 33.7560033)",30,roundabout,
372937421,True,,residential,False,48.811,"LINESTRING (51.4277256 33.7558561, 51.4278644 33.7558984, 51.4279731 33.7559229, 51.4281366 33.7559575, 51.4282332 33.7559748)",,,
372937422,True,,residential,False,18.909,"LINESTRING (51.4277256 33.7558561, 51.4277408 33.7558892, 51.4277422 33.7559228, 51.4277308 33.7559551, 51.4277078 33.7559828, 51.4276753 33.7560029)",30,roundabout,
372937422,True,,residential,False,15.579999999999998,"LINESTRING (51.4275581 33.7560033, 51.4275255 33.7559831, 51.4275015 33.7559539, 51.4274903 33.7559197, 51.4274934 33.7558843)",30,roundabout,
372937422,True,,residential,False,3.943,"LINESTRING (51.4276981 33.755829, 51.4277256 33.7558561)",30,roundabout,
1069537464,False,باهنر,residential,True,38.972,"LINESTRING (51.4274046 33.7552442, 51.427556 33.7555713)",,,
372549901,False,چمران,residential,False,63.552,"LINESTRING (51.4286609 33.752601, 51.4287672 33.7527897, 51.4288933 33.7531374)",,,
1077026642,False,انقلاب,residential,False,40.769,"LINESTRING (51.4286609 33.752601, 51.4286207 33.7523462, 51.4285601 33.7522488)",,,
372937425,False,چمران,residential,False,26.451,"LINESTRING (51.4277775 33.7506679, 51.4276644 33.7504494)",,,
783924986,False,,residential,False,27.216,"LINESTRING (51.4277775 33.7506679, 51.4278045 33.7505321, 51.4278093 33.7504823, 51.4277981 33.7504259)",,,
1077026642,False,انقلاب,residential,True,111.405,"LINESTRING (51.4277775 33.7506679, 51.42804 33.7513688, 51.4281774 33.751611)",,,
372937425,False,چمران,residential,False,27.901,"LINESTRING (51.4276644 33.7504494, 51.4276677 33.7501985)",,,
372937425,False,چمران,residential,True,26.451,"LINESTRING (51.4276644 33.7504494, 51.4277775 33.7506679)",,,
372937425,False,چمران,residential,True,27.901,"LINESTRING (51.4276677 33.7501985, 51.4276644 33.7504494)",,,
783924986,False,,residential,True,28.163,"LINESTRING (51.4276677 33.7501985, 51.4277087 33.7502896, 51.4277598 33.7503516, 51.4277981 33.7504259)",,,
372549901,False,چمران,residential,False,82.069,"LINESTRING (51.4288933 33.7531374, 51.4297669 33.7532684)",,,
372549901,False,چمران,residential,True,63.552,"LINESTRING (51.4288933 33.7531374, 51.4287672 33.7527897, 51.4286609 33.752601)",,,
783924988,False,,residential,False,365.372,"LINESTRING (51.4288933 33.7531374, 51.4288247 33.753326, 51.4288044 33.7536238, 51.428872 33.7538654, 51.4290005 33.7541801, 51.4290545 33.7542981, 51.4290799 33.7543318, 51.4291289 33.7543543, 51.4291846 33.7543501, 51.4293181 33.7543318, 51.4297372 33.7543318, 51.4300143 33.7543262, 51.4302643 33.7542813, 51.4305617 33.7541408, 51.4306834 33.7540565, 51.4307509 33.7540377, 51.4308179 33.7540473, 51.4308488 33.7540704, 51.4308726 33.7541127, 51.4309335 33.7543712, 51.4309943 33.7545341)",,,
1075184759,False,,residential,False,91.583,"LINESTRING (51.4310911 33.7529674, 51.4312452 33.7521538)",,,
372549901,False,چمران,residential,False,148.082,"LINESTRING (51.4310911 33.7529674, 51.4314937 33.7531003, 51.4319152 33.753232, 51.4326271 33.7531526)",,,
372549901,False,چمران,residential,True,131.55,"LINESTRING (51.4310911 33.7529674, 51.4302328 33.7533134, 51.4297669 33.7532684)",,,
372549902,False,,residential,False,34.475,"LINESTRING (51.4326271 33.7531526, 51.4329843 33.7530636)",,,
372549901,False,چمران,residential,True,148.082,"LINESTRING (51.4326271 33.7531526, 51.4319152 33.753232, 51.4314937 33.7531003, 51.4310911 33.7529674)",,,
326491747,True,بلوار ساحلی,secondary,False,47.605,"LINESTRING (51.4329843 33.7530636, 51.4332793 33.7534145)",,,
372549902,False,,residential,True,34.475,"LINESTRING (51.4329843 33.7530636, 51.4326271 33.7531526)",,,
