osmid,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,ref,lanes,junction
415235654,کوچه علی آباد,residential,30,False,False,23.492,,"LINESTRING (46.938774 34.7946489, 46.9387638 34.7944378)",,,
"[481820674, 481820675, 301125823]",بلوار اسد آبادی,secondary,,True,False,141.803,yes,"LINESTRING (46.938774 34.7946489, 46.9392157 34.7946635, 46.9394978 34.7947264, 46.940003 34.7948275, 46.9402497 34.7948969, 46.9402856 34.7949066)",,,
301125823,بلوار اسد آبادی,secondary,,True,False,8.951,,"LINESTRING (46.9376712 34.7948549, 46.9377612 34.794823)",,,
911718498,رضایی,tertiary,,True,False,34.445,,"LINESTRING (46.9376712 34.7948549, 46.9375596 34.794559)",,,
326027963,مصطفی خمینی,tertiary,,False,False,76.622,,"LINESTRING (46.9381929 34.7948312, 46.9382833 34.7949739, 46.9384859 34.7952151, 46.9386691 34.7953959)",,,
414810609,بلوار اسد آبادی,secondary,,True,False,34.32,,"LINESTRING (46.9381929 34.7948312, 46.9380106 34.7948744, 46.9379217 34.7949002, 46.937838 34.7949312)",,,
414810610,بلوار اسد آبادی,secondary,,True,False,97.284,,"LINESTRING (46.937838 34.7949312, 46.9374239 34.7951271, 46.9370618 34.795288, 46.9369072 34.7953567)",,,
707950966,خیابان احمد باغبانی,tertiary,,False,False,87.61900000000001,,"LINESTRING (46.937838 34.7949312, 46.9379254 34.7950759, 46.9379738 34.7951513, 46.9381363 34.7954764, 46.9382188 34.7956537)",,,
707662391,بلوار امام خمینی,trunk,,True,False,15.885,,"LINESTRING (46.9367882 34.7952525, 46.9369072 34.7953567)",21,,
301125823,بلوار اسد آبادی,secondary,,True,False,92.18200000000002,,"LINESTRING (46.9367882 34.7952525, 46.936977 34.795184, 46.937056 34.7951552, 46.9371965 34.7950972, 46.9375488 34.7949076, 46.9376712 34.7948549)",,,
1056876010,کوچه صیدی,residential,,False,True,51.306,,"LINESTRING (46.9412432 34.7952752, 46.9407923 34.7955505)",,,
"[414810609, 481820676, 481820677]",بلوار اسد آبادی,secondary,,True,False,287.54299999999995,yes,"LINESTRING (46.9412432 34.7952752, 46.9408056 34.7951614, 46.9401969 34.7949934, 46.9399669 34.7949283, 46.9397069 34.7948674, 46.9395766 34.794834, 46.9392701 34.79478, 46.9390216 34.7947633, 46.9388061 34.794763, 46.9386145 34.7947759, 46.9384539 34.7947922, 46.9381929 34.7948312)",,,
445893758,گیلانی,primary,,True,False,12.479,,"LINESTRING (46.9369072 34.7953567, 46.9367831 34.7954037)",,,
455235123,بلوار کردستان,trunk,,True,False,327.957,,"LINESTRING (46.9369072 34.7953567, 46.9370196 34.7954692, 46.9370985 34.7955498, 46.9375799 34.7960414, 46.937745 34.7962213, 46.9379133 34.7964412, 46.9381148 34.7967419, 46.9384141 34.7972644, 46.9385238 34.7974761, 46.9386282 34.7977274, 46.938682 34.7978899)",21,3,
302427419,میدان امام شافعی,primary,,True,False,15.029999999999998,,"LINESTRING (46.9351241 34.7962182, 46.9350992 34.7962276, 46.9350728 34.7962338, 46.9350455 34.7962364, 46.9350181 34.7962356, 46.9349912 34.7962312, 46.9349655 34.7962234)",,,roundabout
302428324,بلوار شهید بهشتی,secondary,,True,False,68.064,,"LINESTRING (46.9351241 34.7962182, 46.9351094 34.7963028, 46.9350795 34.7963536, 46.9350318 34.7964159, 46.9349724 34.7964783, 46.9349062 34.7965387, 46.9346932 34.7966974)",,,
302427419,میدان امام شافعی,primary,,True,False,14.573,,"LINESTRING (46.9349655 34.7962234, 46.9349423 34.7962127, 46.9349213 34.7961993, 46.934903 34.7961835, 46.9348878 34.7961655, 46.9348762 34.7961459, 46.9348684 34.796125)",,,roundabout
302427419,میدان امام شافعی,primary,,True,False,4.507,,"LINESTRING (46.9352104 34.7960679, 46.935213 34.7960881, 46.9352121 34.7961083)",,,roundabout
302427419,میدان امام شافعی,primary,,True,False,13.587,,"LINESTRING (46.9348684 34.796125, 46.9348646 34.7961049, 46.9348643 34.7960845, 46.9348676 34.7960643, 46.9348743 34.7960447, 46.9348843 34.7960261, 46.9348974 34.7960088)",,,roundabout
302428323,بلوار صلاح الدین ایوبی,primary,,True,False,94.945,,"LINESTRING (46.9348684 34.796125, 46.9347957 34.7961448, 46.9346981 34.7961642, 46.9343907 34.796218, 46.9342676 34.7962284, 46.9341501 34.7962263, 46.9338485 34.7961784)",,,
302427419,میدان امام شافعی,primary,,True,False,22.900000000000006,,"LINESTRING (46.9348974 34.7960088, 46.9349136 34.7959931, 46.9349324 34.7959794, 46.9349533 34.7959681, 46.934976 34.7959594, 46.935 34.7959534, 46.9350248 34.7959503, 46.9350499 34.7959502, 46.9350748 34.795953, 46.9350989 34.7959587, 46.9351217 34.7959672)",,,roundabout
320554303,خیابان خالد نقشبندی,residential,30,True,False,43.025,,"LINESTRING (46.9352121 34.7961083, 46.9355837 34.7963462)",,,
302427419,میدان امام شافعی,primary,,True,False,15.169,,"LINESTRING (46.9352121 34.7961083, 46.9352055 34.7961351, 46.9351928 34.7961603, 46.9351745 34.7961831, 46.9351513 34.7962026, 46.9351241 34.7962182)",,,roundabout
302428316,,primary_link,,False,True,10.24,,"LINESTRING (46.9306415 34.795948, 46.9306587 34.796039)",,,
326026515,بلوار صلاح الدین ایوبی,primary,,True,False,47.934,,"LINESTRING (46.9306415 34.795948, 46.9311626 34.7958959)",,,
302428323,بلوار صلاح الدین ایوبی,primary,,True,False,36.432,,"LINESTRING (46.9323969 34.795986, 46.9320017 34.795941)",,,
320554302,کوچه پیمانه,residential,30,False,False,201.316,,"LINESTRING (46.9323969 34.795986, 46.9323181 34.7965971, 46.9321925 34.7971217, 46.9321811 34.7974235, 46.9322761 34.7977743)",,,
302428316,,primary_link,,False,False,10.24,,"LINESTRING (46.9306587 34.796039, 46.9306415 34.795948)",,,
685154854,کوچه کهریزی,residential,,False,False,59.54,,"LINESTRING (46.9306587 34.796039, 46.9308355 34.7965544)",,,
302428323,بلوار صلاح الدین ایوبی,primary,,True,False,69.658,,"LINESTRING (46.9338485 34.7961784, 46.9330958 34.7960765)",,,
326027917,کوچه پگاه,residential,30,False,False,79.574,,"LINESTRING (46.9338485 34.7961784, 46.9341369 34.7968537)",,,
307495791,بلوار شهید بهشتی,secondary,,True,False,26.039,,"LINESTRING (46.9335146 34.7974741, 46.9337263 34.7973172)",,,
320554298,کوچه غزل,residential,30,False,True,101.85900000000001,,"LINESTRING (46.9335146 34.7974741, 46.9333847 34.7972871, 46.933293 34.7970625, 46.9332047 34.7967889, 46.9331711 34.7966102)",,,
1056708988,پرستار,tertiary,,False,False,25.394,,"LINESTRING (46.9317874 34.7930072, 46.9315423 34.7931151)",,,
302428994,,primary_link,,False,True,12.222,,"LINESTRING (46.9392189 34.7999277, 46.9390883 34.7999518)",,,
455235123,بلوار کردستان,trunk,,True,False,74.128,,"LINESTRING (46.9392189 34.7999277, 46.9393841 34.8005804)",21,3,
296471421,بلوار کردستان,trunk,,True,False,70.76,,"LINESTRING (46.9390883 34.7999518, 46.9389153 34.7993315)",,3,
302428994,,primary_link,,False,False,12.222,,"LINESTRING (46.9390883 34.7999518, 46.9392189 34.7999277)",,,
302488804,خیابان سعید آزادی,tertiary,,False,False,39.954,,"LINESTRING (46.9353913 34.7930817, 46.935623 34.7933865)",,,
708019306,کوچه سرکوهی,residential,,False,True,69.601,,"LINESTRING (46.9353913 34.7930817, 46.934685 34.793317)",,,
302488800,شریعتی,tertiary,,False,True,61.069,,"LINESTRING (46.934628 34.7934524, 46.9340407 34.7937151)",,,
455235124,بلوار امام خمینی,trunk,,True,False,30.955,,"LINESTRING (46.934628 34.7934524, 46.9344552 34.7932129)",,,
414812804,کوچه جعفری,residential,30,False,False,69.566,,"LINESTRING (46.9311626 34.7958959, 46.9310425 34.7952781)",,,
326026515,بلوار صلاح الدین ایوبی,primary,,True,False,95.225,,"LINESTRING (46.9311626 34.7958959, 46.9315945 34.7958584, 46.9319131 34.7958538, 46.9322028 34.7958624)",,,
302498210,سید قطب,tertiary,,False,False,26.176,,"LINESTRING (46.9365496 34.7963458, 46.9367037 34.7965443)",,,
326026514,پیرمحمد,tertiary,,False,False,44.631,,"LINESTRING (46.9365496 34.7963458, 46.9363975 34.796453, 46.9363315 34.7966835)",,,
1163597095,سید قطب,tertiary,,True,False,91.249,,"LINESTRING (46.9365496 34.7963458, 46.9365017 34.7960139, 46.9364713 34.7958295, 46.9364171 34.7956512, 46.9363545 34.7955466)",,,
326026514,پیرمحمد,tertiary,,False,False,30.338,,"LINESTRING (46.9363315 34.7966835, 46.9363177 34.7969561)",,,
1035586371,کوچه بینایی,residential,30,False,False,28.968,,"LINESTRING (46.9363315 34.7966835, 46.9361068 34.7968674)",,,
326026514,پیرمحمد,tertiary,,False,True,44.631,,"LINESTRING (46.9363315 34.7966835, 46.9363975 34.796453, 46.9365496 34.7963458)",,,
326026514,پیرمحمد,tertiary,,False,False,29.125,,"LINESTRING (46.9363177 34.7969561, 46.9363222 34.797218)",,,
326026514,پیرمحمد,tertiary,,False,True,30.338,,"LINESTRING (46.9363177 34.7969561, 46.9363315 34.7966835)",,,
326027927,کوچه خدا بنده لو,residential,30,False,False,14.854,,"LINESTRING (46.9363177 34.7969561, 46.9364465 34.7970377)",,,
326026514,پیرمحمد,tertiary,,False,False,22.9,,"LINESTRING (46.936266 34.7976649, 46.9362967 34.7978693)",,,
835702331,,residential,,False,True,47.409,,"LINESTRING (46.936266 34.7976649, 46.9357789 34.7975173)",,,
326026514,پیرمحمد,tertiary,,False,True,50.14999999999999,,"LINESTRING (46.936266 34.7976649, 46.9362634 34.7975055, 46.9362855 34.7973781, 46.9363222 34.797218)",,,
302428324,بلوار شهید بهشتی,secondary,,True,False,54.963,,"LINESTRING (46.9325807 34.7983042, 46.9321353 34.7986367)",,,
302498209,توحید,secondary,,False,True,99.91400000000002,,"LINESTRING (46.9325807 34.7983042, 46.9327408 34.798524, 46.9329636 34.7989039, 46.9329371 34.7991236)",,,
326026514,پیرمحمد,tertiary,,False,False,21.796,,"LINESTRING (46.9363707 34.7989753, 46.936374 34.7991713)",,,
326026514,پیرمحمد,tertiary,,False,True,3.291,,"LINESTRING (46.9363707 34.7989753, 46.9363708 34.7989457)",,,
1056709080,کوچه محمد رسول الله,residential,30,False,True,14.84,,"LINESTRING (46.9363707 34.7989753, 46.9362108 34.7989992)",,,
302498209,توحید,secondary,,False,False,56.32,,"LINESTRING (46.9330754 34.7996172, 46.9329371 34.7991236)",,,
302498209,توحید,secondary,,False,True,41.266,,"LINESTRING (46.9330754 34.7996172, 46.9332095 34.7999716)",,,
685155609,بن بست محمدی,residential,,False,False,30.416,,"LINESTRING (46.9330754 34.7996172, 46.9327567 34.7996968)",,,
326027931,کوچه فخری,residential,30,False,True,40.834,,"LINESTRING (46.9330754 34.7996172, 46.9333493 34.7995279, 46.9334868 34.7994737)",,,
326026502,کوچه حیدری,residential,30,False,False,85.259,,"LINESTRING (46.9362733 34.7998685, 46.9372056 34.7999113)",,,
326026514,پیرمحمد,tertiary,,False,False,35.565,,"LINESTRING (46.9362733 34.7998685, 46.936218 34.8001851)",,,
326026514,پیرمحمد,tertiary,,False,True,26.886,,"LINESTRING (46.9362733 34.7998685, 46.9363101 34.7996286)",,,
326027944,کوچه خسرو محمدی,residential,30,False,False,49.367,,"LINESTRING (46.9335328 34.8009749, 46.9330033 34.8010647)",,,
1056709048,توحید,secondary,,False,True,38.847,,"LINESTRING (46.9335328 34.8009749, 46.9336418 34.8013126)",,,
1056709051,کوچه صابری,residential,30,False,True,53.55,,"LINESTRING (46.9335328 34.8009749, 46.934114 34.8009104)",,,
1056709052,توحید,secondary,,False,False,42.259,,"LINESTRING (46.9335328 34.8009749, 46.9334201 34.8006063)",,,
302428323,بلوار صلاح الدین ایوبی,primary,,True,False,45.672,,"LINESTRING (46.9320017 34.795941, 46.9317393 34.7959429, 46.9315019 34.7959538)",,,
320554297,کوچه مسجد حمزه ۱,residential,30,False,True,263.636,,"LINESTRING (46.9320017 34.795941, 46.931929 34.7963787, 46.9318125 34.7971554, 46.9316101 34.7982899)",,,
302428323,بلوار صلاح الدین ایوبی,primary,,True,False,30.677,,"LINESTRING (46.9327276 34.7960346, 46.9323969 34.795986)",,,
320554300,کوچه بهرنگ,residential,30,False,False,212.34099999999998,,"LINESTRING (46.9327276 34.7960346, 46.9327036 34.7965686, 46.9326952 34.797089, 46.9327999 34.7976278, 46.9329161 34.7979219)",,,
302428323,بلوار صلاح الدین ایوبی,primary,,True,False,33.942,,"LINESTRING (46.9330958 34.7960765, 46.9327276 34.7960346)",,,
320554298,کوچه غزل,residential,30,False,False,59.742,,"LINESTRING (46.9330958 34.7960765, 46.9331711 34.7966102)",,,
320554303,خیابان خالد نقشبندی,residential,30,True,False,29.753999999999998,,"LINESTRING (46.9358179 34.7965856, 46.9358573 34.7966454, 46.9360039 34.7968046)",,,
326027910,کوچه امینی,residential,30,False,False,157.812,,"LINESTRING (46.9358179 34.7965856, 46.9355269 34.7968534, 46.9353341 34.7970635, 46.9350334 34.7974794, 46.9348334 34.7977465)",,,
1035586371,کوچه بینایی,residential,30,False,True,28.968,,"LINESTRING (46.9361068 34.7968674, 46.9363315 34.7966835)",,,
1035586371,کوچه بینایی,residential,30,False,False,78.226,,"LINESTRING (46.9361068 34.7968674, 46.9359273 34.7972139, 46.9357789 34.7975173)",,,
302428324,بلوار شهید بهشتی,secondary,,True,False,61.004,,"LINESTRING (46.934002 34.7972299, 46.9335029 34.7975946)",,,
1056709077,کوچه امید,residential,30,False,True,33.237,,"LINESTRING (46.934002 34.7972299, 46.9342836 34.7974193)",,,
326027978,کوچه صنوبر,residential,30,False,False,29.251,,"LINESTRING (46.9345515 34.7975808, 46.9343302 34.797771)",,,
1056709077,کوچه امید,residential,30,False,False,30.346,,"LINESTRING (46.9345515 34.7975808, 46.9342836 34.7974193)",,,
1056709077,کوچه امید,residential,30,False,True,31.655,,"LINESTRING (46.9345515 34.7975808, 46.9348334 34.7977465)",,,
320554302,کوچه پیمانه,residential,30,False,False,23.94,,"LINESTRING (46.9322761 34.7977743, 46.9323785 34.7979725)",,,
1056709019,بن بست مهدی زاده,residential,,False,False,19.914,,"LINESTRING (46.9322761 34.7977743, 46.9324815 34.7977141)",,,
320554302,کوچه پیمانه,residential,30,False,True,201.31600000000003,,"LINESTRING (46.9322761 34.7977743, 46.9321811 34.7974235, 46.9321925 34.7971217, 46.9323181 34.7965971, 46.9323969 34.795986)",,,
1056709085,کوچه فیضی,residential,30,False,False,44.268,,"LINESTRING (46.9351916 34.7979324, 46.9350202 34.7983048)",,,
1056709086,,residential,30,False,True,35.089,,"LINESTRING (46.9351916 34.7979324, 46.9355137 34.7981045)",,,
1056709079,کوچه پیکار,residential,30,False,True,146.159,,"LINESTRING (46.9351916 34.7979324, 46.9356081 34.7972531, 46.9360039 34.7968046)",,,
307495791,بلوار شهید بهشتی,secondary,,True,False,73.945,,"LINESTRING (46.9329161 34.7979219, 46.9331691 34.7977242, 46.9335146 34.7974741)",,,
320554300,کوچه بهرنگ,residential,30,False,True,212.341,,"LINESTRING (46.9329161 34.7979219, 46.9327999 34.7976278, 46.9326952 34.797089, 46.9327036 34.7965686, 46.9327276 34.7960346)",,,
320554301,کوچه زارعی,residential,30,False,True,37.454,,"LINESTRING (46.9355137 34.7981045, 46.9358827 34.7982516)",,,
1035586371,کوچه بینایی,residential,30,False,True,32.073,,"LINESTRING (46.9355137 34.7981045, 46.935646 34.7978373)",,,
1056709086,,residential,30,False,False,35.089,,"LINESTRING (46.9355137 34.7981045, 46.9351916 34.7979324)",,,
1056709087,کوچه باجلانی,residential,30,False,False,40.324,,"LINESTRING (46.9355137 34.7981045, 46.9353437 34.7984392)",,,
307495791,بلوار شهید بهشتی,secondary,,True,False,50.038,,"LINESTRING (46.9325071 34.7982214, 46.9329161 34.7979219)",,,
320554302,کوچه پیمانه,residential,30,False,True,30.064,,"LINESTRING (46.9325071 34.7982214, 46.9323785 34.7979725)",,,
1056709027,کوچه حمزه,residential,30,False,True,51.238,,"LINESTRING (46.9316101 34.7982899, 46.9319384 34.7986636)",,,
320554297,کوچه مسجد حمزه ۱,residential,30,False,False,263.63599999999997,,"LINESTRING (46.9316101 34.7982899, 46.9318125 34.7971554, 46.931929 34.7963787, 46.9320017 34.795941)",,,
320554304,کوچه حمزه ۲,residential,30,False,False,115.047,,"LINESTRING (46.9316101 34.7982899, 46.9308149 34.7976825, 46.9306869 34.7975858)",,,
320554301,کوچه زارعی,residential,30,False,False,52.079,,"LINESTRING (46.9363911 34.7984639, 46.9358827 34.7982516)",,,
326026514,پیرمحمد,tertiary,,False,False,29.259,,"LINESTRING (46.9363911 34.7984639, 46.9363751 34.7987267)",,,
326026514,پیرمحمد,tertiary,,False,True,24.105,,"LINESTRING (46.9363911 34.7984639, 46.9363958 34.7983417, 46.9363863 34.7982475)",,,
