osmid,oneway,highway,reversed,length,geometry,lanes,name,bridge,maxspeed,junction
441721184,True,tertiary,False,25.172,"LINESTRING (59.1798464 33.7349954, 59.1800665 33.7351286)",,بلوار ابوطالب,,,
734258506,True,secondary,False,14.791,"LINESTRING (59.1798464 33.7349954, 59.1797624 33.7351086)",,بلوار بسیج,,,
198629528,True,secondary,False,24.244,"LINESTRING (59.1797624 33.7351086, 59.1796353 33.7352993)",,بلوار سیمان شهر,,,
478936403,True,secondary_link,False,14.644,"LINESTRING (59.1797624 33.7351086, 59.1796516 33.7350145)",,,,,
441721184,True,tertiary,False,75.98,"LINESTRING (59.1806053 33.7354332, 59.1812847 33.7358175)",,بلوار ابوطالب,,,
"[724081760, 198629722]",False,residential,False,126.18100000000001,"LINESTRING (59.1806053 33.7354332, 59.1809455 33.7351672, 59.1816026 33.7346587)",,"['ابوطالب ۱', 'خیابان فدک']",,30,
198629881,False,tertiary,False,56.078,"LINESTRING (59.1754179 33.7357437, 59.175084 33.7361647)",,,,,
198629881,False,tertiary,True,93.082,"LINESTRING (59.1754179 33.7357437, 59.1758832 33.7350014)",,,,,
"[723722416, 464198558]",False,residential,False,181.79,"LINESTRING (59.1754179 33.7357437, 59.176237 33.7361956, 59.1770561 33.7366475)",,"['پیروزی ۱۰', 'پروفسور للهی ۵']",,30,
198629658,False,tertiary_link,True,13.983,"LINESTRING (59.1816051 33.7359987, 59.1815201 33.7361027)",,,,,
441721184,True,tertiary,False,50.315,"LINESTRING (59.1816051 33.7359987, 59.182055 33.7362532)",,بلوار ابوطالب,,,
65211204,True,tertiary,False,57.559,"LINESTRING (59.1815201 33.7361027, 59.1810054 33.7358116)",,بلوار ابوطالب,,,
198629658,False,tertiary_link,False,13.983,"LINESTRING (59.1815201 33.7361027, 59.1816051 33.7359987)",,,,,
198629610,False,tertiary_link,True,13.239,"LINESTRING (59.1831044 33.7368548, 59.1830284 33.7369557)",,,,,
"[441721184, 65211204]",True,tertiary,False,203.055,"LINESTRING (59.1831044 33.7368548, 59.1839566 33.7373285, 59.1838716 33.7374325, 59.1830284 33.7369557)",,بلوار ابوطالب,,,
65211204,True,tertiary,False,82.373,"LINESTRING (59.1830284 33.7369557, 59.1822918 33.7365391)",,بلوار ابوطالب,,,
198629610,False,tertiary_link,False,13.239,"LINESTRING (59.1830284 33.7369557, 59.1831044 33.7368548)",,,,,
464198455,False,residential,True,59.98,"LINESTRING (59.1830284 33.7369557, 59.1828189 33.7374662)",,ابوطالب ۱۰,,30,
1206768916,True,secondary,False,147.301,"LINESTRING (59.1799926 33.7346354, 59.1809515 33.7335776)",,بلوار بسیج,,,
464198267,False,residential,True,187.862,"LINESTRING (59.176393 33.7326078, 59.174873 33.7314869)",,خیابان شهید حافظی,,30,
65211226,True,primary_link,False,151.963,"LINESTRING (59.176393 33.7326078, 59.1763488 33.7325075, 59.1758308 33.7315761, 59.1756983 33.7313701)",,,,,
464198265,False,residential,False,190.172,"LINESTRING (59.1757451 33.7339322, 59.1742962 33.7327185)",,خیابان شهید فروزان نژاد,,30,
464198266,False,residential,False,147.555,"LINESTRING (59.1757451 33.7339322, 59.1764524 33.7327427)",,شهید چدانی,,30,
464198266,False,residential,True,79.821,"LINESTRING (59.1757451 33.7339322, 59.175336 33.7345643)",,شهید چدانی,,30,
464198266,False,residential,False,43.261,"LINESTRING (59.1750236 33.7350274, 59.1752525 33.7346881)",,شهید چدانی,,30,
464198266,False,residential,True,63.635,"LINESTRING (59.1750236 33.7350274, 59.1748469 33.7351158, 59.1745338 33.7352244, 59.1743979 33.7352606)",,شهید چدانی,,30,
464198398,False,residential,True,83.838,"LINESTRING (59.1816026 33.7346587, 59.1821756 33.735243)",,فدک ۷,,30,
724081760,False,residential,False,63.472,"LINESTRING (59.1816026 33.7346587, 59.1820996 33.734265)",,خیابان فدک,,30,
464198453,False,residential,False,74.543,"LINESTRING (59.1816026 33.7346587, 59.1812284 33.734252, 59.181105 33.7341315)",,فدک ۴,,30,
"[724081760, 198629722]",False,residential,True,126.18100000000001,"LINESTRING (59.1816026 33.7346587, 59.1809455 33.7351672, 59.1806053 33.7354332)",,"['خیابان فدک', 'ابوطالب ۱']",,30,
464198398,False,residential,False,83.838,"LINESTRING (59.1821756 33.735243, 59.1816026 33.7346587)",,فدک ۷,,30,
464198454,False,residential,True,104.248,"LINESTRING (59.1821756 33.735243, 59.1812847 33.7358175)",,ابوطالب ۳,,30,
"[724081764, 464198454]",False,residential,"[False, True]",117.65,"LINESTRING (59.1821756 33.735243, 59.1826043 33.7349702, 59.1822798 33.7344241)",,"['ابوطالب ۳', 'فدک ۵']",,30,
714420430,False,residential,False,68.085,"LINESTRING (59.1785337 33.7304876, 59.1782055 33.7310357)",,,,30,
714420430,False,residential,True,60.758,"LINESTRING (59.1785337 33.7304876, 59.1788283 33.7299992)",,,,30,
725369408,False,residential,True,99.202,"LINESTRING (59.1785337 33.7304876, 59.1788296 33.7308597, 59.1791255 33.7312317)",,عدل ۶,,30,
714420430,False,residential,True,68.085,"LINESTRING (59.1782055 33.7310357, 59.1785337 33.7304876)",,,,30,
725369410,True,residential,False,72.777,"LINESTRING (59.1782055 33.7310357, 59.1782292 33.7310298, 59.1782554 33.7310307, 59.1782797 33.7310388, 59.1787889 33.7314501)",,عدل ۸,,30,
714420430,False,residential,False,60.758,"LINESTRING (59.1788283 33.7299992, 59.1785337 33.7304876)",,,,30,
725369407,False,residential,True,9.365,"LINESTRING (59.1788283 33.7299992, 59.178898 33.7300603)",,عدل ۴,,30,
1206768916,True,secondary,False,19.576,"LINESTRING (59.1809515 33.7335776, 59.1810789 33.733437)",,بلوار بسیج,,,
"[464198416, 725369398]",False,residential,False,216.087,"LINESTRING (59.1809515 33.7335776, 59.1801802 33.7329252, 59.1793322 33.7321767)",,"['بسیج ۱۶', 'آزادی ۱۱']",,30,
464198419,False,residential,True,58.523,"LINESTRING (59.1831257 33.7296664, 59.1826157 33.729978)",,,,30,
464198420,False,residential,True,66.846,"LINESTRING (59.1831257 33.7296664, 59.1835329 33.7301631)",,,,30,
464198418,False,residential,False,36.248,"LINESTRING (59.1823769 33.7297195, 59.1826157 33.729978)",,آزادی ۴,,30,
464198418,False,residential,True,71.064,"LINESTRING (59.1823769 33.7297195, 59.1821249 33.7294469, 59.1818406 33.7296237)",,آزادی ۴,,30,
464198418,False,residential,True,36.248,"LINESTRING (59.1826157 33.729978, 59.1823769 33.7297195)",,آزادی ۴,,30,
464198419,False,residential,False,58.523,"LINESTRING (59.1826157 33.729978, 59.1831257 33.7296664)",,,,30,
464198419,False,residential,True,34.171,"LINESTRING (59.1826157 33.729978, 59.1823211 33.7301635)",,,,30,
464198428,False,residential,True,55.552,"LINESTRING (59.1818406 33.7296237, 59.1813454 33.7299065)",,زید ۴,,30,
725279272,False,residential,False,34.658,"LINESTRING (59.1818406 33.7296237, 59.1820636 33.7298742)",,آزادی ۶,,30,
464198418,False,residential,False,71.064,"LINESTRING (59.1818406 33.7296237, 59.1821249 33.7294469, 59.1823769 33.7297195)",,آزادی ۴,,30,
464198419,False,residential,False,34.171,"LINESTRING (59.1823211 33.7301635, 59.1826157 33.729978)",,,,30,
725279272,False,residential,False,15.291,"LINESTRING (59.1823211 33.7301635, 59.1824076 33.7302807)",,آزادی ۶,,30,
725279272,False,residential,True,40.023,"LINESTRING (59.1823211 33.7301635, 59.1820636 33.7298742)",,آزادی ۶,,30,
464198420,False,residential,False,66.846,"LINESTRING (59.1835329 33.7301631, 59.1831257 33.7296664)",,,,30,
464198448,False,residential,True,33.789,"LINESTRING (59.1835329 33.7301631, 59.1832404 33.7303452)",,آزادی ۲,,30,
725279274,False,residential,False,64.809,"LINESTRING (59.1835329 33.7301631, 59.1840974 33.7298177)",,معلم ۱,,30,
464198421,False,residential,True,61.268,"LINESTRING (59.1824076 33.7302807, 59.1827928 33.730729)",,آزادی ۱,,30,
725279272,False,residential,True,15.291,"LINESTRING (59.1824076 33.7302807, 59.1823211 33.7301635)",,آزادی ۶,,30,
725369400,False,residential,True,55.115,"LINESTRING (59.1824076 33.7302807, 59.181924 33.7305704)",,خیابان آزادی,,30,
725369400,False,residential,False,80.771,"LINESTRING (59.1824076 33.7302807, 59.1824776 33.7302388, 59.1825799 33.7302252, 59.1826828 33.7302354, 59.1830892 33.7302856, 59.18317 33.7303062, 59.1832404 33.7303452)",,خیابان آزادی,,30,
464198421,False,residential,False,61.268,"LINESTRING (59.1827928 33.730729, 59.1824076 33.7302807)",,آزادی ۱,,30,
725369400,False,residential,False,55.115,"LINESTRING (59.181924 33.7305704, 59.1824076 33.7302807)",,خیابان آزادی,,30,
725369400,False,residential,True,53.44,"LINESTRING (59.181924 33.7305704, 59.1814551 33.7308513)",,خیابان آزادی,,30,
"[464198422, 725369415]",False,residential,True,119.795,"LINESTRING (59.181924 33.7305704, 59.182375 33.7310761, 59.1826941 33.7314367)",,"['بسیج ۱۰', 'آزادی ۳']",,30,
"[464198422, 725369415]",False,residential,False,119.795,"LINESTRING (59.1826941 33.7314367, 59.182375 33.7310761, 59.181924 33.7305704)",,"['بسیج ۱۰', 'آزادی ۳']",,30,
464198423,False,residential,True,63.691,"LINESTRING (59.1814551 33.7308513, 59.1818527 33.731319)",,آزادی ۵,,30,
464198429,False,residential,False,53.843,"LINESTRING (59.1814551 33.7308513, 59.1811087 33.7304621)",,آزادی ۸,,30,
725369400,False,residential,False,53.44,"LINESTRING (59.1814551 33.7308513, 59.181924 33.7305704)",,خیابان آزادی,,30,
725369402,False,residential,True,32.565,"LINESTRING (59.1814551 33.7308513, 59.1811693 33.7310224)",,زید ۲,,30,
464198423,False,residential,False,63.691,"LINESTRING (59.1818527 33.731319, 59.1814551 33.7308513)",,آزادی ۵,,30,
464198424,False,residential,False,98.984,"LINESTRING (59.1799332 33.7296339, 59.1805726 33.7303478)",,استقلال ۷,,30,
"[464198432, 833436811]",True,residential,False,130.858,"LINESTRING (59.1799332 33.7296339, 59.1796672 33.7297963, 59.180249 33.7304609, 59.1802509 33.7305412)",,"['استقلال', 'عدل ۲']",,30,
464198443,False,residential,False,69.064,"LINESTRING (59.1802509 33.7305412, 59.1796506 33.7309107)",,خیابان عدل,,30,
464198443,False,residential,True,25.22,"LINESTRING (59.1802509 33.7305412, 59.1804725 33.730409)",,خیابان عدل,,30,
725369404,False,residential,True,29.131,"LINESTRING (59.1802509 33.7305412, 59.1804472 33.7307461)",,عدل ۱,,30,
464198425,True,residential,False,118.649,"LINESTRING (59.1802509 33.7305412, 59.1801497 33.7305189, 59.1794533 33.7297284)",,عدل ۲,,30,
464198443,False,residential,False,25.22,"LINESTRING (59.1804725 33.730409, 59.1802509 33.7305412)",,خیابان عدل,,30,
464198443,False,residential,True,11.489,"LINESTRING (59.1804725 33.730409, 59.1805726 33.7303478)",,خیابان عدل,,30,
464198424,False,residential,True,98.984,"LINESTRING (59.1805726 33.7303478, 59.1799332 33.7296339)",,استقلال ۷,,30,
464198428,False,residential,False,32.274,"LINESTRING (59.1805726 33.7303478, 59.1808603 33.7301835)",,زید ۴,,30,
464198434,True,residential,False,93.122,"LINESTRING (59.1805726 33.7303478, 59.1811693 33.7310224)",,بلوار امامزاده زید,,30,
464198443,False,residential,False,11.489,"LINESTRING (59.1805726 33.7303478, 59.1804725 33.730409)",,خیابان عدل,,30,
833436812,False,residential,True,63.238,"LINESTRING (59.1794533 33.7297284, 59.178898 33.7300603)",,خیابان استقلال,,30,
464198429,False,residential,True,53.843,"LINESTRING (59.1811087 33.7304621, 59.1814551 33.7308513)",,آزادی ۸,,30,
464198430,False,residential,True,54.33,"LINESTRING (59.1811087 33.7304621, 59.1815809 33.7301714)",,,,30,
725279277,False,residential,False,38.566,"LINESTRING (59.1811087 33.7304621, 59.1808603 33.7301835)",,استقلال ۵,,30,
464198428,False,residential,False,54.417,"LINESTRING (59.1808603 33.7301835, 59.1813454 33.7299065)",,زید ۴,,30,
464198428,False,residential,True,32.274,"LINESTRING (59.1808603 33.7301835, 59.1805726 33.7303478)",,زید ۴,,30,
725279277,False,residential,True,38.566,"LINESTRING (59.1808603 33.7301835, 59.1811087 33.7304621)",,استقلال ۵,,30,
725369403,False,residential,False,63.751,"LINESTRING (59.1808603 33.7301835, 59.1804503 33.7297226)",,استقلال ۵,,30,
464198427,False,residential,True,36.632,"LINESTRING (59.1813454 33.7299065, 59.1815809 33.7301714)",,استقلال ۳,,30,
464198428,False,residential,False,55.552,"LINESTRING (59.1813454 33.7299065, 59.1818406 33.7296237)",,زید ۴,,30,
464198428,False,residential,True,54.417,"LINESTRING (59.1813454 33.7299065, 59.1808603 33.7301835)",,زید ۴,,30,
725369403,False,residential,True,63.751,"LINESTRING (59.1804503 33.7297226, 59.1808603 33.7301835)",,استقلال ۵,,30,
464198427,False,residential,False,36.632,"LINESTRING (59.1815809 33.7301714, 59.1813454 33.7299065)",,استقلال ۳,,30,
464198430,False,residential,False,54.33,"LINESTRING (59.1815809 33.7301714, 59.1811087 33.7304621)",,,,30,
464198430,False,residential,True,55.54,"LINESTRING (59.1815809 33.7301714, 59.1820636 33.7298742)",,,,30,
464198430,False,residential,False,55.54,"LINESTRING (59.1820636 33.7298742, 59.1815809 33.7301714)",,,,30,
725279272,False,residential,False,40.023,"LINESTRING (59.1820636 33.7298742, 59.1823211 33.7301635)",,آزادی ۶,,30,
725279272,False,residential,True,34.658,"LINESTRING (59.1820636 33.7298742, 59.1818406 33.7296237)",,آزادی ۶,,30,
725369399,False,residential,True,11.454,"LINESTRING (59.1811693 33.7310224, 59.1810744 33.7310886)",,زید ۱,,30,
725369402,False,residential,False,32.565,"LINESTRING (59.1811693 33.7310224, 59.1814551 33.7308513)",,زید ۲,,30,
725369401,True,residential,False,152.48499999999999,"LINESTRING (59.1811693 33.7310224, 59.182089 33.7320692, 59.1821347 33.7321337)",,بلوار امامزاده زید,,30,
464198433,True,residential,False,93.855,"LINESTRING (59.1810744 33.7310886, 59.1804725 33.730409)",,بلوار امامزاده زید,,30,
725369399,False,residential,False,11.454,"LINESTRING (59.1810744 33.7310886, 59.1811693 33.7310224)",,زید ۱,,30,
725369399,False,residential,True,23.3,"LINESTRING (59.1810744 33.7310886, 59.1808814 33.7312233)",,زید ۱,,30,
464198449,False,residential,True,161.367,"LINESTRING (59.1793322 33.7321767, 59.1782827 33.7333361)",,,,30,
1150431506,False,residential,True,15.66,"LINESTRING (59.1793322 33.7321767, 59.17946 33.7320843)",,,,30,
"[464198416, 725369398]",False,residential,True,216.087,"LINESTRING (59.1793322 33.7321767, 59.1801802 33.7329252, 59.1809515 33.7335776)",,"['بسیج ۱۶', 'آزادی ۱۱']",,30,
"[1150431505, 725369414]",True,residential,False,91.886,"LINESTRING (59.1793322 33.7321767, 59.179003 33.7318382, 59.1786761 33.7315572)",,آزادی ۱۶,,30,
725369407,False,residential,False,9.365,"LINESTRING (59.178898 33.7300603, 59.1788283 33.7299992)",,عدل ۴,,30,
725369407,False,residential,True,117.412,"LINESTRING (59.178898 33.7300603, 59.1796506 33.7309107)",,عدل ۴,,30,
833436812,False,residential,False,63.238,"LINESTRING (59.178898 33.7300603, 59.1794533 33.7297284)",,خیابان استقلال,,30,
464198442,False,residential,False,29.908,"LINESTRING (59.180276 33.7315886, 59.1800682 33.7313825)",,آزادی ۱۲,,30,
561771791,False,residential,False,69.168,"LINESTRING (59.180276 33.7315886, 59.1808814 33.7312233)",,خیابان آزادی,,30,
561771791,False,residential,True,61.405,"LINESTRING (59.180276 33.7315886, 59.1797255 33.7318974)",,خیابان آزادی,,30,
464198444,False,residential,True,149.161,"LINESTRING (59.180276 33.7315886, 59.1808106 33.7322213, 59.1808053 33.7322949, 59.1803164 33.7325762)",,آزادی ۷,,30,
725369406,False,residential,True,60.266,"LINESTRING (59.1791255 33.7312317, 59.1796506 33.7309107)",,خیابان عدل,,30,
725369409,False,residential,False,39.48,"LINESTRING (59.1791255 33.7312317, 59.1787889 33.7314501)",,خیابان عدل,,30,
725369408,False,residential,False,99.202,"LINESTRING (59.1791255 33.7312317, 59.1788296 33.7308597, 59.1785337 33.7304876)",,عدل ۶,,30,
"[464198441, 725369412]",False,residential,True,92.509,"LINESTRING (59.1791255 33.7312317, 59.1794255 33.7315646, 59.1797255 33.7318974)",,"['عدل ۵', 'آزادی ۱۴']",,30,
464198443,False,residential,True,69.064,"LINESTRING (59.1796506 33.7309107, 59.1802509 33.7305412)",,خیابان عدل,,30,
725369405,False,residential,True,29.471,"LINESTRING (59.1796506 33.7309107, 59.1798396 33.7311241)",,عدل ۳,,30,
725369406,False,residential,False,60.266,"LINESTRING (59.1796506 33.7309107, 59.1791255 33.7312317)",,خیابان عدل,,30,
725369407,False,residential,False,117.412,"LINESTRING (59.1796506 33.7309107, 59.178898 33.7300603)",,عدل ۴,,30,
725369409,False,residential,True,39.48,"LINESTRING (59.1787889 33.7314501, 59.1791255 33.7312317)",,خیابان عدل,,30,
725369411,False,residential,False,15.831,"LINESTRING (59.1787889 33.7314501, 59.1786761 33.7315572)",,خیابان عدل,,30,
"[725369413, 561771789]",True,residential,False,93.965,"LINESTRING (59.1787889 33.7314501, 59.1791472 33.7317735, 59.17946 33.7320843)",,"['عدل ۷', 'آزادی ۱۶']",,30,
464198450,False,residential,True,118.884,"LINESTRING (59.1803164 33.7325762, 59.1810789 33.733437)",,بسیج ۱۴,,30,
725369397,False,residential,False,93.183,"LINESTRING (59.1803164 33.7325762, 59.1797255 33.7318974)",,آزادی ۹,,30,
464198444,False,residential,False,149.161,"LINESTRING (59.1803164 33.7325762, 59.1808053 33.7322949, 59.1808106 33.7322213, 59.180276 33.7315886)",,آزادی ۷,,30,
561771791,False,residential,False,61.405,"LINESTRING (59.1797255 33.7318974, 59.180276 33.7315886)",,خیابان آزادی,,30,
561771791,False,residential,True,32.167,"LINESTRING (59.1797255 33.7318974, 59.17946 33.7320843)",,خیابان آزادی,,30,
725369397,False,residential,True,93.183,"LINESTRING (59.1797255 33.7318974, 59.1803164 33.7325762)",,آزادی ۹,,30,
"[464198441, 725369412]",False,residential,False,92.509,"LINESTRING (59.1797255 33.7318974, 59.1794255 33.7315646, 59.1791255 33.7312317)",,"['عدل ۵', 'آزادی ۱۴']",,30,
725252370,False,residential,True,25.587,"LINESTRING (59.1848406 33.7315331, 59.1845824 33.7316158)",,خیابان جوان,,30,
"[725252363, 725252364]",False,residential,False,131.746,"LINESTRING (59.1848406 33.7315331, 59.1844548 33.7310351, 59.184069 33.7305371)",,بسیج ۱,,,
725252368,False,residential,False,19.199,"LINESTRING (59.1825743 33.7326236, 59.1824106 33.7325174)",,خیابان بصیرت,,30,
725252372,False,residential,True,102.931,"LINESTRING (59.1825743 33.7326236, 59.1833239 33.7333079)",,خیابان بصیرت,,30,
"[725252370, 464198447]",False,residential,False,52.522999999999996,"LINESTRING (59.1825743 33.7326236, 59.1827142 33.7325386, 59.183048 33.7323634)",,"['بصیرت ۱', 'خیابان جوان']",,30,
725279274,False,residential,True,64.809,"LINESTRING (59.1840974 33.7298177, 59.1835329 33.7301631)",,معلم ۱,,30,
