osmid,name,highway,oneway,reversed,length,geometry,ref,junction
118900604,خیابان خواجو,secondary,False,True,17.189,"LINESTRING (56.9123266 29.2869479, 56.9124335 29.2870712)",,
118900604,خیابان خواجو,secondary,False,True,178.504,"LINESTRING (56.9126254 29.2874629, 56.9129797 29.2890382)",,
751215108,,residential,False,False,19.169,"LINESTRING (56.9126254 29.2874629, 56.9128112 29.2874041)",,
118900604,خیابان خواجو,secondary,False,False,47.364999999999995,"LINESTRING (56.9126254 29.2874629, 56.912489 29.2871839, 56.9124335 29.2870712)",,
751215108,,residential,False,True,108.995,"LINESTRING (56.9126254 29.2874629, 56.9122947 29.2876942, 56.9118667 29.2878265, 56.9116224 29.2878508)",,
118900583,خیابان سعدی,residential,False,False,72.424,"LINESTRING (56.9164672 29.2895315, 56.9162042 29.2889219)",,
118900584,خیابان حافظ,residential,False,True,29.022,"LINESTRING (56.9164672 29.2895315, 56.916571 29.2897763)",,
118900604,خیابان خواجو,secondary,False,False,35.698,"LINESTRING (56.9131681 29.2901304, 56.9131333 29.2898108)",,
118900572,میدان معلم,primary,True,False,21.889999999999997,"LINESTRING (56.9131681 29.2901304, 56.9132131 29.2901272, 56.913257 29.2901362, 56.9132956 29.2901567, 56.913325 29.2901866, 56.9133424 29.2902229)",88,roundabout
118900588,خیابان امام خمینی,primary,True,False,57.375,"LINESTRING (56.9133424 29.2902229, 56.913916 29.2900965)",88,
118900572,میدان معلم,primary,True,False,21.891000000000002,"LINESTRING (56.9133424 29.2902229, 56.9133461 29.2902621, 56.9133357 29.2903005, 56.9133122 29.2903341, 56.913278 29.2903597, 56.9132363 29.2903749)",88,roundabout
118900577,خیابان امام خمینی,primary,False,True,152.478,"LINESTRING (56.913062 29.2902824, 56.9115394 29.2906244)",88,
118900572,میدان معلم,primary,True,False,21.891000000000002,"LINESTRING (56.913062 29.2902824, 56.9130583 29.2902432, 56.9130687 29.2902048, 56.9130922 29.2901712, 56.9131264 29.2901456, 56.9131681 29.2901304)",88,roundabout
118900572,میدان معلم,primary,True,False,10.955,"LINESTRING (56.9131272 29.2903601, 56.9130978 29.2903395, 56.9130756 29.290313, 56.913062 29.2902824)",88,roundabout
253923766,,residential,False,False,183.24,"LINESTRING (56.9131272 29.2903601, 56.9128735 29.2905382, 56.9124112 29.2906523, 56.9120142 29.2907174, 56.9116826 29.2910351, 56.9115332 29.2911329)",,
118900579,خیابان خیام,secondary,False,True,104.753,"LINESTRING (56.9132363 29.2903749, 56.9134216 29.291303)",,
118900572,میدان معلم,primary,True,False,10.957,"LINESTRING (56.9132363 29.2903749, 56.9131989 29.2903784, 56.9131616 29.2903734, 56.9131272 29.2903601)",88,roundabout
118900569,خیابان آیت الله خامنه‌ای,secondary,False,True,52.02,"LINESTRING (56.9175186 29.2920324, 56.9169959 29.2921375)",,
118900584,خیابان حافظ,residential,False,False,49.234,"LINESTRING (56.9175186 29.2920324, 56.9173505 29.2916146)",,
118900584,خیابان حافظ,residential,False,True,143.584,"LINESTRING (56.9175186 29.2920324, 56.9179072 29.292788, 56.9180825 29.2931237, 56.9180662 29.2932169)",,
118900569,خیابان آیت الله خامنه‌ای,secondary,False,False,43.89,"LINESTRING (56.913832 29.2930596, 56.9142616 29.2929354)",,
118900569,خیابان آیت الله خامنه‌ای,secondary,False,True,98.954,"LINESTRING (56.913832 29.2930596, 56.9128704 29.2933573)",,
118900579,خیابان خیام,secondary,False,False,45.608,"LINESTRING (56.913832 29.2930596, 56.9137381 29.2926577)",,
852001343,خیابان خیام,tertiary,False,True,216.191,"LINESTRING (56.913832 29.2930596, 56.91432 29.2949567)",,
118900767,,residential,False,False,58.756,"LINESTRING (56.9180662 29.2932169, 56.9176458 29.2928364)",,
118900584,خیابان حافظ,residential,False,False,143.584,"LINESTRING (56.9180662 29.2932169, 56.9180825 29.2931237, 56.9179072 29.292788, 56.9175186 29.2920324)",,
118900771,,residential,False,True,16.011,"LINESTRING (56.9146148 29.2886801, 56.9145005 29.288784)",,
118900604,خیابان خواجو,secondary,False,False,87.191,"LINESTRING (56.9131333 29.2898108, 56.9129797 29.2890382)",,
118900604,خیابان خواجو,secondary,False,True,35.698,"LINESTRING (56.9131333 29.2898108, 56.9131681 29.2901304)",,
751230777,,residential,False,True,169.716,"LINESTRING (56.9131333 29.2898108, 56.9113856 29.2897322)",,
672720656,,residential,True,False,82.8,"LINESTRING (56.9131333 29.2898108, 56.9132209 29.2898158, 56.913916 29.2900965)",,
118900588,خیابان امام خمینی,primary,True,False,97.248,"LINESTRING (56.9149137 29.2898959, 56.9158869 29.2896851)",88,
1255264728,,residential,False,True,172.198,"LINESTRING (56.9149137 29.2898959, 56.9150812 29.2901536, 56.9153629 29.2904872, 56.9154825 29.2906927, 56.9158277 29.2909861, 56.915992 29.2911066)",,
118900588,خیابان امام خمینی,primary,True,False,99.294,"LINESTRING (56.913916 29.2900965, 56.9149137 29.2898959)",88,
118900771,,residential,False,False,158.946,"LINESTRING (56.913916 29.2900965, 56.9143143 29.2889532, 56.9145005 29.288784)",,
595806766,,residential,False,True,152.547,"LINESTRING (56.916391 29.2914306, 56.9160369 29.2916461, 56.9149295 29.2918866)",,
1255264728,,residential,False,False,52.956,"LINESTRING (56.916391 29.2914306, 56.9162277 29.2912796, 56.915992 29.2911066)",,
1255264728,,residential,False,True,98.364,"LINESTRING (56.916391 29.2914306, 56.9165954 29.2916198, 56.9167574 29.2918176, 56.9169959 29.2921375)",,
118900569,خیابان آیت الله خامنه‌ای,secondary,False,False,52.02,"LINESTRING (56.9169959 29.2921375, 56.9175186 29.2920324)",,
118900569,خیابان آیت الله خامنه‌ای,secondary,False,True,100.071,"LINESTRING (56.9169959 29.2921375, 56.916019 29.2924274)",,
1255264728,,residential,False,False,98.364,"LINESTRING (56.9169959 29.2921375, 56.9167574 29.2918176, 56.9165954 29.2916198, 56.916391 29.2914306)",,
1255264728,,residential,False,True,100.066,"LINESTRING (56.9169959 29.2921375, 56.9174296 29.2926124, 56.9176458 29.2928364)",,
118900577,خیابان امام خمینی,primary,False,False,13.424,"LINESTRING (56.9107065 29.2908109, 56.9108407 29.2907813)",88,
118900577,خیابان امام خمینی,primary,False,True,56.239,"LINESTRING (56.9107065 29.2908109, 56.9101442 29.2909346)",88,
760701134,شهید یوسفی,residential,False,True,88.75399999999999,"LINESTRING (56.9107065 29.2908109, 56.9108532 29.2909076, 56.9112179 29.2909933, 56.9115332 29.2911329)",,
253923766,,residential,False,True,183.24,"LINESTRING (56.9115332 29.2911329, 56.9116826 29.2910351, 56.9120142 29.2907174, 56.9124112 29.2906523, 56.9128735 29.2905382, 56.9131272 29.2903601)",,
760701134,شهید یوسفی,residential,False,False,88.75399999999999,"LINESTRING (56.9115332 29.2911329, 56.9112179 29.2909933, 56.9108532 29.2909076, 56.9107065 29.2908109)",,
760701134,شهید یوسفی,residential,False,True,79.301,"LINESTRING (56.9115332 29.2911329, 56.9118227 29.2913551, 56.9120095 29.2916949)",,
253923767,,residential,False,False,66.964,"LINESTRING (56.9120095 29.2916949, 56.9126073 29.2913935)",,
