osmid,ref,name,highway,junction,oneway,reversed,length,geometry
175511398,43,میدان بسیج,trunk,roundabout,True,False,6.836,"LINESTRING (49.4088653 30.8899842, 49.4089226 30.8900211)"
175511398,43,میدان بسیج,trunk,roundabout,True,False,37.814,"LINESTRING (49.4089226 30.8900211, 49.4090551 30.8901198, 49.4091527 30.8902215, 49.4091834 30.8902729)"
316104731,,,tertiary,,True,False,97.08800000000001,"LINESTRING (49.4089226 30.8900211, 49.4091361 30.8900157, 49.4097644 30.8895854)"
175511396,,بسیج,tertiary,,True,False,148.209,"LINESTRING (49.4092538 30.8904639, 49.4095828 30.8908198, 49.4099562 30.8912619, 49.4101893 30.8915276)"
175511398,43,میدان بسیج,trunk,roundabout,True,False,68.737,"LINESTRING (49.4092538 30.8904639, 49.4092215 30.8905756, 49.4091867 30.8906582, 49.4091145 30.8907247, 49.4090182 30.8907523, 49.4088899 30.8907614, 49.4087422 30.8907612)"
549788566,43,بلوار بسیج,trunk,,True,False,34.705,"LINESTRING (49.4092538 30.8904639, 49.4092817 30.8906284, 49.409327 30.890769)"
549788566,43,بلوار بسیج,trunk,,True,False,320.692,"LINESTRING (49.409327 30.890769, 49.4094072 30.8909096, 49.4095292 30.8911011, 49.4097104 30.8913165, 49.4112733 30.8931151)"
757753831,43,بلوار بسیج,trunk,,True,False,35.215,"LINESTRING (49.4090759 30.8908938, 49.4089003 30.8908094, 49.4087422 30.8907612)"
827466011,,,trunk_link,,True,False,34.203,"LINESTRING (49.4090759 30.8908938, 49.4090881 30.8908407, 49.4090971 30.8908059, 49.4091919 30.8907478, 49.409327 30.890769)"
175511398,43,میدان بسیج,trunk,roundabout,True,False,17.759,"LINESTRING (49.4087422 30.8907612, 49.4085842 30.8906768)"
175511398,43,میدان بسیج,trunk,roundabout,True,False,40.855000000000004,"LINESTRING (49.4085842 30.8906768, 49.4084296 30.8905532, 49.4083383 30.8903844)"
316104779,,,secondary,,True,False,111.189,"LINESTRING (49.4085842 30.8906768, 49.4083789 30.8907217, 49.4081988 30.8908236, 49.407859 30.8910782, 49.4076298 30.8912258)"
175511398,43,میدان بسیج,trunk,roundabout,True,False,19.578,"LINESTRING (49.4083383 30.8903844, 49.4083137 30.8902096)"
549788522,43,بلوار بسیج,trunk,,True,False,30.021,"LINESTRING (49.4083137 30.8902096, 49.4082786 30.8899413)"
175511398,43,میدان بسیج,trunk,roundabout,True,False,72.235,"LINESTRING (49.4083137 30.8902096, 49.4083417 30.8900959, 49.4083951 30.8899996, 49.4084914 30.8899514, 49.4086438 30.8899284, 49.4087535 30.8899514, 49.4088653 30.8899842)"
316104760,,بسیج,tertiary,,True,False,51.76,"LINESTRING (49.4082786 30.8899413, 49.4081632 30.8898369, 49.407945 30.8895904, 49.4079361 30.8895811)"
316104750,,,tertiary_link,,False,False,13.724,"LINESTRING (49.4097644 30.8895854, 49.4098565 30.8896802)"
175511395,,بسیج,tertiary,,True,False,40.762,"LINESTRING (49.4086481 30.8896691, 49.4086879 30.8897136, 49.4088653 30.8899842)"
316104750,,,tertiary_link,,False,True,13.724,"LINESTRING (49.4098565 30.8896802, 49.4097644 30.8895854)"
316104731,,,tertiary,,True,False,94.04100000000001,"LINESTRING (49.4098565 30.8896802, 49.4092405 30.8901281, 49.4091834 30.8902729)"
