osmid,name,highway,oneway,reversed,length,geometry,maxspeed,access,junction
685796304,۲۱ - میعاد,residential,False,False,56.195,"LINESTRING (50.5348708 36.0459784, 50.5351986 36.0455481)",,,
420691780,شهید بیگ زاده,residential,False,False,46.279,"LINESTRING (50.5331212 36.0439375, 50.5334916 36.0436485)",,,
654029832,بلوار امام خمینی (ره),secondary,True,False,150.8,"LINESTRING (50.5331212 36.0439375, 50.5338267 36.0447332, 50.5340865 36.0450464)",,,
36332280,بلوار امام خمینی (ره),secondary,True,False,26.886,"LINESTRING (50.5280388 36.0377456, 50.528205 36.0379466)",,,
311169738,خیابان طالقانی,primary,True,False,16.272,"LINESTRING (50.5280388 36.0377456, 50.5278856 36.0378235)",,,
311823866,قوامی,residential,False,True,130.178,"LINESTRING (50.5345387 36.0456087, 50.5353626 36.044646)",,,
654029832,بلوار امام خمینی (ره),secondary,True,False,50.808,"LINESTRING (50.5345387 36.0456087, 50.5348708 36.0459784)",,,
311823858,۲۷,residential,False,True,14.835,"LINESTRING (50.5298763 36.0444041, 50.52973 36.0444658)",,,
899710463,خیابان مطهری,tertiary,False,False,7.416,"LINESTRING (50.5298763 36.0444041, 50.5299313 36.0444538)",,,
1025728875,خیابان شجاعی,residential,True,False,95.774,"LINESTRING (50.5275962 36.038983, 50.5269426 36.0383029)",,,
1025728875,خیابان شجاعی,residential,True,False,49.21,"LINESTRING (50.5279877 36.0393903, 50.5276518 36.0390409)",,,
1025728875,خیابان شجاعی,residential,True,False,52.709,"LINESTRING (50.5283474 36.0397646, 50.5279877 36.0393903)",,,
311166642,جهان بخشی,residential,False,False,211.214,"LINESTRING (50.5285772 36.0400037, 50.5266719 36.0411148)",,,
1025728875,خیابان شجاعی,residential,True,False,33.672,"LINESTRING (50.5285772 36.0400037, 50.5283474 36.0397646)",,,
311161865,خیابان مطهری,tertiary,False,False,45.125,"LINESTRING (50.5266719 36.0411148, 50.5269708 36.0414408)",,,
311166642,جهان بخشی,residential,False,True,211.214,"LINESTRING (50.5266719 36.0411148, 50.5285772 36.0400037)",,,
311161866,خیابان سید ابوتراب موسوی,residential,False,False,68.585,"LINESTRING (50.5289081 36.040348, 50.5295337 36.0399951)",,,
311161866,خیابان سید ابوتراب موسوی,residential,False,True,212.383,"LINESTRING (50.5289081 36.040348, 50.5269708 36.0414408)",,,
1025728875,خیابان شجاعی,residential,True,False,48.486,"LINESTRING (50.5289081 36.040348, 50.5285772 36.0400037)",,,
311161869,خیابان شجاعی,residential,False,False,79.752,"LINESTRING (50.5289081 36.040348, 50.5292523 36.0406831, 50.5294996 36.0408814)",,,
311161869,خیابان شجاعی,residential,False,False,65.001,"LINESTRING (50.5294996 36.0408814, 50.5300132 36.0412928)",,,
311166644,۱۶,residential,False,False,220.581,"LINESTRING (50.5294996 36.0408814, 50.5275749 36.0421115)",,,
311161869,خیابان شجاعی,residential,False,True,79.752,"LINESTRING (50.5294996 36.0408814, 50.5292523 36.0406831, 50.5289081 36.040348)",,,
311161865,خیابان مطهری,tertiary,False,False,11.195,"LINESTRING (50.5275749 36.0421115, 50.52765 36.0421918)",,,
311161865,خیابان مطهری,tertiary,False,True,39.492,"LINESTRING (50.5275749 36.0421115, 50.5273087 36.041829)",,,
311166644,۱۶,residential,False,True,220.581,"LINESTRING (50.5275749 36.0421115, 50.5294996 36.0408814)",,,
311161865,خیابان مطهری,tertiary,False,False,39.492,"LINESTRING (50.5273087 36.041829, 50.5275749 36.0421115)",,,
311161865,خیابان مطهری,tertiary,False,True,52.785,"LINESTRING (50.5273087 36.041829, 50.5269708 36.0414408)",,,
311161865,خیابان مطهری,tertiary,False,False,37.45,"LINESTRING (50.52765 36.0421918, 50.5278953 36.042464)",,,
311161865,خیابان مطهری,tertiary,False,True,11.195,"LINESTRING (50.52765 36.0421918, 50.5275749 36.0421115)",,,
311166647,شهبازی,residential,False,False,121.681,"LINESTRING (50.52765 36.0421918, 50.5265182 36.0427918)",,,
311166647,شهبازی,residential,False,True,121.681,"LINESTRING (50.5265182 36.0427918, 50.52765 36.0421918)",,,
311166648,معراج شهدا,residential,False,False,38.721,"LINESTRING (50.5265182 36.0427918, 50.5267707 36.0430739)",,,
311166648,معراج شهدا,residential,False,True,38.721,"LINESTRING (50.5267707 36.0430739, 50.5265182 36.0427918)",,,
420475453,خیابان حاج سیاری,residential,False,False,121.75,"LINESTRING (50.5267707 36.0430739, 50.5278953 36.042464)",,,
36332280,بلوار امام خمینی (ره),secondary,True,False,59.379,"LINESTRING (50.5290279 36.0389416, 50.529395 36.0393855)",,,
311168590,خیابان شهید حسام,residential,True,False,53.18,"LINESTRING (50.5290279 36.0389416, 50.5294854 36.0386385)",,,
311168590,خیابان شهید حسام,residential,True,False,40.705,"LINESTRING (50.5300932 36.0382375, 50.5304634 36.0380268)",,,
1137198641,,residential,False,True,65.963,"LINESTRING (50.5300932 36.0382375, 50.5304675 36.0387477)",,,
311161868,خیابان شریعتی,tertiary,True,False,157.073,"LINESTRING (50.531616 36.0374794, 50.5324346 36.0387273)",60,,
311168590,خیابان شهید حسام,residential,True,False,64.065,"LINESTRING (50.531616 36.0374794, 50.5322398 36.037201)",,,
311169738,خیابان طالقانی,primary,True,False,100.155,"LINESTRING (50.5278856 36.0378235, 50.5270439 36.0382514, 50.5269426 36.0383029)",,,
311169741,خیابان دستغیب,residential,False,True,149.069,"LINESTRING (50.5345303 36.0418648, 50.535857 36.0410608)",40,yes,
654029831,خیابان مدنی,residential,False,False,43.98,"LINESTRING (50.5345303 36.0418648, 50.5341537 36.0421172)",,,
680979983,خیابان شریعتی,tertiary,False,False,33.216,"LINESTRING (50.5345303 36.0418648, 50.5347073 36.042127)",,,
680979983,خیابان شریعتی,tertiary,False,True,75.283,"LINESTRING (50.5345303 36.0418648, 50.5341292 36.0412705)",,,
654029831,خیابان مدنی,residential,False,True,176.18,"LINESTRING (50.5325916 36.0433102, 50.5340176 36.0422235)",,,
654029832,بلوار امام خمینی (ره),secondary,True,False,36.592,"LINESTRING (50.5325916 36.0433102, 50.532817 36.0435842)",,,
685787121,,residential,False,True,11.566,"LINESTRING (50.5325916 36.0433102, 50.5325007 36.0433838)",,,
311168591,شهید سپهبد قاسم سلیمانی,tertiary,False,False,38.422,"LINESTRING (50.5355584 36.037288, 50.5357945 36.037576)",,,
654029834,خیابان سید ابوتراب موسوی,residential,True,False,48.016,"LINESTRING (50.5355584 36.037288, 50.5350943 36.0375016)",,,
420604591,خیابان بسیج,residential,False,True,51.688,"LINESTRING (50.53701 36.0382227, 50.5365036 36.0384427)",,,
311168591,شهید سپهبد قاسم سلیمانی,tertiary,False,True,115.555,"LINESTRING (50.5365036 36.0384427, 50.5357945 36.037576)",,,
420604591,خیابان بسیج,residential,False,False,51.688,"LINESTRING (50.5365036 36.0384427, 50.53701 36.0382227)",,,
420604591,خیابان بسیج,residential,False,True,102.632,"LINESTRING (50.5365036 36.0384427, 50.535498 36.0388794)",,,
311161868,خیابان شریعتی,tertiary,True,False,145.22,"LINESTRING (50.5324346 36.0387273, 50.5331915 36.039881)",60,,
1188400453,خیابان سید ابوتراب موسوی,residential,False,True,38.081,"LINESTRING (50.5324346 36.0387273, 50.5320663 36.0388964)",,,
420604591,خیابان بسیج,residential,False,False,73.036,"LINESTRING (50.5331915 36.039881, 50.5339071 36.0395702)",,,
420604591,خیابان بسیج,residential,False,True,39.75,"LINESTRING (50.5331915 36.039881, 50.532802 36.0400501)",,,
680979983,خیابان شریعتی,tertiary,False,False,93.866,"LINESTRING (50.5331915 36.039881, 50.5336916 36.040622)",,,
36332280,بلوار امام خمینی (ره),secondary,True,False,148.293,"LINESTRING (50.5297829 36.0398545, 50.5306997 36.0409631)",,,
311161866,خیابان سید ابوتراب موسوی,residential,False,True,17.179,"LINESTRING (50.5297829 36.0398545, 50.5296262 36.0399429)",,,
1132685096,خیابان سید ابوتراب موسوی,residential,True,False,27.828,"LINESTRING (50.5297829 36.0398545, 50.5300574 36.0397389)",,,
311161866,خیابان سید ابوتراب موسوی,residential,False,False,17.179,"LINESTRING (50.5296262 36.0399429, 50.5297829 36.0398545)",,,
311161866,خیابان سید ابوتراب موسوی,residential,False,True,10.142,"LINESTRING (50.5296262 36.0399429, 50.5295337 36.0399951)",,,
420457891,بلوار امام خمینی (ره),secondary,True,False,187.187,"LINESTRING (50.5296262 36.0399429, 50.5284744 36.0385406)",,,
420475453,خیابان حاج سیاری,residential,False,True,14.339,"LINESTRING (50.5306997 36.0409631, 50.5305602 36.0410256)",,,
420604591,خیابان بسیج,residential,False,False,76.636,"LINESTRING (50.5306997 36.0409631, 50.5314506 36.040637)",,,
420604592,بلوار امام خمینی (ره),secondary,True,False,187.306,"LINESTRING (50.5306997 36.0409631, 50.5318372 36.0423743)",,,
420457891,بلوار امام خمینی (ره),secondary,True,False,146.787,"LINESTRING (50.5305602 36.0410256, 50.5296262 36.0399429)",,,
420475453,خیابان حاج سیاری,residential,False,False,14.339,"LINESTRING (50.5305602 36.0410256, 50.5306997 36.0409631)",,,
420475453,خیابان حاج سیاری,residential,False,True,57.46,"LINESTRING (50.5305602 36.0410256, 50.5300132 36.0412928)",,,
311161869,خیابان شجاعی,residential,False,False,28.568,"LINESTRING (50.5300132 36.0412928, 50.5302192 36.0414884)",,,
311161869,خیابان شجاعی,residential,False,True,65.001,"LINESTRING (50.5300132 36.0412928, 50.5294996 36.0408814)",,,
420475453,خیابان حاج سیاری,residential,False,False,57.46,"LINESTRING (50.5300132 36.0412928, 50.5305602 36.0410256)",,,
420475453,خیابان حاج سیاری,residential,False,True,230.697,"LINESTRING (50.5300132 36.0412928, 50.5278953 36.042464)",,,
311161865,خیابان مطهری,tertiary,False,False,52.785,"LINESTRING (50.5269708 36.0414408, 50.5273087 36.041829)",,,
311161865,خیابان مطهری,tertiary,False,True,45.125,"LINESTRING (50.5269708 36.0414408, 50.5266719 36.0411148)",,,
311161866,خیابان سید ابوتراب موسوی,residential,False,False,212.383,"LINESTRING (50.5269708 36.0414408, 50.5289081 36.040348)",,,
311161865,خیابان مطهری,tertiary,False,False,22.547,"LINESTRING (50.5278953 36.042464, 50.5280453 36.0426265)",,,
311161865,خیابان مطهری,tertiary,False,True,37.45,"LINESTRING (50.5278953 36.042464, 50.52765 36.0421918)",,,
420475453,خیابان حاج سیاری,residential,False,False,230.697,"LINESTRING (50.5278953 36.042464, 50.5300132 36.0412928)",,,
420475453,خیابان حاج سیاری,residential,False,True,121.75,"LINESTRING (50.5278953 36.042464, 50.5267707 36.0430739)",,,
311823855,,residential,False,False,18.45,"LINESTRING (50.5266819 36.0437017, 50.5266524 36.0438659)",,,
420473554,افغانی,residential,False,True,169.901,"LINESTRING (50.5266819 36.0437017, 50.5282436 36.0428414)",,,
"[311823854, 311823855]",اندیشه,residential,False,"[False, True]",30.568,"LINESTRING (50.5268167 36.0447558, 50.5267817 36.0448477, 50.526879 36.0450082)",,,
