osmid,name,highway,junction,oneway,reversed,length,geometry,bridge,lanes,maxspeed
179379157,میدان باطنی,secondary,roundabout,True,False,39.194,"LINESTRING (48.8494078 32.0497749, 48.8495069 32.049712, 48.8495954 32.0496748, 48.8496477 32.0496644, 48.8496953 32.0496652, 48.8497429 32.0496805, 48.8497739 32.0497033)",,,
179379157,میدان باطنی,secondary,roundabout,True,False,9.698,"LINESTRING (48.8492998 32.0501009, 48.8492165 32.0500497)",,,
"[437166784, 437166794, 437166944]",,residential,,False,False,154.518,"LINESTRING (48.8492998 32.0501009, 48.8492591 32.0503, 48.8491652 32.0505182, 48.8489506 32.0507524, 48.8491545 32.0508661, 48.8496426 32.0510479)",yes,,
179379157,میدان باطنی,secondary,roundabout,True,False,5.632,"LINESTRING (48.8492165 32.0500497, 48.8491803 32.0500094)",,,
179379157,میدان باطنی,secondary,roundabout,True,False,4.591,"LINESTRING (48.8491803 32.0500094, 48.8491919 32.0499693)",,,
741596605,بلوار علامه شیخ شوشتری,secondary,,True,False,22.101,"LINESTRING (48.8491919 32.0499693, 48.8490324 32.0498236)",,,
179379157,میدان باطنی,secondary,roundabout,True,False,30.307000000000002,"LINESTRING (48.8491919 32.0499693, 48.8492229 32.0499083, 48.8493059 32.0498407, 48.8494078 32.0497749)",,,
307495797,,residential,,False,False,65.382,"LINESTRING (48.8478581 32.0510576, 48.8478217 32.0509464, 48.8477759 32.050892, 48.8477057 32.050848, 48.8476202 32.0508118, 48.8473279 32.0507731)",,,
703785832,,secondary,,True,False,49.5,"LINESTRING (48.8478581 32.0510576, 48.8479243 32.0509566, 48.848046 32.0507886, 48.8481508 32.0506903)",,,
179457150,میدان ۱۷ شهریور,secondary,roundabout,True,False,33.324,"LINESTRING (48.8556614 32.0464019, 48.855687 32.0464736, 48.8556878 32.046586, 48.8556409 32.0466911)",,2,50
179457150,میدان ۱۷ شهریور,secondary,roundabout,True,False,25.494,"LINESTRING (48.8556409 32.0466911, 48.8555504 32.0467763, 48.8554294 32.0468275)",,2,50
179457246,شهید شرافت,residential,,True,False,53.757,"LINESTRING (48.8556409 32.0466911, 48.8556553 32.0467609, 48.8557008 32.0468426, 48.8559186 32.047066, 48.8559418 32.0470918)",,,
179457150,میدان ۱۷ شهریور,secondary,roundabout,True,False,42.905,"LINESTRING (48.8554294 32.0468275, 48.8553164 32.0468388, 48.8552048 32.04682, 48.8551056 32.0467727, 48.8550285 32.0467017)",,2,50
179457153,شریعتی,secondary,,False,True,53.493,"LINESTRING (48.8550285 32.0467017, 48.854559 32.046972)",,,
179457150,میدان ۱۷ شهریور,secondary,roundabout,True,False,49.211,"LINESTRING (48.8550285 32.0467017, 48.8549839 32.0466217, 48.854968 32.0465342, 48.8549821 32.0464465, 48.8550252 32.0463659, 48.8550935 32.0462989)",,2,50
179457150,میدان ۱۷ شهریور,secondary,roundabout,True,False,53.967000000000006,"LINESTRING (48.8550935 32.0462989, 48.8552004 32.0462446, 48.8553227 32.0462241, 48.8554459 32.04624, 48.8555555 32.0462902, 48.8556049 32.046337)",,2,50
179457153,شریعتی,secondary,,False,False,53.493,"LINESTRING (48.854559 32.046972, 48.8550285 32.0467017)",,,
179457153,شریعتی,secondary,,False,True,52.446,"LINESTRING (48.854559 32.046972, 48.854262 32.0471346, 48.8540952 32.0472325)",,,
303373056,بدیع زاده,residential,,False,False,127.451,"LINESTRING (48.854559 32.046972, 48.8551975 32.0475721, 48.8554775 32.0478129)",,,
727216870,فرهنگ,residential,,False,False,37.239,"LINESTRING (48.8562216 32.0486835, 48.8558809 32.0488531)",,,
303373056,بدیع زاده,residential,,False,True,120.12300000000002,"LINESTRING (48.8562216 32.0486835, 48.8559339 32.048297, 48.8557447 32.0480427, 48.8554775 32.0478129)",,,
303373522,جاده پارک داریون,residential,,False,False,78.286,"LINESTRING (48.8481508 32.0506903, 48.8477946 32.0507504, 48.8473279 32.0507731)",,,
"[703785832, 706111353]",آزادگان,secondary,,True,False,99.48500000000001,"LINESTRING (48.8481508 32.0506903, 48.848286 32.0505528, 48.8486991 32.050294, 48.8489703 32.0501336)",yes,,
303373522,جاده پارک داریون,residential,,False,False,25.786,"LINESTRING (48.8473279 32.0507731, 48.8470543 32.0507731)",,,
303373522,جاده پارک داریون,residential,,False,True,78.286,"LINESTRING (48.8473279 32.0507731, 48.8477946 32.0507504, 48.8481508 32.0506903)",,,
307495797,,residential,,False,True,65.382,"LINESTRING (48.8473279 32.0507731, 48.8476202 32.0508118, 48.8477057 32.050848, 48.8477759 32.050892, 48.8478217 32.0509464, 48.8478581 32.0510576)",,,
303373522,جاده پارک داریون,residential,,False,True,25.786,"LINESTRING (48.8470543 32.0507731, 48.8473279 32.0507731)",,,
304493175,آزادی,residential,,False,False,27.223,"LINESTRING (48.8494154 32.0490737, 48.849453 32.0489782, 48.8495811 32.0488834)",,,
307495992,براء ابن مالک,residential,,False,False,46.319,"LINESTRING (48.8510673 32.0484776, 48.8513117 32.048839)",,,
304493175,آزادی,residential,,False,True,154.213,"LINESTRING (48.8510673 32.0484776, 48.8504715 32.048569, 48.850381 32.0485826, 48.8500484 32.0485644, 48.8500002 32.0485735, 48.8495811 32.0488834)",,,
307495992,براء ابن مالک,residential,,False,True,105.449,"LINESTRING (48.8510673 32.0484776, 48.8509542 32.0482751, 48.8505853 32.0476218)",,,
304493175,آزادی,residential,,False,False,154.21300000000002,"LINESTRING (48.8495811 32.0488834, 48.8500002 32.0485735, 48.8500484 32.0485644, 48.850381 32.0485826, 48.8504715 32.048569, 48.8510673 32.0484776)",,,
304493175,آزادی,residential,,False,True,27.223,"LINESTRING (48.8495811 32.0488834, 48.849453 32.0489782, 48.8494154 32.0490737)",,,
304493177,نصراله کلکران,residential,,False,False,183.169,"LINESTRING (48.8495811 32.0488834, 48.8496193 32.0486008, 48.8498446 32.0481916, 48.8498515 32.048123, 48.8498607 32.0480325, 48.8498924 32.0480026, 48.8500538 32.0478506, 48.8504293 32.0476687, 48.8505853 32.0476218)",,,
"[307495921, 670064258, 670064257]",خادمی,residential,,False,"[False, True]",317.134,"LINESTRING (48.8495811 32.0488834, 48.8493573 32.0486526, 48.8492262 32.0484381, 48.8492045 32.0484026, 48.8491535 32.0482093, 48.8491615 32.0481025, 48.8491079 32.0478638, 48.8490025 32.0476369, 48.8487177 32.0471231, 48.8485734 32.0472276, 48.8484199 32.0472435, 48.8476936 32.0473185)",,,
304493179,سنگ فرش,residential,,False,False,129.604,"LINESTRING (48.85226 32.0468957, 48.8527033 32.0473207, 48.8530096 32.0476232, 48.8531451 32.0477865)",,,
304495473,سنگ فرش,residential,,False,True,135.454,"LINESTRING (48.85226 32.0468957, 48.8521521 32.0464384, 48.8521225 32.0462682, 48.8521654 32.0461728, 48.8521703 32.0460228, 48.8521808 32.0456953)",,,
670064276,نعمت زاده,residential,,False,False,86.138,"LINESTRING (48.85226 32.0468957, 48.8526448 32.0467229, 48.8530579 32.0465183)",,,
683229114,عالمی,residential,,False,True,166.74599999999998,"LINESTRING (48.85226 32.0468957, 48.8518562 32.0470958, 48.8517 32.0471884, 48.8512501 32.047455, 48.8511076 32.0475087, 48.8509121 32.0475823, 48.8507203 32.0475901)",,,
670064276,نعمت زاده,residential,,False,True,86.138,"LINESTRING (48.8530579 32.0465183, 48.8526448 32.0467229, 48.85226 32.0468957)",,,
