osmid,oneway,highway,reversed,length,lanes,name,maxspeed,tunnel,geometry,junction
320981489,True,tertiary,False,253.32399999999998,,شهید قندی,,,"LINESTRING (48.7524546 33.8929647, 48.7537146 33.8926999, 48.7551152 33.8924056)",
"[514203370, 514203372, 539174758]",False,residential,"[False, True]",257.357,,"['شهید بیرانوند', 'شهید حسین بیرانوند']",30,,"LINESTRING (48.7572719 33.8901811, 48.7579861 33.8897157, 48.7580699 33.8896611, 48.7582485 33.8898396, 48.7585158 33.8897761, 48.758576 33.8897618, 48.758765 33.8900589, 48.7587104 33.8900767, 48.7587857 33.8901662, 48.7587988 33.8901606, 48.7591728 33.8899997, 48.7592411 33.8899152)",
488571587,True,secondary,False,52.114,2,بلوار شهدا,,,"LINESTRING (48.7519063 33.8970817, 48.7514237 33.897325)",
538957485,False,residential,False,155.067,,آزادی,30,,"LINESTRING (48.7519063 33.8970817, 48.7524901 33.8980509, 48.7526424 33.898335)",
488571587,True,secondary,False,51.551,2,بلوار شهدا,,,"LINESTRING (48.7514237 33.897325, 48.750959 33.8975822)",
480311843,True,secondary,False,21.945,2,حافظ شمالی,,,"LINESTRING (48.754049 33.8982345, 48.7541045 33.8984264)",
586589754,False,residential,True,109.70500000000001,,خالقیان,30,,"LINESTRING (48.754049 33.8982345, 48.753454 33.8983613, 48.7528977 33.8984798)",
480311843,True,secondary,False,20.755,2,حافظ شمالی,,,"LINESTRING (48.7538619 33.8975879, 48.7539144 33.8977694)",
"[503342539, 538957486]",False,residential,"[False, True]",164.527,,احمدی,30,,"LINESTRING (48.7538619 33.8975879, 48.7534752 33.8977458, 48.7534534 33.8977567, 48.7534457 33.8977904, 48.7535208 33.8980442, 48.7535021 33.8980887, 48.753466 33.8981147, 48.7533429 33.8981429, 48.7526424 33.898335)",
"[592688210, 538377006]",False,residential,False,114.696,,حبیبی,30,,"LINESTRING (48.7552508 33.8983801, 48.7552186 33.8982875, 48.7551321 33.8982986, 48.7541045 33.8984264)",
586589751,False,residential,False,129.742,,میر,30,,"LINESTRING (48.7552508 33.8983801, 48.7556536 33.8982289, 48.7556232 33.8980439, 48.755589 33.8978364, 48.7555232 33.8974364)",
503342543,False,residential,False,117.538,,مسجد میر,30,,"LINESTRING (48.7554899 33.8969386, 48.7559686 33.8969041, 48.7562165 33.8968863, 48.7563302 33.8964446)",
586589751,False,residential,True,55.444,,میر,30,,"LINESTRING (48.7554899 33.8969386, 48.7555189 33.8973931, 48.7555207 33.8974213, 48.7555232 33.8974364)",
586589753,False,residential,False,66.455,,غروی,30,,"LINESTRING (48.7554899 33.8969386, 48.7549469 33.8968956, 48.7547972 33.8968211)",
320979843,True,secondary,False,102.851,2,بلوار صفا,,,"LINESTRING (48.7581523 33.896229, 48.7581082 33.8960135, 48.7579657 33.8953171)",
538377010,False,residential,True,103.24799999999999,,شهید حسین ماهرخ,30,,"LINESTRING (48.7581523 33.896229, 48.7574316 33.8963164, 48.7573264 33.896329, 48.7571089 33.8963646, 48.7570466 33.8963658)",
428455732,True,secondary,False,25.192,2,بلوار آزادی,,,"LINESTRING (48.7600827 33.8902124, 48.7602084 33.8900113)",
480311846,True,secondary,False,58.696,2,حافظ جنوبی,,,"LINESTRING (48.7527797 33.8941136, 48.752925 33.8946275)",
590146345,False,residential,True,72.702,,امیریان,30,,"LINESTRING (48.7527797 33.8941136, 48.7522639 33.8942413, 48.7520483 33.8942969, 48.7520257 33.8943027)",
"[590440245, 507498389]",False,residential,True,160.906,,"['زرندی', 'بحرالعلوم']",30,,"LINESTRING (48.7527797 33.8941136, 48.7533335 33.8938509, 48.7535611 33.8940368, 48.753995 33.8938149, 48.7540134 33.8938055, 48.7542304 33.8936945)",
538957458,False,residential,True,44.23,,,30,,"LINESTRING (48.7515495 33.894842, 48.7513949 33.8944655)",
507498386,False,residential,True,76.523,,شیرزاده,30,,"LINESTRING (48.7515495 33.894842, 48.7513274 33.8949155, 48.7511259 33.8949822, 48.7509263 33.8950483, 48.7507794 33.8950969)",
"[538957458, 538957451]",False,residential,"[False, True]",89.281,,,30,,"LINESTRING (48.7515495 33.894842, 48.7516101 33.8949838, 48.7517258 33.8949311, 48.7518324 33.8950902, 48.7518904 33.8952123, 48.7519836 33.8954285)",
507498389,False,residential,False,28.713,,بحرالعلوم,30,,"LINESTRING (48.7560581 33.8927222, 48.7558007 33.8928672)",
584376828,False,secondary,False,67.013,2,سعدی,,,"LINESTRING (48.7560581 33.8927222, 48.7555159 33.8923214)",
584376828,False,secondary,True,7.078,2,سعدی,,,"LINESTRING (48.7560581 33.8927222, 48.7561154 33.8927645)",
584376828,False,secondary,False,18.726,2,سعدی,,,"LINESTRING (48.752556 33.8901337, 48.7524045 33.8900217)",
584376828,False,secondary,True,32.477,2,سعدی,,,"LINESTRING (48.752556 33.8901337, 48.7528188 33.8903279)",
428455727,True,secondary,False,162.345,2,بلوار آزادی,,,"LINESTRING (48.7603588 33.8899382, 48.7595489 33.8912342)",
507515107,False,residential,True,34.944,,خورزمان,30,,"LINESTRING (48.7605893 33.8909323, 48.7609488 33.8908338)",
507515107,False,residential,False,106.167,,خورزمان,30,,"LINESTRING (48.7605893 33.8909323, 48.7605135 33.8909542, 48.7603776 33.8909934, 48.76022 33.8910389, 48.7598192 33.8911576, 48.7597973 33.8911835, 48.7597586 33.89123, 48.7597322 33.8912545, 48.7597037 33.8912613, 48.7595489 33.8912342)",
542731952,False,residential,True,23.031,,وارسته,30,,"LINESTRING (48.7605893 33.8909323, 48.7606558 33.8910047, 48.7607406 33.891097)",
542731959,False,residential,True,26.976,,,30,,"LINESTRING (48.7604305 33.8934164, 48.7607072 33.8934945)",
542781562,False,residential,False,36.547,,,30,,"LINESTRING (48.7604305 33.8934164, 48.7605081 33.8930941)",
"[591394513, 542731959]",False,residential,False,67.143,,گلستان,30,,"LINESTRING (48.7604305 33.8934164, 48.760079 33.893403, 48.7601954 33.8936994)",
545647788,False,residential,False,112.90899999999999,,کاوند,30,,"LINESTRING (48.7587259 33.8984192, 48.7592738 33.8982273, 48.7592915 33.8982212, 48.7594215 33.8981619, 48.7595002 33.8980888, 48.7595744 33.898017, 48.7596609 33.8979672, 48.7597669 33.8979141)",
428455732,True,secondary,False,44.668,2,بلوار آزادی,,,"LINESTRING (48.7598599 33.890569, 48.7600827 33.8902124)",
514203367,False,residential,False,49.671,,خاکی,30,,"LINESTRING (48.7598599 33.890569, 48.7595004 33.8902366)",
514203367,False,residential,True,49.671,,خاکی,30,,"LINESTRING (48.7595004 33.8902366, 48.7598599 33.890569)",
514203367,False,residential,False,43.012,,خاکی,30,,"LINESTRING (48.7595004 33.8902366, 48.7593591 33.8900615, 48.7592411 33.8899152)",
514203380,False,residential,False,111.513,,شهید زمردی,30,,"LINESTRING (48.7595004 33.8902366, 48.75934 33.8903191, 48.759305 33.8902968, 48.7589979 33.8904399, 48.7589586 33.8904593, 48.7584595 33.8907003)",
514203367,False,residential,True,43.012,,خاکی,30,,"LINESTRING (48.7592411 33.8899152, 48.7593591 33.8900615, 48.7595004 33.8902366)",
"[514203370, 514203372, 539174758]",False,residential,"[False, True]",257.35699999999997,,"['شهید بیرانوند', 'شهید حسین بیرانوند']",30,,"LINESTRING (48.7592411 33.8899152, 48.7591728 33.8899997, 48.7587988 33.8901606, 48.7587857 33.8901662, 48.7587104 33.8900767, 48.758765 33.8900589, 48.758576 33.8897618, 48.7585158 33.8897761, 48.7582485 33.8898396, 48.7580699 33.8896611, 48.7579861 33.8897157, 48.7572719 33.8901811)",
489438232,True,tertiary,False,46.352,2,(قدغون) شهید رضایی,,,"LINESTRING (48.7577337 33.8907552, 48.757691 33.8907043, 48.7574573 33.8904072)",
514203376,False,residential,False,88.351,,شهید هراتی,30,,"LINESTRING (48.7577337 33.8907552, 48.7582947 33.8904842, 48.7584595 33.8907003)",
489438232,True,tertiary,False,45.557,2,(قدغون) شهید رضایی,,,"LINESTRING (48.7582255 33.8913418, 48.7579436 33.8910055)",
514203377,False,residential,False,55.96,,شهید ابوالفتحی,30,,"LINESTRING (48.7582255 33.8913418, 48.758638 33.8911409, 48.7587484 33.8910871)",
514203377,False,residential,True,55.96,,شهید ابوالفتحی,30,,"LINESTRING (48.7587484 33.8910871, 48.758638 33.8911409, 48.7582255 33.8913418)",
1082662045,False,residential,True,41.937,,,,,"LINESTRING (48.7584595 33.8907003, 48.7587284 33.8910043)",
514203376,False,residential,True,88.351,,شهید هراتی,30,,"LINESTRING (48.7584595 33.8907003, 48.7582947 33.8904842, 48.7577337 33.8907552)",
514203380,False,residential,True,111.513,,شهید زمردی,30,,"LINESTRING (48.7584595 33.8907003, 48.7589586 33.8904593, 48.7589979 33.8904399, 48.759305 33.8902968, 48.75934 33.8903191, 48.7595004 33.8902366)",
"[592688210, 538377006]",False,residential,True,114.696,,حبیبی,30,,"LINESTRING (48.7541045 33.8984264, 48.7551321 33.8982986, 48.7552186 33.8982875, 48.7552508 33.8983801)",
480311843,True,secondary,False,53.188,2,حافظ شمالی,,,"LINESTRING (48.7539144 33.8977694, 48.754049 33.8982345)",
538377007,False,residential,False,162.72799999999998,,جنانی,30,,"LINESTRING (48.7539144 33.8977694, 48.7543176 33.8976817, 48.7547755 33.8976057, 48.7548375 33.897566, 48.7548351 33.8975198, 48.7548241 33.8974846, 48.7555232 33.8974364)",
538377007,False,residential,True,162.72799999999998,,جنانی,30,,"LINESTRING (48.7555232 33.8974364, 48.7548241 33.8974846, 48.7548351 33.8975198, 48.7548375 33.897566, 48.7547755 33.8976057, 48.7543176 33.8976817, 48.7539144 33.8977694)",
586589751,False,residential,False,55.444,,میر,30,,"LINESTRING (48.7555232 33.8974364, 48.7555207 33.8974213, 48.7555189 33.8973931, 48.7554899 33.8969386)",
586589751,False,residential,True,129.74200000000002,,میر,30,,"LINESTRING (48.7555232 33.8974364, 48.755589 33.8978364, 48.7556232 33.8980439, 48.7556536 33.8982289, 48.7552508 33.8983801)",
538377008,False,residential,False,142.153,,محمود حیدری,30,,"LINESTRING (48.7547972 33.8968211, 48.7549138 33.8964619, 48.7549509 33.8963695, 48.7549658 33.8962964, 48.7549684 33.8962798, 48.7549755 33.8962348, 48.7549723 33.8961811, 48.7549271 33.8960812, 48.7549039 33.896024, 48.7547926 33.8957497, 48.7546939 33.8956094)",
586589752,False,residential,False,45.519,,غروی,30,,"LINESTRING (48.7547972 33.8968211, 48.7546406 33.8967626, 48.7543255 33.8967098)",
586589753,False,residential,True,66.455,,غروی,30,,"LINESTRING (48.7547972 33.8968211, 48.7549469 33.8968956, 48.7554899 33.8969386)",
428455737,True,secondary,False,116.445,2,بلوار شهدا,,,"LINESTRING (48.7546939 33.8956094, 48.7536621 33.8961498, 48.7536269 33.8961682)",
538377008,False,residential,True,142.153,,محمود حیدری,30,,"LINESTRING (48.7546939 33.8956094, 48.7547926 33.8957497, 48.7549039 33.896024, 48.7549271 33.8960812, 48.7549723 33.8961811, 48.7549755 33.8962348, 48.7549684 33.8962798, 48.7549658 33.8962964, 48.7549509 33.8963695, 48.7549138 33.8964619, 48.7547972 33.8968211)",
503342543,False,residential,False,20.361,,مسجد میر,30,,"LINESTRING (48.7563302 33.8964446, 48.7565295 33.8963661)",
503342543,False,residential,True,117.53799999999998,,مسجد میر,30,,"LINESTRING (48.7563302 33.8964446, 48.7562165 33.8968863, 48.7559686 33.8969041, 48.7554899 33.8969386)",
538377011,False,residential,False,32.774,,ادیب,30,,"LINESTRING (48.7563302 33.8964446, 48.7560277 33.8963898, 48.7560176 33.8964266)",
503342543,False,residential,True,20.361,,مسجد میر,30,,"LINESTRING (48.7565295 33.8963661, 48.7563302 33.8964446)",
"[538377010, 503342543]",False,residential,False,47.805,,"['مسجد میر', 'شهید حسین ماهرخ']",30,,"LINESTRING (48.7565295 33.8963661, 48.7565358 33.8963636, 48.7568387 33.89637, 48.7570466 33.8963658)",
538377009,False,residential,True,209.986,,فهیمی,30,,"LINESTRING (48.7565295 33.8963661, 48.7565077 33.8961121, 48.7563815 33.8960888, 48.756167 33.8960492, 48.7558434 33.8959958, 48.7557048 33.8959729, 48.7556931 33.8959745, 48.7556643 33.8959786, 48.7556325 33.8960055, 48.7553175 33.8959764, 48.7552935 33.8959643, 48.7552747 33.8959322, 48.7551333 33.8953856)",
538377011,False,residential,False,14.311,,ادیب,30,,"LINESTRING (48.7560176 33.8964266, 48.7558661 33.8963992)",
1067856236,False,residential,True,16.147,,,30,,"LINESTRING (48.7560176 33.8964266, 48.755981 33.8965686)",
538377011,False,residential,True,32.774,,ادیب,30,,"LINESTRING (48.7560176 33.8964266, 48.7560277 33.8963898, 48.7563302 33.8964446)",
538377011,False,residential,True,14.311,,ادیب,30,,"LINESTRING (48.7558661 33.8963992, 48.7560176 33.8964266)",
538377010,False,residential,False,103.24799999999999,,شهید حسین ماهرخ,30,,"LINESTRING (48.7570466 33.8963658, 48.7571089 33.8963646, 48.7573264 33.896329, 48.7574316 33.8963164, 48.7581523 33.896229)",
"[538377010, 503342543]",False,residential,True,47.805,,"['مسجد میر', 'شهید حسین ماهرخ']",30,,"LINESTRING (48.7570466 33.8963658, 48.7568387 33.89637, 48.7565358 33.8963636, 48.7565295 33.8963661)",
538377012,False,residential,False,113.173,,نور,30,,"LINESTRING (48.7570466 33.8963658, 48.7571617 33.8969843, 48.7568761 33.8970121, 48.7568919 33.8971648)",
538377012,False,residential,True,113.173,,نور,30,,"LINESTRING (48.7568919 33.8971648, 48.7568761 33.8970121, 48.7571617 33.8969843, 48.7570466 33.8963658)",
591394514,False,residential,True,19.534,,راسته نجاران,30,,"LINESTRING (48.7607296 33.8941975, 48.7605185 33.89421)",
538377037,False,residential,False,88.196,,,30,,"LINESTRING (48.7607296 33.8941975, 48.7607949 33.8943356, 48.7608002 33.8944796, 48.7605542 33.8945032, 48.7605427 33.8943268, 48.7605185 33.89421)",
591394514,False,residential,False,35.68,,راسته نجاران,30,,"LINESTRING (48.7607296 33.8941975, 48.7607716 33.894195, 48.7610967 33.8941005)",
591394514,False,residential,False,19.534,,راسته نجاران,30,,"LINESTRING (48.7605185 33.89421, 48.7607296 33.8941975)",
538377037,False,residential,True,88.196,,,30,,"LINESTRING (48.7605185 33.89421, 48.7605427 33.8943268, 48.7605542 33.8945032, 48.7608002 33.8944796, 48.7607949 33.8943356, 48.7607296 33.8941975)",
"[591394513, 591394514]",False,residential,True,71.639,,"['راسته نجاران', 'گلستان']",30,,"LINESTRING (48.7605185 33.89421, 48.7604361 33.8942149, 48.7603986 33.8942171, 48.7603826 33.8941762, 48.7602722 33.8938951, 48.7601954 33.8936994)",
539004466,False,residential,False,26.528,,نکیسا,30,,"LINESTRING (48.7556154 33.8900964, 48.7555885 33.8900981, 48.7555682 33.8900993, 48.7553288 33.8901141)",
539004466,False,residential,True,60.754000000000005,,نکیسا,30,,"LINESTRING (48.7556154 33.8900964, 48.7556996 33.8900957, 48.7558442 33.8900249, 48.7558531 33.8900208, 48.7559028 33.8899974, 48.7560147 33.8899449, 48.7561887 33.8898752, 48.7562041 33.8898691)",
538821655,False,residential,True,12.154,,احمد میری,30,,"LINESTRING (48.755064 33.8908361, 48.7549962 33.8907424)",
538821657,False,residential,True,17.838,,شهید تنه کار,30,,"LINESTRING (48.755064 33.8908361, 48.7552354 33.890762)",
538821657,False,residential,False,99.35100000000001,,شهید تنه کار,30,,"LINESTRING (48.755064 33.8908361, 48.7548324 33.8909466, 48.7544889 33.8911107, 48.7542925 33.89124, 48.7541641 33.8913223)",
538821657,False,residential,False,17.838,,شهید تنه کار,30,,"LINESTRING (48.7552354 33.890762, 48.755064 33.8908361)",
584376828,False,secondary,True,21.803,2,سعدی,,,"LINESTRING (48.7541641 33.8913223, 48.7543405 33.8914527)",
538821657,False,residential,True,99.351,,شهید تنه کار,30,,"LINESTRING (48.7541641 33.8913223, 48.7542925 33.89124, 48.7544889 33.8911107, 48.7548324 33.8909466, 48.755064 33.8908361)",
584376828,False,secondary,False,105.147,2,سعدی,,,"LINESTRING (48.7541641 33.8913223, 48.7537925 33.8910476, 48.753617 33.8909179, 48.7534761 33.8908137, 48.7533133 33.8906935)",
584376828,False,secondary,False,49.319,2,سعدی,,,"LINESTRING (48.7533133 33.8906935, 48.7529143 33.8903985)",
538821659,False,residential,False,85.474,,ساداتی,30,,"LINESTRING (48.7533133 33.8906935, 48.753588 33.8905719, 48.7541487 33.8903628)",
584376828,False,secondary,True,105.14699999999999,2,سعدی,,,"LINESTRING (48.7533133 33.8906935, 48.7534761 33.8908137, 48.753617 33.8909179, 48.7537925 33.8910476, 48.7541641 33.8913223)",
538821659,False,residential,True,85.474,,ساداتی,30,,"LINESTRING (48.7541487 33.8903628, 48.753588 33.8905719, 48.7533133 33.8906935)",
584376828,False,secondary,False,11.804,2,سعدی,,,"LINESTRING (48.7529143 33.8903985, 48.7528188 33.8903279)",
584376828,False,secondary,True,49.319,2,سعدی,,,"LINESTRING (48.7529143 33.8903985, 48.7533133 33.8906935)",
538821662,False,residential,False,38.045,,,30,,"LINESTRING (48.7528188 33.8903279, 48.7525726 33.8906023)",
584376828,False,secondary,False,32.477,2,سعدی,,,"LINESTRING (48.7528188 33.8903279, 48.752556 33.8901337)",
584376828,False,secondary,True,11.804,2,سعدی,,,"LINESTRING (48.7528188 33.8903279, 48.7529143 33.8903985)",
538821662,False,residential,True,38.045,,,30,,"LINESTRING (48.7525726 33.8906023, 48.7528188 33.8903279)",
538821663,False,residential,False,44.699999999999996,,همتی,30,,"LINESTRING (48.7533086 33.8908211, 48.7531864 33.8908286, 48.7530523 33.8908417, 48.7529472 33.8908705, 48.7528806 33.8909005, 48.7528547 33.8909261)",
480311846,True,secondary,False,107.537,2,حافظ جنوبی,,,"LINESTRING (48.7519794 33.8912847, 48.7522457 33.8922262)",
538821663,False,residential,True,95.643,,همتی,30,,"LINESTRING (48.7519794 33.8912847, 48.7522105 33.8912453, 48.7523191 33.8912551, 48.7524333 33.8912405, 48.7525216 33.8912012, 48.752597 33.8911639, 48.7526832 33.8911004, 48.7527805 33.8910161, 48.7528303 33.8909504, 48.7528547 33.8909261)",
538821663,False,residential,False,95.64299999999999,,همتی,30,,"LINESTRING (48.7528547 33.8909261, 48.7528303 33.8909504, 48.7527805 33.8910161, 48.7526832 33.8911004, 48.752597 33.8911639, 48.7525216 33.8912012, 48.7524333 33.8912405, 48.7523191 33.8912551, 48.7522105 33.8912453, 48.7519794 33.8912847)",
538821663,False,residential,True,44.7,,همتی,30,,"LINESTRING (48.7528547 33.8909261, 48.7528806 33.8909005, 48.7529472 33.8908705, 48.7530523 33.8908417, 48.7531864 33.8908286, 48.7533086 33.8908211)",
538821664,False,residential,False,109.221,,صبا,30,,"LINESTRING (48.7528547 33.8909261, 48.7520534 33.8906687, 48.7518085 33.8904925)",
480311846,True,secondary,False,84.351,2,حافظ جنوبی,,,"LINESTRING (48.7522457 33.8922262, 48.7524546 33.8929647)",
538821675,False,residential,False,100.315,,مهاجر,30,,"LINESTRING (48.7522457 33.8922262, 48.7512026 33.8924795)",
538821675,False,residential,True,41.415,,مهاجر,30,,"LINESTRING (48.7507725 33.8925856, 48.7512026 33.8924795)",
538821675,False,residential,False,41.415,,مهاجر,30,,"LINESTRING (48.7512026 33.8924795, 48.7507725 33.8925856)",
538821675,False,residential,True,100.315,,مهاجر,30,,"LINESTRING (48.7512026 33.8924795, 48.7522457 33.8922262)",
538821676,False,residential,False,15.255,,,30,,"LINESTRING (48.7512026 33.8924795, 48.7511783 33.8923438)",
538821676,False,residential,True,12.244,,,30,,"LINESTRING (48.7511587 33.8922349, 48.7511783 33.8923438)",
538821677,False,residential,False,28.339,,,30,,"LINESTRING (48.7511587 33.8922349, 48.7512831 33.8920019)",
538821677,False,residential,True,28.339,,,30,,"LINESTRING (48.7512831 33.8920019, 48.7511587 33.8922349)",
538821678,False,residential,False,25.712,,,30,,"LINESTRING (48.7512831 33.8920019, 48.7515466 33.8919269)",
"[538821680, 538821677]",False,residential,False,53.846999999999994,,,30,,"LINESTRING (48.7512831 33.8920019, 48.7513827 33.8918151, 48.7513495 33.8917675, 48.7511036 33.8916729)",
538821678,False,residential,True,25.712,,,30,,"LINESTRING (48.7515466 33.8919269, 48.7512831 33.8920019)",
538821681,False,residential,False,47.906,,خندانی,30,,"LINESTRING (48.7511036 33.8916729, 48.751445 33.8913484)",
"[538821680, 538821677]",False,residential,True,53.846999999999994,,,30,,"LINESTRING (48.7511036 33.8916729, 48.7513495 33.8917675, 48.7513827 33.8918151, 48.7512831 33.8920019)",
480311846,True,secondary,False,33.045,2,حافظ جنوبی,,,"LINESTRING (48.7518975 33.8909954, 48.7519794 33.8912847)",
538821681,False,residential,True,57.317,,خندانی,30,,"LINESTRING (48.7518975 33.8909954, 48.751445 33.8913484)",
538821681,False,residential,False,57.317,,خندانی,30,,"LINESTRING (48.751445 33.8913484, 48.7518975 33.8909954)",
538821681,False,residential,True,47.906,,خندانی,30,,"LINESTRING (48.751445 33.8913484, 48.7511036 33.8916729)",
538821682,False,residential,False,71.538,,میثاقی فرد,30,,"LINESTRING (48.751445 33.8913484, 48.7517401 33.8919433)",
538821682,False,residential,True,71.538,,میثاقی فرد,30,,"LINESTRING (48.7517401 33.8919433, 48.751445 33.8913484)",
538821676,False,residential,False,12.244,,,30,,"LINESTRING (48.7511783 33.8923438, 48.7511587 33.8922349)",
538821676,False,residential,True,15.255,,,30,,"LINESTRING (48.7511783 33.8923438, 48.7512026 33.8924795)",
538821685,False,residential,False,40.083,,کریمی,30,,"LINESTRING (48.7511783 33.8923438, 48.7507448 33.8923652)",
538821685,False,residential,True,40.083,,کریمی,30,,"LINESTRING (48.7507448 33.8923652, 48.7511783 33.8923438)",
590146345,False,residential,False,31.028,,امیریان,30,,"LINESTRING (48.7506979 33.8945884, 48.7510282 33.8945365)",
507498386,False,residential,False,76.523,,شیرزاده,30,,"LINESTRING (48.7507794 33.8950969, 48.7509263 33.8950483, 48.7511259 33.8949822, 48.7513274 33.8949155, 48.7515495 33.894842)",
538821699,False,residential,False,53.373,,,30,,"LINESTRING (48.7510282 33.8945365, 48.7508484 33.8940803)",
590146345,False,residential,True,31.028,,امیریان,30,,"LINESTRING (48.7510282 33.8945365, 48.7506979 33.8945884)",
590146345,False,residential,False,34.807,,امیریان,30,,"LINESTRING (48.7510282 33.8945365, 48.7512619 33.8944998, 48.7513483 33.8944775, 48.7513949 33.8944655)",
538821699,False,residential,True,53.373,,,30,,"LINESTRING (48.7508484 33.8940803, 48.7510282 33.8945365)",
538957435,False,residential,True,11.278,,شهید ولی شرفی,30,,"LINESTRING (48.7522233 33.896038, 48.7523364 33.8959996)",
538957451,False,residential,False,71.293,,,30,,"LINESTRING (48.7522233 33.896038, 48.7519836 33.8954285)",
538957435,False,residential,False,37.814,,شهید ولی شرفی,30,,"LINESTRING (48.7522233 33.896038, 48.7520072 33.8961109, 48.7518572 33.8961737, 48.7518502 33.8961776)",
538957435,False,residential,True,26.529000000000003,,شهید ولی شرفی,30,,"LINESTRING (48.7516391 33.8963357, 48.7516608 33.8963043, 48.7517743 33.8962198, 48.7518502 33.8961776)",
538957442,False,residential,False,48.134,,,30,,"LINESTRING (48.7516391 33.8963357, 48.7514039 33.8959844, 48.7513705 33.8959706)",
590146346,False,residential,False,61.884,,منیری,30,,"LINESTRING (48.7516391 33.8963357, 48.7516126 33.8963885, 48.7516096 33.8964374, 48.751645 33.8965356, 48.7518284 33.8968484)",
487528695,True,secondary,False,86.9,2,بلوار شهدا,,,"LINESTRING (48.7519001 33.8969706, 48.7526973 33.8965548)",
590146346,False,residential,True,15.114,,منیری,30,,"LINESTRING (48.7519001 33.8969706, 48.7518284 33.8968484)",
538957438,False,residential,False,49.075,,علی بیات,30,,"LINESTRING (48.7518284 33.8968484, 48.7513091 33.8969432)",
590146346,False,residential,False,15.114,,منیری,30,,"LINESTRING (48.7518284 33.8968484, 48.7519001 33.8969706)",
590146346,False,residential,True,61.884,,منیری,30,,"LINESTRING (48.7518284 33.8968484, 48.751645 33.8965356, 48.7516096 33.8964374, 48.7516126 33.8963885, 48.7516391 33.8963357)",
487528695,True,secondary,False,110.993,2,بلوار شهدا,,,"LINESTRING (48.7508818 33.8975016, 48.7519001 33.8969706)",
"[538957438, 538957439]",False,residential,"[False, True]",104.285,,علی بیات,30,,"LINESTRING (48.7508818 33.8975016, 48.7507577 33.8970438, 48.7513091 33.8969432)",
538957438,False,residential,True,49.075,,علی بیات,30,,"LINESTRING (48.7513091 33.8969432, 48.7518284 33.8968484)",
538957441,False,residential,False,27.438,,بیات,30,,"LINESTRING (48.7513091 33.8969432, 48.7512475 33.8967018)",
"[538957438, 538957439]",False,residential,"[False, True]",104.285,,علی بیات,30,,"LINESTRING (48.7513091 33.8969432, 48.7507577 33.8970438, 48.7508818 33.8975016)",
538957441,False,residential,True,27.438,,بیات,30,,"LINESTRING (48.7512475 33.8967018, 48.7513091 33.8969432)",
