osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed
72490016,میدان جانباز,secondary,roundabout,True,False,18.072,"LINESTRING (52.7196385 29.7764179, 52.7196937 29.7765732)",,
72490016,میدان جانباز,secondary,roundabout,True,False,49.503,"LINESTRING (52.7196937 29.7765732, 52.7197102 29.7766781, 52.719725 29.7768562, 52.7197169 29.7770168)",,
72490037,,tertiary,,True,False,66.27000000000001,"LINESTRING (52.7196937 29.7765732, 52.7198192 29.7766639, 52.7200007 29.7767209, 52.7201751 29.7767516, 52.7203258 29.776771)",,
72489987,شقایق ۴,residential,,False,False,95.301,"LINESTRING (52.7207469 29.7758345, 52.7208803 29.7766837)",,
72490060,شهید هادی,tertiary,,False,True,57.752,"LINESTRING (52.7232174 29.7777116, 52.7227541 29.7773829)",,
1171573564,شهید مطهری,secondary,,False,False,45.83,"LINESTRING (52.7232174 29.7777116, 52.7231054 29.7779322, 52.7230466 29.7780955)",3,30
72489977,خیابان بهار,tertiary,,False,False,6.47,"LINESTRING (52.7257405 29.7710635, 52.7256916 29.7710237)",,
72489977,خیابان بهار,tertiary,,False,True,39.372,"LINESTRING (52.7257405 29.7710635, 52.7260421 29.7713019)",,
72489902,بهار ۴,residential,,False,False,192.353,"LINESTRING (52.7257405 29.7710635, 52.7249433 29.7717185, 52.7243108 29.7722684)",,
72489906,شهید بهارلو,tertiary,,False,False,9.155,"LINESTRING (52.7211788 29.7766376, 52.721272 29.7766223)",,
72489906,شهید بهارلو,tertiary,,False,True,29.262,"LINESTRING (52.7211788 29.7766376, 52.7208803 29.7766837)",,
72489914,لاله ۸,residential,,False,False,96.616,"LINESTRING (52.7211788 29.7766376, 52.7213208 29.7774977)",,
72490054,شقایق ۳,residential,,False,True,92.966,"LINESTRING (52.7211788 29.7766376, 52.7210389 29.7758104)",,
72489872,بهار ۱۴,residential,,False,True,13.025,"LINESTRING (52.7228162 29.7702406, 52.7227225 29.7703249)",,
72489939,,residential,,False,False,59.923,"LINESTRING (52.7228162 29.7702406, 52.7223632 29.7698721)",,
72490022,شبنم ۱,residential,,False,True,27.763,"LINESTRING (52.7205527 29.7782495, 52.7208376 29.778215)",,
72490050,لاله ۱,residential,,False,False,72.855,"LINESTRING (52.7205527 29.7782495, 52.7204551 29.7775998)",,
72489970,بلوار امام خمینی,secondary,,True,False,14.63,"LINESTRING (52.7209104 29.7705159, 52.7210155 29.7706107)",,
384783896,بهار ۱۸,residential,,False,True,45.327,"LINESTRING (52.7209104 29.7705159, 52.7212363 29.7702224)",,
41186989,بلوار شهید بخشنده,secondary,,True,False,57.849,"LINESTRING (52.7193776 29.7748223, 52.7194455 29.7753392)",,
385797823,یاسمن ۲,residential,,False,True,180.246,"LINESTRING (52.7193776 29.7748223, 52.7212245 29.774582)",,
72489926,هجرت,tertiary,,False,False,45.489,"LINESTRING (52.7174925 29.7761854, 52.7175455 29.7765919)",,
72489926,هجرت,tertiary,,False,True,26.51,"LINESTRING (52.7174925 29.7761854, 52.7174354 29.7759522)",,
72489959,,residential,,False,False,154.434,"LINESTRING (52.7174925 29.7761854, 52.71907 29.7759527)",,
72489890,یاسمن ۴,residential,,False,True,180.74,"LINESTRING (52.7195037 29.7756897, 52.7213599 29.7754746)",,
41186989,بلوار شهید بخشنده,secondary,,True,False,82.07300000000001,"LINESTRING (52.7195037 29.7756897, 52.7195535 29.7760491, 52.7196385 29.7764179)",,
72489961,میدان امام خمینی(ره),secondary,roundabout,True,False,11.126,"LINESTRING (52.7243241 29.7734048, 52.7243418 29.773421, 52.724349 29.7734415, 52.72435 29.7734665, 52.7243374 29.7734958)",,
849207975,شهید رضازاده,tertiary,,True,False,64.85600000000001,"LINESTRING (52.7243241 29.7734048, 52.7243681 29.7733671, 52.7248026 29.7729953)",,
72489890,یاسمن ۴,residential,,False,False,180.74,"LINESTRING (52.7213599 29.7754746, 52.7195037 29.7756897)",,
72489890,یاسمن ۴,residential,,False,True,23.31,"LINESTRING (52.7213599 29.7754746, 52.7215993 29.7754469)",,
385797822,یاسمن ۲/۲,residential,,False,True,39.781,"LINESTRING (52.7213599 29.7754746, 52.7213061 29.7751199)",,
72489943,شهید صادقی,tertiary,,False,False,153.627,"LINESTRING (52.7219381 29.7761817, 52.7227425 29.7749895)",,
72490039,,tertiary,,True,False,37.012,"LINESTRING (52.7219381 29.7761817, 52.7218045 29.7764937)",,
72489909,,residential,,False,False,57.868,"LINESTRING (52.7239251 29.7712129, 52.7243555 29.7715752)",,
72489973,بهار ۸,residential,,False,False,14.273,"LINESTRING (52.7239251 29.7712129, 52.7238215 29.7713045)",,
72489973,بهار ۸,residential,,False,True,131.183,"LINESTRING (52.7239251 29.7712129, 52.7248771 29.7703709)",,
72489977,خیابان بهار,tertiary,,False,False,44.468,"LINESTRING (52.7247611 29.7702793, 52.7244205 29.77001)",,
72489977,خیابان بهار,tertiary,,False,True,15.136,"LINESTRING (52.7247611 29.7702793, 52.7248771 29.7703709)",,
72490002,گلستان ۱,residential,,False,False,118.746,"LINESTRING (52.7198731 29.770181, 52.7186559 29.7703363)",,
72489904,بهار ۶,residential,,False,False,14.604,"LINESTRING (52.7242509 29.7716701, 52.7243555 29.7715752)",,
72489904,بهار ۶,residential,,False,True,133.932,"LINESTRING (52.7242509 29.7716701, 52.7232995 29.7725469)",,
72489956,,residential,,False,False,58.055,"LINESTRING (52.7242509 29.7716701, 52.7238215 29.7713045)",,
72489943,شهید صادقی,tertiary,,False,False,19.278,"LINESTRING (52.7227425 29.7749895, 52.7228471 29.7748418)",,
72489943,شهید صادقی,tertiary,,False,True,153.627,"LINESTRING (52.7227425 29.7749895, 52.7219381 29.7761817)",,
72489966,بوستان ۶,residential,,False,False,196.924,"LINESTRING (52.7212179 29.7709724, 52.7197837 29.772232)",,
72490045,بلوار امام خمینی,secondary,,True,False,25.185,"LINESTRING (52.7212179 29.7709724, 52.7210315 29.7708139)",,
72489973,بهار ۸,residential,,False,False,131.183,"LINESTRING (52.7248771 29.7703709, 52.7239251 29.7712129)",,
72489977,خیابان بهار,tertiary,,False,False,15.136,"LINESTRING (52.7248771 29.7703709, 52.7247611 29.7702793)",,
72489977,خیابان بهار,tertiary,,False,True,45.212,"LINESTRING (52.7248771 29.7703709, 52.7252234 29.7706447)",,
72490054,شقایق ۳,residential,,False,False,92.966,"LINESTRING (52.7210389 29.7758104, 52.7211788 29.7766376)",,
72490016,میدان جانباز,secondary,roundabout,True,False,10.713,"LINESTRING (52.7194279 29.7765211, 52.7194417 29.7764255)",,
72489977,خیابان بهار,tertiary,,False,False,39.372,"LINESTRING (52.7260421 29.7713019, 52.7257405 29.7710635)",,
72489977,خیابان بهار,tertiary,,False,True,13.459,"LINESTRING (52.7260421 29.7713019, 52.7261436 29.7713849)",,
72489904,بهار ۶,residential,,False,True,132.943,"LINESTRING (52.7253073 29.770711, 52.7243555 29.7715752)",,
72489977,خیابان بهار,tertiary,,False,False,10.951,"LINESTRING (52.7253073 29.770711, 52.7252234 29.7706447)",,
72489977,خیابان بهار,tertiary,,False,True,50.841,"LINESTRING (52.7253073 29.770711, 52.7256916 29.7710237)",,
72489925,شقایق ۲,residential,,False,True,91.426,"LINESTRING (52.7214636 29.7765803, 52.7213222 29.7757673)",,
72489983,,tertiary,,True,False,14.319,"LINESTRING (52.7214636 29.7765803, 52.7216056 29.776543)",,
72489915,هجرت,tertiary,,False,True,46.267,"LINESTRING (52.717117 29.7740006, 52.7171832 29.7744127)",,
385804232,هجرت,tertiary,,False,False,50.478,"LINESTRING (52.717117 29.7740006, 52.7170507 29.7735503)",,
870323269,هجرت ۶,residential,,False,True,172.395,"LINESTRING (52.717117 29.7740006, 52.7188852 29.7737812)",,
72489996,شقایق ۶,residential,,False,True,97.418,"LINESTRING (52.720173 29.775905, 52.7203258 29.776771)",,
72489921,,tertiary,,True,False,28.639,"LINESTRING (52.7217676 29.7763925, 52.7219381 29.7761817)",,
72490018,شقایق  ۱,residential,,False,False,106.393,"LINESTRING (52.7217676 29.7763925, 52.7215993 29.7754469)",,
72489906,شهید بهارلو,tertiary,,False,True,9.155,"LINESTRING (52.721272 29.7766223, 52.7211788 29.7766376)",,
72489983,,tertiary,,True,False,19.073,"LINESTRING (52.721272 29.7766223, 52.7214636 29.7765803)",,
72489906,شهید بهارلو,tertiary,,False,False,27.415,"LINESTRING (52.7206004 29.7767257, 52.7208803 29.7766837)",,
72489906,شهید بهارلو,tertiary,,False,True,26.977,"LINESTRING (52.7206004 29.7767257, 52.7203258 29.776771)",,
72489978,شقایق ۵,residential,,False,True,95.211,"LINESTRING (52.7206004 29.7767257, 52.7204621 29.7758779)",,
385797818,لاله ۴,residential,,False,True,94.426,"LINESTRING (52.7206004 29.7767257, 52.7207424 29.7775659)",,
72489921,,tertiary,,True,False,8.367,"LINESTRING (52.721722 29.7764565, 52.7217676 29.7763925)",,
72490024,میدان معلم,tertiary,roundabout,True,False,9.235,"LINESTRING (52.721722 29.7764565, 52.7217456 29.7764598, 52.7217679 29.7764673, 52.7217879 29.7764788, 52.7218045 29.7764937)",,
72489977,خیابان بهار,tertiary,,False,False,10.39,"LINESTRING (52.7244205 29.77001, 52.7243409 29.7699471)",,
72489977,خیابان بهار,tertiary,,False,True,44.468,"LINESTRING (52.7244205 29.77001, 52.7247611 29.7702793)",,
72490057,بهار ۱۰,residential,,False,True,277.482,"LINESTRING (52.7244205 29.77001, 52.7224345 29.7718143)",,
72489896,بهار ۳,residential,,False,True,72.318,"LINESTRING (52.7256916 29.7710237, 52.7261844 29.7705338)",,
72489977,خیابان بهار,tertiary,,False,False,50.841,"LINESTRING (52.7256916 29.7710237, 52.7253073 29.770711)",,
72489977,خیابان بهار,tertiary,,False,True,6.47,"LINESTRING (52.7256916 29.7710237, 52.7257405 29.7710635)",,
72490032,بلوار شهید بخشنده,secondary,,True,False,38.389,"LINESTRING (52.7198165 29.7785729, 52.7197468 29.778233)",,
72489902,بهار ۴,residential,,False,True,192.353,"LINESTRING (52.7243108 29.7722684, 52.7249433 29.7717185, 52.7257405 29.7710635)",,
72490044,,residential,,False,True,104.234,"LINESTRING (52.7186677 29.776914, 52.717603 29.7770712)",,
72489914,لاله ۸,residential,,False,True,96.616,"LINESTRING (52.7213208 29.7774977, 52.7211788 29.7766376)",,
385797819,لاله,residential,,False,False,28.577,"LINESTRING (52.7213208 29.7774977, 52.7210274 29.7775323)",,
385797821,لاله ۷,residential,,False,False,72.547,"LINESTRING (52.7213208 29.7774977, 52.7214193 29.7781445)",,
"[385797819, 317345124]","['لاله ۹', 'لاله']",residential,,False,"[False, True]",40.394999999999996,"LINESTRING (52.7213208 29.7774977, 52.7215138 29.7775108, 52.7215976 29.777692)",,
72489872,بهار ۱۴,residential,,False,False,111.81,"LINESTRING (52.7219289 29.7710574, 52.7227144 29.7703322, 52.7227225 29.7703249)",,
72490024,میدان معلم,tertiary,roundabout,True,False,7.5649999999999995,"LINESTRING (52.7218045 29.7764937, 52.7218181 29.7765131, 52.721826 29.7765347, 52.721828 29.7765573)",,
72490022,شبنم ۱,residential,,False,False,27.763,"LINESTRING (52.7208376 29.778215, 52.7205527 29.7782495)",,
72490022,شبنم ۱,residential,,False,True,28.017,"LINESTRING (52.7208376 29.778215, 52.7211251 29.7781801)",,
72490048,لاله ۳,residential,,False,False,72.759,"LINESTRING (52.7208376 29.778215, 52.7207424 29.7775659)",,
72489986,شهیدفولادی,tertiary,,False,False,54.825,"LINESTRING (52.7174382 29.7779706, 52.716982 29.7782644)",,
72489986,شهیدفولادی,tertiary,,False,True,40.826,"LINESTRING (52.7174382 29.7779706, 52.7177779 29.7777518)",,
41186989,بلوار شهید بخشنده,secondary,,True,False,39.377,"LINESTRING (52.7194455 29.7753392, 52.7195037 29.7756897)",,
72489951,یاسمن ۳,residential,,False,True,181.224,"LINESTRING (52.7194455 29.7753392, 52.7213061 29.7751199)",,
385804231,هجرت,tertiary,,False,False,49.568,"LINESTRING (52.7170507 29.7735503, 52.7169712 29.7731099)",,
385804232,هجرت,tertiary,,False,True,50.478,"LINESTRING (52.7170507 29.7735503, 52.717117 29.7740006)",,
870323270,هجرت ۴,residential,,False,True,171.166,"LINESTRING (52.7170507 29.7735503, 52.7188075 29.77334)",,
72489873,بوستان ۴,residential,,False,False,99.521,"LINESTRING (52.7231991 29.7726536, 52.7224796 29.7732947)",,
72490045,بلوار امام خمینی,secondary,,True,False,267.419,"LINESTRING (52.7231991 29.7726536, 52.7212179 29.7709724)",,
317343693,امام سجاد (ع),residential,,False,False,26.944,"LINESTRING (52.7256846 29.7775346, 52.7254903 29.7773606)",,
72489992,خیام,residential,,False,True,81.48400000000001,"LINESTRING (52.7256846 29.7775346, 52.7255288 29.7776715, 52.7253891 29.7777938, 52.7253058 29.7778898, 52.725125 29.7780818)",,
317343693,امام سجاد (ع),residential,,False,True,23.787,"LINESTRING (52.7256846 29.7775346, 52.7257229 29.7775756, 52.7257463 29.7776388, 52.7257007 29.7777249)",,
72490016,میدان جانباز,secondary,roundabout,True,False,46.956,"LINESTRING (52.7194949 29.7769361, 52.7194667 29.776866, 52.7194288 29.7766951, 52.7194279 29.7765211)",,
72490058,,tertiary,,True,False,41.37,"LINESTRING (52.7194949 29.7769361, 52.7193632 29.7768665, 52.7192154 29.7768419, 52.7191078 29.7768953)",,
72490022,شبنم ۱,residential,,False,False,28.669,"LINESTRING (52.7214193 29.7781445, 52.7211251 29.7781801)",,
72490022,شبنم ۱,residential,,False,True,22.293,"LINESTRING (52.7214193 29.7781445, 52.7216484 29.7781189)",,
385797821,لاله ۷,residential,,False,True,72.547,"LINESTRING (52.7214193 29.7781445, 52.7213208 29.7774977)",,
72489961,میدان امام خمینی(ره),secondary,roundabout,True,False,20.055,"LINESTRING (52.724085 29.7734554, 52.7240973 29.7734276, 52.7241361 29.7733986, 52.7241815 29.7733823, 52.7242117 29.7733778, 52.7242542 29.7733772)",,
72490045,بلوار امام خمینی,secondary,,True,False,53.405,"LINESTRING (52.724085 29.7734554, 52.7239806 29.7733535, 52.7237173 29.7730965)",,
72489905,کشاورزی,tertiary,,False,True,188.207,"LINESTRING (52.7168784 29.7726152, 52.7188051 29.7723545)",,
385804229,هجرت,tertiary,,False,True,55.733,"LINESTRING (52.7168784 29.7726152, 52.7169712 29.7731099)",,
41186989,بلوار شهید بخشنده,secondary,,True,False,38.352,"LINESTRING (52.7187669 29.7709785, 52.7188234 29.7713199)",,
72489948,گلستان ۳,residential,,False,True,60.318,"LINESTRING (52.7187669 29.7709785, 52.7193847 29.7708968)",,
72489970,بلوار امام خمینی,secondary,,True,False,81.375,"LINESTRING (52.7203174 29.7699957, 52.7209104 29.7705159)",,
72489955,شهید رضازاده,tertiary,,False,False,21.294,"LINESTRING (52.7264474 29.7716334, 52.7266185 29.7715125)",,
72489977,خیابان بهار,tertiary,,False,False,40.291,"LINESTRING (52.7264474 29.7716334, 52.7261436 29.7713849)",,
72489947,بهار ۱۶,residential,,False,False,13.007,"LINESTRING (52.7222705 29.769957, 52.7223632 29.7698721)",,
72489947,بهار ۱۶,residential,,False,True,136.744,"LINESTRING (52.7222705 29.769957, 52.7212928 29.770847)",,
72489985,,residential,,False,False,59.807,"LINESTRING (52.7222705 29.769957, 52.7227225 29.7703249)",,
72490027,بوستان ۲,residential,,False,True,97.338,"LINESTRING (52.7222938 29.7743573, 52.7229971 29.7737299)",,
802021868,,residential,,False,False,75.856,"LINESTRING (52.7222938 29.7743573, 52.7228471 29.7748418)",,
"[72489873, 802021868]",بوستان ۴,residential,,False,True,165.88799999999998,"LINESTRING (52.7222938 29.7743573, 52.7217835 29.7739104, 52.7224796 29.7732947)",,
72489977,خیابان بهار,tertiary,,False,True,24.95,"LINESTRING (52.7241498 29.769796, 52.7243409 29.7699471)",,
72489990,بهار ۱۲,residential,,False,False,276.139,"LINESTRING (52.7241498 29.769796, 52.722172 29.7715904)",,
72490048,لاله ۳,residential,,False,True,72.759,"LINESTRING (52.7207424 29.7775659, 52.7208376 29.778215)",,
385797818,لاله ۴,residential,,False,False,94.426,"LINESTRING (52.7207424 29.7775659, 52.7206004 29.7767257)",,
385797819,لاله,residential,,False,False,27.983,"LINESTRING (52.7207424 29.7775659, 52.7204551 29.7775998)",,
385797819,لاله,residential,,False,True,27.759,"LINESTRING (52.7207424 29.7775659, 52.7210274 29.7775323)",,
72489929,بلوار شهید بخشنده,secondary,,True,False,127.57300000000001,"LINESTRING (52.7194417 29.7764255, 52.7193808 29.7760604, 52.7192636 29.7752887)",,
72490016,میدان جانباز,secondary,roundabout,True,False,22.974,"LINESTRING (52.7194417 29.7764255, 52.7194987 29.7763789, 52.7195721 29.7763708, 52.7196385 29.7764179)",,
72489978,شقایق ۵,residential,,False,False,95.211,"LINESTRING (52.7204621 29.7758779, 52.7206004 29.7767257)",,
