osmid,oneway,highway,maxspeed,reversed,length,geometry,name,access,lanes,ref,junction
253063341,True,tertiary,40,False,53.344,"LINESTRING (51.2315977 35.5519266, 51.231761 35.5519772, 51.2318723 35.5520134, 51.2321138 35.5521513)",,,,,
1063127351,False,residential,30,True,49.369,"LINESTRING (51.2315977 35.5519266, 51.2317443 35.5517412, 51.2318699 35.5515871, 51.2318929 35.5515533)",نگارستان,no,,,
680018784,False,secondary_link,50,True,11.602,"LINESTRING (51.2304434 35.5514835, 51.2303726 35.5515705)",مطهری,,2,,
28758628,True,trunk,60,False,108.073,"LINESTRING (51.2304434 35.5514835, 51.2303342 35.5514203, 51.229454 35.5509389)",بلوار بسیج مستضعفین,,3,65,
293368075,False,secondary,50,True,5.441,"LINESTRING (51.2298417 35.5520106, 51.2298836 35.5519755)",شهید مطهری,,2,,
680018784,False,secondary_link,50,False,11.602,"LINESTRING (51.2303726 35.5515705, 51.2304434 35.5514835)",مطهری,,2,,
293368075,False,secondary,50,False,63.138999999999996,"LINESTRING (51.2303726 35.5515705, 51.2303222 35.5516077, 51.2298836 35.5519755)",شهید مطهری,,2,,
293510947,False,tertiary,40,False,38.085,"LINESTRING (51.2268624 35.5516753, 51.227176 35.5514468)",آیت الله طالقانی,,,,
293511231,False,residential,,True,74.099,"LINESTRING (51.2268624 35.5516753, 51.2273563 35.5522069)",پیام,,,,
820163418,False,residential,,True,42.611,"LINESTRING (51.2268624 35.5516753, 51.2265779 35.5513699)",نهم,,,,
293510947,False,tertiary,40,True,39.811,"LINESTRING (51.2268624 35.5516753, 51.2266262 35.5518482, 51.2265322 35.5519119)",آیت الله طالقانی,,,,
28758628,True,trunk,60,False,45.805,"LINESTRING (51.229454 35.5509389, 51.2290379 35.5507042)",بلوار بسیج مستضعفین,,3,65,
293511232,False,tertiary,40,False,81.231,"LINESTRING (51.229454 35.5509389, 51.2287209 35.5513607)",آیت الله دستغیب,,,,
293511231,False,residential,,False,74.099,"LINESTRING (51.2273563 35.5522069, 51.2268624 35.5516753)",پیام,,,,
293511232,False,tertiary,40,True,37.182,"LINESTRING (51.2273563 35.5522069, 51.2276351 35.5520334, 51.2276827 35.5520037)",آیت الله دستغیب,,,,
28758628,True,trunk,60,False,97.333,"LINESTRING (51.2285214 35.5504666, 51.2276435 35.5499606)",بلوار بسیج مستضعفین,,3,65,
293510947,False,tertiary,40,True,46.909,"LINESTRING (51.2285214 35.5504666, 51.2281351 35.550748)",آیت الله طالقانی,,,,
293510947,False,tertiary,40,False,39.811,"LINESTRING (51.2265322 35.5519119, 51.2266262 35.5518482, 51.2268624 35.5516753)",آیت الله طالقانی,,,,
297648245,True,secondary,50,False,13.155000000000001,"LINESTRING (51.22799 35.5449303, 51.228057 35.5449063, 51.2281267 35.5449216)",میدان مهدیه,,,,roundabout
297648247,False,secondary,50,False,34.263,"LINESTRING (51.2281267 35.5449216, 51.228333 35.5446632)",مهدیه,,,,
297648245,True,secondary,50,False,63.54500000000001,"LINESTRING (51.2281267 35.5449216, 51.2281536 35.5449587, 51.2281616 35.5450111, 51.2281218 35.5450709, 51.2279336 35.5453089, 51.2278827 35.5453319, 51.2278183 35.5453297, 51.2277932 35.5453157)",میدان مهدیه,,,,roundabout
297648246,False,secondary,50,True,4.943,"LINESTRING (51.2277932 35.5453157, 51.2277631 35.5453528)",مهدیه,,,,
297648245,True,secondary,50,False,50.406,"LINESTRING (51.2277932 35.5453157, 51.2277673 35.5453013, 51.2277512 35.5452533, 51.22777 35.5452097, 51.22799 35.5449303)",میدان مهدیه,,,,roundabout
578729052,False,residential,,True,44.695,"LINESTRING (51.2361148 35.548895, 51.2365866 35.5490142)",گلبن۷,,,,
299352908,False,tertiary,30,False,55.045,"LINESTRING (51.2361148 35.548895, 51.2360558 35.548943, 51.2358299 35.5492523, 51.2357876 35.5493102)",فدائیان اسلام,,,,
299352908,False,tertiary,30,True,38.942,"LINESTRING (51.2361148 35.548895, 51.2363615 35.5487946, 51.236515 35.5487796)",فدائیان اسلام,,,,
299352908,False,tertiary,30,False,44.011,"LINESTRING (51.2348143 35.5506177, 51.2345839 35.5509663)",فدائیان اسلام,,,,
299352908,False,tertiary,30,True,19.909,"LINESTRING (51.2348143 35.5506177, 51.234915 35.5504585)",فدائیان اسلام,,,,
526460192,False,residential,30,True,152.04,"LINESTRING (51.2348143 35.5506177, 51.2334121 35.549864)",نگار ۱۰,,,,
727644839,False,residential,,True,136.518,"LINESTRING (51.2348143 35.5506177, 51.2359241 35.5514496)",,,,,
578729097,False,residential,,False,175.258,"LINESTRING (51.2343901 35.5513085, 51.2327581 35.5504593)",نگار ۶,,,,
299352908,False,tertiary,30,True,23.106,"LINESTRING (51.2343901 35.5513085, 51.2344384 35.5511973, 51.2344816 35.5511146)",فدائیان اسلام,,,,
299555253,False,tertiary,30,False,57.337,"LINESTRING (51.2270366 35.5493156, 51.227383 35.5488838)",صاحب الزمان,,,,
28758809,True,trunk,60,False,53.495000000000005,"LINESTRING (51.2270366 35.5493156, 51.2273691 35.5495065, 51.2275197 35.549593)",بلوار بسیج مستضعفین,,3,65,
299555253,False,tertiary,30,True,46.09,"LINESTRING (51.2308674 35.5445692, 51.230601 35.5449225)",صاحب الزمان,,,,
578729172,False,residential,,False,186.64,"LINESTRING (51.2308674 35.5445692, 51.2291572 35.5436306)",نارنجستان ۲۶,,,,
679986828,False,residential,,False,26.04,"LINESTRING (51.2308674 35.5445692, 51.2310234 35.5443724)",,,,,
"[584110083, 578729172]",False,residential,,"[False, True]",102.917,"LINESTRING (51.2308674 35.5445692, 51.2315386 35.5449376, 51.2316963 35.5447037)","['نارنجستان ۲۶', 'شهریار']",,,,
28758809,True,trunk,60,False,118.03200000000001,"LINESTRING (51.2305394 35.5513058, 51.2306079 35.551346, 51.2315977 35.5519266)",بلوار بسیج مستضعفین,,3,65,
299552968,True,secondary,50,False,36.0,"LINESTRING (51.2342049 35.5464667, 51.2340333 35.5467588)",بلوار نواب صفوی,,3,,
"[578729072, 578729074]",False,residential,,"[False, True]",145.563,"LINESTRING (51.2342049 35.5464667, 51.2354453 35.5470634, 51.2354547 35.5470828, 51.2354537 35.5471033, 51.2353941 35.5471853)",سلیمان خاطر,,,,
1024426685,False,residential,,False,182.168,"LINESTRING (51.234637 35.5450686, 51.2363789 35.5458903)",,,,,
299552968,True,secondary,50,False,57.447,"LINESTRING (51.234637 35.5450686, 51.2345458 35.5454135, 51.2345119 35.545575)",بلوار نواب صفوی,,3,,
712584989,False,secondary,50,True,16.566,"LINESTRING (51.2356992 35.5434376, 51.2355385 35.5433662)",شهید ابوترابی (ولیعصر),,,,
299552968,True,secondary,50,False,23.897,"LINESTRING (51.2356992 35.5434376, 51.2356542 35.5435599, 51.2355831 35.5436252)",بلوار نواب صفوی,,3,,
28758809,True,trunk,60,False,44.417,"LINESTRING (51.2301414 35.5510719, 51.2305394 35.5513058)",بلوار بسیج مستضعفین,,3,65,
299552969,True,secondary,50,False,76.613,"LINESTRING (51.2301414 35.5510719, 51.230265 35.5510122, 51.2303481 35.5509489, 51.230729 35.5505831)",بلوار نواب صفوی,,3,,
679986829,False,residential,,False,216.189,"LINESTRING (51.234004 35.5465331, 51.2319759 35.545505)",گلریز ۱۸,,,,
