osmid,ref,name,highway,junction,oneway,reversed,length,geometry
115877938,36,میدان شهید عصمتی,primary,roundabout,True,False,61.195,"LINESTRING (57.8151982 35.2527353, 57.8152346 35.2528697, 57.8152052 35.2530052, 57.8151146 35.2531211, 57.8149765 35.2531999)"
115878132,36,بلوار امام رضا,primary,,True,False,148.916,"LINESTRING (57.8151982 35.2527353, 57.8153426 35.2528607, 57.8155498 35.2529937, 57.8157668 35.2530485, 57.8166619 35.2532789)"
723466863,,بسیج,residential,,False,True,89.51,"LINESTRING (57.8147938 35.2525246, 57.8157422 35.2523051)"
115877938,36,میدان شهید عصمتی,primary,roundabout,True,False,45.885999999999996,"LINESTRING (57.8147938 35.2525246, 57.8149597 35.2525486, 57.8151017 35.2526226, 57.8151982 35.2527353)"
723466873,,پیام,residential,,False,False,97.662,"LINESTRING (57.8148121 35.2532296, 57.8152664 35.2540257)"
115877938,36,میدان شهید عصمتی,primary,roundabout,True,False,30.595,"LINESTRING (57.8148121 35.2532296, 57.8146462 35.2532056, 57.8145042 35.2531316)"
115877938,36,میدان شهید عصمتی,primary,roundabout,True,False,61.192,"LINESTRING (57.8144076 35.2530189, 57.8143713 35.2528845, 57.8144007 35.2527491, 57.8144913 35.2526331, 57.8146294 35.2525543)"
115878319,36,,primary,,True,False,210.183,"LINESTRING (57.8144076 35.2530189, 57.8141958 35.2528513, 57.8139774 35.2527478, 57.8122804 35.2523449)"
115877938,36,میدان شهید عصمتی,primary,roundabout,True,False,15.289,"LINESTRING (57.8146294 35.2525543, 57.8147938 35.2525246)"
244555530,,امام خمینی,tertiary,,False,True,66.829,"LINESTRING (57.8146294 35.2525543, 57.8143272 35.2520063)"
115877938,36,میدان شهید عصمتی,primary,roundabout,True,False,15.289,"LINESTRING (57.8149765 35.2531999, 57.8148121 35.2532296)"
115877938,36,میدان شهید عصمتی,primary,roundabout,True,False,15.297,"LINESTRING (57.8145042 35.2531316, 57.8144076 35.2530189)"
723466837,,جواد الائمه,residential,,False,False,23.107,"LINESTRING (57.8145042 35.2531316, 57.8142666 35.253206)"
723466833,,حافظ,residential,,False,False,79.586,"LINESTRING (57.8157139 35.2531483, 57.8160845 35.2537969)"
1229217503,36,بلوار امام رضا,primary,,True,False,70.17500000000001,"LINESTRING (57.8157139 35.2531483, 57.8154985 35.2531003, 57.8152069 35.2531053, 57.8149765 35.2531999)"
244555530,,امام خمینی,tertiary,,False,False,55.271,"LINESTRING (57.8132068 35.2499753, 57.8134568 35.2504285)"
244555530,,امام خمینی,tertiary,,False,True,74.995,"LINESTRING (57.8132068 35.2499753, 57.8128532 35.2493658)"
244555540,,معلم,tertiary,,False,False,150.446,"LINESTRING (57.8132068 35.2499753, 57.8117534 35.2506248)"
1230249978,,عدالت,residential,,False,True,76.359,"LINESTRING (57.8132068 35.2499753, 57.8139416 35.2496414)"
244555598,,صاحب الزمان,residential,,False,True,38.171,"LINESTRING (57.8075196 35.2500087, 57.8072339 35.2497569)"
723466859,,امام خمینی 15,residential,,False,True,107.421,"LINESTRING (57.8075196 35.2500087, 57.8085135 35.2494848)"
244555598,,صاحب الزمان,residential,,False,False,182.301,"LINESTRING (57.8075196 35.2500087, 57.8081281 35.2504035, 57.8088279 35.2510081, 57.8089719 35.2511348)"
244555572,,توحید,tertiary,,False,False,66.372,"LINESTRING (57.8067713 35.25054, 57.8072785 35.2509698)"
244555540,,معلم,tertiary,,False,False,83.396,"LINESTRING (57.8114169 35.2507751, 57.8106418 35.2511774)"
244555540,,معلم,tertiary,,False,True,34.828,"LINESTRING (57.8114169 35.2507751, 57.8117534 35.2506248)"
723466866,,عفاف,residential,,False,False,94.587,"LINESTRING (57.8114169 35.2507751, 57.8108938 35.2500395)"
115878319,36,,primary,,True,False,121.169,"LINESTRING (57.8072785 35.2509698, 57.8085551 35.251287)"
244555572,,توحید,tertiary,,False,True,66.372,"LINESTRING (57.8072785 35.2509698, 57.8067713 35.25054)"
115878319,36,,primary,,True,False,78.01,"LINESTRING (57.8085551 35.251287, 57.809377 35.2514912)"
244555416,,,secondary_link,,False,True,12.043,"LINESTRING (57.8085551 35.251287, 57.8085141 35.25139)"
115878319,36,,primary,,True,False,81.438,"LINESTRING (57.8085141 35.25139, 57.8076561 35.2511768)"
244555416,,,secondary_link,,False,False,12.043,"LINESTRING (57.8085141 35.25139, 57.8085551 35.251287)"
115878319,36,,primary,,True,False,59.854,"LINESTRING (57.809377 35.2514912, 57.8100076 35.2516479)"
244555598,,صاحب الزمان,residential,,False,True,54.071,"LINESTRING (57.809377 35.2514912, 57.8089719 35.2511348)"
115878319,36,,primary,,True,False,130.308,"LINESTRING (57.8100076 35.2516479, 57.8113805 35.251989)"
244555540,,معلم,tertiary,,False,True,77.97399999999999,"LINESTRING (57.8100076 35.2516479, 57.8105483 35.2512259, 57.8106418 35.2511774)"
115878319,36,,primary,,True,False,89.685,"LINESTRING (57.8113805 35.251989, 57.8123254 35.2522238)"
244555430,,,secondary_link,,False,False,12.068,"LINESTRING (57.8113805 35.251989, 57.8113455 35.2520937)"
723466890,,امام خمینی 3,residential,,False,True,105.927,"LINESTRING (57.8113805 35.251989, 57.8123989 35.2515244)"
115878319,36,,primary,,True,False,106.393,"LINESTRING (57.8113455 35.2520937, 57.8102246 35.2518151)"
244555430,,,secondary_link,,False,True,12.068,"LINESTRING (57.8113455 35.2520937, 57.8113805 35.251989)"
244555530,,امام خمینی,tertiary,,False,False,85.993,"LINESTRING (57.8137271 35.2509186, 57.8141161 35.2516237)"
244555530,,امام خمینی,tertiary,,False,True,59.769,"LINESTRING (57.8137271 35.2509186, 57.8134568 35.2504285)"
