osmid,highway,oneway,reversed,length,name,geometry,junction
122821960,trunk,False,False,9.431,,"LINESTRING (52.9118145 36.6367304, 52.9117099 36.6367426)",
122821935,trunk,True,False,251.565,بلوار امام,"LINESTRING (52.9118145 36.6367304, 52.9119057 36.6374229, 52.9120317 36.6383375, 52.9121123 36.6389801)",
362319578,secondary,False,False,45.265,شهید رجایی,"LINESTRING (52.9118145 36.6367304, 52.9121064 36.6367516, 52.9123188 36.6367739)",
122821938,trunk,True,False,100.001,بلوار امام,"LINESTRING (52.9117099 36.6367426, 52.9115951 36.635848)",
122821960,trunk,False,True,9.431,,"LINESTRING (52.9117099 36.6367426, 52.9118145 36.6367304)",
122821936,residential,False,False,49.719,شهید کاظمی,"LINESTRING (52.9117633 36.6371581, 52.9112269 36.6372792)",
122821938,trunk,True,False,46.447,بلوار امام,"LINESTRING (52.9117633 36.6371581, 52.9117099 36.6367426)",
361910460,residential,False,False,95.292,فقیهی ۱۰,"LINESTRING (52.9072673 36.637739, 52.9070286 36.6369037)",
122821936,residential,False,False,207.856,شهید کاظمی,"LINESTRING (52.9072673 36.637739, 52.9063293 36.637771, 52.9059888 36.6378029, 52.9058595 36.637844, 52.9058379 36.6378509, 52.905623 36.6379192, 52.9050308 36.6381427)",
122821936,residential,False,True,112.861,شهید کاظمی,"LINESTRING (52.9072673 36.637739, 52.9074633 36.6377407, 52.9079373 36.6377448, 52.9085303 36.6377825)",
361910447,secondary,True,False,35.918000000000006,میدان جانبازان,"LINESTRING (52.907796 36.6442603, 52.907863 36.6442569, 52.9079277 36.644271, 52.9079833 36.6443012, 52.9080239 36.6443441, 52.9080449 36.6443952, 52.9080443 36.644449)",roundabout
361910462,residential,False,False,70.374,جوان محله,"LINESTRING (52.907796 36.6442603, 52.9076888 36.6439528, 52.9075831 36.6436509)",
1180221922,secondary,False,False,9.171,شهید فقیهی,"LINESTRING (52.9115951 36.635848, 52.9116966 36.635835)",
361910442,secondary,False,True,51.086,شهید فقیهی,"LINESTRING (52.9115951 36.635848, 52.9111312 36.6359152, 52.911031 36.6359262)",
361910442,secondary,False,False,19.515,شهید فقیهی,"LINESTRING (52.9091572 36.6361334, 52.9093724 36.6361021)",
361910442,secondary,False,True,71.534,شهید فقیهی,"LINESTRING (52.9091572 36.6361334, 52.9089106 36.6361609, 52.9083819 36.6362197, 52.9083631 36.6362218)",
361910461,residential,False,False,175.352,فقیهی ۶,"LINESTRING (52.9091572 36.6361334, 52.9091279 36.636361, 52.9092129 36.636736, 52.909403 36.6375453, 52.9094948 36.6376684)",
361910442,secondary,False,True,67.541,شهید فقیهی,"LINESTRING (52.906902 36.6362662, 52.9061486 36.636325)",
361910460,residential,False,True,57.556,فقیهی ۱۰,"LINESTRING (52.906902 36.6362662, 52.9069574 36.6367819)",
361910442,secondary,False,False,130.777,شهید فقیهی,"LINESTRING (52.906902 36.6362662, 52.9072055 36.6362425, 52.9078775 36.6362533, 52.9080552 36.6362561, 52.9083631 36.6362218)",
361910460,residential,False,False,57.556,فقیهی ۱۰,"LINESTRING (52.9069574 36.6367819, 52.906902 36.6362662)",
361910460,residential,False,True,14.96,فقیهی ۱۰,"LINESTRING (52.9069574 36.6367819, 52.9070286 36.6369037)",
1228958514,residential,False,False,62.916,,"LINESTRING (52.9069574 36.6367819, 52.9076421 36.6366467)",
361910460,residential,False,False,14.96,فقیهی ۱۰,"LINESTRING (52.9070286 36.6369037, 52.9069574 36.6367819)",
361910460,residential,False,True,95.292,فقیهی ۱۰,"LINESTRING (52.9070286 36.6369037, 52.9072673 36.637739)",
1228958513,residential,False,False,40.496,,"LINESTRING (52.9070286 36.6369037, 52.9066011 36.637026)",
122821936,residential,False,False,44.215,شهید کاظمی,"LINESTRING (52.9094948 36.6376684, 52.9090455 36.6377506, 52.9090111 36.6377543)",
122821936,residential,False,True,81.10900000000001,شهید کاظمی,"LINESTRING (52.9094948 36.6376684, 52.9095381 36.6376605, 52.9103695 36.63747)",
361910439,residential,False,False,88.15200000000002,بالا محله,"LINESTRING (52.9094948 36.6376684, 52.9097072 36.6379035, 52.9101193 36.6381115, 52.9101985 36.6382034)",
