osmid,oneway,ref,name,highway,reversed,length,geometry,junction,lanes
812398185,True,86,بلوار امام خمینی,trunk,False,20.325,"LINESTRING (51.5867567 29.8481646, 51.5865631 29.8482368)",,
526225120,True,,,residential,False,49.323,"LINESTRING (51.5867567 29.8481646, 51.5867315 29.8483865, 51.5866645 29.8485993)",,
1255223273,True,55;86,میدان امام خمینی,trunk,False,13.929,"LINESTRING (51.5770076 29.8487793, 51.5770769 29.8487969, 51.5771385 29.8488296)",roundabout,
812398185,True,86,بلوار امام خمینی,trunk,False,25.512,"LINESTRING (51.5844771 29.8488122, 51.5842164 29.8488511)",,
"[1266430296, 1266430297]",False,,,residential,False,177.975,"LINESTRING (51.5844771 29.8488122, 51.5845643 29.8489937, 51.5846863 29.8490728, 51.5849224 29.8491646, 51.5851074 29.849331, 51.5855795 29.8494403, 51.5859701 29.8496384)",,
961853490,True,86,بلوار امام خمینی,trunk,False,38.53,"LINESTRING (51.5771385 29.8488296, 51.5772729 29.8488767, 51.5773364 29.8488907, 51.5775041 29.8489134, 51.5775227 29.8489179)",,
1255223272,True,55;86,میدان امام خمینی,trunk,False,34.803,"LINESTRING (51.5771385 29.8488296, 51.5771882 29.8488749, 51.5772228 29.8489299, 51.5772397 29.8489907, 51.577238 29.8490533, 51.5772176 29.8491134)",roundabout,
201110802,False,,,trunk_link,True,11.81,"LINESTRING (51.5823308 29.8488751, 51.5823327 29.8489813)",,
961853490,True,86,بلوار امام خمینی,trunk,False,63.607,"LINESTRING (51.5823308 29.8488751, 51.5827302 29.8488412, 51.5829884 29.848839)",,
812398185,True,86,بلوار امام خمینی,trunk,False,38.894,"LINESTRING (51.5827347 29.8489534, 51.5823327 29.8489813)",,
201110802,False,,,trunk_link,False,11.81,"LINESTRING (51.5823327 29.8489813, 51.5823308 29.8488751)",,
812398185,True,86,بلوار امام خمینی,trunk,False,72.525,"LINESTRING (51.5823327 29.8489813, 51.5815808 29.8489912)",,
812398185,True,86,بلوار امام خمینی,trunk,False,21.959,"LINESTRING (51.5774409 29.8490748, 51.5772176 29.8491134)",,
526223194,True,,,trunk_link,False,43.446,"LINESTRING (51.5774409 29.8490748, 51.5773666 29.8491315, 51.5772975 29.8491914, 51.5772439 29.8492565, 51.5772144 29.8493368, 51.5771983 29.8493909)",,
1255223275,True,55;86,میدان امام خمینی,trunk,False,6.963,"LINESTRING (51.5772176 29.8491134, 51.5771799 29.8491668)",roundabout,
201110864,True,55;86,شهید سلیمانی,trunk,False,24.982,"LINESTRING (51.5771799 29.8491668, 51.5771983 29.8493909)",,
1255223276,True,55;86,میدان امام خمینی,trunk,False,34.811,"LINESTRING (51.5771799 29.8491668, 51.5771277 29.84921, 51.5770643 29.84924, 51.5769941 29.8492547, 51.576922 29.8492531, 51.5768527 29.8492354)",roundabout,
201110864,True,55;86,شهید سلیمانی,trunk,False,114.22699999999999,"LINESTRING (51.5771983 29.8493909, 51.577205 29.8494717, 51.5772305 29.8495398, 51.57726 29.8495974, 51.5772852 29.8496326, 51.5777568 29.8502852)",,
201110855,False,,خیابان معلم,secondary,True,74.143,"LINESTRING (51.5868904 29.8520469, 51.5861498 29.8522258)",,
548095411,False,,معلم۱۵,residential,False,189.922,"LINESTRING (51.5868904 29.8520469, 51.5868197 29.8530528, 51.5865761 29.8537204)",,
201110855,False,,خیابان معلم,secondary,False,59.024,"LINESTRING (51.5855587 29.8523634, 51.5861498 29.8522258)",,
201110855,False,,خیابان معلم,secondary,True,37.648,"LINESTRING (51.5855587 29.8523634, 51.5851781 29.8524387)",,
1266430293,False,,,residential,True,163.997,"LINESTRING (51.5855587 29.8523634, 51.5854736 29.85189, 51.5855259 29.851612, 51.5854695 29.8515817, 51.5855058 29.8514456, 51.5855902 29.8512339, 51.5855165 29.8510885, 51.5854899 29.8509565)",,
201110855,False,,خیابان معلم,secondary,False,49.075,"LINESTRING (51.5843008 29.8526123, 51.5847955 29.8525089)",,
201110855,False,,خیابان معلم,secondary,True,16.04,"LINESTRING (51.5843008 29.8526123, 51.584138 29.8526418)",,
201110855,False,,خیابان معلم,secondary,False,15.969,"LINESTRING (51.5839759 29.8526711, 51.584138 29.8526418)",,
201110855,False,,خیابان معلم,secondary,True,37.644,"LINESTRING (51.5839759 29.8526711, 51.5835898 29.8527208)",,
526225118,True,,,residential,False,38.980000000000004,"LINESTRING (51.5839759 29.8526711, 51.5840963 29.852496, 51.5841686 29.8523634)",,
201110855,False,,خیابان معلم,secondary,False,13.474,"LINESTRING (51.5834516 29.8527386, 51.5835898 29.8527208)",,
201110855,False,,خیابان معلم,secondary,True,89.198,"LINESTRING (51.5834516 29.8527386, 51.5825277 29.8527759)",,
1115641194,False,,دهم,residential,False,67.694,"LINESTRING (51.5834516 29.8527386, 51.5835338 29.852134)",,
548095271,False,,شهید بهشتی,residential,True,165.05599999999998,"LINESTRING (51.5834516 29.8527386, 51.5833089 29.8530879, 51.5827462 29.8540891)",,
201110864,True,55;86,شهید سلیمانی,trunk,False,50.706,"LINESTRING (51.5796091 29.8528484, 51.5798829 29.8532377)",,
201110815,True,,,secondary,False,45.554,"LINESTRING (51.5796091 29.8528484, 51.5798112 29.8528819, 51.5800778 29.8528818)",,
201110855,False,,خیابان معلم,secondary,False,66.508,"LINESTRING (51.5800778 29.8528818, 51.5807666 29.8528525)",,
201110817,True,,,secondary,False,44.72,"LINESTRING (51.5800778 29.8528818, 51.5799383 29.8530425, 51.5798829 29.8532377)",,
201110864,True,55;86,شهید سلیمانی,trunk,False,146.254,"LINESTRING (51.5798829 29.8532377, 51.5806726 29.8543606)",,
201110803,False,,,trunk_link,True,13.977,"LINESTRING (51.5806726 29.8543606, 51.5805489 29.8544261)",,
201110803,False,,,trunk_link,False,13.977,"LINESTRING (51.5805489 29.8544261, 51.5806726 29.8543606)",,
1188638641,True,55;86,شهید سلیمانی,trunk,False,24.393,"LINESTRING (51.5805489 29.8544261, 51.5804159 29.8542395)",,2
526225119,True,,,residential,False,32.697,"LINESTRING (51.5841686 29.8523634, 51.5841727 29.8524413, 51.5841874 29.8525157, 51.584229 29.8525704, 51.5843008 29.8526123)",,
526225123,False,,ولی عصر,residential,True,30.333,"LINESTRING (51.5841686 29.8523634, 51.5842035 29.8522994, 51.5842907 29.8521121)",,
812398185,True,86,بلوار امام خمینی,trunk,False,211.512,"LINESTRING (51.5865631 29.8482368, 51.5861991 29.8483725, 51.5855688 29.8485586, 51.585035 29.8487029, 51.5844771 29.8488122)",,
526225123,False,,ولی عصر,residential,False,30.333,"LINESTRING (51.5842907 29.8521121, 51.5842035 29.8522994, 51.5841686 29.8523634)",,
526225123,False,,ولی عصر,residential,True,113.185,"LINESTRING (51.5842907 29.8521121, 51.5844999 29.8515759, 51.5845992 29.8512874, 51.5846542 29.8511444)",,
548095272,False,,,residential,True,73.113,"LINESTRING (51.5842907 29.8521121, 51.5839532 29.8521368, 51.5835338 29.852134)",,
548095379,False,,۷ وليعصر,residential,True,16.061,"LINESTRING (51.5846542 29.8511444, 51.5844908 29.8511165)",,
526225123,False,,ولی عصر,residential,False,113.185,"LINESTRING (51.5846542 29.8511444, 51.5845992 29.8512874, 51.5844999 29.8515759, 51.5842907 29.8521121)",,
526225123,False,,ولی عصر,residential,True,36.419,"LINESTRING (51.5846542 29.8511444, 51.5847145 29.8510467, 51.5848339 29.8509315, 51.584895 29.8508997)",,
548095331,False,,,residential,True,41.623,"LINESTRING (51.5850954 29.8508047, 51.5854899 29.8509565)",,
526225123,False,,ولی عصر,residential,False,22.03,"LINESTRING (51.5850954 29.8508047, 51.5849344 29.8508792, 51.584895 29.8508997)",,
526225123,False,,ولی عصر,residential,True,66.771,"LINESTRING (51.5850954 29.8508047, 51.5853126 29.8505919, 51.5853877 29.8504686, 51.5854755 29.850309)",,
526225123,False,,ولی عصر,residential,True,8.208,"LINESTRING (51.5859269 29.849702, 51.5859701 29.8496384)",,
548095322,False,,کوچه کاوه آهنگر,residential,False,94.876,"LINESTRING (51.5859269 29.849702, 51.5867135 29.8502144)",,
526225123,False,,ولی عصر,residential,False,80.599,"LINESTRING (51.5859269 29.849702, 51.5855835 29.8501126, 51.5854755 29.850309)",,
526225123,False,,ولی عصر,residential,False,37.885,"LINESTRING (51.5861696 29.8493449, 51.5859701 29.8496384)",,
548095368,False,,,residential,False,83.895,"LINESTRING (51.5861696 29.8493449, 51.5868462 29.8498191)",,
526225123,False,,ولی عصر,residential,True,95.859,"LINESTRING (51.5861696 29.8493449, 51.5865397 29.8488378, 51.5866645 29.8485993)",,
526225121,True,,,residential,False,41.658,"LINESTRING (51.5866645 29.8485993, 51.5866524 29.8484912, 51.5866081 29.8483527, 51.5865631 29.8482368)",,
526225123,False,,ولی عصر,residential,False,95.859,"LINESTRING (51.5866645 29.8485993, 51.5865397 29.8488378, 51.5861696 29.8493449)",,
548095325,False,,,residential,True,85.213,"LINESTRING (51.5802122 29.8471304, 51.5797985 29.8474216, 51.579636 29.8476912)",,
548095404,False,,هفت تیر,residential,False,105.05,"LINESTRING (51.5802122 29.8471304, 51.5803412 29.8473871, 51.5809354 29.8478069)",,
