osmid,oneway,name,highway,maxspeed,reversed,length,junction,geometry
545337750,True,ابوذر,secondary,50,False,50.455,,"LINESTRING (60.6850144 27.2053995, 60.6851753 27.2058301)"
545337773,True,امام خمینی,secondary,40,False,37.761,,"LINESTRING (60.6850144 27.2053995, 60.6853929 27.2054443)"
118458232,False,معلم,tertiary,30,False,124.026,,"LINESTRING (60.6861898 27.2055385, 60.685804 27.2044772)"
545337752,True,,residential,30,False,71.577,,"LINESTRING (60.6861898 27.2055385, 60.6863872 27.2061578)"
118458221,True,میدان جمهوری,secondary,30,False,5.523,roundabout,"LINESTRING (60.6852356 27.2030356, 60.6852699 27.2029964)"
885188351,False,شهید مالکی جنوبی,tertiary,40,False,127.844,,"LINESTRING (60.6906601 27.2067712, 60.6910471 27.2056742)"
885188353,True,امام خمینی,secondary,40,False,73.929,,"LINESTRING (60.6906601 27.2067712, 60.6899498 27.2065639)"
440067029,True,طالقانی,tertiary,40,False,55.159,,"LINESTRING (60.6910471 27.2056742, 60.6915797 27.2058215)"
821272600,True,شهید مالکی جنوبی,tertiary,40,False,84.903,,"LINESTRING (60.6910471 27.2056742, 60.6913161 27.2049491)"
885188351,False,شهید مالکی جنوبی,tertiary,40,True,127.844,,"LINESTRING (60.6910471 27.2056742, 60.6906601 27.2067712)"
118458230,False,شهید مالکی جنوبی,secondary,50,False,70.242,,"LINESTRING (60.6917992 27.2036873, 60.6919561 27.2031937, 60.6919975 27.2030808)"
118458235,True,میدان ولایت,secondary,30,False,10.883,roundabout,"LINESTRING (60.6917992 27.2036873, 60.6918334 27.2037138, 60.6918568 27.2037394, 60.6918678 27.2037619)"
549015761,True,شهید مالکی جنوبی,tertiary,40,False,132.577,,"LINESTRING (60.6864537 27.2096025, 60.6877098 27.2091858)"
888655715,True,ابوذر,secondary,50,False,63.952,,"LINESTRING (60.6864537 27.2096025, 60.6866475 27.2101512)"
440067029,True,طالقانی,tertiary,40,False,67.239,,"LINESTRING (60.6874961 27.2046421, 60.6881425 27.2048296)"
545328038,False,خیابان فردوسی,tertiary,40,True,144.132,,"LINESTRING (60.6874961 27.2046421, 60.6878428 27.2033831)"
888784435,True,خیابان فردوسی,tertiary,40,False,131.103,,"LINESTRING (60.6874961 27.2046421, 60.6874114 27.2049443, 60.6871753 27.2057861)"
118458239,True,ولایت,secondary,60,False,16.289,,"LINESTRING (60.6878428 27.2033831, 60.6876786 27.2033716)"
545328038,False,خیابان فردوسی,tertiary,40,False,144.132,,"LINESTRING (60.6878428 27.2033831, 60.6874961 27.2046421)"
545328038,False,خیابان فردوسی,tertiary,40,True,100.84800000000001,,"LINESTRING (60.6878428 27.2033831, 60.6879649 27.2028814, 60.6880685 27.2024987)"
548522181,False,ولایت ۱۵,residential,30,True,98.52,,"LINESTRING (60.6911624 27.2037284, 60.6913462 27.2028576)"
118458239,True,ولایت,secondary,60,False,40.078,,"LINESTRING (60.6911624 27.2037284, 60.6909803 27.2037087, 60.6907601 27.203685)"
118458235,True,میدان ولایت,secondary,30,False,15.478,roundabout,"LINESTRING (60.6918498 27.2038554, 60.6918065 27.2038876, 60.6917525 27.2038985, 60.6917087 27.2038906)"
545337756,True,ابوذر,secondary,50,False,20.493,,"LINESTRING (60.6870591 27.2112972, 60.6871293 27.2114706)"
545337757,True,مسجد گرد,secondary,30,False,12.853,roundabout,"LINESTRING (60.6870591 27.2112972, 60.6870088 27.2113283, 60.6869427 27.211345)"
118458221,True,میدان جمهوری,secondary,30,False,15.235,roundabout,"LINESTRING (60.6854659 27.2029433, 60.6855405 27.2029656, 60.6855982 27.2030087)"
118458221,True,میدان جمهوری,secondary,30,False,21.026,roundabout,"LINESTRING (60.6852699 27.2029964, 60.68533 27.2029585, 60.6853868 27.2029418, 60.6854659 27.2029433)"
751778100,True,ولایت,secondary,60,False,45.205,,"LINESTRING (60.6855982 27.2030087, 60.6860156 27.2031744)"
118458221,True,میدان جمهوری,secondary,30,False,29.108,roundabout,"LINESTRING (60.6855982 27.2030087, 60.6856383 27.2030705, 60.6856512 27.203141, 60.6856479 27.2031692, 60.6856387 27.203203, 60.6856098 27.2032526)"
118458221,True,میدان جمهوری,secondary,30,False,16.664,roundabout,"LINESTRING (60.6852096 27.2031811, 60.6852047 27.2031233, 60.6852356 27.2030356)"
391974800,True,بلوار بلوچ,secondary,60,False,103.089,,"LINESTRING (60.6852096 27.2031811, 60.6850309 27.2031453, 60.6841756 27.2030723)"
118458221,True,میدان جمهوری,secondary,30,False,14.796,roundabout,"LINESTRING (60.6856098 27.2032526, 60.6855624 27.203296, 60.6854894 27.2033284)"
118458221,True,میدان جمهوری,secondary,30,False,20.121000000000002,roundabout,"LINESTRING (60.6853335 27.2033176, 60.6852701 27.2032783, 60.6852284 27.2032275, 60.6852096 27.2031811)"
892580833,True,معلم,tertiary,30,False,44.314,,"LINESTRING (60.6854894 27.2033284, 60.6856269 27.2037077)"
118458221,True,میدان جمهوری,secondary,30,False,15.712,roundabout,"LINESTRING (60.6854894 27.2033284, 60.6853997 27.2033346, 60.6853335 27.2033176)"
118458217,True,ولایت,secondary,60,False,54.875,,"LINESTRING (60.6918678 27.2037619, 60.6921068 27.2038043, 60.692416 27.2038354)"
118458235,True,میدان ولایت,secondary,30,False,10.886,roundabout,"LINESTRING (60.6918678 27.2037619, 60.6918724 27.2038028, 60.6918619 27.2038372, 60.6918498 27.2038554)"
118458235,True,میدان ولایت,secondary,30,False,21.911,roundabout,"LINESTRING (60.6916352 27.2037845, 60.6916512 27.203739, 60.6916913 27.2037025, 60.6917473 27.2036869, 60.6917992 27.2036873)"
