osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed,lanes,bridge
181200707,فلکه جوانمردی,secondary,roundabout,True,False,22.195999999999998,"LINESTRING (50.243253 30.5942721, 50.2432411 30.5942232, 50.2432486 30.5941738, 50.2432746 30.5941292, 50.2433162 30.5940944)",,,
181200708,خیابان عدالت,secondary,,True,False,72.131,"LINESTRING (50.2433018 30.594331, 50.2427454 30.5947685)",,,
181200707,فلکه جوانمردی,secondary,roundabout,True,False,8.105,"LINESTRING (50.2433018 30.594331, 50.2432732 30.5943041, 50.243253 30.5942721)",,,
181200707,فلکه جوانمردی,secondary,roundabout,True,False,15.829,"LINESTRING (50.243458 30.5940729, 50.2435085 30.594092, 50.2435495 30.5941237, 50.2435768 30.5941649)",,,
181200718,خیابان عدالت,secondary,,True,False,24.591,"LINESTRING (50.243458 30.5940729, 50.2435341 30.594068, 50.2436023 30.5940364, 50.2436812 30.5939792)",,,
181200707,فلکه جوانمردی,secondary,roundabout,True,False,30.752000000000002,"LINESTRING (50.2435768 30.5941649, 50.2435878 30.59421, 50.2435822 30.5942558, 50.2435606 30.594298, 50.2435251 30.5943325, 50.2434791 30.5943561, 50.2434269 30.5943665)",,,
181200708,خیابان عدالت,secondary,,True,False,44.33,"LINESTRING (50.2427454 30.5947685, 50.2423785 30.5950118)",,,
1252921293,,residential,,False,False,75.231,"LINESTRING (50.2427454 30.5947685, 50.2429432 30.594897, 50.2433744 30.5951742)",,,
181200709,فلکه شیراز,secondary,roundabout,True,False,16.082,"LINESTRING (50.2485448 30.5905459, 50.2485061 30.5905318, 50.2484727 30.5905099, 50.2484469 30.5904814, 50.2484302 30.5904482)",,,
967502505,خیابان عدالت,secondary,,True,False,203.784,"LINESTRING (50.2485448 30.5905459, 50.2484385 30.5905776, 50.2483357 30.5906149, 50.2482058 30.5907104, 50.2472484 30.5914199, 50.2468908 30.5916835)",,,
181200718,خیابان عدالت,secondary,,True,False,65.656,"LINESTRING (50.2463332 30.5920386, 50.2468369 30.5916378)",,,
686542394,,residential,,False,False,79.669,"LINESTRING (50.2463332 30.5920386, 50.2460682 30.59181, 50.2457647 30.5915157)",,,
181274246,شهید منتظری,tertiary,,False,True,121.09,"LINESTRING (50.2460899 30.5974996, 50.2458899 30.5976351, 50.2453843 30.5979776, 50.2451036 30.5981814)",30,,
1015435703,خیابان شهید منتظری,tertiary,,False,False,84.06,"LINESTRING (50.2460899 30.5974996, 50.2464156 30.5972483, 50.2466021 30.5971019, 50.2467383 30.5969898)",30,,
570528843,خیابان فرعی جوانمردی,residential,,False,True,26.71,"LINESTRING (50.2467383 30.5969898, 50.2469453 30.5971509)",30,2,
1009212136,خیابان فرعی جوانمردی,residential,,False,True,71.104,"LINESTRING (50.2467383 30.5969898, 50.2466164 30.5968926, 50.2461697 30.5965786)",30,2,
1015435703,خیابان شهید منتظری,tertiary,,False,True,84.06,"LINESTRING (50.2467383 30.5969898, 50.2466021 30.5971019, 50.2464156 30.5972483, 50.2460899 30.5974996)",30,,
570529165,چهارراه امامزاده حیدر,residential,,True,False,34.071,"LINESTRING (50.2445834 30.5961116, 50.2449294 30.5961836)",,,
181274340,شهید آصفی,secondary,,True,False,79.207,"LINESTRING (50.2445834 30.5961116, 50.2448882 30.5964036, 50.2451441 30.5966354)",30,,
570528843,خیابان فرعی جوانمردی,residential,,False,False,26.71,"LINESTRING (50.2469453 30.5971509, 50.2467383 30.5969898)",30,2,
570528999,,residential,,True,False,30.124,"LINESTRING (50.2469453 30.5971509, 50.2471934 30.5973176)",,,
181274330,,secondary,roundabout,True,False,19.926,"LINESTRING (50.2471852 30.5978833, 50.2471702 30.5979199, 50.2471007 30.5980469)",30,,
181274330,,secondary,roundabout,True,False,2.467,"LINESTRING (50.2472495 30.5976466, 50.2472543 30.5976684)",30,,
318732924,خیابان شهید جفاری,residential,,True,False,35.022,"LINESTRING (50.2472495 30.5976466, 50.2475633 30.5974846)",,,
181274335,,tertiary_link,,True,False,38.177,"LINESTRING (50.246968 30.5984463, 50.2469268 30.5983529, 50.2468703 30.5982661, 50.2467939 30.5981833, 50.2467683 30.5981521)",30,,
181274330,,secondary,roundabout,True,False,26.199,"LINESTRING (50.2467683 30.5981521, 50.2466759 30.5980978, 50.2466514 30.5980705, 50.2466061 30.5980203, 50.2465983 30.5979796)",30,,
181274330,,secondary,roundabout,True,False,4.198,"LINESTRING (50.2465983 30.5979796, 50.2466196 30.5979466)",30,,
181274330,,secondary,roundabout,True,False,48.727,"LINESTRING (50.2466196 30.5979466, 50.2466771 30.5978924, 50.2468215 30.5977834, 50.246883 30.597737, 50.2469384 30.5976952, 50.2469958 30.5976519)",30,,
1009212115,شهید آصفی,secondary,,True,False,70.999,"LINESTRING (50.2466196 30.5979466, 50.2464068 30.5977681, 50.2460899 30.5974996)",30,,
181274330,,secondary,roundabout,True,False,23.633,"LINESTRING (50.2469958 30.5976519, 50.2470951 30.5976052, 50.2471063 30.597604, 50.2471595 30.5975984, 50.2472024 30.5976081, 50.2472247 30.5976169)",30,,
181274331,,residential,,True,False,67.755,"LINESTRING (50.2469958 30.5976519, 50.2471097 30.5975436, 50.2471642 30.5974655, 50.2471384 30.5973754, 50.2469453 30.5971509)",30,,
181274330,,secondary,roundabout,True,False,4.085,"LINESTRING (50.2472247 30.5976169, 50.2472385 30.5976305, 50.2472495 30.5976466)",30,,
"[181274321, 1113281021, 1113281022]","['تختی', 'خیابان تختی']",secondary,,True,False,50.054,"LINESTRING (50.2472543 30.5976684, 50.2474467 30.5977657, 50.2476038 30.5978787, 50.2476542 30.5979481)",30,,yes
181274330,,secondary,roundabout,True,False,24.869,"LINESTRING (50.2472543 30.5976684, 50.2472464 30.5977179, 50.2472226 30.5977919, 50.2471852 30.5978833)",30,,
181274340,شهید آصفی,secondary,,True,False,42.432,"LINESTRING (50.2438012 30.5952009, 50.2439921 30.595503, 50.2440137 30.5955358)",30,,
"[686542312, 686542306]",,residential,,False,"[False, True]",150.005,"LINESTRING (50.2438012 30.5952009, 50.2440987 30.5950096, 50.2441652 30.5949869, 50.2442541 30.5949864, 50.2445 30.5950649, 50.2447057 30.5951641, 50.2448076 30.5952172, 50.2448467 30.5952474, 50.2448921 30.5952824, 50.2449035 30.5953024, 50.244895 30.5953234, 50.2447406 30.595496)",,,
181200707,فلکه جوانمردی,secondary,roundabout,True,False,12.826,"LINESTRING (50.2434269 30.5943665, 50.2433808 30.594364, 50.2433018 30.594331)",,,
181274340,شهید آصفی,secondary,,True,False,74.104,"LINESTRING (50.2434269 30.5943665, 50.2434915 30.5945558, 50.2435662 30.5947751, 50.2436096 30.5949086, 50.2436597 30.595001)",30,,
181200707,فلکه جوانمردی,secondary,roundabout,True,False,14.162000000000003,"LINESTRING (50.2433162 30.5940944, 50.2433604 30.5940756, 50.243409 30.5940682, 50.243458 30.5940729)",,,
181274342,جوانمردی,secondary,,True,False,53.309,"LINESTRING (50.2433162 30.5940944, 50.2431199 30.5937955, 50.2430404 30.5936779)",30,,
181274342,جوانمردی,secondary,,True,False,13.697,"LINESTRING (50.2430404 30.5936779, 50.2429697 30.5935708)",30,,
686542373,,residential,,False,True,47.207,"LINESTRING (50.2430404 30.5936779, 50.2434719 30.5934723)",,,
181274342,جوانمردی,secondary,,True,False,81.36200000000001,"LINESTRING (50.2410631 30.5914639, 50.2410332 30.5914391, 50.2405992 30.5910789, 50.2404527 30.5909547)",30,,
686542370,,residential,,False,False,53.692,"LINESTRING (50.2410631 30.5914639, 50.2409948 30.5915259, 50.2409681 30.5916056, 50.2410123 30.5916598, 50.2409506 30.5919023)",,,
181200709,فلکه شیراز,secondary,roundabout,True,False,19.873,"LINESTRING (50.2484243 30.5903965, 50.248433 30.5903615, 50.2484515 30.5903295, 50.2484786 30.5903025, 50.2485128 30.5902822, 50.2485517 30.5902697)",,,
999894953,خیابان نحوی,secondary,,True,False,51.699000000000005,"LINESTRING (50.2484243 30.5903965, 50.2483749 30.5903184, 50.2483203 30.5902537, 50.2481331 30.5900861, 50.2480804 30.5900416)",,,
818641750,خیابان امام حسین,tertiary,,False,True,67.4,"LINESTRING (50.2468369 30.5916378, 50.2463457 30.5912035)",,,
818641752,,secondary_link,,False,False,7.242,"LINESTRING (50.2468369 30.5916378, 50.2468908 30.5916835)",,,
550198076,خیابان عدالت,secondary,,True,False,202.231,"LINESTRING (50.2468369 30.5916378, 50.247232 30.5913794, 50.2481827 30.5906765, 50.2483143 30.590568, 50.2484302 30.5904482)",,,
181274246,شهید منتظری,tertiary,,False,True,28.292,"LINESTRING (50.2451036 30.5981814, 50.2448776 30.5983454)",30,,
318731886,آستانه,tertiary,,False,False,53.095,"LINESTRING (50.2451036 30.5981814, 50.2447577 30.5978081)",,,
181274246,شهید منتظری,tertiary,,False,False,121.09000000000002,"LINESTRING (50.2451036 30.5981814, 50.2453843 30.5979776, 50.2458899 30.5976351, 50.2460899 30.5974996)",30,,
318731886,آستانه,tertiary,,False,False,44.051,"LINESTRING (50.2421023 30.5957359, 50.2417709 30.595461)",,,
318731886,آستانه,tertiary,,False,True,95.412,"LINESTRING (50.2421023 30.5957359, 50.2424785 30.5960084, 50.2428478 30.5963051)",,,
549855810,کوچه سلمان فارسی,residential,,False,True,40.037,"LINESTRING (50.2421023 30.5957359, 50.2422206 30.5956219, 50.2423695 30.5954591)",30,,
686542284,کوچه سلمان فارسی,residential,,False,True,128.718,"LINESTRING (50.2421023 30.5957359, 50.2420074 30.5959058, 50.2418988 30.5960997, 50.241707 30.5964184, 50.2416533 30.5966585, 50.2416211 30.5968063)",,,
318731886,آستانه,tertiary,,False,True,44.051,"LINESTRING (50.2417709 30.595461, 50.2421023 30.5957359)",,,
421930178,خیابان عدالت,secondary,,True,False,192.519,"LINESTRING (50.2417709 30.595461, 50.2408995 30.5961094, 50.2404595 30.5964367, 50.2402477 30.5965917)",,,
1089792142,شهید نیک پور,tertiary,,False,False,157.16400000000002,"LINESTRING (50.2381919 30.5900205, 50.2384389 30.5903343, 50.2390238 30.5910905, 50.239106 30.5911946)",,,
550198220,شهید نیک پور,tertiary,,False,True,26.877,"LINESTRING (50.2403487 30.5928465, 50.2401931 30.5926453)",,,
1099811034,خیابان گود چهک,tertiary,,False,False,44.963,"LINESTRING (50.2403487 30.5928465, 50.24072 30.5925988)",,,
550198220,شهید نیک پور,tertiary,,False,False,60.911,"LINESTRING (50.2403487 30.5928465, 50.240484 30.5930284, 50.2406917 30.5933079)",,,
318731888,گودبقال,tertiary,,False,False,57.313,"LINESTRING (50.2416798 30.5919716, 50.2421513 30.5916539)",,,
181274342,جوانمردی,secondary,,True,False,81.679,"LINESTRING (50.2416798 30.5919716, 50.2416105 30.5919135, 50.2410631 30.5914639)",30,,
1099811034,خیابان گود چهک,tertiary,,False,True,63.875,"LINESTRING (50.2416798 30.5919716, 50.2413144 30.5921942, 50.2411421 30.5923115)",,,
318731888,گودبقال,tertiary,,False,True,57.313,"LINESTRING (50.2421513 30.5916539, 50.2416798 30.5919716)",,,
686542407,,residential,,False,True,45.598,"LINESTRING (50.2421513 30.5916539, 50.2422557 30.592054)",,,
