osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction
662656709,قدس,secondary,40,False,False,38.56,"LINESTRING (50.0750938 33.6474734, 50.0752817 33.6471639)",
849085645,مطهری,secondary,40,False,False,9.497,"LINESTRING (50.0750938 33.6474734, 50.0751847 33.647513)",
307559478,بلوار قدس,secondary,40,True,False,78.554,"LINESTRING (50.0750938 33.6474734, 50.0750546 33.6476481, 50.074749 33.6481116)",
354224078,مطهری,secondary,,False,False,35.145,"LINESTRING (50.0814862 33.6458749, 50.0817271 33.6456306)",
354224078,مطهری,secondary,,False,True,59.282,"LINESTRING (50.0814862 33.6458749, 50.0810628 33.6462749)",
714983142,محمدی,residential,,False,False,64.544,"LINESTRING (50.0814862 33.6458749, 50.0809294 33.6455255)",
76176440,مطهری,secondary,,False,False,56.208,"LINESTRING (50.0830936 33.644003, 50.0833796 33.6435571)",
76176491,آیت الله سعیدی,tertiary,30,False,False,58.998,"LINESTRING (50.0830936 33.644003, 50.0825247 33.6437638)",
76176491,آیت الله سعیدی,tertiary,30,False,True,208.923,"LINESTRING (50.0830936 33.644003, 50.0851082 33.64485)",
354224078,مطهری,secondary,,False,True,64.738,"LINESTRING (50.0830936 33.644003, 50.0827237 33.6444971)",
76176440,مطهری,secondary,,False,False,43.315,"LINESTRING (50.0836468 33.6431273, 50.0838599 33.6427805)",
76176440,مطهری,secondary,,False,True,53.813,"LINESTRING (50.0836468 33.6431273, 50.0833796 33.6435571)",
644289895,ماهان,residential,,False,True,41.526,"LINESTRING (50.0836468 33.6431273, 50.0832334 33.6429823)",
658373117,مصطفی کوچکی,residential,,False,True,42.082,"LINESTRING (50.0836468 33.6431273, 50.0840513 33.6433)",
1259052269,,residential,,False,False,44.742,"LINESTRING (50.0752623 33.6432387, 50.0748964 33.6429758)",
1262828175,فردوسی,tertiary,30,True,False,27.778,"LINESTRING (50.0752623 33.6432387, 50.0750679 33.643429)",
1259052270,,residential,,False,True,38.313,"LINESTRING (50.0761475 33.6422588, 50.0764681 33.6424767)",
1262828173,فردوسی,tertiary,30,True,False,45.547,"LINESTRING (50.0761475 33.6422588, 50.0758557 33.6425886)",
1262828173,فردوسی,tertiary,30,True,False,24.253,"LINESTRING (50.0769061 33.6414016, 50.0767507 33.6415772)",
325857986,شریعتی,tertiary,30,True,False,117.934,"LINESTRING (50.0769061 33.6414016, 50.0758465 33.6409694, 50.0757632 33.6409331)",
325857815,میدان انقلاب,secondary,20,True,False,25.811000000000003,"LINESTRING (50.0788241 33.641984, 50.078917 33.6419855, 50.0790056 33.6420088, 50.0790826 33.6420522)",roundabout
1057855528,خیابان امام خمینی,secondary,30,True,False,110.694,"LINESTRING (50.0788241 33.641984, 50.0790578 33.6418213, 50.0794384 33.6411505)",
325857815,میدان انقلاب,secondary,20,True,False,36.227000000000004,"LINESTRING (50.0790826 33.6420522, 50.0791337 33.6421015, 50.0791691 33.6421597, 50.0791867 33.6422232, 50.0791855 33.6422883, 50.0791655 33.6423513)",roundabout
325857815,میدان انقلاب,secondary,20,True,False,24.668999999999997,"LINESTRING (50.0788299 33.6425198, 50.0787437 33.6425019, 50.0786666 33.6424652, 50.0786044 33.6424124)",roundabout
1158360778,خیابان امام خمینی,secondary,,True,False,127.298,"LINESTRING (50.0788299 33.6425198, 50.0787427 33.642575, 50.078689 33.6426297, 50.078188 33.6435198)",
662656709,قدس,secondary,40,False,False,41.05,"LINESTRING (50.0760902 33.6459119, 50.0762983 33.6455859)",
662656709,قدس,secondary,40,False,True,38.263,"LINESTRING (50.0760902 33.6459119, 50.0758963 33.6462158)",
714696199,بابک امیدی,residential,,False,True,150.446,"LINESTRING (50.0760902 33.6459119, 50.0765124 33.6461264, 50.0768906 33.6463296, 50.0772553 33.6468079)",
368283320,میراحمدی,residential,20,False,False,154.94,"LINESTRING (50.0762983 33.6455859, 50.07485 33.6448874)",
662656709,قدس,secondary,40,False,False,46.466,"LINESTRING (50.0762983 33.6455859, 50.0765677 33.6452333)",
662656709,قدس,secondary,40,False,True,41.05,"LINESTRING (50.0762983 33.6455859, 50.0760902 33.6459119)",
662132968,شیخ بهایی,residential,,False,False,139.167,"LINESTRING (50.0762983 33.6455859, 50.0767592 33.6458697, 50.0769415 33.6456397, 50.0773228 33.6460244)",
662656709,قدس,secondary,40,False,True,46.466,"LINESTRING (50.0765677 33.6452333, 50.0762983 33.6455859)",
1047785820,قدس,secondary,40,True,False,6.868,"LINESTRING (50.0765677 33.6452333, 50.0765848 33.6451732)",
325859913,میدان پانزده خرداد,secondary,20,True,False,52.807,"LINESTRING (50.077074 33.6447947, 50.0771712 33.6446882, 50.0773881 33.6444761, 50.0774157 33.6444563, 50.0774528 33.644447)",roundabout
325859913,میدان پانزده خرداد,secondary,20,True,False,53.025,"LINESTRING (50.0777531 33.644628, 50.0777504 33.6446708, 50.077735 33.6447137, 50.0776894 33.6447807, 50.0775031 33.6449645, 50.077444 33.6450167)",roundabout
325859914,امیرکبیر,secondary,40,False,False,48.896,"LINESTRING (50.0777531 33.644628, 50.077875 33.6446371, 50.077993 33.6446884, 50.0782049 33.6448313)",
325860151,قیام,tertiary,30,False,True,56.616,"LINESTRING (50.0776555 33.6484809, 50.0775008 33.6489735)",
325860153,میدان پلیس,secondary,20,True,False,6.686,"LINESTRING (50.0776555 33.6484809, 50.0776044 33.6484384)",roundabout
325860153,میدان پلیس,secondary,20,True,False,13.579,"LINESTRING (50.0775986 33.6482575, 50.077657 33.648219, 50.0777237 33.648196)",roundabout
325860153,میدان پلیس,secondary,20,True,False,64.08699999999999,"LINESTRING (50.0779672 33.6481773, 50.0780593 33.6481841, 50.0781529 33.6481968, 50.0782452 33.648215, 50.0783334 33.648238, 50.0784149 33.6482655, 50.0784874 33.6482971, 50.0785497 33.6483331, 50.0786007 33.6483756)",roundabout
325860153,میدان پلیس,secondary,20,True,False,28.694,"LINESTRING (50.0786007 33.6483756, 50.0786369 33.6484298, 50.0786427 33.6484966, 50.0786066 33.6485566, 50.0785482 33.648595)",roundabout
325860157,مطهری,secondary,,True,False,59.69199999999999,"LINESTRING (50.0786007 33.6483756, 50.0787306 33.6483794, 50.0788406 33.6483548, 50.0789371 33.6483124, 50.0791713 33.6481674)",
325860153,میدان پلیس,secondary,20,True,False,31.287999999999997,"LINESTRING (50.0784815 33.648618, 50.0784074 33.6486313, 50.0783258 33.6486374, 50.078238 33.6486367, 50.0781459 33.6486299)",roundabout
325860282,طباطبایی جنوبی,tertiary,,True,False,43.151,"LINESTRING (50.0757632 33.6409331, 50.0760615 33.6406349)",
368282406,شهید باقری,residential,30,True,False,98.582,"LINESTRING (50.0766304 33.6452016, 50.0774754 33.6457412)",
1047785821,قدس,secondary,40,True,False,6.791,"LINESTRING (50.0766304 33.6452016, 50.0765677 33.6452333)",
325859914,امیرکبیر,secondary,40,False,False,112.431,"LINESTRING (50.0794107 33.645679, 50.0803249 33.6463447)",
325859914,امیرکبیر,secondary,40,False,True,146.095,"LINESTRING (50.0794107 33.645679, 50.0782049 33.6448313)",
342711622,مهدی احمدی,residential,30,False,False,49.353,"LINESTRING (50.0794107 33.645679, 50.0790738 33.646023)",
655377128,فرفان,tertiary,30,False,True,28.04,"LINESTRING (50.0778281 33.6480356, 50.077842 33.6477837)",
1175247839,,tertiary,30,True,False,20.348,"LINESTRING (50.0778281 33.6480356, 50.0779672 33.6481773)",
325859914,امیرکبیر,secondary,40,False,False,34.818,"LINESTRING (50.0803249 33.6463447, 50.0805928 33.6465645)",
325859914,امیرکبیر,secondary,40,False,True,112.431,"LINESTRING (50.0803249 33.6463447, 50.0794107 33.645679)",
367394397,علیرضا سرمدی,residential,30,False,False,106.916,"LINESTRING (50.0803249 33.6463447, 50.0806745 33.6458842, 50.0809294 33.6455255)",
367056542,شاهد,residential,30,False,True,19.006,"LINESTRING (50.0769239 33.6430043, 50.0771075 33.6430808)",
663594127,شاهزاده ابوطالب,residential,30,False,False,80.887,"LINESTRING (50.0769239 33.6430043, 50.0774121 33.642401)",
367056218,شاهزاده ابوطالب,residential,30,False,False,109.341,"LINESTRING (50.0769239 33.6430043, 50.0767549 33.6429395, 50.0764411 33.6428234, 50.0761112 33.642714, 50.0758557 33.6425886)",
