osmid,oneway,ref,highway,reversed,length,geometry,name,junction,maxspeed
88691422,True,33,trunk,False,158.204,"LINESTRING (48.0959966 38.6318799, 48.0971912 38.6314706, 48.0976603 38.6313011)",,,
100497139,False,,tertiary,False,12.952,"LINESTRING (48.0978859 38.6312186, 48.0979657 38.631317)",,,
"[578070400, 88691422]",True,33,trunk,False,189.752,"LINESTRING (48.0978859 38.6312186, 48.0981747 38.6311217, 48.0984743 38.6309933, 48.0986661 38.6309175, 48.098811 38.6307785, 48.098942 38.6305975, 48.0991094 38.6303226, 48.0992953 38.6300213)",بلوار شهدا,,
578070402,True,,trunk,False,30.36,"LINESTRING (48.1009977 38.6253474, 48.1008681 38.6254639, 48.1007396 38.6255272)",میدان شهید همرنگ,roundabout,
88691422,True,33,trunk,False,21.637,"LINESTRING (48.0976603 38.6313011, 48.0978859 38.6312186)",,,
100497161,False,,residential,True,14.024,"LINESTRING (48.0976603 38.6313011, 48.0977441 38.6314089)",,,
100497149,False,,tertiary,True,211.132,"LINESTRING (48.0976603 38.6313011, 48.0975288 38.6311499, 48.0973227 38.6310164, 48.0956518 38.6302636)",,,
100497078,False,,tertiary,False,14.063,"LINESTRING (48.0940432 38.625997, 48.0940731 38.6261213)",,,
100497085,False,,residential,True,66.412,"LINESTRING (48.0940432 38.625997, 48.0942985 38.6259286, 48.0946527 38.6256589)",,,
100497104,False,,residential,False,110.35,"LINESTRING (48.0961714 38.6281931, 48.0960588 38.6280669, 48.095974 38.6280006, 48.0957995 38.6278938, 48.0956628 38.6278533, 48.095585 38.6278128, 48.0953752 38.6276544, 48.0952392 38.6275395)",,,
100497152,False,,residential,False,38.213,"LINESTRING (48.0961714 38.6281931, 48.0964329 38.6280924, 48.0965766 38.6280636)",,,
100497152,False,,residential,True,124.286,"LINESTRING (48.0961714 38.6281931, 48.0957736 38.6284061, 48.0955894 38.6285356, 48.0950848 38.6289154)",,,
100497165,False,,residential,True,73.892,"LINESTRING (48.0961714 38.6281931, 48.0962782 38.6283514, 48.0963666 38.6285298, 48.096385 38.6286651, 48.0963887 38.6288233)",,,
100497083,False,,residential,True,97.116,"LINESTRING (48.0953796 38.6300699, 48.0949485 38.6301384, 48.0948011 38.6301729, 48.0946869 38.6302075, 48.0945912 38.6301729, 48.0943481 38.6300406)",,,
100497149,False,,tertiary,False,26.716,"LINESTRING (48.0953796 38.6300699, 48.0954984 38.6301686, 48.0956035 38.6302337)",,,
100497149,False,,tertiary,True,48.596000000000004,"LINESTRING (48.0953796 38.6300699, 48.0951948 38.6298209, 48.0950854 38.6296986)",,,
88691422,True,33,trunk,False,239.665,"LINESTRING (48.0930551 38.6329341, 48.0955629 38.6320353)",,,
100497127,False,,residential,True,71.157,"LINESTRING (48.0930551 38.6329341, 48.0925596 38.6324245)",,,
100497104,False,,residential,False,76.181,"LINESTRING (48.0947407 38.6270502, 48.0943685 38.6266672, 48.0942247 38.6265604, 48.0941617 38.6265593)",,,
100497104,False,,residential,True,69.556,"LINESTRING (48.0947407 38.6270502, 48.0951606 38.6274536, 48.0952392 38.6275395)",,,
