osmid,highway,oneway,reversed,length,bridge,geometry,name
"[632257649, 632257652, 278036613]",secondary,False,False,35.516,yes,"LINESTRING (48.5157545 29.979869, 48.5156966 29.9798934, 48.5155105 29.9799718, 48.5154229 29.9800087)",
551118223,residential,False,True,52.108,,"LINESTRING (48.5154229 29.9800087, 48.51573 29.9803945)",
278036623,secondary,True,False,160.482,,"LINESTRING (48.5154229 29.9800087, 48.515181 29.9801528, 48.5141754 29.9806231, 48.5139523 29.9806708)",بلوار جمهوری اسلامی
"[632257649, 632257652, 278036613]",secondary,False,True,35.516,yes,"LINESTRING (48.5154229 29.9800087, 48.5155105 29.9799718, 48.5156966 29.9798934, 48.5157545 29.979869)",
"[632257644, 632257646, 278036615]",secondary,False,False,37.602999999999994,yes,"LINESTRING (48.5139523 29.9806708, 48.5138923 29.9806884, 48.513728 29.9807638, 48.5135983 29.980812)",
278036623,secondary,True,False,160.422,,"LINESTRING (48.5139523 29.9806708, 48.5141198 29.9805623, 48.5151268 29.9800869, 48.5154229 29.9800087)",بلوار جمهوری اسلامی
551118227,residential,False,False,61.28,,"LINESTRING (48.5139523 29.9806708, 48.5140577 29.9810213, 48.5141418 29.9811956)",
632257554,residential,False,True,60.911,,"LINESTRING (48.5135983 29.980812, 48.5138672 29.9813078)",
632257732,residential,False,False,46.378,,"LINESTRING (48.5135983 29.980812, 48.5134193 29.9804248)",
278036619,secondary,True,False,343.266,,"LINESTRING (48.5135983 29.980812, 48.5133901 29.9809563, 48.510718 29.9822859, 48.5105134 29.9823451)",بلوار جمهوری اسلامی
"[632257644, 632257646, 278036615]",secondary,False,True,37.603,yes,"LINESTRING (48.5135983 29.980812, 48.513728 29.9807638, 48.5138923 29.9806884, 48.5139523 29.9806708)",
551118623,residential,False,False,62.087,,"LINESTRING (48.5105134 29.9823451, 48.5102786 29.9818251)",
551118623,residential,False,True,60.297,,"LINESTRING (48.5105134 29.9823451, 48.5108101 29.9828226)",
"[278036608, 632257641, 632257642]",secondary,False,False,34.607,yes,"LINESTRING (48.5105134 29.9823451, 48.5104367 29.9823758, 48.5102662 29.982444, 48.5101872 29.9824756)",
278036619,secondary,True,False,217.32100000000003,,"LINESTRING (48.5105134 29.9823451, 48.5106628 29.9822136, 48.5124319 29.9813279)",بلوار جمهوری اسلامی
278036610,secondary,True,False,87.997,,"LINESTRING (48.5101872 29.9824756, 48.5100338 29.9825803, 48.5093988 29.9828712)",بلوار جمهوری اسلامی
551122117,residential,False,False,56.962,,"LINESTRING (48.5101872 29.9824756, 48.5100357 29.9821571, 48.5099572 29.9820037)",
551122117,residential,False,True,65.548,,"LINESTRING (48.5101872 29.9824756, 48.5103497 29.982802, 48.5104644 29.9830139)",
"[278036608, 632257641, 632257642]",secondary,False,True,34.607,yes,"LINESTRING (48.5101872 29.9824756, 48.5102662 29.982444, 48.5104367 29.9823758, 48.5105134 29.9823451)",
551122106,residential,False,False,43.007,,"LINESTRING (48.5085515 29.9832948, 48.5083114 29.9829687)",
278036610,secondary,True,False,185.135,,"LINESTRING (48.5085515 29.9832948, 48.5086209 29.9831775, 48.5100033 29.9825126, 48.5101872 29.9824756)",بلوار جمهوری اسلامی
"[632257637, 278036614, 632257639]",secondary,False,False,39.410000000000004,yes,"LINESTRING (48.5085515 29.9832948, 48.508497 29.9833245, 48.5082823 29.9834413, 48.508205 29.9834833)",
551122106,residential,False,True,235.524,,"LINESTRING (48.5085515 29.9832948, 48.5090557 29.9838282, 48.5093473 29.9841814, 48.5095709 29.984522, 48.5098663 29.9850677)",
551122107,residential,False,False,41.239000000000004,,"LINESTRING (48.508205 29.9834833, 48.5081016 29.9833521, 48.5079802 29.983168)",
551122107,residential,False,True,45.825,,"LINESTRING (48.508205 29.9834833, 48.5083508 29.9836122, 48.508555 29.9837618)",
"[632257637, 278036614, 632257639]",secondary,False,True,39.41,yes,"LINESTRING (48.508205 29.9834833, 48.5082823 29.9834413, 48.508497 29.9833245, 48.5085515 29.9832948)",
551118224,residential,False,False,177.402,,"LINESTRING (48.5141418 29.9811956, 48.5149893 29.9808289, 48.51573 29.9803945)",
551118227,residential,False,False,104.198,,"LINESTRING (48.5141418 29.9811956, 48.5142424 29.9814039, 48.5146814 29.982005)",
551118227,residential,False,True,61.28,,"LINESTRING (48.5141418 29.9811956, 48.5140577 29.9810213, 48.5139523 29.9806708)",
632257554,residential,False,False,45.604,,"LINESTRING (48.5140563 29.9816838, 48.5138672 29.9813078)",
551118223,residential,False,False,52.108,,"LINESTRING (48.51573 29.9803945, 48.5154229 29.9800087)",
551118224,residential,False,False,284.856,,"LINESTRING (48.51573 29.9803945, 48.5160293 29.980843, 48.5161017 29.9809516, 48.5162899 29.9812337, 48.5146814 29.982005)",
551118224,residential,False,True,177.402,,"LINESTRING (48.51573 29.9803945, 48.5149893 29.9808289, 48.5141418 29.9811956)",
551118227,residential,False,True,115.324,,"LINESTRING (48.515692 29.9835685, 48.5156088 29.9832876, 48.5154465 29.9830327, 48.5153373 29.9828612, 48.5151712 29.9826444)",
551118224,residential,False,True,284.856,,"LINESTRING (48.5146814 29.982005, 48.5162899 29.9812337, 48.5161017 29.9809516, 48.5160293 29.980843, 48.51573 29.9803945)",
551118227,residential,False,False,67.523,,"LINESTRING (48.5146814 29.982005, 48.5148806 29.9822651, 48.515069 29.982511)",
551118227,residential,False,True,104.198,,"LINESTRING (48.5146814 29.982005, 48.5142424 29.9814039, 48.5141418 29.9811956)",
551118623,residential,False,False,60.297,,"LINESTRING (48.5108101 29.9828226, 48.5105134 29.9823451)",
551118623,residential,False,True,41.679,,"LINESTRING (48.5108101 29.9828226, 48.5110012 29.9831589)",
551122109,residential,False,True,339.22900000000004,,"LINESTRING (48.5108101 29.9828226, 48.5115256 29.9824613, 48.5123699 29.9820365, 48.5138672 29.9813078)",
551118614,residential,False,True,138.675,,"LINESTRING (48.5110302 29.980052, 48.5098226 29.9807311)",
551118621,residential,False,False,50.899,,"LINESTRING (48.5096261 29.9804, 48.5100678 29.9801487)",
551118623,residential,False,False,42.983,,"LINESTRING (48.5096261 29.9804, 48.5093905 29.9800717)",
551118623,residential,False,True,41.397,,"LINESTRING (48.5096261 29.9804, 48.5098226 29.9807311)",
551118623,residential,False,False,44.76,,"LINESTRING (48.5102786 29.9818251, 48.5101145 29.9814485)",
551118623,residential,False,True,62.087,,"LINESTRING (48.5102786 29.9818251, 48.5105134 29.9823451)",
632257556,residential,False,True,87.391,,"LINESTRING (48.5102786 29.9818251, 48.51062 29.9816839, 48.5110626 29.9814329)",
551118623,residential,False,False,41.679,,"LINESTRING (48.5110012 29.9831589, 48.5108101 29.9828226)",
551118623,residential,False,True,44.723,,"LINESTRING (48.5110012 29.9831589, 48.5112983 29.983468)",
632257555,residential,False,True,80.531,,"LINESTRING (48.5110012 29.9831589, 48.5117358 29.982813)",
551118623,residential,False,False,44.723,,"LINESTRING (48.5112983 29.983468, 48.5110012 29.9831589)",
551118614,residential,False,False,138.675,,"LINESTRING (48.5098226 29.9807311, 48.5110302 29.980052)",
551118623,residential,False,False,41.397,,"LINESTRING (48.5098226 29.9807311, 48.5096261 29.9804)",
551118623,residential,False,True,39.11,,"LINESTRING (48.5098226 29.9807311, 48.5099689 29.9810592)",
632257732,residential,False,False,42.796,,"LINESTRING (48.5134193 29.9804248, 48.5132733 29.9800613)",
632257732,residential,False,True,46.378,,"LINESTRING (48.5134193 29.9804248, 48.5135983 29.980812)",
551118619,residential,False,False,177.49,,"LINESTRING (48.5134193 29.9804248, 48.513241 29.9804873, 48.5122097 29.9809512, 48.5124319 29.9813279)",
551118618,residential,False,True,101.05,,"LINESTRING (48.5110213 29.9809929, 48.5104966 29.9812773, 48.5101145 29.9814485)",
