osmid,oneway,lanes,name,highway,reversed,length,ref,junction,geometry,bridge,maxspeed,access
399253961,True,1,سربازان کمنام,secondary,False,6.676,,,"LINESTRING (46.5602986 36.6795792, 46.5602683 36.6795243)",,,
317395200,True,,میدان امام خمینی(ره),primary,False,18.151,23,roundabout,"LINESTRING (46.5602986 36.6795792, 46.5603335 36.6795326, 46.5603867 36.6794988, 46.5604513 36.6794821)",,,
317395200,True,,میدان امام خمینی(ره),primary,False,64.422,23,roundabout,"LINESTRING (46.5606662 36.6796248, 46.560685 36.6797762, 46.5606637 36.6799273, 46.5606012 36.6800707, 46.5605461 36.6801285, 46.56049 36.6801514)",,,
317395200,True,,میدان امام خمینی(ره),primary,False,15.602,23,roundabout,"LINESTRING (46.56049 36.6801514, 46.5604025 36.6801535, 46.5603251 36.6801209)",,,
317395202,True,2,بلوار پاسداران,primary,False,75.643,23,,"LINESTRING (46.56049 36.6801514, 46.5604415 36.6807263, 46.5604372 36.6807745, 46.5604323 36.6808301)",,,
317395200,True,,میدان امام خمینی(ره),primary,False,62.449,23,roundabout,"LINESTRING (46.5603251 36.6801209, 46.5602789 36.6800654, 46.5602454 36.6799448, 46.5602383 36.6798212, 46.5602562 36.6796982, 46.5602986 36.6795792)",,,
317400451,True,2,میدان معلّم,primary,False,17.907,,roundabout,"LINESTRING (46.5684699 36.6777618, 46.5685034 36.6777153, 46.5685539 36.6776801, 46.5686159 36.6776599)",,,
317400451,True,2,میدان معلّم,primary,False,23.884,,roundabout,"LINESTRING (46.5687471 36.6776716, 46.5688021 36.6777022, 46.5688418 36.6777454, 46.5688617 36.6777967, 46.5688599 36.6778504)",,,
399253931,True,2,بلوار معلم جنوبی,primary,False,97.047,,,"LINESTRING (46.5686159 36.6776599, 46.5687863 36.6767979)",,,
317400451,True,2,میدان معلّم,primary,False,11.937999999999999,,roundabout,"LINESTRING (46.5686159 36.6776599, 46.5686827 36.6776569, 46.5687471 36.6776716)",,,
317400451,True,2,میدان معلّم,primary,False,11.934,,roundabout,"LINESTRING (46.5687367 36.6779702, 46.5686714 36.6779819, 46.5686049 36.677976)",,,
399253946,True,,بلوار معلم شمالی,primary,False,147.524,,,"LINESTRING (46.5687367 36.6779702, 46.5684425 36.6792024, 46.5684224 36.6792727)",,,
317400451,True,2,میدان معلّم,primary,False,29.853,,roundabout,"LINESTRING (46.5686049 36.677976, 46.5685443 36.677953, 46.5684964 36.6779156, 46.5684662 36.6778677, 46.568457 36.6778145, 46.5684699 36.6777618)",,,
317400458,False,,شمس تبریزی,tertiary,False,62.006,,,"LINESTRING (46.5633758 36.6753233, 46.5640679 36.6753765)",,,
741915426,False,,شمس تبریزی ششم,residential,False,41.812,,,"LINESTRING (46.5633758 36.6753233, 46.5634491 36.6749519)",,,
317400458,False,,شمس تبریزی,tertiary,True,47.918,,,"LINESTRING (46.5633758 36.6753233, 46.562879 36.6752889, 46.5628408 36.6752842)",,,
317400466,False,4,جهاد,primary,True,7.137,,,"LINESTRING (46.5706151 36.6759475, 46.5705355 36.6759541)",,,
317400466,False,4,جهاد,primary,False,48.612,,,"LINESTRING (46.5706151 36.6759475, 46.5710381 36.675933, 46.5711588 36.6759455)",,,
497993084,False,,جهاد پنجم,residential,False,112.955,,,"LINESTRING (46.5706151 36.6759475, 46.5704728 36.676763, 46.5704507 36.6768887, 46.5704393 36.6769535)",,,
399242996,True,,بلوار سرباز,tertiary,False,69.545,,,"LINESTRING (46.5617977 36.6809685, 46.5617557 36.6811738, 46.5618527 36.6815471, 46.5618619 36.6815824)",,,
743426854,False,,سرباز دوم,residential,False,46.922,,,"LINESTRING (46.5617977 36.6809685, 46.5621084 36.6811075, 46.5622572 36.6811741)",,,
399242996,True,,بلوار سرباز,tertiary,False,10.129999999999999,,,"LINESTRING (46.5617915 36.6808792, 46.5618053 36.680949, 46.5617977 36.6809685)",,,
399243004,False,,بلوار سرباز,tertiary,False,148.27100000000002,,,"LINESTRING (46.5617915 36.6808792, 46.5622146 36.680131, 46.5624969 36.6796719)",,,
743703438,False,,سرباز سوم,residential,False,68.098,,,"LINESTRING (46.5617915 36.6808792, 46.561078 36.6808523, 46.5610287 36.6808504)",,,
399253948,False,,بلوار شهید حسن قمی,primary,False,25.797,,,"LINESTRING (46.5677343 36.6813759, 46.5678082 36.6811516)",,,
399243000,True,,بلوار شهید حسن قمی,primary,False,110.57199999999999,,,"LINESTRING (46.5677343 36.6813759, 46.5677558 36.6814641, 46.5674547 36.6823358)",,,
399243002,True,2,بلوار هشتم آبان,primary,False,143.263,,,"LINESTRING (46.5625746 36.6795076, 46.5640821 36.6799529)",,,
464117882,False,,,tertiary,True,11.055,,,"LINESTRING (46.5625746 36.6795076, 46.5625393 36.6796029)",,,
399243004,False,,بلوار سرباز,tertiary,True,8.554,,,"LINESTRING (46.5625393 36.6796029, 46.5624969 36.6796719)",,,
464117882,False,,,tertiary,False,11.055,,,"LINESTRING (46.5625393 36.6796029, 46.5625746 36.6795076)",,,
399243003,True,2,بلوار هشتم آبان,primary,False,187.47499999999997,,,"LINESTRING (46.5625393 36.6796029, 46.5623555 36.6795482, 46.5614453 36.6793568, 46.561114 36.6793108, 46.5609549 36.6793391, 46.5608167 36.6794245, 46.5606662 36.6796248)",,,
