osmid,oneway,highway,reversed,length,geometry,bridge,name,junction
769772900,True,unclassified,False,37.343,"LINESTRING (54.6477974 36.4806902, 54.6477136 36.4810192)",,,
589971312,False,residential,True,101.145,"LINESTRING (54.6477974 36.4806902, 54.6483765 36.481054, 54.6487525 36.4811549)",,,
769772900,True,unclassified,False,139.388,"LINESTRING (54.6469221 36.4826549, 54.6461387 36.4837387)",,,
589971287,False,residential,False,63.548,"LINESTRING (54.6469221 36.4826549, 54.6470931 36.4827567, 54.6471885 36.4829965, 54.647264 36.4831322)",,,
589971315,False,residential,True,92.056,"LINESTRING (54.6476896 36.4837186, 54.6479871 36.4833254, 54.6483579 36.4831103)",,,
589971317,False,residential,False,238.985,"LINESTRING (54.6481126 36.4785434, 54.6485967 36.4784921, 54.6489708 36.4782166, 54.6506415 36.4780968)",,,
760727264,True,residential,False,98.571,"LINESTRING (54.6481126 36.4785434, 54.6480383 36.4791023, 54.6480085 36.4794258)",,,
760727264,True,residential,False,73.262,"LINESTRING (54.6476457 36.4771867, 54.6478526 36.477609, 54.6479374 36.4778023)",,,
"[760727265, 769772901, 769772902]",False,residential,False,20.124,"LINESTRING (54.6476457 36.4771867, 54.647569 36.4772326, 54.6474923 36.4772785, 54.6474651 36.4772947)",yes,,
760727266,False,residential,True,131.166,"LINESTRING (54.6476457 36.4771867, 54.6484596 36.4765934, 54.6485227 36.4764787, 54.6484973 36.4763091)",,,
589971328,False,residential,True,44.66,"LINESTRING (54.6479993 36.47634, 54.6484973 36.4763091)",,,
847843287,True,residential,False,116.146,"LINESTRING (54.6479993 36.47634, 54.6477996 36.4763974, 54.6476376 36.4765186, 54.6475759 36.4765973, 54.6475502 36.476679, 54.647541 36.4767881, 54.6475502 36.4769136, 54.6476457 36.4771867)",,,
589971295,False,residential,False,52.91,"LINESTRING (54.6492185 36.4771927, 54.6490836 36.477656)",,,
1224678320,False,residential,False,32.109,"LINESTRING (54.6492185 36.4771927, 54.6492064 36.4769041)",,,
1224678320,False,residential,True,58.737,"LINESTRING (54.6492185 36.4771927, 54.6498752 36.4772068)",,,
389168899,False,residential,False,117.308,"LINESTRING (54.6490836 36.477656, 54.6503956 36.4776512)",,,
589971295,False,residential,True,52.91,"LINESTRING (54.6490836 36.477656, 54.6492185 36.4771927)",,,
589971295,False,residential,False,99.44000000000001,"LINESTRING (54.6490836 36.477656, 54.6484917 36.4777319, 54.6480687 36.4777861, 54.6479853 36.4777968)",,,
589971295,False,residential,False,4.326,"LINESTRING (54.6479853 36.4777968, 54.6479374 36.4778023)",,,
589971295,False,residential,True,99.44,"LINESTRING (54.6479853 36.4777968, 54.6480687 36.4777861, 54.6484917 36.4777319, 54.6490836 36.477656)",,,
589971301,False,residential,True,176.625,"LINESTRING (54.6479853 36.4777968, 54.648485 36.4770679, 54.6485826 36.4768755, 54.6486421 36.4768227, 54.6487427 36.4767957, 54.6489288 36.4768128, 54.6492064 36.4769041)",,,
589971295,False,residential,True,4.326,"LINESTRING (54.6479374 36.4778023, 54.6479853 36.4777968)",,,
760727264,True,residential,False,84.375,"LINESTRING (54.6479374 36.4778023, 54.6480436 36.4780442, 54.6481126 36.4785434)",,,
389168899,False,residential,True,173.623,"LINESTRING (54.6523354 36.4777231, 54.6503956 36.4776512)",,,
589971306,True,tertiary,False,170.93099999999998,"LINESTRING (54.6523354 36.4777231, 54.6528486 36.4774366, 54.653834 36.4769354, 54.6539416 36.4768909)",,,
389168900,False,residential,False,63.204,"LINESTRING (54.6516667 36.4760383, 54.6517405 36.4766036)",,,
589971328,False,residential,True,108.595,"LINESTRING (54.6516667 36.4760383, 54.6528684 36.4758967)",,,
589971328,False,residential,False,100.423,"LINESTRING (54.6516667 36.4760383, 54.6512773 36.4760964, 54.6505619 36.4762008)",,,
389168900,False,residential,True,32.949,"LINESTRING (54.6517264 36.4768997, 54.6517405 36.4766036)",,,
389168898,False,residential,False,102.269,"LINESTRING (54.6517264 36.4768997, 54.651494 36.4769582, 54.650681 36.4771649, 54.6506343 36.4771723)",,,
589971292,False,residential,False,82.42,"LINESTRING (54.647264 36.4831322, 54.6480717 36.4827749)",,,
589971287,False,residential,False,69.119,"LINESTRING (54.647264 36.4831322, 54.6474865 36.4835322, 54.647357 36.4836832)",,,
589971287,False,residential,True,63.548,"LINESTRING (54.647264 36.4831322, 54.6471885 36.4829965, 54.6470931 36.4827567, 54.6469221 36.4826549)",,,
589971328,False,residential,False,44.66,"LINESTRING (54.6484973 36.4763091, 54.6479993 36.47634)",,,
589971328,False,residential,True,75.155,"LINESTRING (54.6484973 36.4763091, 54.6489854 36.4763106, 54.6493362 36.476338)",,,
760727266,False,residential,False,131.166,"LINESTRING (54.6484973 36.4763091, 54.6485227 36.4764787, 54.6484596 36.4765934, 54.6476457 36.4771867)",,,
589971299,False,residential,True,43.787,"LINESTRING (54.6489587 36.4838144, 54.6486816 36.4834897)",,,
589971299,False,residential,False,288.112,"LINESTRING (54.6489587 36.4838144, 54.6495828 36.4831605, 54.6500319 36.4824674, 54.6500411 36.4818741, 54.6497621 36.4815527)",,,
589971311,False,residential,True,108.136,"LINESTRING (54.6441906 36.4787499, 54.6447042 36.4785279, 54.6451256 36.4789005)",,,
