osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,bridge
458967061,secondary,roundabout,True,False,7.904,"LINESTRING (51.3345227 32.3923692, 51.3345449 32.3923826, 51.3345607 32.3924014, 51.3345681 32.3924256)",,,
458967060,secondary,,False,True,9.168,"LINESTRING (51.3387187 32.3929523, 51.3386212 32.3929479)",ابوذر,,
458967064,secondary,,True,False,30.361,"LINESTRING (51.3387187 32.3929523, 51.3390316 32.3928834)",,,
458967288,secondary,,False,False,45.641,"LINESTRING (51.3398017 32.3927547, 51.3402619 32.3926225)",ابوذر,,
458967290,secondary,,True,False,46.24,"LINESTRING (51.3398017 32.3927547, 51.3393555 32.3929307)",ابوذر,,
302868068,tertiary,,False,False,166.76600000000002,"LINESTRING (51.3421495 32.3896515, 51.3423475 32.3896709, 51.3425295 32.3896887, 51.3426419 32.3896997, 51.34305 32.3897396, 51.3433254 32.3897665, 51.3434022 32.389774, 51.3439161 32.3898025)",صاحب الزمان,,
302868068,tertiary,,False,True,142.421,"LINESTRING (51.3421495 32.3896515, 51.3417098 32.3896154, 51.341625 32.3896137, 51.3406351 32.3895934)",صاحب الزمان,,
309649889,secondary,,False,False,71.074,"LINESTRING (51.3389414 32.3956463, 51.3390044 32.3951429, 51.3390412 32.3950136)",آیت الله اسماعیلی چمگردانی,,
309649889,secondary,,False,True,122.03600000000002,"LINESTRING (51.3389414 32.3956463, 51.3389159 32.3958866, 51.3389146 32.3961819, 51.3389143 32.3962598, 51.3389127 32.3966094, 51.3389522 32.3967386)",آیت الله اسماعیلی چمگردانی,,
373877999,residential,,False,True,87.592,"LINESTRING (51.3389414 32.3956463, 51.3393657 32.395678, 51.3398707 32.3957157)",,,
309649892,secondary,,False,False,98.855,"LINESTRING (51.3389522 32.3967386, 51.3378998 32.3967113)",امام خمینی,,
309649889,secondary,,False,False,122.036,"LINESTRING (51.3389522 32.3967386, 51.3389127 32.3966094, 51.3389143 32.3962598, 51.3389146 32.3961819, 51.3389159 32.3958866, 51.3389414 32.3956463)",آیت الله اسماعیلی چمگردانی,,
309649892,secondary,,False,True,84.213,"LINESTRING (51.3389522 32.3967386, 51.3391722 32.3967319, 51.3395887 32.3967145, 51.3398471 32.3966918)",امام خمینی,,
309649892,secondary,,False,False,84.213,"LINESTRING (51.3398471 32.3966918, 51.3395887 32.3967145, 51.3391722 32.3967319, 51.3389522 32.3967386)",امام خمینی,,
309649892,secondary,,False,True,61.077,"LINESTRING (51.3398471 32.3966918, 51.3401114 32.3966645, 51.3403626 32.3966096, 51.3404841 32.3965856)",امام خمینی,,
309821604,residential,,False,False,108.563,"LINESTRING (51.3398471 32.3966918, 51.339856 32.3963019, 51.3398573 32.3962437, 51.3398626 32.396007, 51.3398682 32.3957623, 51.3398707 32.3957157)",امام خمینی ۲۱,,
309649892,secondary,,False,True,27.224,"LINESTRING (51.3363454 32.3962542, 51.336607 32.3963598)",امام خمینی,,
309649892,secondary,,False,False,237.849,"LINESTRING (51.3363454 32.3962542, 51.3358406 32.3960639, 51.3352473 32.3958237, 51.3348858 32.3956773, 51.3341796 32.395357, 51.3340721 32.3953121)",امام خمینی,,
