osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,ref
291707596,میدان کشاورز,secondary,roundabout,True,False,4.371,"LINESTRING (49.7576874 37.3730844, 49.7576732 37.373091, 49.7576578 37.3730958, 49.7576418 37.3730989)",,
622365480,میدان مظلومی,secondary,roundabout,True,False,14.185,"LINESTRING (49.7615053 37.3728876, 49.7614637 37.3728601, 49.7614327 37.3728257, 49.7614135 37.3727863)",,
622365486,بلوار مطهری,secondary,,True,False,122.813,"LINESTRING (49.7615053 37.3728876, 49.7611711 37.3730064, 49.7608663 37.3731315, 49.7604972 37.3732512, 49.760225 37.3733098)",2,494
291707499,خیابان امام,residential,,True,False,34.675,"LINESTRING (49.7566053 37.3748503, 49.7566402 37.3745397)",,
310439445,خیابان سعیدی,tertiary,,False,False,45.013,"LINESTRING (49.7566053 37.3748503, 49.7563747 37.374698, 49.7562177 37.3745877)",,
310439445,خیابان سعیدی,tertiary,,False,True,44.712,"LINESTRING (49.7566053 37.3748503, 49.7568957 37.3749767, 49.7569661 37.3750017, 49.7570552 37.3750337)",,
291707594,بلوار مطهری,secondary,,True,False,48.839,"LINESTRING (49.7575143 37.3730293, 49.7569704 37.3729513)",,494
291707596,میدان کشاورز,secondary,roundabout,True,False,12.475000000000001,"LINESTRING (49.7575143 37.3730293, 49.7575125 37.3730013, 49.7575217 37.3729742, 49.7575411 37.3729508, 49.7575686 37.3729332)",,
291707596,میدان کشاورز,secondary,roundabout,True,False,7.599,"LINESTRING (49.7575686 37.3729332, 49.7575951 37.3729246, 49.7576235 37.3729216, 49.757652 37.3729244)",,
296810976,خیابان منتظری,residential,,True,False,155.904,"LINESTRING (49.7576418 37.3730989, 49.7572393 37.374464)",,
291707596,میدان کشاورز,secondary,roundabout,True,False,14.915,"LINESTRING (49.7576418 37.3730989, 49.7575858 37.3730946, 49.7575394 37.3730693, 49.7575143 37.3730293)",,
291707596,میدان کشاورز,secondary,roundabout,True,False,8.162,"LINESTRING (49.757652 37.3729244, 49.7576805 37.3729337, 49.7577047 37.3729487, 49.7577229 37.3729685)",,
998071013,خیابان شریعتی,tertiary,,False,False,191.348,"LINESTRING (49.757652 37.3729244, 49.7576652 37.3722024, 49.7576725 37.3715441, 49.7576843 37.3712038)",,
291707595,بلوار مطهری,secondary,,True,False,43.057,"LINESTRING (49.7577229 37.3729685, 49.7578914 37.3730162, 49.7581965 37.3730519)",,494
291707596,میدان کشاورز,secondary,roundabout,True,False,14.481,"LINESTRING (49.7577229 37.3729685, 49.7577341 37.372993, 49.7577359 37.373019, 49.7577281 37.3730443, 49.7577115 37.3730668, 49.7576874 37.3730844)",,
656720223,کوچه لاله,residential,,False,False,62.405,"LINESTRING (49.7577224 37.370108, 49.7582956 37.3697802)",,
998071013,خیابان شریعتی,tertiary,,False,True,121.894,"LINESTRING (49.7577224 37.370108, 49.7576843 37.3712038)",,
292102872,خیابان شهید مفتح,residential,,False,False,47.498000000000005,"LINESTRING (49.7577224 37.370108, 49.7575251 37.3701319, 49.7571872 37.3701336)",,
292102882,سردار جنگل,residential,,False,False,49.284,"LINESTRING (49.7585429 37.3701766, 49.7584182 37.3700056, 49.7583341 37.3698474, 49.7582956 37.3697802)",,
292102882,سردار جنگل,residential,,False,True,110.434,"LINESTRING (49.7585429 37.3701766, 49.758509 37.3702362, 49.7583993 37.3703233, 49.7582595 37.3705311, 49.7582612 37.3706943, 49.7582432 37.3709404, 49.7582835 37.3710963)",,
656698333,کوچه شهید سید امیر هاشمی,residential,,False,True,56.321,"LINESTRING (49.7585429 37.3701766, 49.7587251 37.3702429, 49.7589469 37.3703801, 49.7590948 37.3704192)",,
292102882,سردار جنگل,residential,,False,True,20.941,"LINESTRING (49.7582835 37.3710963, 49.7583701 37.3712716)",,
668025219,,residential,,False,False,54.283,"LINESTRING (49.7582835 37.3710963, 49.7576843 37.3712038)",,
292102882,سردار جنگل,residential,,False,False,110.434,"LINESTRING (49.7582835 37.3710963, 49.7582432 37.3709404, 49.7582612 37.3706943, 49.7582595 37.3705311, 49.7583993 37.3703233, 49.758509 37.3702362, 49.7585429 37.3701766)",,
