osmid,highway,oneway,reversed,length,name,geometry,junction,bridge
1251275404,residential,False,False,15.753,,"LINESTRING (49.1892283 34.3925014, 49.189099 34.3925946)",,
252772231,secondary,False,False,153.584,امام خمینی,"LINESTRING (49.1892283 34.3925014, 49.1891338 34.392439, 49.1889897 34.3923123, 49.1887984 34.3921135, 49.1886236 34.3919692, 49.1882645 34.39171, 49.1880277 34.3915446)",,
252772237,secondary,True,False,19.693,,"LINESTRING (49.1845725 34.3913148, 49.1843579 34.3913123)",,
252772231,secondary,False,True,159.319,امام خمینی,"LINESTRING (49.1845725 34.3913148, 49.1850919 34.3914585, 49.1852526 34.3914858, 49.1854108 34.3914819, 49.1862713 34.3914005)",,
252772237,secondary,True,False,18.477,,"LINESTRING (49.1844062 34.3912211, 49.1845725 34.3913148)",,
458530040,secondary,True,False,12.336,,"LINESTRING (49.1844062 34.3912211, 49.1844126 34.3912426, 49.1844102 34.3912647, 49.1843995 34.3912851, 49.1843814 34.3913015, 49.1843579 34.3913123)",roundabout,
252772258,tertiary,False,False,70.431,امام حسین,"LINESTRING (49.1837548 34.3920602, 49.1836066 34.3920945, 49.183491 34.3921517, 49.183431 34.3922063, 49.1833817 34.3922839, 49.183337 34.3924072, 49.1833201 34.3925114)",,
252772258,tertiary,False,True,6.0280000000000005,امام حسین,"LINESTRING (49.1837548 34.3920602, 49.1837652 34.3920539, 49.1838138 34.3920369)",,
576879558,residential,False,False,86.31099999999999,,"LINESTRING (49.1837548 34.3920602, 49.18391 34.3924513, 49.1841561 34.3926899, 49.1841634 34.3927409)",,
252772258,tertiary,False,False,7.351,امام حسین,"LINESTRING (49.1833201 34.3925114, 49.1833185 34.3925775)",,
252772258,tertiary,False,True,70.431,امام حسین,"LINESTRING (49.1833201 34.3925114, 49.183337 34.3924072, 49.1833817 34.3922839, 49.183431 34.3922063, 49.183491 34.3921517, 49.1836066 34.3920945, 49.1837548 34.3920602)",,
576879560,residential,False,False,91.784,,"LINESTRING (49.1833201 34.3925114, 49.1830621 34.3925367, 49.1827517 34.3924925, 49.1824127 34.3927047)",,
252772258,tertiary,False,True,7.351,امام حسین,"LINESTRING (49.1833185 34.3925775, 49.1833201 34.3925114)",,
252772296,tertiary,True,False,37.607,امام حسین,"LINESTRING (49.1833185 34.3925775, 49.1833707 34.3926588, 49.1834525 34.3927618, 49.183543 34.3928596)",,
"[252772408, 830863990, 830863991]",secondary,False,False,111.753,پل عاشورا,"LINESTRING (49.1846296 34.3902034, 49.1845896 34.3903228, 49.1843601 34.3911109, 49.1843458 34.3911805)",,yes
458530046,secondary,True,False,10.179,میدان شهدا,"LINESTRING (49.1846296 34.3902034, 49.1845743 34.3902065, 49.1845207 34.3901946)",roundabout,
"[252772276, 252772404, 252772406]",residential,False,True,72.35600000000001,,"LINESTRING (49.1845207 34.3901946, 49.184469 34.3902465, 49.1840632 34.3905125, 49.184037 34.3905418, 49.1840146 34.3905834, 49.183977 34.3906505)",,yes
458530046,secondary,True,False,10.522,میدان شهدا,"LINESTRING (49.1845207 34.3901946, 49.1844734 34.3901679, 49.1844397 34.3901296)",roundabout,
