osmid,oneway,highway,reversed,length,geometry,name,junction,maxspeed,ref
691068667,True,tertiary,False,34.248,"LINESTRING (51.7796514 32.8297052, 51.7795998 32.8297038, 51.7793978 32.8295008)",,,,
915744070,False,tertiary,False,102.918,"LINESTRING (51.7796514 32.8297052, 51.7797781 32.8298495, 51.7801133 32.8302311, 51.7803055 32.8304499)",بهشتی,,,
375343745,False,tertiary,True,6.145,"LINESTRING (51.7782879 32.8308627, 51.7782235 32.8308739)",رجایی,,,
525214608,False,residential,False,42.899,"LINESTRING (51.7782879 32.8308627, 51.7785984 32.8311469)",,,,
375343745,False,tertiary,False,117.60300000000001,"LINESTRING (51.7782879 32.8308627, 51.7784438 32.8308014, 51.7788688 32.830744, 51.7795143 32.8306453)",رجایی,,,
691068669,False,tertiary,False,12.344,"LINESTRING (51.7803055 32.8304499, 51.7803889 32.830536)",بهشتی,,,
375343745,False,tertiary,True,69.348,"LINESTRING (51.7803055 32.8304499, 51.7798371 32.8305807, 51.7795953 32.8306293)",رجایی,,,
915744070,False,tertiary,True,102.91799999999999,"LINESTRING (51.7803055 32.8304499, 51.7801133 32.8302311, 51.7797781 32.8298495, 51.7796514 32.8297052)",بهشتی,,,
525214613,False,tertiary,True,228.987,"LINESTRING (51.7781339 32.8259142, 51.7773028 32.8265778, 51.7772211 32.8266389, 51.7766815 32.8268392, 51.7763522 32.8270441, 51.7762535 32.8271856)",گلزار شهدا,,,
915695156,True,tertiary,False,30.520000000000003,"LINESTRING (51.7781339 32.8259142, 51.7782479 32.82587, 51.7783924 32.8257525)",گلزار شهدا,,,
806686202,True,tertiary,False,19.864,"LINESTRING (51.7729423 32.8265801, 51.7729466 32.8264015)",,,,
375343747,False,tertiary,False,69.971,"LINESTRING (51.7729423 32.8265801, 51.7727824 32.8267776, 51.7725301 32.8271054)",چمران,,,
375343748,True,tertiary,False,10.587,"LINESTRING (51.7722505 32.8275143, 51.7721975 32.8274975, 51.7721545 32.8274665)",,roundabout,,
452211118,True,tertiary_link,False,37.214,"LINESTRING (51.7721545 32.8274665, 51.771757 32.8274874)",,,,
375343748,True,tertiary,False,21.169,"LINESTRING (51.7721545 32.8274665, 51.7721266 32.8274251, 51.7721171 32.8273782, 51.7721273 32.8273314, 51.7721558 32.8272902)",,roundabout,,
375343748,True,tertiary,False,13.842,"LINESTRING (51.7721558 32.8272902, 51.7721993 32.8272597, 51.7722478 32.8272443, 51.7722874 32.8272428)",,roundabout,,
