osmid,highway,oneway,reversed,length,geometry,lanes,junction
216625517,residential,False,False,202.116,"LINESTRING (51.7657522 28.3913807, 51.7655501 28.3913464, 51.7654216 28.3912948, 51.7653518 28.3911842, 51.7652009 28.3910785, 51.7650919 28.3909384, 51.7650053 28.3908131, 51.7649048 28.3907762, 51.7647763 28.3907959, 51.7645528 28.3908721, 51.7642455 28.3909163, 51.7640136 28.3909286)",,
919108949,tertiary,False,False,99.243,"LINESTRING (51.7657522 28.3913807, 51.765836 28.3916461, 51.7659478 28.3919288, 51.7660179 28.3920716, 51.7660989 28.3922173)",,
216625530,residential,False,False,8.757,"LINESTRING (51.7664082 28.3924474, 51.7664835 28.39249)",,
950240816,residential,True,False,25.336,"LINESTRING (51.7664082 28.3924474, 51.7661778 28.3923433)",,
919108945,secondary,False,False,74.164,"LINESTRING (51.7647524 28.3928708, 51.764144 28.3932688)",2,
919108945,secondary,False,True,31.191,"LINESTRING (51.7647524 28.3928708, 51.7650171 28.3927144)",2,
216625583,residential,False,True,115.51899999999999,"LINESTRING (51.7647524 28.3928708, 51.7649846 28.3930929, 51.7650854 28.3932406, 51.7650656 28.393357, 51.7651229 28.3934439, 51.7653027 28.3935482, 51.7654014 28.3935777, 51.7654706 28.3935534)",,
919108945,secondary,False,True,74.164,"LINESTRING (51.764144 28.3932688, 51.7647524 28.3928708)",2,
216625567,residential,False,True,109.021,"LINESTRING (51.764144 28.3932688, 51.7638715 28.3929439, 51.7637626 28.3927497, 51.763595 28.3926883, 51.763405 28.3925777)",,
919108945,secondary,False,False,69.813,"LINESTRING (51.764144 28.3932688, 51.7637094 28.3936059, 51.7636363 28.393705)",2,
216625509,residential,False,False,84.977,"LINESTRING (51.7642072 28.3942975, 51.7644084 28.3942374, 51.764604 28.3942183, 51.7647936 28.3942774, 51.7649932 28.3944216)",,
919108945,secondary,False,False,19.831,"LINESTRING (51.7642072 28.3942975, 51.7642072 28.3943862, 51.7641479 28.3944591)",2,
919108945,secondary,False,True,88.457,"LINESTRING (51.7642072 28.3942975, 51.7641143 28.3942037, 51.763896 28.3940267, 51.7636442 28.3937918, 51.7636363 28.393705)",2,
216625576,residential,False,True,25.346,"LINESTRING (51.7641479 28.3944591, 51.7643311 28.3946203)",,
919108945,secondary,False,False,29.826,"LINESTRING (51.7641479 28.3944591, 51.7640254 28.39452, 51.7638694 28.3945651)",2,
919108945,secondary,False,True,19.831,"LINESTRING (51.7641479 28.3944591, 51.7642072 28.3943862, 51.7642072 28.3942975)",2,
919108945,secondary,False,True,37.148,"LINESTRING (51.763496 28.394626, 51.7638694 28.3945651)",2,
216625550,residential,False,False,50.756,"LINESTRING (51.763496 28.394626, 51.7634757 28.394801, 51.7634797 28.3949452, 51.7635093 28.395079)",,
919108945,secondary,False,False,58.899,"LINESTRING (51.763496 28.394626, 51.7632329 28.3946348, 51.7630519 28.3946893, 51.7629158 28.3947394)",2,
919108942,tertiary,False,False,29.304,"LINESTRING (51.7612982 28.3952049, 51.761476 28.3949928)",,
919108942,tertiary,False,True,8.736,"LINESTRING (51.7612982 28.3952049, 51.7613824 28.3951787)",,
919108944,tertiary,False,False,76.259,"LINESTRING (51.7612982 28.3952049, 51.761069 28.3953074, 51.7608656 28.3954239, 51.7606657 28.3955961)",2,
919108944,tertiary,False,True,68.809,"LINESTRING (51.759836 28.3962768, 51.7603472 28.3958517)",2,
216625517,residential,False,True,202.11599999999999,"LINESTRING (51.7640136 28.3909286, 51.7642455 28.3909163, 51.7645528 28.3908721, 51.7647763 28.3907959, 51.7649048 28.3907762, 51.7650053 28.3908131, 51.7650919 28.3909384, 51.7652009 28.3910785, 51.7653518 28.3911842, 51.7654216 28.3912948, 51.7655501 28.3913464, 51.7657522 28.3913807)",,
