osmid,name,highway,oneway,reversed,length,junction,geometry,lanes,ref,bridge
220401106,خیابان شیخ عبدالسلام,tertiary,False,True,19.958,,"LINESTRING (53.4321984 27.893202, 53.432014 27.8932772)",,,
467030820,,tertiary,True,False,4.759,roundabout,"LINESTRING (53.4321984 27.893202, 53.4321853 27.893184, 53.432178 27.8931636)",,,
430896837,خیابان دانیال,tertiary,False,True,79.022,,"LINESTRING (53.4320597 27.8928762, 53.4317192 27.8922324)",,,
467030819,,tertiary,True,False,30.163,,"LINESTRING (53.4320597 27.8928762, 53.4322773 27.8930675)",,,
430896837,خیابان دانیال,tertiary,False,False,62.591,,"LINESTRING (53.4320597 27.8928762, 53.4324573 27.892689, 53.4326048 27.8925883)",,,
1055254966,,primary,True,False,11.113,roundabout,"LINESTRING (53.4339817 27.8883778, 53.4339747 27.8883536, 53.4339766 27.8883287, 53.4339872 27.8883056, 53.4340056 27.8882865)",,,
1055254967,رسالت,primary,False,True,75.162,,"LINESTRING (53.4339817 27.8883778, 53.4335297 27.8885796, 53.4332987 27.8886819)",2,,
255843054,رسالت,primary,True,False,51.309,,"LINESTRING (53.4360903 27.8874984, 53.4365625 27.8873016)",,,
430896838,رسالت,primary,False,True,33.895,,"LINESTRING (53.4360903 27.8874984, 53.435775 27.8876219)",2,,
220401114,خیابان شمسایی,tertiary,False,False,25.723,,"LINESTRING (53.4353306 27.8899003, 53.4355339 27.8897546)",,,
220401115,شیخ ابونجم,tertiary,True,False,4.726,,"LINESTRING (53.4353306 27.8899003, 53.435303 27.8898655)",,,
220401114,خیابان شمسایی,tertiary,False,True,53.432,,"LINESTRING (53.4374609 27.8883745, 53.4370246 27.8886612)",,,
255843028,امام خمینی,primary,True,False,81.157,,"LINESTRING (53.4374609 27.8883745, 53.4369512 27.8879007, 53.436898 27.8878409)",,94,
430896835,خیابان توحید,tertiary,False,False,33.89,,"LINESTRING (53.435371 27.8917171, 53.4356727 27.8915695)",,,
430896835,خیابان توحید,tertiary,False,True,64.594,,"LINESTRING (53.435371 27.8917171, 53.434795 27.8919969)",,,
220530844,شعیبی,tertiary,True,False,50.181,,"LINESTRING (53.4357973 27.8924916, 53.4355739 27.8920858)",,,
467030353,خیابان شعیبی,tertiary,False,False,50.228,,"LINESTRING (53.4357973 27.8924916, 53.4358717 27.8929385)",,,
467030485,,residential,False,True,82.085,,"LINESTRING (53.4357973 27.8924916, 53.4365539 27.8921789)",,,
567021360,,residential,False,True,60.606,,"LINESTRING (53.4357973 27.8924916, 53.4354721 27.8929547)",,,
220530844,شعیبی,tertiary,True,False,21.46,,"LINESTRING (53.436017 27.8914011, 53.4359787 27.8915911)",,,
430896835,خیابان توحید,tertiary,False,False,35.271,,"LINESTRING (53.436017 27.8914011, 53.4363205 27.8912318)",,,
430896835,خیابان توحید,tertiary,False,True,38.673,,"LINESTRING (53.436017 27.8914011, 53.4356727 27.8915695)",,,
220401115,شیخ ابونجم,tertiary,True,False,34.999,,"LINESTRING (53.4363205 27.8912318, 53.4361252 27.8909686)",,,
430896835,خیابان توحید,tertiary,False,False,75.889,,"LINESTRING (53.4363205 27.8912318, 53.4369768 27.8908722)",,,
430896835,خیابان توحید,tertiary,False,True,35.271,,"LINESTRING (53.4363205 27.8912318, 53.436017 27.8914011)",,,
