osmid,oneway,lanes,name,highway,junction,reversed,length,geometry,maxspeed,access
"[283623921, 596276452]",False,,"['انقلاب', 'فرصت']",residential,,False,88.9,"LINESTRING (49.5795569 37.2794944, 49.5798349 37.2795673, 49.580056 37.2796511, 49.5802771 37.2796469, 49.5803824 37.2796615, 49.5803536 37.2797698)",30,
273547413,False,,سهیل ۳,residential,,False,39.664,"LINESTRING (49.5819552 37.281492, 49.5820103 37.281846)",30,
400460170,False,,استادسرا,tertiary,,False,32.267,"LINESTRING (49.5819552 37.281492, 49.5823199 37.2814909)",,
400460170,False,,استادسرا,tertiary,,True,13.934,"LINESTRING (49.5819552 37.281492, 49.5817993 37.2814742)",,
400460170,False,,استادسرا,tertiary,,False,18.189,"LINESTRING (49.5798234 37.2807955, 49.580011 37.2808624)",,
1065213517,False,,,residential,,True,46.555,"LINESTRING (49.5798234 37.2807955, 49.5800248 37.2804087)",,
400460170,False,,استادسرا,tertiary,,True,66.307,"LINESTRING (49.5798234 37.2807955, 49.5794405 37.2806889, 49.5792434 37.2806336, 49.5791163 37.2805979)",,
400460170,False,,استادسرا,tertiary,,False,13.934,"LINESTRING (49.5817993 37.2814742, 49.5819552 37.281492)",,
272475634,False,,نشاط,residential,,False,232.742,"LINESTRING (49.5817993 37.2814742, 49.5817944 37.2812087, 49.5820037 37.2809402, 49.5821162 37.2808445, 49.5822756 37.2807675, 49.5824833 37.2804965, 49.5826864 37.2802267, 49.5829567 37.2800539, 49.5830989 37.2799309, 49.5831778 37.2797867)",30,
400460170,False,,استادسرا,tertiary,,True,77.98100000000001,"LINESTRING (49.5817993 37.2814742, 49.5811001 37.2812598, 49.5809785 37.2812188)",,
904404330,False,,استادسرا,tertiary,,True,7.711,"LINESTRING (49.5791163 37.2805979, 49.5790299 37.2805888)",,
400460170,False,,استادسرا,tertiary,,False,66.307,"LINESTRING (49.5791163 37.2805979, 49.5792434 37.2806336, 49.5794405 37.2806889, 49.5798234 37.2807955)",,
759810392,False,,امام خمینی,primary,,False,79.502,"LINESTRING (49.588245 37.2751051, 49.5877103 37.2756797)",,
1191758153,True,,انقلاب,secondary,,False,55.689,"LINESTRING (49.588245 37.2751051, 49.5884187 37.2751028, 49.5887474 37.2751371, 49.58886 37.2751787)",,
210941081,False,,آیت الله انشایی,tertiary,,False,34.263,"LINESTRING (49.5797916 37.2761564, 49.5794246 37.2762547)",,
751809289,False,,عباس لو,residential,,True,42.54,"LINESTRING (49.5797916 37.2761564, 49.5795724 37.2758159)",,
4750984,True,2,سبزه میدان,secondary,roundabout,False,27.162,"LINESTRING (49.5797916 37.2761564, 49.5798713 37.2761087, 49.5800644 37.2760488)",,
210941081,False,,آیت الله انشایی,tertiary,,False,12.711,"LINESTRING (49.5794246 37.2762547, 49.5792814 37.2762638)",,
210941081,False,,آیت الله انشایی,tertiary,,True,34.263,"LINESTRING (49.5794246 37.2762547, 49.5797916 37.2761564)",,
751809290,False,,کسایی,residential,,False,31.158,"LINESTRING (49.5794246 37.2762547, 49.5792767 37.2760004)",,
596805166,False,,تابان-آفخرا,tertiary,,False,18.252,"LINESTRING (49.5864917 37.2755456, 49.5866974 37.2755333)",30,
643170609,False,,صفرنیا,residential,,True,48.243,"LINESTRING (49.5864917 37.2755456, 49.5862988 37.2751398)",,
596805166,False,,تابان-آفخرا,tertiary,,True,113.09400000000001,"LINESTRING (49.5864917 37.2755456, 49.5860386 37.2759658, 49.5859368 37.2760118, 49.5855321 37.2761945)",30,
596805166,False,,تابان-آفخرا,tertiary,,False,29.059,"LINESTRING (49.5839551 37.2755292, 49.5841656 37.2757298)",30,
404032700,False,,عنصری,tertiary,,True,71.139,"LINESTRING (49.5839551 37.2755292, 49.5838 37.2755497, 49.5831648 37.2756466)",30,
240136113,True,,آفخرا,tertiary,,False,63.919000000000004,"LINESTRING (49.5810126 37.2756381, 49.5812713 37.2756439, 49.5817327 37.2756798)",30,
240136113,True,,آفخرا,tertiary,,False,29.022,"LINESTRING (49.5806867 37.2756676, 49.5810126 37.2756381)",30,
240136321,True,3,بلوار ۲۲ بهمن,secondary,,False,7.73,"LINESTRING (49.5806867 37.2756676, 49.5807156 37.2757332)",,
240136113,True,,آفخرا,tertiary,,False,18.21,"LINESTRING (49.5817327 37.2756798, 49.5819385 37.2756815)",30,
759354430,False,,کیابی,residential,,False,75.506,"LINESTRING (49.5817327 37.2756798, 49.5817977 37.2753804, 49.5820391 37.2750581)",,
4751016,True,2,بلوار ۲۲ بهمن,secondary,,False,13.213,"LINESTRING (49.5806128 37.2758788, 49.5805897 37.2757614)",,
4750984,True,2,سبزه میدان,secondary,roundabout,False,14.488,"LINESTRING (49.5806128 37.2758788, 49.5806836 37.2758614, 49.5807728 37.2758685)",,
596805166,False,,تابان-آفخرا,tertiary,,True,20.411,"LINESTRING (49.5845954 37.2761989, 49.5844799 37.27604)",30,
266519223,False,,بهنام,residential,,False,105.297,"LINESTRING (49.5845954 37.2761989, 49.584372 37.2762475, 49.5841132 37.2761862, 49.583839 37.2760611, 49.5837034 37.2760415, 49.5834723 37.2760734)",30,
596805166,False,,تابان-آفخرا,tertiary,,False,66.381,"LINESTRING (49.5845954 37.2761989, 49.5848219 37.2762949, 49.5850449 37.2763441, 49.5852258 37.2763327, 49.585296 37.276301)",30,
400460170,False,,استادسرا,tertiary,,False,78.634,"LINESTRING (49.580011 37.2808624, 49.5808153 37.2811633)",,
400460170,False,,استادسرا,tertiary,,True,18.189,"LINESTRING (49.580011 37.2808624, 49.5798234 37.2807955)",,
255094954,False,,شهید موسوی,tertiary,,False,66.465,"LINESTRING (49.580011 37.2808624, 49.5798718 37.2812633, 49.5798035 37.2814368)",30,
272484181,False,,جویا,residential,,False,60.675,"LINESTRING (49.5806443 37.2822834, 49.5804679 37.2828107)",30,
596094735,False,,شهید نوری,tertiary,,False,36.263,"LINESTRING (49.5806443 37.2822834, 49.5810466 37.2823458)",30,
596094735,False,,شهید نوری,tertiary,,True,51.811,"LINESTRING (49.5806443 37.2822834, 49.5801534 37.282198, 49.5800846 37.2821609)",30,
596094735,False,,شهید نوری,tertiary,,False,30.818,"LINESTRING (49.5823501 37.2826281, 49.5826916 37.2826827)",30,
272475637,False,,صحرادی,residential,,False,71.08099999999999,"LINESTRING (49.5823501 37.2826281, 49.5821333 37.2831676, 49.5821046 37.2831998, 49.5820733 37.283222)",30,
272475642,True,,سهیل ۲,tertiary,,False,129.376,"LINESTRING (49.5823501 37.2826281, 49.5823891 37.2825919, 49.5824254 37.2825279, 49.5824329 37.2822384, 49.5824197 37.2818622, 49.5823199 37.2814909)",30,
596094735,False,,شهید نوری,tertiary,,True,119.863,"LINESTRING (49.5823501 37.2826281, 49.5819357 37.2825073, 49.5818545 37.2824854, 49.5817306 37.282452, 49.5811749 37.2823657, 49.5810466 37.2823458)",30,
756481643,False,,شاهد,tertiary,,True,93.941,"LINESTRING (49.5857312 37.28305, 49.5846762 37.2829545)",30,
552129611,False,,خلخالی,residential,,False,88.954,"LINESTRING (49.5857312 37.28305, 49.5856221 37.2835116, 49.5855467 37.2838364)",30,
"[756524724, 756526567]",False,,"['شاهد', 'سعیدی']",residential,,False,82.505,"LINESTRING (49.5857312 37.28305, 49.5861375 37.2831366, 49.5861661 37.2831472, 49.5861831 37.2831601, 49.5861855 37.2831711, 49.5861855 37.2831828, 49.5861127 37.2835185)",30,
759121745,False,,شریعتی,secondary,,True,25.667,"LINESTRING (49.5858089 37.2795489, 49.5855274 37.2794931)",90,
455974675,True,,اقتصاد,tertiary,,False,38.413,"LINESTRING (49.5858089 37.2795489, 49.5857849 37.2796265, 49.5857091 37.2798851)",,
759121745,False,,شریعتی,secondary,,False,66.31700000000001,"LINESTRING (49.5858089 37.2795489, 49.5860191 37.2795906, 49.586452 37.2796764, 49.5865362 37.2796931)",90,
551059797,False,,بن بست خباز,residential,,False,31.864,"LINESTRING (49.5851895 37.2813173, 49.5852016 37.2816037)",,
455974680,False,,اقتصاد,tertiary,,False,57.814,"LINESTRING (49.5851895 37.2813173, 49.5848681 37.2814479, 49.5847431 37.2814795, 49.584591 37.2815225)",,
455974680,False,,اقتصاد,tertiary,,True,43.983000000000004,"LINESTRING (49.5851895 37.2813173, 49.5853917 37.2811982, 49.5853994 37.2811901, 49.5854054 37.2811738, 49.5854497 37.2810093)",,
455974680,False,,اقتصاد,tertiary,,True,57.81399999999999,"LINESTRING (49.584591 37.2815225, 49.5847431 37.2814795, 49.5848681 37.2814479, 49.5851895 37.2813173)",,
455974682,True,,محمدی,tertiary,,False,114.483,"LINESTRING (49.584591 37.2815225, 49.5846107 37.2817221, 49.5846304 37.2819009, 49.5846846 37.2823913, 49.5846961 37.2825486)",30,
756481643,False,,شاهد,tertiary,,False,93.941,"LINESTRING (49.5846762 37.2829545, 49.5857312 37.28305)",30,
548729354,True,,شاهد,tertiary,,False,18.658,"LINESTRING (49.5846762 37.2829545, 49.5845156 37.28294, 49.5844666 37.282936)",30,
255096721,True,,ملک پور,residential,,False,12.869,"LINESTRING (49.5865809 37.2802524, 49.5865972 37.2803674)",30,
551060455,False,,,residential,,False,39.192,"LINESTRING (49.5857249 37.2809101, 49.586163 37.2809622)",,
455974684,True,,زیرکوچه,residential,,False,106.047,"LINESTRING (49.5857249 37.2809101, 49.5859654 37.2806775, 49.5860667 37.2805825, 49.5861959 37.2804753, 49.5862712 37.2804214, 49.5865809 37.2802524)",30,
455974680,False,,اقتصاد,tertiary,,False,43.983000000000004,"LINESTRING (49.5854497 37.2810093, 49.5854054 37.2811738, 49.5853994 37.2811901, 49.5853917 37.2811982, 49.5851895 37.2813173)",,
455974684,True,,زیرکوچه,residential,,False,26.788999999999998,"LINESTRING (49.5854497 37.2810093, 49.5856784 37.2809336, 49.5857249 37.2809101)",30,
255096721,True,,ملک پور,residential,,False,34.088,"LINESTRING (49.5865683 37.28204, 49.5865762 37.2823465)",30,
832378863,False,,امین,residential,,True,35.323,"LINESTRING (49.5865683 37.28204, 49.5869675 37.282045)",,
255096722,False,,,residential,,False,91.245,"LINESTRING (49.5865762 37.2823465, 49.5864562 37.2823613, 49.5864314 37.2823715, 49.5864048 37.2823935, 49.5863865 37.2824104, 49.5863771 37.282435, 49.5863597 37.2825235, 49.5863462 37.2825502, 49.5863239 37.2825773, 49.586283 37.2826073, 49.5862483 37.2826256, 49.5862079 37.2826375, 49.5861557 37.2826584, 49.586128 37.2826756, 49.5858903 37.2828906)",30,
455974686,False,,موزیک,residential,,False,202.99399999999997,"LINESTRING (49.5865762 37.2823465, 49.5865796 37.2824638, 49.5865922 37.282498, 49.5866306 37.2825214, 49.5869659 37.2825449, 49.5873306 37.2826345, 49.5875506 37.2826879, 49.5878088 37.2827077, 49.5878677 37.2827186, 49.5879173 37.2827365, 49.588079 37.2828159, 49.5882111 37.2828839, 49.588248 37.2829034, 49.5882792 37.2829347, 49.5884311 37.2831306)",30,
272476390,True,,بهار,tertiary,,False,22.634,"LINESTRING (49.5858903 37.2828906, 49.5857312 37.28305)",30,
255096722,False,,,residential,,True,91.24499999999999,"LINESTRING (49.5858903 37.2828906, 49.586128 37.2826756, 49.5861557 37.2826584, 49.5862079 37.2826375, 49.5862483 37.2826256, 49.586283 37.2826073, 49.5863239 37.2825773, 49.5863462 37.2825502, 49.5863597 37.2825235, 49.5863771 37.282435, 49.5863865 37.2824104, 49.5864048 37.2823935, 49.5864314 37.2823715, 49.5864562 37.2823613, 49.5865762 37.2823465)",30,
272475645,False,,پرویزی,residential,,True,105.92699999999999,"LINESTRING (49.5855467 37.2838364, 49.5852409 37.283829, 49.5849561 37.2838111, 49.5843525 37.2837713)",30,
552129611,False,,خلخالی,residential,,True,88.954,"LINESTRING (49.5855467 37.2838364, 49.5856221 37.2835116, 49.5857312 37.28305)",30,
266519219,False,,مهربان,residential,,True,35.773,"LINESTRING (49.5834633 37.2769823, 49.5838627 37.2770323)",30,
554677555,False,,جمشید جمراد,residential,,True,31.57,"LINESTRING (49.5834633 37.2769823, 49.5831068 37.2769705)",,
1224969417,False,,آبان,residential,,False,7.108,"LINESTRING (49.5834633 37.2769823, 49.5834453 37.27692)",30,
266519221,True,,آبان,residential,,False,39.268,"LINESTRING (49.5833873 37.2767697, 49.5832647 37.2764303)",30,
1224969417,False,,آبان,residential,,True,17.483,"LINESTRING (49.5833873 37.2767697, 49.5834453 37.27692)",30,
4750984,True,2,سبزه میدان,secondary,roundabout,False,141.571,"LINESTRING (49.581088 37.2765228, 49.5812157 37.2768287, 49.5813423 37.2771319, 49.5814378 37.2773606, 49.5814465 37.2774292, 49.5814327 37.2774973, 49.5814064 37.2775441, 49.5813974 37.2775602, 49.5813429 37.2776139, 49.5812127 37.2776627)",,
404032701,True,,شهید اسلام پرست,residential,,False,208.87500000000003,"LINESTRING (49.581088 37.2765228, 49.5816239 37.276457, 49.5820884 37.2765056, 49.5826805 37.2766888, 49.5831396 37.2767525, 49.5833873 37.2767697)",30,
404032700,False,,عنصری,tertiary,,False,71.139,"LINESTRING (49.5831648 37.2756466, 49.5838 37.2755497, 49.5839551 37.2755292)",30,
643170611,False,,آمن,residential,,False,76.59200000000001,"LINESTRING (49.5831648 37.2756466, 49.5831819 37.2752389, 49.5829589 37.275177, 49.5828421 37.275177)",,
266519223,False,,بهنام,residential,,True,105.29700000000001,"LINESTRING (49.5834723 37.2760734, 49.5837034 37.2760415, 49.583839 37.2760611, 49.5841132 37.2761862, 49.584372 37.2762475, 49.5845954 37.2761989)",30,
266519226,False,,آفخرا ۵,residential,,False,39.465,"LINESTRING (49.585296 37.276301, 49.5854697 37.2766279)",,
596805166,False,,تابان-آفخرا,tertiary,,False,24.013,"LINESTRING (49.585296 37.276301, 49.5855321 37.2761945)",30,
596805166,False,,تابان-آفخرا,tertiary,,True,66.381,"LINESTRING (49.585296 37.276301, 49.5852258 37.2763327, 49.5850449 37.2763441, 49.5848219 37.2762949, 49.5845954 37.2761989)",30,
266519226,False,,آفخرا ۵,residential,,True,78.421,"LINESTRING (49.5858039 37.2773314, 49.5854932 37.2766709)",,
266519227,False,,تابان,residential,,False,89.705,"LINESTRING (49.5844799 37.27604, 49.585435 37.2757694)",,
596805166,False,,تابان-آفخرا,tertiary,,False,20.411,"LINESTRING (49.5844799 37.27604, 49.5845954 37.2761989)",30,
596805166,False,,تابان-آفخرا,tertiary,,True,44.307,"LINESTRING (49.5844799 37.27604, 49.5841656 37.2757298)",30,
266519227,False,,تابان,residential,,False,23.783,"LINESTRING (49.585435 37.2757694, 49.585549 37.2755757)",,
266519227,False,,تابان,residential,,True,89.705,"LINESTRING (49.585435 37.2757694, 49.5844799 37.27604)",,
266519229,False,,,residential,,True,48.043,"LINESTRING (49.585435 37.2757694, 49.5855321 37.2761945)",,
266519227,False,,تابان,residential,,True,23.783,"LINESTRING (49.585549 37.2755757, 49.585435 37.2757694)",,
266519229,False,,,residential,,False,48.043,"LINESTRING (49.5855321 37.2761945, 49.585435 37.2757694)",,
596805166,False,,تابان-آفخرا,tertiary,,True,24.013,"LINESTRING (49.5855321 37.2761945, 49.585296 37.276301)",30,
596805166,False,,تابان-آفخرا,tertiary,,False,113.09400000000001,"LINESTRING (49.5855321 37.2761945, 49.5859368 37.2760118, 49.5860386 37.2759658, 49.5864917 37.2755456)",30,
266521739,False,,باستان,residential,,False,40.104,"LINESTRING (49.5843121 37.2753885, 49.5841656 37.2757298)",30,
759808876,False,,,residential,,False,48.607,"LINESTRING (49.5843121 37.2753885, 49.5842413 37.275199, 49.5842573 37.2749599)",,
266521739,False,,باستان,residential,,True,40.104,"LINESTRING (49.5841656 37.2757298, 49.5843121 37.2753885)",30,
596805166,False,,تابان-آفخرا,tertiary,,False,44.307,"LINESTRING (49.5841656 37.2757298, 49.5844799 37.27604)",30,
596805166,False,,تابان-آفخرا,tertiary,,True,29.059,"LINESTRING (49.5841656 37.2757298, 49.5839551 37.2755292)",30,
400460170,False,,استادسرا,tertiary,,False,44.636,"LINESTRING (49.5823199 37.2814909, 49.5828244 37.2814892)",,
400460170,False,,استادسرا,tertiary,,True,32.267,"LINESTRING (49.5823199 37.2814909, 49.5819552 37.281492)",,
596094735,False,,شهید نوری,tertiary,,False,95.749,"LINESTRING (49.5826916 37.2826827, 49.5837495 37.2828643)",30,
596094735,False,,شهید نوری,tertiary,,True,30.818,"LINESTRING (49.5826916 37.2826827, 49.5823501 37.2826281)",30,
1065210893,False,,,residential,,False,5.369,"LINESTRING (49.5820733 37.283222, 49.5821306 37.2832379)",,
272475637,False,,صحرادی,residential,,True,71.081,"LINESTRING (49.5820733 37.283222, 49.5821046 37.2831998, 49.5821333 37.2831676, 49.5823501 37.2826281)",30,
272484189,False,,محسن نیک مرام,residential,,True,82.495,"LINESTRING (49.5820733 37.283222, 49.5820252 37.2832361, 49.5817101 37.2833176, 49.5815878 37.2833778, 49.5814656 37.283484, 49.5813787 37.2836492)",30,
756524725,False,,کارگر,tertiary,,False,61.139,"LINESTRING (49.5843525 37.2837713, 49.5843988 37.2832227)",30,
272475645,False,,پرویزی,residential,,False,105.92699999999999,"LINESTRING (49.5843525 37.2837713, 49.5849561 37.2838111, 49.5852409 37.283829, 49.5855467 37.2838364)",30,
272476385,False,,,residential,,False,85.335,"LINESTRING (49.5861127 37.2835185, 49.5870769 37.2835388)",,
"[756524724, 756526567]",False,,"['شاهد', 'سعیدی']",residential,,True,82.505,"LINESTRING (49.5861127 37.2835185, 49.5861855 37.2831828, 49.5861855 37.2831711, 49.5861831 37.2831601, 49.5861661 37.2831472, 49.5861375 37.2831366, 49.5857312 37.28305)",30,
272476385,False,,,residential,,True,85.335,"LINESTRING (49.5870769 37.2835388, 49.5861127 37.2835185)",,
552129608,True,,باقرآباد,tertiary,,False,12.785,"LINESTRING (49.5883537 37.2832277, 49.5884311 37.2831306)",,
272476390,True,,بهار,tertiary,,False,222.17700000000002,"LINESTRING (49.5883537 37.2832277, 49.5880498 37.2831841, 49.5879326 37.2831916, 49.587417 37.2831618, 49.5870499 37.2831081, 49.5865429 37.2829771, 49.5858903 37.2828906)",30,
"[240136209, 552129607]",False,,باقرآباد,tertiary,,True,77.68299999999999,"LINESTRING (49.5883537 37.2832277, 49.5883436 37.2832423, 49.5883212 37.2832754, 49.5881368 37.2835482, 49.5879208 37.2838353)",,
272477050,True,,قربانی,tertiary,,False,65.65700000000001,"LINESTRING (49.5894207 37.2834454, 49.5892394 37.2834869, 49.5891935 37.2834923, 49.5891468 37.2834954, 49.5890137 37.2834937, 49.5888825 37.2834822, 49.5888285 37.2834683, 49.5887761 37.2834421, 49.5887159 37.2834046)",,
1079698805,False,,لاله,residential,,False,24.976,"LINESTRING (49.5894207 37.2834454, 49.5894219 37.2835309, 49.5894085 37.2836696)",,
272484178,False,,اطمینان,residential,,False,67.706,"LINESTRING (49.5800846 37.2821609, 49.5799514 37.2827605)",30,
596094735,False,,شهید نوری,tertiary,,False,51.811,"LINESTRING (49.5800846 37.2821609, 49.5801534 37.282198, 49.5806443 37.2822834)",30,
"[255094954, 596094735]",False,,"['شهید موسوی', 'شهید نوری']",tertiary,,True,71.311,"LINESTRING (49.5800846 37.2821609, 49.5799871 37.2821084, 49.5797618 37.2820977, 49.5797537 37.2817297)",30,
272484188,False,,فلاحتی,residential,,False,58.825,"LINESTRING (49.5810466 37.2823458, 49.580925 37.2828659)",30,
596094735,False,,شهید نوری,tertiary,,True,36.263,"LINESTRING (49.5810466 37.2823458, 49.5806443 37.2822834)",30,
596094735,False,,شهید نوری,tertiary,,False,119.863,"LINESTRING (49.5810466 37.2823458, 49.5811749 37.2823657, 49.5817306 37.282452, 49.5818545 37.2824854, 49.5819357 37.2825073, 49.5823501 37.2826281)",30,
272484188,False,,فلاحتی,residential,,True,58.825,"LINESTRING (49.580925 37.2828659, 49.5810466 37.2823458)",30,
1074688376,False,,,residential,,False,40.904,"LINESTRING (49.580925 37.2828659, 49.5804679 37.2828107)",,
272484178,False,,اطمینان,residential,,True,46.127,"LINESTRING (49.5798572 37.2831685, 49.5799514 37.2827605)",30,
272484187,False,,نیک,residential,,True,30.046,"LINESTRING (49.5798572 37.2831685, 49.5795176 37.2831663)",30,
283623925,False,,ناصری,residential,,False,42.445,"LINESTRING (49.5798572 37.2831685, 49.5803327 37.2832192)",,
272484181,False,,جویا,residential,,True,46.972,"LINESTRING (49.5803327 37.2832192, 49.5804679 37.2828107)",30,
283623925,False,,ناصری,residential,,True,42.445,"LINESTRING (49.5803327 37.2832192, 49.5798572 37.2831685)",,
1065210891,False,,,residential,,True,59.028,"LINESTRING (49.5813787 37.2836492, 49.5820177 37.2838019)",,
272484189,False,,محسن نیک مرام,residential,,False,82.495,"LINESTRING (49.5813787 37.2836492, 49.5814656 37.283484, 49.5815878 37.2833778, 49.5817101 37.2833176, 49.5820252 37.2832361, 49.5820733 37.283222)",30,
272484179,False,,طالقانی سوم,residential,,True,27.091,"LINESTRING (49.5793251 37.283731, 49.579019 37.2837375)",30,
"[272484179, 1125564559]",False,,"['یاس', 'طالقانی سوم']",residential,,False,83.455,"LINESTRING (49.5793251 37.283731, 49.5795606 37.2837284, 49.5795176 37.2831663)",30,
"[255094954, 596094735]",False,,"['شهید موسوی', 'شهید نوری']",tertiary,,False,71.311,"LINESTRING (49.5797537 37.2817297, 49.5797618 37.2820977, 49.5799871 37.2821084, 49.5800846 37.2821609)",30,
255094954,False,,شهید موسوی,tertiary,,True,33.152,"LINESTRING (49.5797537 37.2817297, 49.5797511 37.2816112, 49.5797752 37.2815087, 49.5798035 37.2814368)",30,
273547408,False,,پیشه ور,residential,,False,206.564,"LINESTRING (49.5797537 37.2817297, 49.580019 37.2817209, 49.5801904 37.2817638, 49.5803227 37.2818439, 49.5807307 37.2818913, 49.58104 37.2819091, 49.5813101 37.2819462, 49.5815729 37.2819625, 49.5817163 37.2819076, 49.5819269 37.2818632, 49.5820103 37.281846)",30,
273547413,False,,سهیل ۳,residential,,True,39.664,"LINESTRING (49.5820103 37.281846, 49.5819552 37.281492)",30,
273547408,False,,پیشه ور,residential,,True,206.564,"LINESTRING (49.5820103 37.281846, 49.5819269 37.2818632, 49.5817163 37.2819076, 49.5815729 37.2819625, 49.5813101 37.2819462, 49.58104 37.2819091, 49.5807307 37.2818913, 49.5803227 37.2818439, 49.5801904 37.2817638, 49.580019 37.2817209, 49.5797537 37.2817297)",30,
273547413,False,,سهیل ۳,residential,,False,44.133,"LINESTRING (49.5820103 37.281846, 49.5820412 37.2820891, 49.5820016 37.2821459, 49.5820069 37.2822334)",30,
273547416,False,,آذر,residential,,False,70.775,"LINESTRING (49.5846979 37.282574, 49.5849223 37.2825938, 49.5850935 37.2826075, 49.5852755 37.2826025, 49.5854954 37.282597)",,
455974682,True,,محمدی,tertiary,,False,42.449,"LINESTRING (49.5846979 37.282574, 49.5847062 37.282688, 49.5846762 37.2829545)",30,
273547416,False,,آذر,residential,,True,70.775,"LINESTRING (49.5854954 37.282597, 49.5852755 37.2826025, 49.5850935 37.2826075, 49.5849223 37.2825938, 49.5846979 37.282574)",,
168683540,False,,انقلاب,secondary,,True,16.773,"LINESTRING (49.5902084 37.2753106, 49.5900207 37.2752895)",,
283581687,True,,سپه دار,residential,,False,170.12800000000001,"LINESTRING (49.5902084 37.2753106, 49.5902014 37.2753546, 49.5901884 37.275851, 49.5901843 37.2762017, 49.5901884 37.2764573, 49.5901534 37.2765999, 49.5900304 37.2768163)",30,
766412657,False,,بحر العلوم,tertiary,,True,50.92,"LINESTRING (49.5900304 37.2768163, 49.5896551 37.2767785, 49.5894629 37.2767434)",30,
4750984,True,2,سبزه میدان,secondary,roundabout,False,52.074999999999996,"LINESTRING (49.5800644 37.2760488, 49.5801967 37.2760078, 49.5806128 37.2758788)",,
524950271,True,,نوربخش,tertiary,,False,60.702,"LINESTRING (49.5800644 37.2760488, 49.5799731 37.2757395, 49.5799309 37.2755138)",30,
273547415,False,,بیمه,residential,,True,61.711,"LINESTRING (49.5812538 37.2799401, 49.5811946 37.280028, 49.5811554 37.2801075, 49.5810978 37.2802667, 49.5810836 37.2803991, 49.5809944 37.280406)",30,
596276452,False,,فرصت,residential,,True,83.663,"LINESTRING (49.5812538 37.2799401, 49.5811564 37.2798836, 49.5810248 37.2798333, 49.5808247 37.2797935, 49.5805957 37.2797747, 49.5804035 37.2797663, 49.5803536 37.2797698)",30,
"[596277008, 596277007]",False,,فرصت,residential,,False,64.701,"LINESTRING (49.5812538 37.2799401, 49.5814241 37.2798625, 49.5815197 37.2798128, 49.5815959 37.2798095, 49.5816472 37.2798294, 49.5816888 37.27989, 49.5817609 37.2799683, 49.5818239 37.2800058)",30,
283623931,False,,دی,residential,,True,23.945,"LINESTRING (49.5811801 37.2808157, 49.5809123 37.2808468)",30,
283623931,False,,دی,residential,,False,14.647,"LINESTRING (49.5807485 37.2808659, 49.5809123 37.2808468)",30,
524950262,False,,دی,residential,,False,88.59899999999999,"LINESTRING (49.5807485 37.2808659, 49.5807388 37.2808225, 49.5807127 37.2805675, 49.580709 37.2803837, 49.5807204 37.2800708)",30,
272484178,False,,اطمینان,residential,,False,46.127,"LINESTRING (49.5799514 37.2827605, 49.5798572 37.2831685)",30,
