osmid,lanes,ref,name,highway,maxspeed,junction,oneway,reversed,length,geometry
200852745,2,22,میدان شهدا,trunk,30,roundabout,True,False,35.446,"LINESTRING (50.2191769 37.1601633, 50.2191105 37.1601466, 50.2190632 37.1601131, 50.2190422 37.1600699, 50.219051 37.1600211, 50.2190825 37.1599709, 50.2191384 37.1599291)"
200852745,2,22,میدان شهدا,trunk,30,roundabout,True,False,21.056,"LINESTRING (50.2194026 37.1601201, 50.2193327 37.1601494, 50.2192539 37.1601661, 50.2191769 37.1601633)"
200852745,2,22,میدان شهدا,trunk,30,roundabout,True,False,14.115,"LINESTRING (50.2191384 37.1599291, 50.2192084 37.1598984, 50.2192854 37.159883)"
233785327,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,225.211,"LINESTRING (50.2191384 37.1599291, 50.2188428 37.1597626, 50.2181985 37.1592762, 50.2172605 37.1585682)"
200852745,2,22,میدان شهدا,trunk,30,roundabout,True,False,6.985,"LINESTRING (50.2192854 37.159883, 50.2193642 37.1598844)"
200852745,2,22,میدان شهدا,trunk,30,roundabout,True,False,35.458,"LINESTRING (50.2193642 37.1598844, 50.2194306 37.1599012, 50.2194761 37.1599346, 50.2194971 37.1599793, 50.2194919 37.1600281, 50.2194569 37.1600769, 50.2194026 37.1601201)"
683961149,2,22,جاده لنگرود - رودسر,trunk,60,,True,False,183.574,"LINESTRING (50.2193642 37.1598844, 50.2196724 37.1598674, 50.2199684 37.1598186, 50.2201383 37.1597906, 50.2213871 37.1595431)"
1240254527,,,,residential,,,False,False,57.957,"LINESTRING (50.2129675 37.1528969, 50.2133855 37.1528539, 50.2133399 37.1526722)"
1257717285,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,137.70600000000002,"LINESTRING (50.2129675 37.1528969, 50.2133693 37.1536702, 50.2135685 37.1540389)"
233785302,,,,trunk_link,,,False,False,9.08,"LINESTRING (50.2144857 37.1557352, 50.2143922 37.1557686)"
1257717285,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,20.195,"LINESTRING (50.2144857 37.1557352, 50.2145738 37.1559027)"
233785302,,,,trunk_link,,,False,True,9.08,"LINESTRING (50.2143922 37.1557686, 50.2144857 37.1557352)"
233785327,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,216.726,"LINESTRING (50.2143922 37.1557686, 50.2134372 37.1539743)"
1240254551,,,,residential,,,False,True,45.81,"LINESTRING (50.2143922 37.1557686, 50.2139888 37.1560262)"
233785327,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,97.767,"LINESTRING (50.2148195 37.1565792, 50.2146569 37.1562658, 50.2143922 37.1557686)"
276042550,,,شیخ الاسلام,residential,,,False,False,97.27000000000001,"LINESTRING (50.2148195 37.1565792, 50.2144745 37.1564398, 50.2139888 37.1560262)"
233785065,,,,trunk_link,,,False,False,8.993,"LINESTRING (50.2173311 37.1585101, 50.2172605 37.1585682)"
1257717285,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,114.433,"LINESTRING (50.2173311 37.1585101, 50.2182686 37.1592178)"
233785065,,,,trunk_link,,,False,True,8.993,"LINESTRING (50.2172605 37.1585682, 50.2173311 37.1585101)"
233785327,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,310.363,"LINESTRING (50.2172605 37.1585682, 50.2153401 37.1571184, 50.2150507 37.1568678, 50.2148195 37.1565792)"
233785259,,,,residential,,,False,False,199.04900000000004,"LINESTRING (50.2182686 37.1592178, 50.2182417 37.1588097, 50.2181842 37.1584625, 50.2182153 37.1582839, 50.2182869 37.1580706, 50.2182417 37.1578648, 50.2181686 37.1576961, 50.2181204 37.1576205, 50.2180317 37.1575436, 50.2179749 37.1575152)"
1257717285,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,117.384,"LINESTRING (50.2182686 37.1592178, 50.2189125 37.1597039, 50.2190882 37.1598092, 50.2192854 37.159883)"
276042552,,,,residential,,,False,False,56.367000000000004,"LINESTRING (50.2127164 37.152307, 50.2125198 37.1523545, 50.2123144 37.1524673, 50.212184 37.1525675)"
"[276042553, 276042542]",,,,residential,,,False,"[False, True]",63.172000000000004,"LINESTRING (50.2116329 37.1530291, 50.2113377 37.152857, 50.2111932 37.1529718, 50.2110822 37.1530437)"
276042542,,,,residential,,,False,True,97.538,"LINESTRING (50.2116329 37.1530291, 50.2117531 37.1532071, 50.2118005 37.1533126, 50.2118218 37.1534322, 50.2118238 37.1537903, 50.2118251 37.1538319, 50.2118352 37.1538736)"
276042552,,,,residential,,,False,True,70.90400000000001,"LINESTRING (50.2116329 37.1530291, 50.2118367 37.1528704, 50.2121028 37.1526298, 50.212184 37.1525675)"
233785327,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,135.733,"LINESTRING (50.2134372 37.1539743, 50.2132888 37.1536955, 50.2128912 37.1529185, 50.2128634 37.152843)"
276042542,,,,residential,,,False,False,97.923,"LINESTRING (50.2134372 37.1539743, 50.2129684 37.1541468, 50.2127069 37.1542187, 50.2123957 37.1542014)"
276042542,,,,residential,,,False,False,62.439,"LINESTRING (50.2123957 37.1542014, 50.2119819 37.153993, 50.2118862 37.1539377, 50.2118533 37.1539094, 50.2118352 37.1538736)"
276042542,,,,residential,,,False,True,97.923,"LINESTRING (50.2123957 37.1542014, 50.2127069 37.1542187, 50.2129684 37.1541468, 50.2134372 37.1539743)"
1191964589,,,,residential,,,False,True,127.15100000000001,"LINESTRING (50.2123957 37.1542014, 50.2121517 37.1543653, 50.2118862 37.1545769, 50.2114374 37.155046)"
233785259,,,,residential,,,False,False,46.427,"LINESTRING (50.2180811 37.1551997, 50.2184281 37.1548869)"
276042546,,,شهرداری,residential,,,False,False,41.413,"LINESTRING (50.2180811 37.1551997, 50.2179828 37.1548356)"
233785259,,,,residential,,,False,True,32.306000000000004,"LINESTRING (50.2180811 37.1551997, 50.2178165 37.155261, 50.217751 37.155309)"
276042546,,,شهرداری,residential,,,False,True,98.79400000000001,"LINESTRING (50.2180811 37.1551997, 50.2182616 37.1554006, 50.2184421 37.1555643, 50.2188493 37.1558363)"
1240254552,,,,residential,,,False,False,58.71,"LINESTRING (50.2125637 37.1555792, 50.2130261 37.1552011)"
276042550,,,شیخ الاسلام,residential,,,False,False,116.35600000000001,"LINESTRING (50.2125637 37.1555792, 50.2122681 37.1554725, 50.2117204 37.1552022, 50.2114374 37.155046)"
276042550,,,شیخ الاسلام,residential,,,False,True,136.978,"LINESTRING (50.2125637 37.1555792, 50.2133915 37.1557677, 50.2139299 37.155976, 50.2139888 37.1560262)"
276042544,,,,residential,,,False,True,52.67700000000001,"LINESTRING (50.2188493 37.1558363, 50.2186923 37.1559568, 50.2184557 37.1560547, 50.2183492 37.1560762)"
276042546,,,شهرداری,residential,,,False,False,98.794,"LINESTRING (50.2188493 37.1558363, 50.2184421 37.1555643, 50.2182616 37.1554006, 50.2180811 37.1551997)"
276042546,,,شهرداری,residential,,,False,True,70.093,"LINESTRING (50.2188493 37.1558363, 50.2190848 37.1560958, 50.2192564 37.156308, 50.2193111 37.1563457)"
1240254544,,,,residential,,,False,True,125.05199999999999,"LINESTRING (50.2188493 37.1558363, 50.2190611 37.1556992, 50.2190691 37.1554171, 50.2192408 37.1552375, 50.2194419 37.1548719)"
276042554,,,,residential,,,False,False,144.604,"LINESTRING (50.2145738 37.1559027, 50.2148695 37.155929, 50.2152172 37.1561289, 50.215545 37.156278, 50.2158817 37.1563586, 50.2160477 37.1564063)"
1257717285,,,بلوار آیت الله خامنه ای,trunk,95,,True,False,384.51200000000006,"LINESTRING (50.2145738 37.1559027, 50.2147504 37.1562345, 50.2149099 37.1565417, 50.2151314 37.1568183, 50.2154123 37.1570616, 50.216118 37.1575943, 50.2173311 37.1585101)"
233785259,,,,residential,,,False,True,6.93,"LINESTRING (50.216938 37.156392, 50.2169868 37.1564407)"
233785259,,,,residential,,,False,False,93.59,"LINESTRING (50.216938 37.156392, 50.2167776 37.1562675, 50.216985 37.156037, 50.2171165 37.1558895, 50.2171513 37.1556928)"
276042554,,,,residential,,,False,True,80.326,"LINESTRING (50.216938 37.156392, 50.2167223 37.1563972, 50.2163636 37.1564569, 50.2161568 37.1564376, 50.2160477 37.1564063)"
233785259,,,,residential,,,False,False,6.93,"LINESTRING (50.2169868 37.1564407, 50.216938 37.156392)"
233785259,,,,residential,,,False,True,68.644,"LINESTRING (50.2169868 37.1564407, 50.2170919 37.1565453, 50.2172428 37.1567809, 50.217277 37.156998)"
276042544,,,,residential,,,False,False,141.876,"LINESTRING (50.2169868 37.1564407, 50.2172063 37.1563052, 50.2174677 37.156082, 50.2175922 37.1560299, 50.2178256 37.1560002, 50.2179376 37.1560175, 50.2180699 37.1560956, 50.2182037 37.1561056, 50.2183492 37.1560762)"
233785259,,,,residential,,,False,False,68.64399999999999,"LINESTRING (50.217277 37.156998, 50.2172428 37.1567809, 50.2170919 37.1565453, 50.2169868 37.1564407)"
233785259,,,,residential,,,False,True,54.142,"LINESTRING (50.217277 37.156998, 50.2174217 37.1571852, 50.2175275 37.1572993, 50.2176489 37.1573787)"
1240254539,,,,residential,,,False,False,70.485,"LINESTRING (50.217277 37.156998, 50.2166766 37.1572576, 50.2166042 37.157326)"
1240254540,,,,residential,,,False,False,49.338,"LINESTRING (50.2176489 37.1573787, 50.2171808 37.1576189)"
233785259,,,,residential,,,False,False,54.141999999999996,"LINESTRING (50.2176489 37.1573787, 50.2175275 37.1572993, 50.2174217 37.1571852, 50.217277 37.156998)"
