osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry,junction
312530997,هاشم خانی,residential,30,False,False,43.581,,"LINESTRING (50.8080523 35.7276105, 50.8082784 35.7272642)",
24541005,بلوار امام خمینی,primary,60,True,False,135.534,2,"LINESTRING (50.8080523 35.7276105, 50.8084044 35.7276783, 50.8091761 35.7277557, 50.8095378 35.727768)",
24541005,بلوار امام خمینی,primary,60,True,False,165.619,2,"LINESTRING (50.8095378 35.727768, 50.8101316 35.7277397, 50.8108698 35.7276979, 50.8113685 35.7276696)",
312529449,نصر,tertiary,30,False,False,75.811,,"LINESTRING (50.8058507 35.7281874, 50.8057777 35.7275082)",
312529449,نصر,tertiary,30,False,True,43.888,,"LINESTRING (50.8058507 35.7281874, 50.805893 35.7285806)",
817592022,سردار آباد,tertiary,,False,False,192.07,,"LINESTRING (50.8058507 35.7281874, 50.807782 35.7279951, 50.8079616 35.7279712)",
497904482,,tertiary_link,,True,False,28.057000000000002,,"LINESTRING (50.8079616 35.7279712, 50.8080221 35.7278733, 50.8080018 35.7278191, 50.8079323 35.727754)",
817592022,سردار آباد,tertiary,,False,True,192.07,,"LINESTRING (50.8079616 35.7279712, 50.807782 35.7279951, 50.8058507 35.7281874)",
40640944,بلوار امام خمینی,primary,60,True,False,8.283,2,"LINESTRING (50.8086037 35.7278815, 50.808513 35.7278702)",
312529418,صنوبر,residential,30,False,True,98.695,,"LINESTRING (50.8086037 35.7278815, 50.8086315 35.7287688)",
40640944,بلوار امام خمینی,primary,60,True,False,19.909,2,"LINESTRING (50.8151449 35.7275289, 50.8149255 35.7275472)",
312529487,نجفی,residential,30,False,False,68.848,,"LINESTRING (50.8151449 35.7275289, 50.8153926 35.7281145)",
40640944,بلوار امام خمینی,primary,60,True,False,50.042,2,"LINESTRING (50.8102982 35.7278737, 50.8097467 35.7279194)",
884035819,قائم,tertiary,30,True,False,128.245,,"LINESTRING (50.8102982 35.7278737, 50.8104029 35.7290239)",
40640944,بلوار امام خمینی,primary,60,True,False,52.332,2,"LINESTRING (50.8097467 35.7279194, 50.8096024 35.7279275, 50.8091675 35.727917)",
312529456,سرو,residential,30,False,False,91.75200000000001,,"LINESTRING (50.8097467 35.7279194, 50.8097917 35.7284174, 50.8098247 35.7287421)",
312529421,میرآخوری,residential,30,False,False,84.169,,"LINESTRING (50.8091675 35.727917, 50.8092211 35.7286727)",
40640944,بلوار امام خمینی,primary,60,True,False,51.058,2,"LINESTRING (50.8091675 35.727917, 50.8088842 35.7279041, 50.8086037 35.7278815)",
312529406,,residential,30,False,False,177.991,,"LINESTRING (50.8153926 35.7281145, 50.8135047 35.7285765)",
312529487,نجفی,residential,30,False,False,42.235,,"LINESTRING (50.8153926 35.7281145, 50.815572 35.7284653)",
312529487,نجفی,residential,30,False,True,68.848,,"LINESTRING (50.8153926 35.7281145, 50.8151449 35.7275289)",
312529476,,residential,30,False,False,91.153,,"LINESTRING (50.815572 35.7284653, 50.8147437 35.7289342)",
312529487,نجفی,residential,30,False,False,14.884,,"LINESTRING (50.815572 35.7284653, 50.8156425 35.7285863)",
312529487,نجفی,residential,30,False,True,42.235,,"LINESTRING (50.815572 35.7284653, 50.8153926 35.7281145)",
312529446,,residential,30,False,True,94.232,,"LINESTRING (50.8069337 35.7285141, 50.805893 35.7285806)",
312529406,,residential,30,False,False,144.334,,"LINESTRING (50.8135047 35.7285765, 50.8120012 35.7290183)",
312529406,,residential,30,False,True,177.991,,"LINESTRING (50.8135047 35.7285765, 50.8153926 35.7281145)",
312529482,,residential,30,False,True,60.495,,"LINESTRING (50.8135047 35.7285765, 50.813733 35.729088)",
312529446,,residential,30,False,False,94.232,,"LINESTRING (50.805893 35.7285806, 50.8069337 35.7285141)",
312529449,نصر,tertiary,30,False,False,43.888,,"LINESTRING (50.805893 35.7285806, 50.8058507 35.7281874)",
312529449,نصر,tertiary,30,False,True,11.82,,"LINESTRING (50.805893 35.7285806, 50.8059044 35.7286865)",
312529487,نجفی,residential,30,False,True,14.884,,"LINESTRING (50.8156425 35.7285863, 50.815572 35.7284653)",
312529421,میرآخوری,residential,30,False,True,84.169,,"LINESTRING (50.8092211 35.7286727, 50.8091675 35.727917)",
312529449,نصر,tertiary,30,False,False,11.82,,"LINESTRING (50.8059044 35.7286865, 50.805893 35.7285806)",
312529449,نصر,tertiary,30,False,True,39.279,,"LINESTRING (50.8059044 35.7286865, 50.8059423 35.7290384)",
312529456,سرو,residential,30,False,True,91.75200000000001,,"LINESTRING (50.8098247 35.7287421, 50.8097917 35.7284174, 50.8097467 35.7279194)",
312529418,صنوبر,residential,30,False,False,98.695,,"LINESTRING (50.8086315 35.7287688, 50.8086037 35.7278815)",
312529476,,residential,30,False,True,91.153,,"LINESTRING (50.8147437 35.7289342, 50.815572 35.7284653)",
312529406,,residential,30,False,False,21.403,,"LINESTRING (50.8120012 35.7290183, 50.8117786 35.7290846)",
312529406,,residential,30,False,True,144.334,,"LINESTRING (50.8120012 35.7290183, 50.8135047 35.7285765)",
312529439,,residential,30,False,False,62.85,,"LINESTRING (50.8120012 35.7290183, 50.8122781 35.7295369)",
668376167,,residential,,False,True,116.889,,"LINESTRING (50.8104029 35.7290239, 50.8116394 35.7287117)",
884035819,قائم,tertiary,30,True,False,44.086,,"LINESTRING (50.8104029 35.7290239, 50.8104388 35.7294193)",
312529464,,residential,30,False,False,196.546,,"LINESTRING (50.8104029 35.7290239, 50.8089347 35.7291113, 50.8082316 35.7291559)",
312529449,نصر,tertiary,30,False,False,39.279,,"LINESTRING (50.8059423 35.7290384, 50.8059044 35.7286865)",
312529449,نصر,tertiary,30,False,True,7.367,,"LINESTRING (50.8059423 35.7290384, 50.8059494 35.7291044)",
312529454,,residential,30,False,True,140.495,,"LINESTRING (50.813733 35.729088, 50.8122781 35.7295369)",
312529482,,residential,30,False,False,60.495,,"LINESTRING (50.813733 35.729088, 50.8135047 35.7285765)",
312529482,,residential,30,False,True,15.053,,"LINESTRING (50.813733 35.729088, 50.8137862 35.7292163)",
312529449,نصر,tertiary,30,False,False,7.367,,"LINESTRING (50.8059494 35.7291044, 50.8059423 35.7290384)",
312529449,نصر,tertiary,30,False,True,36.03,,"LINESTRING (50.8059494 35.7291044, 50.8059841 35.7294272)",
"[312529424, 312529455]",,residential,30,False,"[False, True]",219.107,,"LINESTRING (50.8059494 35.7291044, 50.8071162 35.7290185, 50.8078743 35.7289579, 50.8079171 35.7293574)",
312529464,,residential,30,False,True,196.546,,"LINESTRING (50.8082316 35.7291559, 50.8089347 35.7291113, 50.8104029 35.7290239)",
312529406,,residential,30,False,False,94.138,,"LINESTRING (50.8114388 35.729179, 50.8104388 35.7294193)",
312529406,,residential,30,False,True,32.419,,"LINESTRING (50.8114388 35.729179, 50.8117786 35.7290846)",
312529493,,residential,30,False,True,64.551,,"LINESTRING (50.8114388 35.729179, 50.8114842 35.7294209, 50.8115274 35.7297549)",
312529450,شهید ترابی,tertiary,30,False,False,47.858000000000004,,"LINESTRING (50.8159939 35.7292429, 50.8158404 35.7293177, 50.8155391 35.7294641)",
312529484,,residential,30,False,True,66.615,,"LINESTRING (50.8159939 35.7292429, 50.8162149 35.7295734, 50.816337 35.7297732)",
312529406,,residential,30,False,True,94.138,,"LINESTRING (50.8104388 35.7294193, 50.8114388 35.729179)",
