osmid,oneway,ref,name,highway,reversed,length,geometry,junction,maxspeed
833125482,True,93,بولوار جمهوری اسلامی,primary,False,66.056,"LINESTRING (59.0213555 28.6488002, 59.020762 28.6490859)",,
499183537,False,,خیابان شهداء,residential,True,45.998999999999995,"LINESTRING (59.0213555 28.6488002, 59.0217434 28.648891, 59.0217907 28.6489054, 59.0218088 28.6489126)",,
833125482,True,93,بولوار جمهوری اسلامی,primary,False,167.019,"LINESTRING (59.020762 28.6490859, 59.0192889 28.6498507)",,
499183533,False,,شهید بهشتی,residential,False,146.349,"LINESTRING (59.020762 28.6490859, 59.0209136 28.6498501, 59.0209369 28.6499985, 59.0209661 28.6502696, 59.0209779 28.6503875)",,
499183513,False,,,residential,False,131.42,"LINESTRING (59.0225493 28.6530648, 59.0228709 28.6519171)",,
499179854,True,,بلوار ولیعصر,residential,False,91.072,"LINESTRING (59.0225493 28.6530648, 59.0232781 28.6529839, 59.0234755 28.6529639)",,
499179862,False,,خیابان آزادگان,residential,False,153.364,"LINESTRING (59.0171068 28.6510306, 59.0174047 28.6512488, 59.0183134 28.6519144)",,
833125482,True,93,بولوار جمهوری اسلامی,primary,False,119.353,"LINESTRING (59.0171068 28.6510306, 59.0164928 28.651369, 59.0162707 28.6514911, 59.0161018 28.6516022, 59.0160917 28.6516222)",,
499179854,True,,بلوار ولیعصر,residential,False,77.828,"LINESTRING (59.0200781 28.6532179, 59.0208713 28.6531445)",,
499179862,False,,خیابان آزادگان,residential,True,24.689,"LINESTRING (59.0200781 28.6532179, 59.0198819 28.6530777)",,
499179862,False,,خیابان آزادگان,residential,True,11.628,"LINESTRING (59.0184049 28.6519814, 59.0183134 28.6519144)",,
499179862,False,,خیابان آزادگان,residential,False,72.646,"LINESTRING (59.0184049 28.6519814, 59.0185901 28.6521171, 59.018974 28.6524026)",,
499179865,False,,خیابان مالک اشتر,residential,False,163.856,"LINESTRING (59.0184049 28.6519814, 59.0185867 28.6517692, 59.0187112 28.65166, 59.0189717 28.6515429, 59.0190479 28.651528, 59.0198739 28.6514574)",,
499179865,False,,خیابان مالک اشتر,residential,False,115.297,"LINESTRING (59.0198739 28.6514574, 59.0210479 28.6515746)",,
504782632,False,,خیابان شهید دهقانیان,residential,False,46.718,"LINESTRING (59.0198739 28.6514574, 59.0198418 28.6510382)",,
499179865,False,,خیابان مالک اشتر,residential,True,163.856,"LINESTRING (59.0198739 28.6514574, 59.0190479 28.651528, 59.0189717 28.6515429, 59.0187112 28.65166, 59.0185867 28.6517692, 59.0184049 28.6519814)",,
499183516,False,,,residential,True,130.967,"LINESTRING (59.0198739 28.6514574, 59.0199573 28.6516962, 59.0201592 28.6520684, 59.0204561 28.6525136)",,
499179865,False,,خیابان مالک اشتر,residential,False,64.542,"LINESTRING (59.0210479 28.6515746, 59.0216975 28.6516839)",,
