osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed
325604857,secondary,roundabout,True,False,14.73,"LINESTRING (46.5978848 34.4966059, 46.5979351 34.496568, 46.597974 34.4965494, 46.59802 34.4965393)",,
325604860,tertiary,,False,True,48.549,"LINESTRING (46.5978848 34.4966059, 46.5977865 34.4965364, 46.5976738 34.496477, 46.5974409 34.4963703)",حافظ,
325604856,tertiary,,False,False,85.191,"LINESTRING (46.597432 34.4984672, 46.5983579 34.4985357)",,
325604861,secondary,,True,False,48.994,"LINESTRING (46.597432 34.4984672, 46.5973976 34.4989069)",,
325604860,tertiary,,False,False,18.211,"LINESTRING (46.5964692 34.4959168, 46.5966415 34.4959984)",حافظ,
325604860,tertiary,,False,True,18.374,"LINESTRING (46.5964692 34.4959168, 46.5963075 34.4958191)",حافظ,
325604859,tertiary,,False,False,365.94599999999997,"LINESTRING (46.5964692 34.4959168, 46.5958633 34.4983571, 46.5959599 34.4984366, 46.5967932 34.4984717)",,
325604857,secondary,roundabout,True,False,20.244999999999997,"LINESTRING (46.5978056 34.4967701, 46.597806 34.4967365, 46.5978149 34.4967009, 46.5978442 34.4966466, 46.5978848 34.4966059)",,
325604857,secondary,roundabout,True,False,18.556,"LINESTRING (46.5981723 34.4966434, 46.5981751 34.4966718, 46.5981717 34.4967113, 46.598152 34.49676, 46.5981228 34.4968009)",,
325604859,tertiary,,False,True,48.56,"LINESTRING (46.5973224 34.4984941, 46.5967932 34.4984717)",,
325604864,secondary,,True,False,45.971,"LINESTRING (46.5973224 34.4984941, 46.5973578 34.4980817)",,
325604857,secondary,roundabout,True,False,14.373,"LINESTRING (46.5981228 34.4968009, 46.5980481 34.4968547, 46.5979978 34.4968779)",,
325604866,tertiary,,False,False,92.104,"LINESTRING (46.5981228 34.4968009, 46.598347 34.4969555, 46.5989113 34.4973143)",,
325604857,secondary,roundabout,True,False,19.521,"LINESTRING (46.59802 34.4965393, 46.5980693 34.4965464, 46.5981217 34.4965734, 46.5981542 34.4966011, 46.5981723 34.4966434)",,
325604863,secondary,,True,False,161.596,"LINESTRING (46.59802 34.4965393, 46.5981041 34.4964743, 46.5983311 34.4962771, 46.5985 34.49613, 46.5986709 34.4959982, 46.5990375 34.4957726, 46.5993591 34.4956044)",,
345828093,residential,,False,False,296.775,"LINESTRING (46.5970706 34.4931473, 46.5959564 34.4956533)",,
345828094,residential,,False,False,256.95,"LINESTRING (46.5993864 34.4936311, 46.6019863 34.4944961)",,
