osmid,highway,oneway,reversed,length,geometry,junction,lanes,name
901150024,tertiary,False,False,109.044,"LINESTRING (60.500009 26.6450626, 60.4992664 26.6443407)",,,
901150020,residential,False,False,116.939,"LINESTRING (60.500009 26.6450626, 60.5003028 26.6446206, 60.500521 26.6441197)",,,
901150024,tertiary,False,True,149.106,"LINESTRING (60.500009 26.6450626, 60.5003868 26.6455633, 60.5007064 26.6462427)",,,
376343012,residential,False,False,60.939,"LINESTRING (60.4992664 26.6443407, 60.4987239 26.6440853)",,,
901150024,tertiary,False,True,109.044,"LINESTRING (60.4992664 26.6443407, 60.500009 26.6450626)",,,
901150024,tertiary,False,False,195.90699999999998,"LINESTRING (60.4992664 26.6443407, 60.4992925 26.6439914, 60.4998617 26.6429144, 60.4999576 26.6427111)",,,
376343004,tertiary,True,False,10.062999999999999,"LINESTRING (60.499951 26.6415381, 60.4999015 26.6415284, 60.4998583 26.6415049)",roundabout,,
1021032152,tertiary,True,False,25.157,"LINESTRING (60.4998583 26.6415049, 60.4996055 26.6415161)",,,
376343004,tertiary,True,False,15.099,"LINESTRING (60.4998583 26.6415049, 60.499826 26.6414701, 60.499808 26.6414277, 60.4998065 26.6413825)",roundabout,,
1021032153,tertiary,True,False,24.999,"LINESTRING (60.4996055 26.6415161, 60.4996836 26.6414764, 60.4998065 26.6413825)",,,
1044412228,tertiary,False,False,92.707,"LINESTRING (60.4996055 26.6415161, 60.4992473 26.6414994, 60.4986737 26.6414786)",,2,
376343004,tertiary,True,False,15.096999999999998,"LINESTRING (60.4998065 26.6413825, 60.4998214 26.6413393, 60.4998513 26.6413027, 60.4998928 26.6412768)",roundabout,,
376343004,tertiary,True,False,30.166,"LINESTRING (60.4998928 26.6412768, 60.4999415 26.6412644, 60.499992 26.6412667, 60.5000389 26.6412836, 60.5000771 26.6413132, 60.5001026 26.6413523, 60.5001125 26.6413966)",roundabout,,
