osmid,highway,oneway,reversed,length,name,maxspeed,geometry,junction,ref
184629854,primary,True,False,1.727,میدان بسیج,,"LINESTRING (53.1328244 30.077306, 53.1328207 30.0773212)",roundabout,
183372907,primary,True,False,128.048,سعادت شهر - ارسنجان,60,"LINESTRING (53.1327267 30.0771967, 53.1336596 30.0763755)",,864
184629854,primary,True,False,17.009,میدان بسیج,,"LINESTRING (53.1327267 30.0771967, 53.1327607 30.0772052, 53.1327899 30.0772224, 53.1328115 30.0772466, 53.1328234 30.0772754, 53.1328244 30.077306)",roundabout,
184629800,primary,True,False,7.439,بلوار بسیج,60,"LINESTRING (53.1326108 30.0772518, 53.1325511 30.0772093)",,
184629854,primary,True,False,12.392,میدان بسیج,,"LINESTRING (53.1326108 30.0772518, 53.1326285 30.0772286, 53.1326532 30.0772106, 53.1326827 30.0771994, 53.1327146 30.0771959)",roundabout,
184629854,primary,True,False,20.292,میدان بسیج,,"LINESTRING (53.1326977 30.0773901, 53.132664 30.0773814, 53.1326351 30.0773642, 53.1326137 30.0773401, 53.1326019 30.0773114, 53.1326009 30.077281, 53.1326108 30.0772518)",roundabout,
183372913,residential,True,False,49.452,قصر دشت,,"LINESTRING (53.1331027 30.0777441, 53.1328845 30.077743, 53.1325944 30.0777927)",,
184629798,primary,True,False,55.40599999999999,بلوار امام خمینی,60,"LINESTRING (53.1331027 30.0777441, 53.1329459 30.0776152, 53.1326977 30.0773901)",,
184629841,tertiary,False,False,16.013,جاده قصر دشت,,"LINESTRING (53.1325944 30.0777927, 53.1324322 30.0778249)",,
184629858,residential,True,False,48.577,,,"LINESTRING (53.1325944 30.0777927, 53.1326937 30.0776752, 53.1327302 30.0775331, 53.1326977 30.0773901)",,
147332919,residential,False,False,101.087,خیابان فلسطین,,"LINESTRING (53.1324421 30.0780125, 53.1331408 30.0786914)",,
147332919,residential,False,True,20.882,خیابان فلسطین,,"LINESTRING (53.1324421 30.0780125, 53.1324322 30.0778249)",,
184629798,primary,True,False,100.457,بلوار امام خمینی,60,"LINESTRING (53.1346566 30.0786692, 53.1337973 30.0781561)",,
562449542,residential,False,True,107.42699999999999,شهید گندم کار,,"LINESTRING (53.1346566 30.0786692, 53.1343773 30.0789264, 53.1337988 30.0792805)",,
803487746,residential,False,False,50.192,عرفان,,"LINESTRING (53.1349405 30.0787238, 53.1352878 30.078387)",,
184629792,primary,True,False,205.95099999999996,بلوار امام خمینی,60,"LINESTRING (53.1349405 30.0787238, 53.1355985 30.0790523, 53.1361014 30.0792425, 53.1364779 30.0793889, 53.1368714 30.0795138)",,
184629792,primary,True,False,27.357,بلوار امام خمینی,60,"LINESTRING (53.1368714 30.0795138, 53.1371432 30.079586)",,
562383031,residential,False,False,68.197,کوچه لاله,,"LINESTRING (53.1368714 30.0795138, 53.1369572 30.078905)",,
184629798,primary,True,False,42.327,بلوار امام خمینی,60,"LINESTRING (53.1373857 30.0797386, 53.1371174 30.0796688, 53.1369666 30.0796232)",,
184629792,primary,True,False,26.192,بلوار امام خمینی,60,"LINESTRING (53.138184 30.0797401, 53.1384553 30.0797593)",,
803487758,residential,False,True,71.591,,,"LINESTRING (53.138184 30.0797401, 53.1386736 30.0792553)",,
184629850,tertiary,True,False,29.053,,,"LINESTRING (53.1376878 30.079794, 53.1374798 30.0799834)",,
184629798,primary,True,False,29.771,بلوار امام خمینی,60,"LINESTRING (53.1376878 30.079794, 53.1375237 30.0797724, 53.1373857 30.0797386)",,
184629798,primary,True,False,67.754,بلوار امام خمینی,60,"LINESTRING (53.1383885 30.0798543, 53.1376878 30.079794)",,
803486355,residential,False,True,80.622,,,"LINESTRING (53.1383885 30.0798543, 53.1381733 30.080099, 53.1381499 30.0801285, 53.1381605 30.080169, 53.1384266 30.0804195)",,
184629798,primary,True,False,13.601,بلوار امام خمینی,60,"LINESTRING (53.1385298 30.0798577, 53.1383885 30.0798543)",,
803486354,residential,False,True,64.26899999999999,,,"LINESTRING (53.1385298 30.0798577, 53.1385869 30.0799732, 53.1389084 30.0803299)",,
184629798,primary,True,False,33.353,بلوار امام خمینی,60,"LINESTRING (53.1404068 30.0798952, 53.1400603 30.079887)",,
1232156854,primary_link,False,False,10.119,,,"LINESTRING (53.1404068 30.0798952, 53.1404064 30.0798042)",,
147332919,residential,False,False,14.379,خیابان فلسطین,,"LINESTRING (53.134312 30.0798728, 53.1343612 30.0799949)",,
147332919,residential,False,True,33.798,خیابان فلسطین,,"LINESTRING (53.134312 30.0798728, 53.1341239 30.0796161)",,
803486358,residential,False,True,72.935,,,"LINESTRING (53.134312 30.0798728, 53.1346791 30.0796646, 53.1349022 30.0794672)",,
147332919,residential,False,True,36.104,خیابان فلسطین,,"LINESTRING (53.1344847 30.0803015, 53.1343612 30.0799949)",,
562449521,residential,False,True,37.123,,,"LINESTRING (53.1344847 30.0803015, 53.1343465 30.0806132)",,
147332919,residential,False,False,71.457,خیابان فلسطین,,"LINESTRING (53.1344847 30.0803015, 53.1346258 30.0806928, 53.1347259 30.0809088)",,
147332919,residential,False,False,10.562,خیابان فلسطین,,"LINESTRING (53.134848 30.0811723, 53.1349098 30.0812508)",,
147332919,residential,False,True,31.568,خیابان فلسطین,,"LINESTRING (53.134848 30.0811723, 53.1347259 30.0809088)",,
562449521,residential,False,False,32.198,,,"LINESTRING (53.134848 30.0811723, 53.1346034 30.0809747)",,
562383029,residential,False,True,120.467,پاچنار,,"LINESTRING (53.1368719 30.083752, 53.1356267 30.0836389)",,
184629853,tertiary,True,False,33.669000000000004,میدان سعدی,,"LINESTRING (53.1368719 30.083752, 53.1368662 30.0836917, 53.1368822 30.0836327, 53.1369185 30.0835809, 53.1369716 30.0835414, 53.1370361 30.083518)",roundabout,
297807899,tertiary,True,False,30.945,میدان اهورا,,"LINESTRING (53.1393484 30.0830394, 53.1394081 30.0829927, 53.1394825 30.0829665, 53.1395629 30.0829637, 53.1396395 30.0829847)",roundabout,
1241310238,residential,False,True,200.9,ترانه,,"LINESTRING (53.1393484 30.0830394, 53.1383901 30.0825711, 53.1380191 30.0821399, 53.1377211 30.0819558)",,
674952887,residential,False,True,96.972,گلستان,,"LINESTRING (53.1393155 30.0832378, 53.1386396 30.0838847)",,
297807899,tertiary,True,False,23.208,میدان اهورا,,"LINESTRING (53.1393155 30.0832378, 53.1392992 30.0831696, 53.1393106 30.0831008, 53.1393484 30.0830394)",roundabout,
297807897,tertiary,False,False,41.448,گلستان,,"LINESTRING (53.1396592 30.083332, 53.1400562 30.0834767)",,
297807899,tertiary,True,False,39.529,میدان اهورا,,"LINESTRING (53.1396592 30.083332, 53.139597 30.0833568, 53.1395292 30.0833648, 53.1394616 30.0833554, 53.1394 30.0833294, 53.1393499 30.083289, 53.1393155 30.0832378)",roundabout,
297807897,tertiary,False,False,63.639,گلستان,,"LINESTRING (53.1400562 30.0834767, 53.140685 30.0836542)",,
297807897,tertiary,False,True,41.448,گلستان,,"LINESTRING (53.1400562 30.0834767, 53.1396592 30.083332)",,
562383029,residential,False,False,120.467,پاچنار,,"LINESTRING (53.1356267 30.0836389, 53.1368719 30.083752)",,
884255925,residential,False,False,118.569,,,"LINESTRING (53.1356267 30.0836389, 53.1366227 30.083011)",,
297807889,residential,False,False,138.882,پاچنار,,"LINESTRING (53.1356267 30.0836389, 53.1349215 30.082684, 53.1348335 30.0825968)",,
297807897,tertiary,False,True,63.639,گلستان,,"LINESTRING (53.140685 30.0836542, 53.1400562 30.0834767)",,
674952887,residential,False,False,31.361,گلستان,,"LINESTRING (53.138421 30.0840939, 53.1386396 30.0838847)",,
562383017,residential,False,True,249.166,,,"LINESTRING (53.138421 30.0840939, 53.1379867 30.0837031, 53.1378612 30.0834518, 53.1381947 30.0829883, 53.1372582 30.0826481)",,
297807899,tertiary,True,False,15.472,میدان اهورا,,"LINESTRING (53.1396395 30.0829847, 53.1397033 30.083027, 53.1397467 30.0830856)",roundabout,
297807899,tertiary,True,False,30.951999999999998,میدان اهورا,,"LINESTRING (53.1397467 30.0830856, 53.1397645 30.0831535, 53.1397545 30.0832225, 53.139718 30.0832845, 53.1396592 30.083332)",roundabout,
559464403,residential,False,True,86.247,,,"LINESTRING (53.1307807 30.077257, 53.1312313 30.0765865)",,
562386260,residential,False,True,143.588,,,"LINESTRING (53.1307807 30.077257, 53.1320885 30.0778789)",,
147332919,residential,False,False,9.926,خیابان فلسطین,,"LINESTRING (53.1354936 30.081893, 53.1355615 30.0819602)",,
147332919,residential,False,True,36.375,خیابان فلسطین,,"LINESTRING (53.1354936 30.081893, 53.1352448 30.0816467)",,
562383010,residential,False,False,76.041,,,"LINESTRING (53.1354936 30.081893, 53.1349956 30.082424)",,
297807889,residential,False,True,32.202,پاچنار,,"LINESTRING (53.1360214 30.0810766, 53.1357354 30.081227)",,
562383012,residential,False,True,81.864,,,"LINESTRING (53.1360214 30.0810766, 53.1364335 30.0817207)",,
"[562383008, 803487011]",residential,False,False,126.22599999999998,,,"LINESTRING (53.1360214 30.0810766, 53.1356442 30.0805801, 53.1356575 30.0804834, 53.1357513 30.0804183, 53.1360385 30.0803844, 53.1361273 30.08034)",,
803487011,residential,False,True,150.70100000000002,,,"LINESTRING (53.1360214 30.0810766, 53.1361696 30.081224, 53.1368009 30.0815948, 53.1373425 30.0817681)",,
562383014,residential,False,False,41.984,,,"LINESTRING (53.1377211 30.0819558, 53.1373425 30.0817681)",,
562383022,residential,False,True,328.21900000000005,صبا,,"LINESTRING (53.1377211 30.0819558, 53.1384819 30.0811372, 53.1392504 30.0803005, 53.1397904 30.0801247, 53.1400603 30.079887)",,
1241310238,residential,False,False,200.9,ترانه,,"LINESTRING (53.1377211 30.0819558, 53.1380191 30.0821399, 53.1383901 30.0825711, 53.1393484 30.0830394)",,
562383011,residential,False,True,77.891,,,"LINESTRING (53.1377655 30.079138, 53.1371432 30.079586)",,
562383008,residential,False,True,85.715,,,"LINESTRING (53.1369666 30.0796232, 53.1363422 30.080173)",,
184629798,primary,True,False,247.10499999999996,بلوار امام خمینی,60,"LINESTRING (53.1369666 30.0796232, 53.1368443 30.0795863, 53.1364444 30.0794596, 53.1360593 30.0793246, 53.1355519 30.0791326, 53.1348631 30.0787845, 53.1346566 30.0786692)",,
562383031,residential,False,True,68.197,کوچه لاله,,"LINESTRING (53.1369572 30.078905, 53.1368714 30.0795138)",,
147332903,residential,False,False,116.923,امام زاده,,"LINESTRING (53.1369572 30.078905, 53.1362354 30.0787907, 53.1358035 30.0786068)",,
147332903,residential,False,True,62.474,امام زاده,,"LINESTRING (53.1369572 30.078905, 53.1372465 30.0788288, 53.1375793 30.0787442)",,
674952887,residential,False,False,96.972,گلستان,,"LINESTRING (53.1386396 30.0838847, 53.1393155 30.0832378)",,
674952887,residential,False,True,31.361,گلستان,,"LINESTRING (53.1386396 30.0838847, 53.138421 30.0840939)",,
562383010,residential,False,True,24.748,,,"LINESTRING (53.1348335 30.0825968, 53.1349956 30.082424)",,
297807889,residential,False,False,156.997,پاچنار,,"LINESTRING (53.1348335 30.0825968, 53.134473 30.0821268, 53.1344586 30.0820647, 53.1345177 30.0820062, 53.1351676 30.0815781)",,
297807889,residential,False,True,138.882,پاچنار,,"LINESTRING (53.1348335 30.0825968, 53.1349215 30.082684, 53.1356267 30.0836389)",,
562449537,residential,False,True,118.948,,,"LINESTRING (53.1348335 30.0825968, 53.1347896 30.082288, 53.1348574 30.082115, 53.1352448 30.0816467)",,
184629855,tertiary,False,False,98.187,خیابان باقری,,"LINESTRING (53.1372582 30.0826481, 53.1373425 30.0817681)",,
184629855,tertiary,False,True,98.053,خیابان باقری,,"LINESTRING (53.1372582 30.0826481, 53.137174 30.0835269)",,
884255925,residential,False,True,73.261,,,"LINESTRING (53.1372582 30.0826481, 53.1366227 30.083011)",,
562383012,residential,False,False,130.772,,,"LINESTRING (53.1372582 30.0826481, 53.1366358 30.082037, 53.1364335 30.0817207)",,
562383017,residential,False,False,249.166,,,"LINESTRING (53.1372582 30.0826481, 53.1381947 30.0829883, 53.1378612 30.0834518, 53.1379867 30.0837031, 53.138421 30.0840939)",,
184629798,primary,True,False,147.301,بلوار امام خمینی,60,"LINESTRING (53.1400603 30.079887, 53.1385298 30.0798577)",,
562383022,residential,False,False,328.219,صبا,,"LINESTRING (53.1400603 30.079887, 53.1397904 30.0801247, 53.1392504 30.0803005, 53.1384819 30.0811372, 53.1377211 30.0819558)",,
184629841,tertiary,False,True,33.612,جاده قصر دشت,,"LINESTRING (53.1320885 30.0778789, 53.1324322 30.0778249)",,
562386260,residential,False,False,143.588,,,"LINESTRING (53.1320885 30.0778789, 53.1307807 30.077257)",,
562386273,residential,False,False,137.882,,,"LINESTRING (53.1323639 30.0754997, 53.1316035 30.0765507)",,
562386273,residential,False,True,158.203,,,"LINESTRING (53.1323639 30.0754997, 53.1336596 30.0763755)",,
562386273,residential,False,False,158.203,,,"LINESTRING (53.1336596 30.0763755, 53.1323639 30.0754997)",,
562386273,residential,False,True,137.882,,,"LINESTRING (53.1316035 30.0765507, 53.1323639 30.0754997)",,
184629801,primary,True,False,128.988,بلوار بسیج,60,"LINESTRING (53.1316035 30.0765507, 53.132405 30.0769777, 53.1327146 30.0771959)",,
562449523,residential,False,False,105.589,,,"LINESTRING (53.1327482 30.0796991, 53.1334547 30.0789725)",,
147332919,residential,False,False,67.189,خیابان فلسطین,,"LINESTRING (53.1360175 30.0824118, 53.136477 30.0828668)",,
147332919,residential,False,True,66.683,خیابان فلسطین,,"LINESTRING (53.1360175 30.0824118, 53.1355615 30.0819602)",,
562449535,residential,False,False,66.924,,,"LINESTRING (53.1360175 30.0824118, 53.1354927 30.0828068)",,
562449535,residential,False,True,29.437,,,"LINESTRING (53.1360175 30.0824118, 53.136236 30.0822265)",,
562449525,residential,False,False,161.685,کوچه پدیده,,"LINESTRING (53.1352405 30.0767685, 53.1341643 30.0778852)",,
562449533,residential,False,True,64.027,,,"LINESTRING (53.1354927 30.0828068, 53.1349956 30.082424)",,
562449535,residential,False,True,66.924,,,"LINESTRING (53.1354927 30.0828068, 53.1360175 30.0824118)",,
562449533,residential,False,False,119.978,,,"LINESTRING (53.1354927 30.0828068, 53.1358852 30.0831591, 53.136477 30.0828668)",,
562449529,residential,False,True,97.25200000000001,,,"LINESTRING (53.1353974 30.0810593, 53.1350834 30.0806637, 53.1347259 30.0809088)",,
562449545,residential,False,False,141.386,,,"LINESTRING (53.1316842 30.0791777, 53.1319375 30.0794465, 53.1328181 30.0799703)",,
562449528,residential,False,False,82.874,,,"LINESTRING (53.1347342 30.0790902, 53.1341239 30.0796161)",,
562383012,residential,False,False,81.864,,,"LINESTRING (53.1364335 30.0817207, 53.1360214 30.0810766)",,
562449527,residential,False,True,25.299,,,"LINESTRING (53.1364335 30.0817207, 53.1362349 30.0818698)",,
562383012,residential,False,True,130.772,,,"LINESTRING (53.1364335 30.0817207, 53.1366358 30.082037, 53.1372582 30.0826481)",,
147332919,residential,False,False,47.636,خیابان فلسطین,,"LINESTRING (53.1334547 30.0789725, 53.1337988 30.0792805)",,
147332919,residential,False,True,43.466,خیابان فلسطین,,"LINESTRING (53.1334547 30.0789725, 53.1331408 30.0786914)",,
562449523,residential,False,True,105.589,,,"LINESTRING (53.1334547 30.0789725, 53.1327482 30.0796991)",,
562449531,residential,False,True,192.85000000000002,شورای اصناف,,"LINESTRING (53.1371246 30.0777551, 53.1368855 30.0780178, 53.1364163 30.0778204, 53.1358035 30.0786068)",,
147332919,residential,False,False,33.798,خیابان فلسطین,,"LINESTRING (53.1341239 30.0796161, 53.134312 30.0798728)",,
562449528,residential,False,False,72.119,,,"LINESTRING (53.1341239 30.0796161, 53.1334577 30.0799133)",,
562449528,residential,False,True,82.874,,,"LINESTRING (53.1341239 30.0796161, 53.1347342 30.0790902)",,
147332919,residential,False,True,48.917,خیابان فلسطین,,"LINESTRING (53.1341239 30.0796161, 53.1340273 30.0794851, 53.1337988 30.0792805)",,
562449527,residential,False,False,25.299,,,"LINESTRING (53.1362349 30.0818698, 53.1364335 30.0817207)",,
803486364,residential,False,True,37.787,,,"LINESTRING (53.1362349 30.0818698, 53.1359869 30.0816063)",,
562449527,residential,False,True,138.93599999999998,,,"LINESTRING (53.1362349 30.0818698, 53.136788 30.0825778, 53.136477 30.0828668)",,
147332919,residential,False,False,21.299,خیابان فلسطین,,"LINESTRING (53.136477 30.0828668, 53.1366227 30.083011)",,
147332919,residential,False,True,67.189,خیابان فلسطین,,"LINESTRING (53.136477 30.0828668, 53.1360175 30.0824118)",,
562449527,residential,False,False,138.93599999999998,,,"LINESTRING (53.136477 30.0828668, 53.136788 30.0825778, 53.1362349 30.0818698)",,
562449533,residential,False,True,119.978,,,"LINESTRING (53.136477 30.0828668, 53.1358852 30.0831591, 53.1354927 30.0828068)",,
562449543,residential,False,False,93.796,,,"LINESTRING (53.1337752 30.0814196, 53.1346034 30.0809747)",,
147332919,residential,False,True,47.636,خیابان فلسطین,,"LINESTRING (53.1337988 30.0792805, 53.1334547 30.0789725)",,
562449542,residential,False,True,121.605,شهید گندم کار,,"LINESTRING (53.1337988 30.0792805, 53.1328181 30.0799703)",,
147332919,residential,False,False,48.917,خیابان فلسطین,,"LINESTRING (53.1337988 30.0792805, 53.1340273 30.0794851, 53.1341239 30.0796161)",,
562449542,residential,False,False,107.42699999999999,شهید گندم کار,,"LINESTRING (53.1337988 30.0792805, 53.1343773 30.0789264, 53.1346566 30.0786692)",,
562449521,residential,False,False,37.123,,,"LINESTRING (53.1343465 30.0806132, 53.1344847 30.0803015)",,
562449521,residential,False,True,47.438,,,"LINESTRING (53.1343465 30.0806132, 53.1344357 30.08078, 53.1346034 30.0809747)",,
562449545,residential,False,True,100.05600000000001,,,"LINESTRING (53.1343465 30.0806132, 53.133986 30.0808264, 53.1336192 30.080412)",,
562449545,residential,False,False,100.05600000000001,,,"LINESTRING (53.1336192 30.080412, 53.133986 30.0808264, 53.1343465 30.0806132)",,
562449545,residential,False,True,92.497,,,"LINESTRING (53.1336192 30.080412, 53.1332081 30.0802609, 53.1328181 30.0799703)",,
803487012,residential,False,True,85.422,,,"LINESTRING (53.1336192 30.080412, 53.1340218 30.0802231, 53.1343612 30.0799949)",,
147332919,residential,False,False,31.568,خیابان فلسطین,,"LINESTRING (53.1347259 30.0809088, 53.134848 30.0811723)",,
562449529,residential,False,True,13.879,,,"LINESTRING (53.1347259 30.0809088, 53.1346034 30.0809747)",,
147332919,residential,False,True,71.457,خیابان فلسطین,,"LINESTRING (53.1347259 30.0809088, 53.1346258 30.0806928, 53.1344847 30.0803015)",,
562449529,residential,False,False,97.25200000000001,,,"LINESTRING (53.1347259 30.0809088, 53.1350834 30.0806637, 53.1353974 30.0810593)",,
184629792,primary,True,False,57.56,بلوار امام خمینی,60,"LINESTRING (53.1384553 30.0797593, 53.1390533 30.0797729)",,
562449532,residential,False,True,89.045,,,"LINESTRING (53.1384553 30.0797593, 53.1391438 30.0792242)",,
562449535,residential,False,False,29.437,,,"LINESTRING (53.136236 30.0822265, 53.1360175 30.0824118)",,
562383010,residential,False,False,24.748,,,"LINESTRING (53.1349956 30.082424, 53.1348335 30.0825968)",,
562383010,residential,False,True,76.041,,,"LINESTRING (53.1349956 30.082424, 53.1354936 30.081893)",,
562449533,residential,False,False,64.027,,,"LINESTRING (53.1349956 30.082424, 53.1354927 30.0828068)",,
562449528,residential,False,True,72.119,,,"LINESTRING (53.1334577 30.0799133, 53.1341239 30.0796161)",,
147332903,residential,False,False,38.227,امام زاده,,"LINESTRING (53.1358035 30.0786068, 53.1354471 30.0784549)",,
147332903,residential,False,True,116.923,امام زاده,,"LINESTRING (53.1358035 30.0786068, 53.1362354 30.0787907, 53.1369572 30.078905)",,
562449531,residential,False,False,192.85,شورای اصناف,,"LINESTRING (53.1358035 30.0786068, 53.1364163 30.0778204, 53.1368855 30.0780178, 53.1371246 30.0777551)",,
147332919,residential,False,False,36.375,خیابان فلسطین,,"LINESTRING (53.1352448 30.0816467, 53.1354936 30.081893)",,
147332919,residential,False,True,10.647,خیابان فلسطین,,"LINESTRING (53.1352448 30.0816467, 53.1351676 30.0815781)",,
562449537,residential,False,False,118.94800000000001,,,"LINESTRING (53.1352448 30.0816467, 53.1348574 30.082115, 53.1347896 30.082288, 53.1348335 30.0825968)",,
562449536,residential,False,True,108.357,حسینیه,,"LINESTRING (53.1324672 30.0794673, 53.1326063 30.0792572, 53.1329775 30.0788308, 53.1331408 30.0786914)",,
147332903,residential,False,False,17.087,امام زاده,,"LINESTRING (53.1354471 30.0784549, 53.1352878 30.078387)",,
147332903,residential,False,True,38.227,امام زاده,,"LINESTRING (53.1354471 30.0784549, 53.1358035 30.0786068)",,
562449540,residential,False,True,136.749,کوچه آسمان,,"LINESTRING (53.1354471 30.0784549, 53.1357953 30.0780245, 53.1356418 30.07787, 53.1360665 30.07753)",,
562449532,residential,False,False,89.045,,,"LINESTRING (53.1391438 30.0792242, 53.1384553 30.0797593)",,
562449536,residential,False,False,86.795,حسینیه,,"LINESTRING (53.1337973 30.0781561, 53.1331408 30.0786914)",,
184629798,primary,True,False,81.031,بلوار امام خمینی,60,"LINESTRING (53.1337973 30.0781561, 53.1333288 30.0778764, 53.1331027 30.0777441)",,
147332903,residential,False,False,73.667,امام زاده,,"LINESTRING (53.134843 30.0781701, 53.1343898 30.0779224, 53.1341643 30.0778852)",,
147332903,residential,False,True,49.196,امام زاده,,"LINESTRING (53.134843 30.0781701, 53.1350707 30.0782945, 53.1352878 30.078387)",,
562449541,residential,False,True,128.637,کوچه ماه,,"LINESTRING (53.134843 30.0781701, 53.1353029 30.0776492, 53.1355491 30.077504, 53.1357318 30.0773188)",,
