osmid,oneway,ref,highway,reversed,length,geometry,maxspeed,name,junction
552175360,True,94,primary,False,22.314,"LINESTRING (51.4540889 28.941204, 51.4542001 28.9413795)",,,
552175378,True,,primary_link,False,28.775999999999996,"LINESTRING (51.4540889 28.941204, 51.4540877 28.9412982, 51.4540245 28.9413351, 51.4539172 28.9413067)",,,
552175328,False,,residential,True,61.825,"LINESTRING (51.4552981 28.9427322, 51.4555788 28.9422334)",30,,
552175360,True,94,primary,False,98.29499999999999,"LINESTRING (51.4552981 28.9427322, 51.4556844 28.9430911, 51.4559902 28.9433761)",,,
552175360,True,94,primary,False,44.346,"LINESTRING (51.4576847 28.9449087, 51.4579978 28.9451985)",,,
552175369,False,,residential,True,66.376,"LINESTRING (51.4576847 28.9449087, 51.4581637 28.9444837)",30,,
552175370,True,94,primary,False,57.879,"LINESTRING (51.4575421 28.9449952, 51.4571271 28.9446223)",,,
552175322,False,,residential,True,355.268,"LINESTRING (51.4575421 28.9449952, 51.4570534 28.945359, 51.4561049 28.9447534, 51.4554119 28.9440821, 51.4559096 28.9435323)",30,,
805504168,False,,residential,False,68.683,"LINESTRING (51.4542948 28.9418377, 51.4537328 28.9422114)",,,
552175370,True,94,primary,False,49.723,"LINESTRING (51.4542948 28.9418377, 51.4541293 28.9416111, 51.4540233 28.9414589)",,,
552175363,True,,tertiary,False,19.896,"LINESTRING (51.4595148 28.9416077, 51.4597117 28.9415595)",,,
552175364,True,,tertiary,False,24.656,"LINESTRING (51.4595148 28.9416077, 51.4595258 28.9416434, 51.4595233 28.9416803, 51.4595075 28.9417146, 51.4594802 28.9417427, 51.459444 28.9417618, 51.4594028 28.9417699)",,میدان امام حسین,roundabout
552175327,False,,residential,False,63.711,"LINESTRING (51.4559902 28.9433761, 51.456365 28.9429063)",30,,
552175360,True,94,primary,False,107.024,"LINESTRING (51.4559902 28.9433761, 51.4561739 28.9435472, 51.4567475 28.9440741)",,,
552175380,False,,residential,False,133.701,"LINESTRING (51.4630528 28.9407539, 51.4619406 28.9400479)",30,,
552175336,True,,tertiary,False,58.827,"LINESTRING (51.4630528 28.9407539, 51.4629221 28.9411153, 51.4628989 28.9412639)",,,
705392932,False,,tertiary,False,107.79,"LINESTRING (51.4601604 28.9471242, 51.4608828 28.9463893)",,,
552175360,True,94,primary,False,169.42899999999997,"LINESTRING (51.4601604 28.9471242, 51.4604678 28.9473081, 51.4607704 28.9474589, 51.4611132 28.947608, 51.4617066 28.9478127)",,,
705392932,False,,tertiary,True,121.413,"LINESTRING (51.4616966 28.9455616, 51.4608828 28.9463893)",,,
552175337,True,,tertiary,False,161.223,"LINESTRING (51.4616966 28.9455616, 51.4610323 28.9447623, 51.4606655 28.9444306)",,خیابان شهدا,
552175336,True,,tertiary,False,151.489,"LINESTRING (51.4628989 28.9412639, 51.46287 28.941481, 51.4628192 28.942308, 51.4628163 28.9426236)",,,
552175359,False,,residential,False,135.23,"LINESTRING (51.4628989 28.9412639, 51.4620504 28.9417748, 51.4620088 28.9417995, 51.4619659 28.9418104, 51.4617047 28.9418486)",30,,
552175316,False,,residential,False,119.112,"LINESTRING (51.4576413 28.9436688, 51.4578303 28.9434346, 51.4579498 28.9430408, 51.4580978 28.9426867)",30,,
552175316,False,,residential,True,60.867,"LINESTRING (51.4576413 28.9436688, 51.4575272 28.9440881, 51.45758 28.9441949)",30,,
552175379,False,,residential,True,151.615,"LINESTRING (51.4576413 28.9436688, 51.4572469 28.9433325, 51.456365 28.9429063)",30,,
1227191459,False,,residential,True,66.282,"LINESTRING (51.45758 28.9441949, 51.4582003 28.9444412)",,,
552175316,False,,residential,False,60.867,"LINESTRING (51.45758 28.9441949, 51.4575272 28.9440881, 51.4576413 28.9436688)",30,,
552175316,False,,residential,True,53.224000000000004,"LINESTRING (51.45758 28.9441949, 51.4575763 28.9442939, 51.4573762 28.9446307)",30,,
552175336,True,,tertiary,False,30.9,"LINESTRING (51.4628163 28.9426236, 51.4627576 28.9428967)",,,
1227191470,False,,residential,True,52.816,"LINESTRING (51.4628163 28.9426236, 51.4623177 28.9424359)",,,
552175360,True,94,primary,False,140.849,"LINESTRING (51.4582643 28.9454451, 51.4592588 28.9463655)",,,
552175351,False,,residential,True,72.339,"LINESTRING (51.4582643 28.9454451, 51.4585738 28.9450985, 51.4586915 28.9449147)",30,,
1227191469,False,,residential,False,50.828,"LINESTRING (51.4621932 28.9437191, 51.46168 28.9436339)",,,
552175336,True,,tertiary,False,211.545,"LINESTRING (51.4621932 28.9437191, 51.4621095 28.9438718, 51.4619732 28.9442041, 51.461774 28.9453073, 51.4616966 28.9455616)",,,
552175324,False,,residential,False,48.485,"LINESTRING (51.4609326 28.9423859, 51.4613457 28.9426297)",30,,
552175324,False,,residential,True,62.145,"LINESTRING (51.4609326 28.9423859, 51.460347 28.9421629)",30,,
552175359,False,,residential,False,83.068,"LINESTRING (51.4609326 28.9423859, 51.4606326 28.9430853)",30,,
552175359,False,,residential,True,59.871,"LINESTRING (51.4609326 28.9423859, 51.4612605 28.9419303)",30,,
552175318,False,,tertiary,False,130.18,"LINESTRING (51.4581517 28.9409705, 51.4592798 28.9415998)",,,
552175318,False,,tertiary,True,30.628,"LINESTRING (51.4581517 28.9409705, 51.4578757 28.9408381)",,,
552175368,False,,residential,False,266.76,"LINESTRING (51.4581517 28.9409705, 51.4584314 28.9406199, 51.4586597 28.9402034, 51.4589952 28.9397707, 51.4599104 28.9391946)",30,,
552175370,True,94,primary,False,19.825,"LINESTRING (51.4540233 28.9414589, 51.4539172 28.9413067)",,,
552175315,True,,primary_link,False,23.127,"LINESTRING (51.4540233 28.9414589, 51.454063 28.9413844, 51.4541292 28.9413633, 51.4542001 28.9413795)",,,
552175318,False,,tertiary,False,30.628,"LINESTRING (51.4578757 28.9408381, 51.4581517 28.9409705)",,,
552175318,False,,tertiary,True,35.474,"LINESTRING (51.4578757 28.9408381, 51.457556 28.9406848)",,,
552175327,False,,residential,True,100.422,"LINESTRING (51.4578757 28.9408381, 51.4575203 28.9415248, 51.4574045 28.9416344)",30,,
552175316,False,,residential,True,39.894,"LINESTRING (51.4582475 28.9423527, 51.4580978 28.9426867)",30,,
705392930,False,,tertiary,False,29.103,"LINESTRING (51.4582475 28.9423527, 51.4584804 28.9425169)",,خیابان شهدا,
705392930,False,,tertiary,True,68.846,"LINESTRING (51.4582475 28.9423527, 51.4577544 28.9419087)",,خیابان شهدا,
552175332,False,,residential,False,96.962,"LINESTRING (51.4602979 28.944098, 51.4598671 28.9448843)",30,,
552175337,True,,tertiary,False,26.353,"LINESTRING (51.4602979 28.944098, 51.4601618 28.9438931)",,خیابان شهدا,
1227191462,False,,residential,False,32.668,"LINESTRING (51.4617047 28.9418486, 51.4618814 28.9415988)",,,
552175359,False,,residential,False,40.934,"LINESTRING (51.4617047 28.9418486, 51.4613356 28.9418734, 51.4612891 28.9418906)",30,,
552175359,False,,residential,True,135.23,"LINESTRING (51.4617047 28.9418486, 51.4619659 28.9418104, 51.4620088 28.9417995, 51.4620504 28.9417748, 51.4628989 28.9412639)",30,,
552175327,False,,residential,True,74.58,"LINESTRING (51.4574045 28.9416344, 51.4569493 28.942174)",30,,
705392930,False,,tertiary,False,45.712,"LINESTRING (51.4574045 28.9416344, 51.4577544 28.9419087)",,خیابان شهدا,
705392930,False,,tertiary,True,119.71,"LINESTRING (51.4574045 28.9416344, 51.4563708 28.9410507)",,خیابان شهدا,
552175327,False,,residential,False,100.422,"LINESTRING (51.4574045 28.9416344, 51.4575203 28.9415248, 51.4578757 28.9408381)",30,,
552175343,False,,residential,True,98.455,"LINESTRING (51.4608724 28.9456939, 51.4600249 28.9452102)",30,,
552175346,False,,residential,True,34.373,"LINESTRING (51.4608935 28.9432937, 51.4606326 28.9430853)",30,,
