osmid,oneway,name,highway,reversed,length,maxspeed,geometry,bridge,junction,lanes
1136534469,True,خیابان دکتر وحید دستجردی,primary,False,118.71800000000002,,"LINESTRING (51.7230697 35.3079769, 51.7235498 35.3082945, 51.7239401 35.3085073, 51.7241246 35.3086064)",,,
730124267,False,فارسی,residential,False,97.855,,"LINESTRING (51.7244792 35.3088177, 51.7248042 35.3084388, 51.724843 35.3083832, 51.7248541 35.3083311, 51.7248732 35.3082838, 51.7249109 35.3082504, 51.7251447 35.3081742)",,,
1136534469,True,خیابان دکتر وحید دستجردی,primary,False,21.79,,"LINESTRING (51.7244792 35.3088177, 51.724558 35.3088563, 51.7246162 35.3088793, 51.7246543 35.3088868, 51.7246985 35.3088836)",,,
1136534467,True,,primary,False,2.592,,"LINESTRING (51.7254496 35.3094566, 51.7254751 35.3094671)",,,
511163163,False,ورزش,residential,False,47.3,30,"LINESTRING (51.7254496 35.3094566, 51.7253957 35.3094192, 51.7253624 35.3093794, 51.7253432 35.3093093, 51.7253525 35.3090618)",,,
1082505011,True,,secondary,False,18.353,,"LINESTRING (51.7254869 35.3095744, 51.7254632 35.3096001, 51.7254539 35.3096166, 51.7254481 35.3096381, 51.7254414 35.3096733, 51.7254413 35.3097304)",,,
1136534467,True,,primary,False,13.141,,"LINESTRING (51.7254869 35.3095744, 51.7254637 35.3095886, 51.7254362 35.3095958, 51.7254072 35.3095953, 51.72538 35.3095872, 51.7253576 35.3095722)",,,
730131708,False,,residential,False,35.571,30,"LINESTRING (51.7241969 35.3063139, 51.7238893 35.3061156)",,,
406644828,False,,residential,True,201.91000000000003,30,"LINESTRING (51.7241969 35.3063139, 51.7234927 35.3070919, 51.7233444 35.307255, 51.7227361 35.3076676)",,,
730131708,False,,residential,True,121.94200000000001,30,"LINESTRING (51.7241969 35.3063139, 51.7251139 35.3069134, 51.7252025 35.3070307)",,,
730131708,False,,residential,True,55.73,30,"LINESTRING (51.7234074 35.3058049, 51.7238893 35.3061156)",,,
526990839,True,خیابان شریعتی,primary,False,194.393,,"LINESTRING (51.7234074 35.3058049, 51.7215077 35.3064412, 51.7214797 35.3064549, 51.7214502 35.3064711, 51.7214332 35.3064805)",,,
406644836,False,ابوذر,residential,True,26.357,30,"LINESTRING (51.7218018 35.3051487, 51.7215728 35.3052945)",,,
704291710,False,شهيد عطايي,residential,False,65.406,30,"LINESTRING (51.7247548 35.3044084, 51.7249444 35.3046161, 51.724991 35.3049431)",,,
"[653412802, 704291710]",False,شهيد عطايي,residential,True,341.77000000000004,30,"LINESTRING (51.7247548 35.3044084, 51.7244078 35.3041615, 51.7241725 35.3041341, 51.7240937 35.3041465, 51.7237947 35.3043283, 51.7233636 35.304261, 51.7232393 35.3042419, 51.7221483 35.3046328, 51.7220054 35.3046833, 51.7218054 35.304754, 51.7215528 35.3046015, 51.7213872 35.3045692)",,,
718765074,False,مقداد,residential,True,104.49600000000001,,"LINESTRING (51.7247548 35.3044084, 51.7249764 35.3042223, 51.7257236 35.3039208)",,,
1136534471,True,میدان حضرت فاطمه,primary,False,2.491,,"LINESTRING (51.7248489 35.3089164, 51.7248552 35.3089382)",,,
406644833,False,خیابان فلسطین,secondary,False,24.167,,"LINESTRING (51.7264515 35.3063923, 51.726655 35.3062521)",,,
406644833,False,خیابان فلسطین,secondary,True,56.781,,"LINESTRING (51.7264515 35.3063923, 51.7262962 35.3066307, 51.7261578 35.3068432)",,,
730118900,False,طباطبایی,residential,True,95.74699999999999,30,"LINESTRING (51.7264515 35.3063923, 51.7265229 35.3064686, 51.7266208 35.3065037, 51.7266744 35.306484, 51.7267066 35.3064183, 51.7267925 35.3064008, 51.7268957 35.3064238, 51.7269312 35.3064506, 51.7269708 35.3064807, 51.7270781 35.3066055, 51.7272122 35.3067269)",,,
406644837,True,خیابان امام خمینی,secondary,False,43.339,,"LINESTRING (51.7258533 35.3039955, 51.7262266 35.3037524)",,,
526993378,False,شهيد سيلسپور,residential,False,14.406,,"LINESTRING (51.7258533 35.3039955, 51.7257236 35.3039208)",,,
763298906,False,سیلسپور,residential,False,50.356,,"LINESTRING (51.7262266 35.3037524, 51.7257518 35.303518)",,,
406644837,True,خیابان امام خمینی,secondary,False,102.17699999999999,,"LINESTRING (51.7262266 35.3037524, 51.7264519 35.3036226, 51.7271464 35.3032224)",,,
406644848,True,,secondary_link,False,44.393,30,"LINESTRING (51.7271464 35.3032224, 51.7271349 35.3031386, 51.727112 35.3030719, 51.7268889 35.302907)",,,
623825605,False,خیابان امام خمینی,secondary,False,27.801000000000002,,"LINESTRING (51.7271464 35.3032224, 51.7273258 35.3031147, 51.7273957 35.3030772)",,,
406644850,False,امامزاده,residential,False,14.526,30,"LINESTRING (51.7278354 35.302829, 51.7279298 35.3029345)",,,
623825605,False,خیابان امام خمینی,secondary,True,7.547,,"LINESTRING (51.7278354 35.302829, 51.727767 35.3028676)",,,
406648450,False,خیابان آیت الله منتظری,tertiary,False,71.422,30,"LINESTRING (51.7248524 35.309151, 51.7246927 35.3094894, 51.7246139 35.3097616)",,,
1136534472,True,خیابان دکتر وحید دستجردی,primary,False,19.956,,"LINESTRING (51.7248524 35.309151, 51.7247654 35.3090614, 51.7247109 35.3090138)",,,
406648450,False,خیابان آیت الله منتظری,tertiary,False,43.163,30,"LINESTRING (51.7246139 35.3097616, 51.7246696 35.3101471)",,,
406648450,False,خیابان آیت الله منتظری,tertiary,True,71.422,30,"LINESTRING (51.7246139 35.3097616, 51.7246927 35.3094894, 51.7248524 35.309151)",,,
730117732,False,بابایی,residential,False,44.711,,"LINESTRING (51.7246139 35.3097616, 51.7245541 35.3098427, 51.724364 35.3099649, 51.7242533 35.3100276)",,,
406644833,False,خیابان فلسطین,secondary,False,9.822,,"LINESTRING (51.72521 35.3082986, 51.7252608 35.3082206)",,,
406644833,False,خیابان فلسطین,secondary,True,41.235,,"LINESTRING (51.72521 35.3082986, 51.7249934 35.3086246)",,,
511163163,False,ورزش,residential,True,85.844,30,"LINESTRING (51.72521 35.3082986, 51.7253525 35.3090618)",,,
406644833,False,خیابان فلسطین,secondary,False,72.034,,"LINESTRING (51.725343 35.3080964, 51.7257145 35.3075239)",,,
406644833,False,خیابان فلسطین,secondary,True,15.696,,"LINESTRING (51.725343 35.3080964, 51.7252608 35.3082206)",,,
511163164,False,خیابان سرچشمه,residential,False,262.703,30,"LINESTRING (51.725343 35.3080964, 51.7255879 35.3081744, 51.7257575 35.3081685, 51.7261436 35.3083158, 51.7263568 35.3084372, 51.7266278 35.308534, 51.7268214 35.3085558, 51.7273262 35.3088047, 51.7276363 35.3089256, 51.7279865 35.3089506)",,,
1089848672,True,خیابان دکتر وحید دستجردی,primary,False,55.808,,"LINESTRING (51.7254751 35.3094671, 51.7256063 35.309482, 51.7258161 35.309494, 51.7260883 35.3094984)",,,
1136534467,True,,primary,False,13.521999999999998,,"LINESTRING (51.7254751 35.3094671, 51.7254929 35.3094812, 51.7255052 35.3094989, 51.7255109 35.3095186, 51.7255096 35.3095388, 51.7255014 35.3095579, 51.7254869 35.3095744)",,,
406644833,False,خیابان فلسطین,secondary,False,41.235,,"LINESTRING (51.7249934 35.3086246, 51.72521 35.3082986)",,,
653417120,True,,secondary,False,35.282,,"LINESTRING (51.7249934 35.3086246, 51.7249049 35.3087629, 51.7248642 35.3088421, 51.7248558 35.3088745, 51.7248489 35.3089164)",,,
511163170,False,,residential,True,55.606,30,"LINESTRING (51.7262015 35.3103415, 51.7263313 35.3104117, 51.7264462 35.3104996, 51.726511 35.3106272, 51.7265507 35.3107285)",,,
511163172,False,,residential,False,42.762,30,"LINESTRING (51.7262015 35.3103415, 51.7259415 35.3104735, 51.7258024 35.310546)",,,
511163172,False,,residential,True,55.636,30,"LINESTRING (51.7262015 35.3103415, 51.7263101 35.3102535, 51.7264163 35.3101454, 51.7265 35.310007, 51.7265738 35.3099505)",,,
511163171,False,کوچه حمام قدیم,residential,True,49.23,30,"LINESTRING (51.7265507 35.3107285, 51.7260423 35.3108831)",,,
1082505000,False,,residential,False,21.875,,"LINESTRING (51.7265507 35.3107285, 51.7266407 35.310911)",,,
511163170,False,,residential,False,55.606,30,"LINESTRING (51.7265507 35.3107285, 51.726511 35.3106272, 51.7264462 35.3104996, 51.7263313 35.3104117, 51.7262015 35.3103415)",,,
511163171,False,کوچه حمام قدیم,residential,False,75.137,30,"LINESTRING (51.7265507 35.3107285, 51.726661 35.3106996, 51.7273369 35.3105164)",,,
511163174,False,داوود سیفی,residential,False,77.416,30,"LINESTRING (51.7273369 35.3105164, 51.7271702 35.3098336)",,,
511163171,False,کوچه حمام قدیم,residential,True,75.137,30,"LINESTRING (51.7273369 35.3105164, 51.726661 35.3106996, 51.7265507 35.3107285)",,,
406648449,False,خیابان طالقانی,secondary,False,43.346,30,"LINESTRING (51.7260423 35.3108831, 51.7258024 35.310546)",,,
511163171,False,کوچه حمام قدیم,residential,False,49.23,30,"LINESTRING (51.7260423 35.3108831, 51.7265507 35.3107285)",,,
406648449,False,خیابان طالقانی,secondary,True,43.346,30,"LINESTRING (51.7258024 35.310546, 51.7260423 35.3108831)",,,
406648449,False,خیابان طالقانی,secondary,False,56.872,30,"LINESTRING (51.7258024 35.310546, 51.7256719 35.3103586, 51.7255841 35.3102238, 51.7255201 35.3100904)",,,
511163172,False,,residential,True,42.762,30,"LINESTRING (51.7258024 35.310546, 51.7259415 35.3104735, 51.7262015 35.3103415)",,,
511163172,False,,residential,False,67.388,30,"LINESTRING (51.7278894 35.3096825, 51.7271702 35.3098336)",,,
406644822,True,خیابان دکتر وحید دستجردی,primary,False,163.61599999999999,,"LINESTRING (51.7278894 35.3096825, 51.7272561 35.3096128, 51.7269383 35.3095755, 51.7268174 35.3095696, 51.7266984 35.3095677, 51.7265163 35.3095765, 51.726096 35.3095862)",,,
981368196,False,آیت الله طالقانی,residential,False,132.584,30,"LINESTRING (51.7278894 35.3096825, 51.7279361 35.3099015, 51.7279668 35.3101372, 51.7280442 35.3104926, 51.7281297 35.310739, 51.728174 35.3108492)",,,
511163172,False,,residential,True,55.656,30,"LINESTRING (51.7265738 35.3099505, 51.7271702 35.3098336)",,,
511163162,False,,residential,True,73.14399999999999,30,"LINESTRING (51.7265738 35.3099505, 51.7264565 35.3099582, 51.7263386 35.3099444, 51.7262358 35.309914, 51.7261432 35.3098609, 51.7261065 35.3098053, 51.726094 35.3097335, 51.726096 35.3095862)",,,
511163172,False,,residential,False,55.636,30,"LINESTRING (51.7265738 35.3099505, 51.7265 35.310007, 51.7264163 35.3101454, 51.7263101 35.3102535, 51.7262015 35.3103415)",,,
406644822,True,خیابان دکتر وحید دستجردی,primary,False,55.325,,"LINESTRING (51.726096 35.3095862, 51.7258201 35.3095801, 51.7256103 35.3095698, 51.7254869 35.3095744)",,,
511163162,False,,residential,False,73.144,30,"LINESTRING (51.726096 35.3095862, 51.726094 35.3097335, 51.7261065 35.3098053, 51.7261432 35.3098609, 51.7262358 35.309914, 51.7263386 35.3099444, 51.7264565 35.3099582, 51.7265738 35.3099505)",,,
511163172,False,,residential,False,55.656,30,"LINESTRING (51.7271702 35.3098336, 51.7265738 35.3099505)",,,
511163172,False,,residential,True,67.388,30,"LINESTRING (51.7271702 35.3098336, 51.7278894 35.3096825)",,,
511163174,False,داوود سیفی,residential,True,77.416,30,"LINESTRING (51.7271702 35.3098336, 51.7273369 35.3105164)",,,
981368196,False,آیت الله طالقانی,residential,True,132.58399999999997,30,"LINESTRING (51.728174 35.3108492, 51.7281297 35.310739, 51.7280442 35.3104926, 51.7279668 35.3101372, 51.7279361 35.3099015, 51.7278894 35.3096825)",,,
406644837,True,خیابان امام خمینی,secondary,False,130.57999999999998,,"LINESTRING (51.7250459 35.3049646, 51.7251912 35.3047383, 51.7255369 35.304356, 51.7255947 35.3042902, 51.7257687 35.3041037, 51.7258533 35.3039955)",,,
653390334,True,میدان امام خمینی,primary,False,22.82,,"LINESTRING (51.7250459 35.3049646, 51.7250743 35.3050094, 51.7250865 35.3050509, 51.7250825 35.3051056, 51.7250561 35.3051587)",,roundabout,
526990839,True,خیابان شریعتی,primary,False,21.621,,"LINESTRING (51.7247674 35.3053014, 51.7245408 35.3053615)",,,
704291720,False,بن بست لقمان,unclassified,False,56.704,,"LINESTRING (51.7247674 35.3053014, 51.7250949 35.3057357)",,,
653390334,True,میدان امام خمینی,primary,False,35.300999999999995,,"LINESTRING (51.7247674 35.3053014, 51.7246922 35.3052947, 51.7246373 35.3052682, 51.7245987 35.30523, 51.7245804 35.3051753, 51.7245885 35.3051255, 51.7246068 35.3050807)",,roundabout,
653390334,True,میدان امام خمینی,primary,False,31.863,,"LINESTRING (51.7250561 35.3051587, 51.7249971 35.3052184, 51.72493 35.3052616, 51.7248528 35.3052914, 51.7247674 35.3053014)",,roundabout,
"[730124264, 730124268]",False,"['بازارچه', 'عباس كشتكار']","['residential', 'unclassified']",True,157.065,20,"LINESTRING (51.7250561 35.3051587, 51.7253891 35.3050496, 51.7256686 35.3049616, 51.7259319 35.3049055, 51.7260669 35.3049058, 51.7261761 35.3049445, 51.7259811 35.3052571, 51.7260623 35.3053252)",,,1
653390334,True,میدان امام خمینی,primary,False,5.526,,"LINESTRING (51.724991 35.3049431, 51.7250459 35.3049646)",,roundabout,
704291710,False,شهيد عطايي,residential,True,65.406,30,"LINESTRING (51.724991 35.3049431, 51.7249444 35.3046161, 51.7247548 35.3044084)",,,
653390334,True,میدان امام خمینی,primary,False,41.296,,"LINESTRING (51.7246068 35.3050807, 51.7246617 35.305016, 51.7247267 35.3049762, 51.724804 35.3049447, 51.7249077 35.3049281, 51.724991 35.3049431)",,roundabout,
526998966,False,,residential,False,53.708,30,"LINESTRING (51.7253041 35.3075233, 51.7252891 35.3072752, 51.7253011 35.3070408)",,,
526998966,False,,residential,True,79.25,30,"LINESTRING (51.7253041 35.3075233, 51.7254022 35.3077131, 51.7251447 35.3081742)",,,
730124266,False,میرزایی,residential,False,120.211,,"LINESTRING (51.7253041 35.3075233, 51.7248559 35.3077141, 51.7247053 35.3078209, 51.7248856 35.3079481, 51.725054 35.3081166, 51.7251447 35.3081742)",,,
1089848672,True,خیابان دکتر وحید دستجردی,primary,False,52.994,,"LINESTRING (51.7275181 35.3095371, 51.7280977 35.3095956)",,,
526998967,False,خیابان سردار جنگل,residential,False,73.014,30,"LINESTRING (51.7275181 35.3095371, 51.7276285 35.3093461, 51.7278312 35.3091696, 51.7280424 35.3090613)",,,
406648450,False,خیابان آیت الله منتظری,tertiary,True,50.985,30,"LINESTRING (51.7246993 35.3107725, 51.7246938 35.310314)",,,
1084235707,False,کارخانه,residential,False,30.89,30,"LINESTRING (51.7246993 35.3107725, 51.7243589 35.3107764)",,,
406644827,False,محور,residential,True,9.017,30,"LINESTRING (51.7253011 35.3070408, 51.7252025 35.3070307)",,,
526998966,False,,residential,False,44.778,30,"LINESTRING (51.7253011 35.3070408, 51.7254093 35.3066479)",,,
526998966,False,,residential,True,53.708,30,"LINESTRING (51.7253011 35.3070408, 51.7252891 35.3072752, 51.7253041 35.3075233)",,,
526998967,False,خیابان سردار جنگل,residential,False,13.313,30,"LINESTRING (51.7280424 35.3090613, 51.7279865 35.3089506)",,,
526998967,False,خیابان سردار جنگل,residential,True,73.014,30,"LINESTRING (51.7280424 35.3090613, 51.7278312 35.3091696, 51.7276285 35.3093461, 51.7275181 35.3095371)",,,
715050052,False,,residential,False,47.623,,"LINESTRING (51.7280424 35.3090613, 51.7281542 35.3092333, 51.7282175 35.3094611)",,,
406644807,False,خیابان بیست متری بهار,secondary,False,106.789,30,"LINESTRING (51.7208086 35.3106254, 51.7214771 35.309835)",,,
526998966,False,,residential,True,26.372,30,"LINESTRING (51.7254544 35.3064136, 51.7254093 35.3066479)",,,
526998966,False,,residential,False,106.38300000000001,30,"LINESTRING (51.7254544 35.3064136, 51.7255749 35.3059807, 51.7257182 35.3057408, 51.7259136 35.3055536)",,,
730131700,False,جعفری,residential,True,81.923,30,"LINESTRING (51.7254544 35.3064136, 51.7251979 35.3062618, 51.7248063 35.3059061)",,,
554093103,False,كوچه شهيد كاشاني,residential,True,88.629,30,"LINESTRING (51.7180193 35.3052892, 51.7178793 35.3055591, 51.7175795 35.3059997)",,,
406644836,False,ابوذر,residential,False,23.697,30,"LINESTRING (51.7213672 35.3054259, 51.7215728 35.3052945)",,,
704520896,False,مقاومت,residential,True,73.345,30,"LINESTRING (51.7213672 35.3054259, 51.7207902 35.304964)",,,
406644836,False,ابوذر,residential,True,125.613,30,"LINESTRING (51.7213672 35.3054259, 51.7205691 35.3059361, 51.7204683 35.306227)",,,
1089848680,True,خیابان شریعتی,primary,False,68.847,,"LINESTRING (51.7209497 35.3065576, 51.7205694 35.3066324, 51.7203718 35.3066652, 51.720206 35.3066689)",,,
943003592,False,,residential,False,103.99199999999999,,"LINESTRING (51.7200893 35.3066465, 51.7199948 35.3068987, 51.7199948 35.3070614, 51.7199846 35.3072158, 51.7199576 35.3073096, 51.7199273 35.3073332, 51.7198934 35.3073482, 51.7198292 35.3073648, 51.7197616 35.3073675, 51.719667 35.3073399)",,,
653412800,False,,tertiary_link,False,13.087,,"LINESTRING (51.7210974 35.3023787, 51.7211119 35.3022616)",,,
653412801,False,کوچه شهید قاسم رحیمی,residential,False,195.81600000000003,,"LINESTRING (51.7210974 35.3023787, 51.7210971 35.3024447, 51.7210958 35.3027936, 51.7212593 35.3031404, 51.7212686 35.3033386, 51.7219458 35.3038836)",,,
653412800,False,,tertiary_link,True,13.087,,"LINESTRING (51.7211119 35.3022616, 51.7210974 35.3023787)",,,
285338569,True,بلوار شهید مهتدی,secondary,False,359.549,30,"LINESTRING (51.7211119 35.3022616, 51.7245509 35.3026039, 51.724761 35.3026237, 51.7250452 35.3026505)",,,
653412801,False,کوچه شهید قاسم رحیمی,residential,True,195.81599999999997,,"LINESTRING (51.7219458 35.3038836, 51.7212686 35.3033386, 51.7212593 35.3031404, 51.7210958 35.3027936, 51.7210971 35.3024447, 51.7210974 35.3023787)",,,
653412803,False,,residential,False,105.237,,"LINESTRING (51.7219458 35.3038836, 51.722677 35.3035128, 51.7229302 35.3033833)",,,
653412803,False,,residential,True,105.306,,"LINESTRING (51.7219458 35.3038836, 51.7216749 35.3040475, 51.7213104 35.3044171, 51.721283 35.3045054, 51.7213872 35.3045692)",,,
704520896,False,مقاومت,residential,False,73.345,30,"LINESTRING (51.7207902 35.304964, 51.7213672 35.3054259)",,,
704520896,False,مقاومت,residential,True,9.418,30,"LINESTRING (51.7207902 35.304964, 51.7207161 35.3049047)",,,
653412802,False,شهيد عطايي,residential,False,71.315,,"LINESTRING (51.7207902 35.304964, 51.7212219 35.3046077, 51.7213872 35.3045692)",,,
"[653412802, 704291710]",False,شهيد عطايي,residential,False,341.77000000000004,30,"LINESTRING (51.7213872 35.3045692, 51.7215528 35.3046015, 51.7218054 35.304754, 51.7220054 35.3046833, 51.7221483 35.3046328, 51.7232393 35.3042419, 51.7233636 35.304261, 51.7237947 35.3043283, 51.7240937 35.3041465, 51.7241725 35.3041341, 51.7244078 35.3041615, 51.7247548 35.3044084)",,,
653412802,False,شهيد عطايي,residential,True,71.315,,"LINESTRING (51.7213872 35.3045692, 51.7212219 35.3046077, 51.7207902 35.304964)",,,
653412803,False,,residential,False,105.30600000000001,,"LINESTRING (51.7213872 35.3045692, 51.721283 35.3045054, 51.7213104 35.3044171, 51.7216749 35.3040475, 51.7219458 35.3038836)",,,
730131696,False,,secondary,True,6.811,,"LINESTRING (51.7268889 35.302907, 51.7268234 35.3028771)",,,
653412805,True,,secondary_link,False,50.776,,"LINESTRING (51.7268889 35.302907, 51.727134 35.3030127, 51.7272357 35.3030675, 51.7273957 35.3030772)",,,
623825605,False,خیابان امام خمینی,secondary,False,40.97,,"LINESTRING (51.7273957 35.3030772, 51.727767 35.3028676)",,,
623825605,False,خیابان امام خمینی,secondary,True,27.801000000000002,,"LINESTRING (51.7273957 35.3030772, 51.7273258 35.3031147, 51.7271464 35.3032224)",,,
653412804,False,,residential,True,12.643,30,"LINESTRING (51.7268786 35.3027727, 51.7268234 35.3028771)",,,
704520894,False,شهيد عباس قاروني,unclassified,False,21.481,,"LINESTRING (51.7268786 35.3027727, 51.7270596 35.3026482)",,,
653412804,False,,residential,False,89.929,30,"LINESTRING (51.7268786 35.3027727, 51.7265662 35.3024334, 51.7264678 35.3023139, 51.7263546 35.302092)",,,
653412804,False,,residential,False,12.643,30,"LINESTRING (51.7268234 35.3028771, 51.7268786 35.3027727)",,,
730131696,False,,secondary,False,6.811,,"LINESTRING (51.7268234 35.3028771, 51.7268889 35.302907)",,,
730131696,False,,secondary,True,73.923,,"LINESTRING (51.7268234 35.3028771, 51.7265941 35.3028221, 51.7260294 35.3027311)",,,
1136534469,True,خیابان دکتر وحید دستجردی,primary,False,105.384,,"LINESTRING (51.7213465 35.3066587, 51.7222237 35.3072798)",,,
1136534469,True,خیابان دکتر وحید دستجردی,primary,False,53.745000000000005,,"LINESTRING (51.7223065 35.3073353, 51.7225178 35.3074871, 51.7227361 35.3076676)",,,
1136534468,True,خیابان دکتر وحید دستجردی,primary,False,9.913,,"LINESTRING (51.722247 35.3073898, 51.7221629 35.3073329)",,,
981361446,True,,primary_link,False,9.237,,"LINESTRING (51.722247 35.3073898, 51.722249 35.3073704, 51.722257 35.3073522, 51.7222816 35.3073403, 51.7223065 35.3073353)",,,
1136534469,True,خیابان دکتر وحید دستجردی,primary,False,9.723,,"LINESTRING (51.7222237 35.3072798, 51.7223065 35.3073353)",,,
653417111,True,,primary_link,False,9.321,,"LINESTRING (51.7222237 35.3072798, 51.7222211 35.3073028, 51.7222086 35.3073205, 51.7221876 35.3073309, 51.7221629 35.3073329)",,,
1136534468,True,خیابان دکتر وحید دستجردی,primary,False,105.292,,"LINESTRING (51.7221629 35.3073329, 51.7212826 35.306716)",,,
1136534468,True,خیابان دکتر وحید دستجردی,primary,False,92.51499999999999,,"LINESTRING (51.7229198 35.3080049, 51.7228435 35.3078818, 51.7226712 35.3077101, 51.7224743 35.3075466, 51.722247 35.3073898)",,,
653417115,True,,secondary,False,69.081,,"LINESTRING (51.7234251 35.3084162, 51.7231811 35.3083963, 51.7229758 35.3084122, 51.7228418 35.3084405, 51.722678 35.3084818)",,,
1136534468,True,خیابان دکتر وحید دستجردی,primary,False,68.384,,"LINESTRING (51.7234251 35.3084162, 51.7232078 35.3083442, 51.7230748 35.3082581, 51.7230265 35.3082104, 51.7229198 35.3080049)",,,
653417122,True,,secondary,False,36.894,,"LINESTRING (51.7247256 35.3088711, 51.7247782 35.3088394, 51.7248227 35.3088032, 51.7248738 35.3087621, 51.7249934 35.3086246)",,,
1136534471,True,میدان حضرت فاطمه,primary,False,13.526,,"LINESTRING (51.7247256 35.3088711, 51.7247565 35.3088664, 51.7247877 35.3088699, 51.7248157 35.3088814, 51.7248354 35.308897, 51.7248489 35.3089164)",,,
1136534471,True,میدان حضرت فاطمه,primary,False,19.043999999999997,,"LINESTRING (51.7248552 35.3089382, 51.7248537 35.3089605, 51.7248447 35.3089816, 51.7248288 35.3089998, 51.7248032 35.3090154, 51.7247728 35.3090234, 51.7247409 35.3090228, 51.7247109 35.3090138)",,,
1136534473,True,خیابان دکتر وحید دستجردی,primary,False,80.968,,"LINESTRING (51.7248552 35.3089382, 51.7248723 35.3089875, 51.7249041 35.3090473, 51.7249295 35.3090876, 51.724962 35.3091237, 51.7252873 35.3093754, 51.7253634 35.3094204, 51.7254496 35.3094566)",,,
1264106657,True,,residential,False,18.489,,"LINESTRING (51.7280977 35.3095956, 51.7282175 35.3094611)",,,
406644807,False,خیابان بیست متری بهار,secondary,False,171.802,30,"LINESTRING (51.7214771 35.309835, 51.7225835 35.3085812)",,,
406644807,False,خیابان بیست متری بهار,secondary,True,106.789,30,"LINESTRING (51.7214771 35.309835, 51.7208086 35.3106254)",,,
406644829,False,خیابان آموزش و پرورش,residential,True,406.043,30,"LINESTRING (51.7214771 35.309835, 51.7202362 35.308923, 51.7201683 35.3088034, 51.7201742 35.3086827, 51.7202619 35.3084731, 51.7203197 35.3081548, 51.7203513 35.3078205, 51.720206 35.3066689)",,,
704291719,False,شهيد قرباني,unclassified,False,93.238,,"LINESTRING (51.7265211 35.3046413, 51.7267377 35.304789, 51.7270891 35.3053253)",,,
704291716,False,قاسم چراغي,unclassified,False,189.119,,"LINESTRING (51.7273943 35.303884, 51.7276186 35.3041079, 51.7276266 35.3042097, 51.7278077 35.3043684, 51.7277382 35.3044202, 51.7278831 35.3046599, 51.7280198 35.30487, 51.7278653 35.3050481, 51.7280822 35.305281)",,,
406644833,False,خیابان فلسطین,secondary,True,37.422,,"LINESTRING (51.7280822 35.305281, 51.7277544 35.3054852)",,,
704291716,False,قاسم چراغي,unclassified,True,189.11899999999997,,"LINESTRING (51.7280822 35.305281, 51.7278653 35.3050481, 51.7280198 35.30487, 51.7278831 35.3046599, 51.7277382 35.3044202, 51.7278077 35.3043684, 51.7276266 35.3042097, 51.7276186 35.3041079, 51.7273943 35.303884)",,,
