osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed
398899357,شهید کاظم فاضلی,residential,False,False,41.647,"LINESTRING (48.5964247 31.6530177, 48.5963078 31.6530697, 48.5960559 31.6532207)",,,,
398899357,شهید کاظم فاضلی,residential,False,False,159.135,"LINESTRING (48.5960559 31.6532207, 48.5956783 31.6534555, 48.5954288 31.6537882, 48.5953107 31.6539456, 48.5950768 31.654252, 48.5949914 31.6542983)",,,,
398899357,شهید کاظم فاضلی,residential,False,True,41.647,"LINESTRING (48.5960559 31.6532207, 48.5963078 31.6530697, 48.5964247 31.6530177)",,,,
"[398899466, 398899310, 398899354]",امام حسن عسکری (ع),residential,False,False,23.767,"LINESTRING (48.5960559 31.6532207, 48.5961285 31.653309, 48.5961801 31.6533718, 48.5961999 31.6533958)",yes,,,
398899354,امام حسن عسکری (ع),residential,False,False,17.525,"LINESTRING (48.5961999 31.6533958, 48.5962018 31.6535534)",,,,
"[825096016, 827545817, 398899125]",,residential,False,True,158.59,"LINESTRING (48.5961999 31.6533958, 48.5962527 31.6533617, 48.5967308 31.653121, 48.5969108 31.6530094, 48.5971498 31.6529635, 48.5973615 31.6529327, 48.5975378 31.6528992, 48.5976357 31.6527863, 48.5976523 31.6527695)",yes,,,
"[398899354, 398899466, 398899310]",امام حسن عسکری (ع),residential,False,True,23.767000000000003,"LINESTRING (48.5961999 31.6533958, 48.5961801 31.6533718, 48.5961285 31.653309, 48.5960559 31.6532207)",yes,,,
398899306,مالک اشتر ۲,residential,False,True,135.942,"LINESTRING (48.5973645 31.6534221, 48.5977327 31.6546038)",,,,
398899475,مالک اشتر,residential,False,True,59.555,"LINESTRING (48.5973645 31.6534221, 48.5967692 31.6535955)",,,,
"[398899475, 822785507]","['مالک اشتر', 'مالک اشتر ۳']",residential,False,False,165.034,"LINESTRING (48.5973645 31.6534221, 48.5974661 31.6533925, 48.5979775 31.6532436, 48.598262 31.6541443)",,,,
398899354,امام حسن عسکری (ع),residential,False,False,22.462,"LINESTRING (48.5962018 31.6535534, 48.596223 31.6537546)",,,,
398899354,امام حسن عسکری (ع),residential,False,True,17.525,"LINESTRING (48.5962018 31.6535534, 48.5961999 31.6533958)",,,,
398899364,شهید محسن الهایی,residential,False,True,287.373,"LINESTRING (48.5962018 31.6535534, 48.5960994 31.6536341, 48.5956727 31.6540455, 48.5952228 31.65454, 48.5949658 31.6547785, 48.5949238 31.6548421, 48.5947087 31.655168, 48.5943848 31.65561)",,,,
398899213,مالک اشتر ۱,residential,False,False,168.965,"LINESTRING (48.5967692 31.6535955, 48.5971944 31.6550713)",,,,
