osmid,oneway,lanes,highway,reversed,length,geometry,maxspeed,name
194278083,False,2,secondary,False,322.009,"LINESTRING (59.1981062 35.5494589, 59.1967266 35.5467894)",,
69761933,True,,secondary,False,86.195,"LINESTRING (59.1948607 35.5475884, 59.1943545 35.5482451)",,
723688084,True,,tertiary,False,18.494,"LINESTRING (59.1948607 35.5475884, 59.1946924 35.547494)",,
344531738,True,,secondary,False,39.791,"LINESTRING (59.1953289 35.5469083, 59.1955761 35.5468108, 59.1957328 35.5467685)",,
344557721,True,,tertiary,False,41.211,"LINESTRING (59.1953289 35.5469083, 59.1953389 35.5467232, 59.1953036 35.5465401)",30,
344531738,True,,secondary,False,53.730999999999995,"LINESTRING (59.1949117 35.5472501, 59.1951194 35.547053, 59.1953289 35.5469083)",,
845466280,False,,tertiary,True,108.461,"LINESTRING (59.1949117 35.5472501, 59.1947249 35.5470152, 59.1945374 35.5463365)",,
344531738,True,,secondary,False,22.25,"LINESTRING (59.1946924 35.547494, 59.1948376 35.5473325)",,
344557729,False,,residential,False,152.506,"LINESTRING (59.1946924 35.547494, 59.1930711 35.5478694)",30,
344531738,True,,secondary,False,161.281,"LINESTRING (59.1937451 35.5487227, 59.1946924 35.547494)",,
723688093,False,,residential,False,114.601,"LINESTRING (59.1937451 35.5487227, 59.1934327 35.5484865, 59.1930711 35.5478694)",,
344557733,False,,tertiary,True,77.94,"LINESTRING (59.1940707 35.5445156, 59.1938266 35.5438434)",30,معلم
344557733,False,,tertiary,False,226.898,"LINESTRING (59.1940707 35.5445156, 59.1943553 35.5450281, 59.1945878 35.5454158, 59.1951749 35.5463472)",30,معلم
723688083,False,,residential,False,204.768,"LINESTRING (59.1940707 35.5445156, 59.1939194 35.5448818, 59.1938912 35.5452639, 59.1940043 35.5457681, 59.1940207 35.5463278)",,
344557725,False,,tertiary,True,149.131,"LINESTRING (59.1911445 35.5461635, 59.1918376 35.5461819, 59.19278 35.546307)",30,
344557712,False,,residential,True,152.951,"LINESTRING (59.19278 35.546307, 59.1926758 35.5449341)",30,
344557725,False,,tertiary,True,57.182,"LINESTRING (59.19278 35.546307, 59.1934119 35.5463176)",30,
344557712,False,,residential,False,159.06799999999998,"LINESTRING (59.19278 35.546307, 59.1927701 35.5466006, 59.1926998 35.5469086, 59.1925594 35.5472002, 59.1922918 35.5476618)",30,
344557725,False,,tertiary,False,149.131,"LINESTRING (59.19278 35.546307, 59.1918376 35.5461819, 59.1911445 35.5461635)",30,
344557725,False,,tertiary,False,57.689,"LINESTRING (59.1951749 35.5463472, 59.1945374 35.5463365)",30,
344557733,False,,tertiary,False,24.406,"LINESTRING (59.1951749 35.5463472, 59.1953036 35.5465401)",30,معلم
344557733,False,,tertiary,True,226.898,"LINESTRING (59.1951749 35.5463472, 59.1945878 35.5454158, 59.1943553 35.5450281, 59.1940707 35.5445156)",30,معلم
344557733,False,,tertiary,True,24.406,"LINESTRING (59.1953036 35.5465401, 59.1951749 35.5463472)",30,معلم
344557724,True,,tertiary,False,46.762,"LINESTRING (59.1953036 35.5465401, 59.1955006 35.5466762, 59.1957328 35.5467685)",30,
344531738,True,,secondary,False,86.905,"LINESTRING (59.1957328 35.5467685, 59.1958853 35.5467274, 59.1963503 35.5466518, 59.196673 35.5466878)",,
344557712,False,,residential,False,84.715,"LINESTRING (59.1922918 35.5476618, 59.1920118 35.5481446, 59.1918492 35.5483303)",30,
344557712,False,,residential,True,159.06799999999998,"LINESTRING (59.1922918 35.5476618, 59.1925594 35.5472002, 59.1926998 35.5469086, 59.1927701 35.5466006, 59.19278 35.546307)",30,
344557729,False,,residential,True,75.049,"LINESTRING (59.1922918 35.5476618, 59.1925879 35.54775, 59.1928227 35.5478492, 59.1930711 35.5478694)",30,
344557729,False,,residential,True,152.506,"LINESTRING (59.1930711 35.5478694, 59.1946924 35.547494)",30,
344557729,False,,residential,False,75.049,"LINESTRING (59.1930711 35.5478694, 59.1928227 35.5478492, 59.1925879 35.54775, 59.1922918 35.5476618)",30,
723688093,False,,residential,True,114.601,"LINESTRING (59.1930711 35.5478694, 59.1934327 35.5484865, 59.1937451 35.5487227)",,
344557712,False,,residential,False,37.275,"LINESTRING (59.1918492 35.5483303, 59.1916988 35.5485019, 59.1916326 35.5486141)",30,
344557712,False,,residential,True,84.715,"LINESTRING (59.1918492 35.5483303, 59.1920118 35.5481446, 59.1922918 35.5476618)",30,
344557727,False,,residential,False,182.10899999999998,"LINESTRING (59.1918492 35.5483303, 59.1925045 35.5483776, 59.192736 35.5486426, 59.1933276 35.549253)",30,
344557727,False,,residential,True,20.585,"LINESTRING (59.1935217 35.5493496, 59.1933276 35.549253)",30,
845466285,False,,residential,True,68.421,"LINESTRING (59.1979229 35.5466273, 59.1986743 35.5465577)",,
"[344557712, 723688087]",False,,residential,"[False, True]",262.169,"LINESTRING (59.1916326 35.5486141, 59.1915631 35.5487318, 59.1911001 35.5496463, 59.1913136 35.5497666, 59.191772 35.5498495, 59.1925404 35.5500072)",30,
723688085,False,,residential,False,188.92700000000002,"LINESTRING (59.1916326 35.5486141, 59.1922586 35.5490392, 59.1925614 35.5494559, 59.1925404 35.5500072)",,
344557712,False,,residential,True,37.275,"LINESTRING (59.1916326 35.5486141, 59.1916988 35.5485019, 59.1918492 35.5483303)",30,
723688081,False,,residential,False,51.537,"LINESTRING (59.1956981 35.5491766, 59.1952447 35.5494572)",,
723688084,True,,tertiary,False,192.20000000000002,"LINESTRING (59.1956981 35.5491766, 59.195058 35.5479996, 59.1948607 35.5475884)",,
344557733,False,,tertiary,False,89.96199999999999,"LINESTRING (59.1935029 35.5430798, 59.193653 35.5433655, 59.1938266 35.5438434)",30,معلم
723688086,False,,residential,True,55.58,"LINESTRING (59.1935029 35.5430798, 59.1937964 35.5429798, 59.1940899 35.5429479)",,
344557733,False,,tertiary,False,77.94,"LINESTRING (59.1938266 35.5438434, 59.1940707 35.5445156)",30,معلم
723688088,False,,residential,True,119.97,"LINESTRING (59.1938266 35.5438434, 59.1925051 35.5439321)",,
344557733,False,,tertiary,True,89.96199999999999,"LINESTRING (59.1938266 35.5438434, 59.193653 35.5433655, 59.1935029 35.5430798)",30,معلم
723688090,False,,residential,True,161.302,"LINESTRING (59.1909033 35.5447781, 59.1926758 35.5449341)",,
344557712,False,,residential,False,91.161,"LINESTRING (59.1923544 35.5431215, 59.1924024 35.5433873, 59.1925051 35.5439321)",30,
723688089,False,,residential,False,321.569,"LINESTRING (59.1923544 35.5431215, 59.1911314 35.5432337, 59.1909287 35.5437885, 59.1914635 35.5439496, 59.1925051 35.5439321)",,
723688087,False,,residential,True,20.694,"LINESTRING (59.1925404 35.5500072, 59.1927622 35.5500527)",,
723688085,False,,residential,True,188.92700000000002,"LINESTRING (59.1925404 35.5500072, 59.1925614 35.5494559, 59.1922586 35.5490392, 59.1916326 35.5486141)",,
