osmid,name,highway,maxspeed,oneway,reversed,length,junction,geometry,bridge
235100554,شهدا,residential,40,False,True,129.989,,"LINESTRING (49.1334129 36.2477714, 49.1328229 36.2488392)",
754187141,,residential,,False,True,12.221,,"LINESTRING (49.1314092 36.2507038, 49.1314735 36.2508007)",
1035908947,شهدا,residential,40,True,False,57.531,,"LINESTRING (49.1314092 36.2507038, 49.1317658 36.2502737)",
754187152,میدان سادات,secondary,,True,False,18.936999999999998,roundabout,"LINESTRING (49.1263169 36.2499072, 49.1262731 36.2499309, 49.1262214 36.2499397, 49.1261694 36.2499323, 49.1261245 36.2499099)",
428906088,محمد منتظری,residential,,False,False,72.876,,"LINESTRING (49.1315289 36.2560803, 49.1309102 36.2565053)",
739821590,خیابان امام خمینی,secondary,,True,False,83.272,,"LINESTRING (49.1315289 36.2560803, 49.1309254 36.2555111)",
754187135,,secondary_link,,False,False,11.085,,"LINESTRING (49.1315289 36.2560803, 49.1316222 36.2560149)",
428899342,محمدحسن نقیلو,residential,,False,True,181.51,,"LINESTRING (49.1304122 36.2547639, 49.128672 36.2555978)",
739821590,خیابان امام خمینی,secondary,,True,False,134.239,,"LINESTRING (49.1304122 36.2547639, 49.1301156 36.2539997, 49.1299836 36.2536074)",
754210224,قندی غربی,tertiary,,False,False,106.286,,"LINESTRING (49.1298765 36.2531651, 49.1290316 36.2538355)",
968605236,خیابان امام خمینی,secondary,,True,False,32.516,,"LINESTRING (49.1298765 36.2531651, 49.1298589 36.2529364, 49.1298343 36.2528763)",
1035908947,شهدا,residential,40,True,False,136.712,,"LINESTRING (49.1298166 36.2519728, 49.1301067 36.2519004, 49.1303846 36.2517441, 49.1309749 36.2512155)",
1035908948,,secondary,,True,False,21.387,roundabout,"LINESTRING (49.1298166 36.2519728, 49.129844 36.2520043, 49.1298623 36.2520398, 49.1298707 36.2520777, 49.1298687 36.2521161, 49.1298565 36.2521533)",
425133969,قندی شرقی,residential,,False,False,48.349,,"LINESTRING (49.1324296 36.2521713, 49.1329156 36.251983)",
425133969,قندی شرقی,residential,,False,True,143.192,,"LINESTRING (49.1324296 36.2521713, 49.1310013 36.2527472)",
425133989,,residential,,False,False,44.044,,"LINESTRING (49.1324296 36.2521713, 49.1321621 36.2518391)",
