osmid,highway,junction,oneway,reversed,length,name,geometry
565513120,tertiary,roundabout,True,False,12.078,,"LINESTRING (53.8782056 29.97296, 53.8783286 29.9729811)"
565513120,tertiary,roundabout,True,False,9.425,,"LINESTRING (53.8784052 29.9731206, 53.8783669 29.9731986)"
565513135,residential,,False,False,60.922,,"LINESTRING (53.8707688 29.9685757, 53.8702726 29.9689154)"
565513135,residential,,False,True,74.861,,"LINESTRING (53.8707688 29.9685757, 53.8713563 29.968135)"
565513095,tertiary,,True,False,73.928,ادبیات,"LINESTRING (53.8782092 29.9732497, 53.8776094 29.9736645)"
565513120,tertiary,roundabout,True,False,19.708,,"LINESTRING (53.8782092 29.9732497, 53.8781454 29.9732287, 53.8780964 29.9731877, 53.87807 29.9731332)"
565513120,tertiary,roundabout,True,False,16.782,,"LINESTRING (53.8783669 29.9731986, 53.8782959 29.9732423, 53.8782092 29.9732497)"
565513069,tertiary,,True,False,48.319,,"LINESTRING (53.8780806 29.9730465, 53.87779 29.9726923)"
565513120,tertiary,roundabout,True,False,15.886,,"LINESTRING (53.8780806 29.9730465, 53.8781306 29.9729897, 53.8782056 29.97296)"
565513135,residential,,False,False,74.166,,"LINESTRING (53.8724425 29.9672916, 53.8718656 29.9677333)"
565513135,residential,,False,True,12.597,,"LINESTRING (53.8724425 29.9672916, 53.8725382 29.9672144)"
565513091,residential,,False,False,166.369,,"LINESTRING (53.8755246 29.9684347, 53.8743612 29.9673289)"
565513091,residential,,False,True,126.755,,"LINESTRING (53.8755246 29.9684347, 53.876411 29.9692772)"
565513107,residential,,False,False,48.425,,"LINESTRING (53.8755246 29.9684347, 53.8751424 29.9687176)"
565513119,tertiary,,False,False,107.563,امام خمینی,"LINESTRING (53.8754542 29.9703905, 53.8761882 29.9711195)"
565513119,tertiary,,False,True,34.938,امام خمینی,"LINESTRING (53.8754542 29.9703905, 53.8752158 29.9701537)"
565513145,residential,,False,False,106.378,,"LINESTRING (53.8754542 29.9703905, 53.8746007 29.9709976)"
565513090,residential,,False,False,37.733,,"LINESTRING (53.8743612 29.9673289, 53.8744813 29.9670059)"
565513091,residential,,False,True,166.369,,"LINESTRING (53.8743612 29.9673289, 53.8755246 29.9684347)"
565513090,residential,,False,True,58.775,,"LINESTRING (53.8743612 29.9673289, 53.8743003 29.967456, 53.8741735 29.9678226, 53.874166 29.9678277)"
565513135,residential,,False,False,92.574,,"LINESTRING (53.8741634 29.9659398, 53.8734579 29.9665051)"
565513135,residential,,False,False,74.861,,"LINESTRING (53.8713563 29.968135, 53.8707688 29.9685757)"
565513135,residential,,False,True,66.348,,"LINESTRING (53.8713563 29.968135, 53.8718656 29.9677333)"
