osmid,name,highway,junction,oneway,reversed,length,geometry,ref,lanes
178561456,میدان امام خمینی,secondary,roundabout,True,False,16.681,"LINESTRING (50.2884984 31.7098038, 50.2884926 31.709754, 50.2885031 31.7097048, 50.2885291 31.70966)",,
178561456,میدان امام خمینی,secondary,roundabout,True,False,20.435,"LINESTRING (50.2886401 31.7099325, 50.2885911 31.7099132, 50.2885495 31.7098839, 50.2885179 31.7098467, 50.2884984 31.7098038)",,
178561457,بلوار امام خمینی,secondary,,True,False,65.024,"LINESTRING (50.2886401 31.7099325, 50.2884693 31.7100372, 50.2882924 31.710114, 50.2881605 31.7101524, 50.2880269 31.7101846)",,
178561456,میدان امام خمینی,secondary,roundabout,True,False,2.121,"LINESTRING (50.288728 31.7095827, 50.2887501 31.7095859)",,
178561456,میدان امام خمینی,secondary,roundabout,True,False,18.525,"LINESTRING (50.2887501 31.7095859, 50.2888108 31.7096064, 50.2888612 31.7096416, 50.2888966 31.7096883)",,
178561459,بلوار امام خمینی,secondary,,True,False,114.089,"LINESTRING (50.2887501 31.7095859, 50.2889634 31.7094533, 50.2896382 31.7088943)",,
178561456,میدان امام خمینی,secondary,roundabout,True,False,28.975,"LINESTRING (50.2888966 31.7096883, 50.288913 31.7097385, 50.2889119 31.7097906, 50.2888932 31.7098402, 50.2888585 31.7098832, 50.2888108 31.7099159)",,
440403977,شهید کیانی,residential,,False,False,15.942,"LINESTRING (50.2880269 31.7101846, 50.2879614 31.7103167)",,
178561457,بلوار امام خمینی,secondary,,True,False,66.0,"LINESTRING (50.2880269 31.7101846, 50.2876314 31.7102661, 50.2873455 31.7103112)",,
551316729,شهید بهشتی,secondary,,True,False,31.061,"LINESTRING (50.2879014 31.7084346, 50.2880767 31.7086708)",,
440407192,۱۳ آبان,residential,,False,False,61.684,"LINESTRING (50.2879014 31.7084346, 50.2879677 31.7084109, 50.2885151 31.7082474)",,
551316729,شهید بهشتی,secondary,,True,False,33.506,"LINESTRING (50.2840383 31.7059108, 50.2843196 31.7060939)",,
572680437,کمربندی دهدز,trunk,,True,False,45.962,"LINESTRING (50.2840383 31.7059108, 50.2839072 31.7060683, 50.2837647 31.7062523)",72,
440403976,شهید رجایی,residential,,False,False,82.262,"LINESTRING (50.2918848 31.7118209, 50.2911819 31.7113853)",,
440403985,,residential,,False,True,71.834,"LINESTRING (50.2918848 31.7118209, 50.2920558 31.7117647, 50.2921535 31.7114932, 50.2923489 31.7113713)",,
178561459,بلوار امام خمینی,secondary,,True,False,82.071,"LINESTRING (50.2902392 31.7083965, 50.2908608 31.7078816)",,
551319033,,residential,,False,True,69.697,"LINESTRING (50.2902392 31.7083965, 50.2899885 31.7078071)",,
302539199,,residential,,False,False,39.738,"LINESTRING (50.2892854 31.7061213, 50.2896883 31.7060202)",,
551319033,,residential,,False,False,98.081,"LINESTRING (50.2892854 31.7061213, 50.2896428 31.7069493)",,
572480256,,residential,,False,True,32.141,"LINESTRING (50.2892854 31.7061213, 50.2891815 31.7058461)",,
551319037,,residential,,False,False,151.349,"LINESTRING (50.2892854 31.7061213, 50.2883358 31.7063826, 50.2877529 31.7065101)",,
440403996,,residential,,False,False,107.449,"LINESTRING (50.2917276 31.7055176, 50.2924629 31.7062541)",,
440407182,,residential,,False,False,14.539,"LINESTRING (50.2917276 31.7055176, 50.2916837 31.7053923)",,
551319029,,residential,,True,False,66.02,"LINESTRING (50.2917276 31.7055176, 50.2910643 31.7057022)",,
178561456,میدان امام خمینی,secondary,roundabout,True,False,16.681,"LINESTRING (50.2888108 31.7099159, 50.2887565 31.709935, 50.2886981 31.7099407, 50.2886401 31.7099325)",,
440403976,شهید رجایی,residential,,False,True,63.882000000000005,"LINESTRING (50.2888108 31.7099159, 50.2889941 31.7100294, 50.2893567 31.7102541)",,
440403977,شهید کیانی,residential,,False,False,41.551,"LINESTRING (50.2874293 31.7117557, 50.2875321 31.712119)",,
440403977,شهید کیانی,residential,,False,True,41.367000000000004,"LINESTRING (50.2874293 31.7117557, 50.2874174 31.7115538, 50.2874793 31.7113923)",,
440403978,آزادی,residential,,False,True,52.97,"LINESTRING (50.2874293 31.7117557, 50.2876048 31.7115957, 50.2878484 31.7114428)",,
440403977,شهید کیانی,residential,,False,True,41.551,"LINESTRING (50.2875321 31.712119, 50.2874293 31.7117557)",,
440407203,استقلال,residential,,False,False,203.05200000000002,"LINESTRING (50.2875321 31.712119, 50.2878564 31.7121963, 50.2879394 31.712156, 50.2879038 31.7119844, 50.2879196 31.7118229, 50.2881885 31.7116245, 50.2887579 31.711537, 50.2891376 31.7115875)",,
440403987,,residential,,False,True,84.899,"LINESTRING (50.2891376 31.7115875, 50.2892029 31.7117481, 50.2893201 31.7117481, 50.2897305 31.7117259, 50.2898868 31.7117813)",,
440407203,استقلال,residential,,False,False,170.452,"LINESTRING (50.2891376 31.7115875, 50.2895923 31.7114866, 50.2898098 31.7113856, 50.2900431 31.7114193, 50.2907311 31.7116581, 50.2908336 31.7116407)",,
440407203,استقلال,residential,,False,True,203.052,"LINESTRING (50.2891376 31.7115875, 50.2887579 31.711537, 50.2881885 31.7116245, 50.2879196 31.7118229, 50.2879038 31.7119844, 50.2879394 31.712156, 50.2878564 31.7121963, 50.2875321 31.712119)",,
440403976,شهید رجایی,residential,,False,False,54.213,"LINESTRING (50.2911819 31.7113853, 50.2907187 31.7110982)",,
440403976,شهید رجایی,residential,,False,True,82.262,"LINESTRING (50.2911819 31.7113853, 50.2918848 31.7118209)",,
440407203,استقلال,residential,,False,True,44.281,"LINESTRING (50.2911819 31.7113853, 50.2908893 31.7116312, 50.2908336 31.7116407)",,
440403976,شهید رجایی,residential,,False,False,76.952,"LINESTRING (50.2903848 31.7108913, 50.2897273 31.7104838)",,
440403976,شهید رجایی,residential,,False,True,10.686,"LINESTRING (50.2903848 31.7108913, 50.2904761 31.7109479)",,
440403978,آزادی,residential,,False,False,254.43700000000004,"LINESTRING (50.2903848 31.7108913, 50.2901538 31.7110089, 50.2897109 31.7109954, 50.2894104 31.7109988, 50.2890624 31.7111636, 50.2884021 31.711389, 50.2880462 31.7114664, 50.2878484 31.7114428)",,
440403978,آزادی,residential,,False,False,52.97,"LINESTRING (50.2878484 31.7114428, 50.2876048 31.7115957, 50.2874293 31.7117557)",,
440403978,آزادی,residential,,False,True,254.437,"LINESTRING (50.2878484 31.7114428, 50.2880462 31.7114664, 50.2884021 31.711389, 50.2890624 31.7111636, 50.2894104 31.7109988, 50.2897109 31.7109954, 50.2901538 31.7110089, 50.2903848 31.7108913)",,
440403979,,residential,,False,False,79.295,"LINESTRING (50.2878484 31.7114428, 50.288062 31.7111771, 50.2884772 31.7110089)",,
